Expression,HHHH,HHHM,HHHN,HHMH,HHMM,HHMN,HHNH,HHNM,HHNN,HMHH,HMHM,HMHN,HMMH,HMMM,HMMN,HMNH,HMNM,HMNN,HNHH,HNHM,HNHN,HNMH,HNMM,HNMN,HNNH,HNNM,HNNN,MHHH,MHHM,MHHN,MHMH,MHMM,MHMN,MHNH,MHNM,MHNN,MMHH,MMHM,MMHN,MMMH,MMMM,MMMN,MMNH,MMNM,MMNN,MNHH,MNHM,MNHN,MNMH,MNMM,MNMN,MNNH,MNNM,MNNN,NHHH,NHHM,NHHN,NHMH,NHMM,NHMN,NHNH,NHNM,NHNN,NMHH,NMHM,NMHN,NMMH,NMMM,NMMN,NMNH,NMNM,NMNN,NNHH,NNHM,NNHN,NNMH,NNMM,NNMN,NNNH,NNNM,NNNN
p3_p4==24,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477,0.7057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477
p1_p2==25,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831,0.09831,0.09831,0.09831,0.09831,0.09831,0.09831
p1_p3==25,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831
p1_p4==25,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831
p2_p3==25,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831,0.463,0.463,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.09831,0.09831
p2_p4==25,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831,0.463,0.0,0.0,0.463,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.0,0.0,0.09831,0.0,0.0,0.09831
p3_p4==25,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831
p1_p2==26,3.057,3.057,3.057,3.057,3.057,3.057,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495
p1_p3==26,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495
p1_p4==26,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495
p2_p3==26,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495,3.057,3.057,3.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.495,0.495
p2_p4==26,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495,3.057,0.0,0.0,3.057,0.0,0.0,3.057,0.0,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,1.103,0.0,0.0,0.0,0.495,0.0,0.0,0.495,0.0,0.0,0.495
p3_p4==26,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495,3.057,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.495
p1_p2==27,0.7685,0.7685,0.7685,0.7685,0.7685,0.7685,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.3079,0.3079,0.3079,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984,0.8984,0.8984,0.8984,0.8984,0.8984,0.8984
p1_p3==27,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984
p1_p4==27,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984
p2_p3==27,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984,0.7685,0.7685,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.3079,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.8984,0.8984
p2_p4==27,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984,0.7685,0.0,0.0,0.7685,0.0,0.0,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.0,0.0,0.8984,0.0,0.0,0.8984
p3_p4==27,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984,0.7685,0.0,0.0,0.0,0.3079,0.0,0.0,0.0,0.8984
p1_p2==28,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452
p1_p3==28,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452
p1_p4==28,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452
p2_p3==28,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074,0.5074,0.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452,1.452,1.452
p2_p4==28,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452,1.07,0.0,0.0,1.07,0.0,0.0,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,0.0,0.0,1.452,0.0,0.0,1.452
p3_p4==28,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452,1.07,0.0,0.0,0.0,0.5074,0.0,0.0,0.0,1.452
p1_p2==33,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.8726,0.8726,0.8726,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054
p1_p3==33,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054
p1_p4==33,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054
p2_p3==33,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054,1.018,1.018,1.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726,0.8726,0.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054,1.054,1.054
p2_p4==33,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054,1.018,0.0,0.0,1.018,0.0,0.0,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,0.0,0.0,1.054,0.0,0.0,1.054
p3_p4==33,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054,1.018,0.0,0.0,0.0,0.8726,0.0,0.0,0.0,1.054
p1_p2==34,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193
p1_p3==34,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193
p1_p4==34,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193
p2_p3==34,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193,1.781,1.781,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.193
p2_p4==34,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193,1.781,0.0,0.0,1.781,0.0,0.0,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.193,0.0,0.0,0.193
p3_p4==34,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,1.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193
p1_p2==35,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065
p1_p3==35,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.4835,0.4835,0.4835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.4065,0.4065,0.4065
