HHID,PERSONS,workers,VEHICL,MAZ,income,HHT,unittype,bldgsz
17086,4,2,0,100713,27117,2,0,8
17087,6,2,0,100705,55053,7,0,2
17088,3,0,0,100705,3656,3,0,3
17089,3,2,0,100715,39613,1,0,8
17090,4,1,0,100712,134222,1,0,8
17091,4,2,0,100715,23066,1,0,8
17092,2,0,0,100706,5947,1,0,2
17093,3,2,0,100710,30261,1,0,8
17094,2,0,0,100712,28202,1,0,3
17095,2,2,0,100715,24923,1,0,8
17096,3,3,0,100713,161556,1,0,2
17097,2,1,0,100705,7912,1,0,3
17098,3,1,0,100705,55619,2,0,8
17099,4,3,0,100706,79781,7,0,8
17100,2,2,0,100706,132748,1,0,8
17101,2,0,0,100711,15579,7,0,8
17102,4,3,0,100706,9727,1,0,8
17103,2,1,0,100710,66375,1,0,8
17104,2,2,0,100706,87154,2,0,8
17105,4,3,0,100711,3765,1,0,8
17106,4,2,0,100715,39211,1,0,2
17107,5,1,0,100711,19440,1,0,8
17108,2,2,0,100705,123537,5,0,3
17109,5,2,0,100705,42818,3,0,8
17110,2,2,0,100706,23853,7,0,2
17111,2,1,0,100715,144757,7,0,3
17112,2,1,0,100710,52446,7,0,8
17113,4,2,0,100706,35137,1,0,2
17114,2,2,0,100717,38696,7,0,3
17115,3,3,0,100705,83994,1,0,8
17116,2,2,0,100715,86627,1,0,8
17117,3,3,0,100705,25822,1,0,8
17118,5,2,0,100706,14975,1,0,8
17119,2,2,0,100715,24135,5,0,8
17120,3,2,0,100710,1965,1,0,8
17121,2,2,0,100713,37434,5,0,8
17122,2,2,0,100705,274124,1,0,8
17123,2,2,0,100706,64394,1,0,8
17124,6,1,0,100705,45727,3,0,8
17125,2,2,0,100712,62271,2,0,8
17126,3,2,0,100706,86890,1,0,8
17127,2,2,0,100705,29506,5,0,8
17128,4,1,0,100705,115063,1,0,8
17129,4,4,0,100711,38524,1,0,8
17130,2,1,0,100712,17028,7,0,8
17131,3,2,0,100711,26273,1,0,8
17132,3,2,0,100716,22226,2,0,8
17133,4,3,0,100706,23375,1,0,2
17134,2,0,0,100710,12558,1,0,8
17135,3,2,0,100715,118010,1,0,8
17136,3,2,0,100706,39957,1,0,3
17137,3,2,0,100706,94515,1,0,8
17138,2,1,0,100717,11168,7,0,8
17139,4,3,0,100706,187151,1,0,8
17140,2,1,0,100705,313113,7,0,8
17141,5,0,0,100710,64253,3,0,8
17142,4,4,0,100706,167154,1,0,8
17143,2,1,0,100706,22087,3,0,8
17144,5,3,0,100705,112236,3,0,3
17145,4,1,0,100710,295118,2,0,8
17146,4,2,0,100706,29986,1,0,8
17147,2,1,0,100717,25738,7,0,8
17148,2,1,0,100715,36689,3,0,3
17149,4,3,0,100706,50255,3,0,2
17150,2,0,0,100706,73725,3,0,8
17151,3,2,0,100711,155956,3,0,8
17152,2,2,0,100706,22435,1,0,3
17153,2,1,0,100715,29300,3,0,8
17154,7,1,0,100712,54,1,0,8
17155,2,1,0,100711,24247,7,0,8
17156,3,2,0,100705,12403,1,0,8
17157,3,0,0,100706,24585,1,0,2
17158,4,3,0,100706,6111,1,0,2
17159,3,1,0,100715,106329,2,0,2
17160,2,0,0,100705,59299,1,0,8
17161,3,2,0,100712,15640,1,0,8
17162,4,2,0,100712,127958,1,0,8
17163,2,2,0,100705,241134,7,0,8
17164,2,2,0,100705,545,5,0,8
17165,2,0,0,100705,1528,1,0,8
17166,2,0,0,100712,66093,3,0,8
17167,3,1,0,100710,48356,1,0,8
17168,2,2,0,100710,218,2,0,8
17169,4,2,0,100706,15036,1,0,8
17170,2,1,0,100706,29917,7,0,8
17171,3,0,0,100706,25570,7,0,8
17172,3,1,0,100715,23573,1,0,2
17173,2,2,0,100705,25682,5,0,8
17174,2,2,0,100705,25654,2,0,8
17175,3,2,0,100705,64961,3,0,3
17176,3,3,0,100710,116537,3,0,8
17177,2,1,0,100706,12711,2,0,2
17178,4,1,0,100710,115432,1,0,8
17179,3,3,0,100715,64536,3,0,2
17180,4,1,0,100705,89523,1,0,8
17181,4,2,0,100705,4038,1,0,8
17182,3,1,0,100715,108298,3,0,2
17183,4,2,0,100715,45434,2,0,8
17184,3,1,0,100705,14250,3,0,8
17185,2,2,0,100710,96484,5,0,8
17186,3,2,0,100706,42749,3,0,8
17187,2,1,0,100712,57601,3,0,8
17188,4,1,0,100715,23544,1,0,8
17189,2,2,0,100712,16243,7,0,8
17190,5,2,0,100715,56469,1,0,8
17191,5,2,0,100710,16123,1,0,8
17192,3,1,0,100706,30947,1,0,2
17193,3,0,0,100715,15398,1,0,2
17194,3,3,0,100712,819,3,0,8
17195,2,2,0,100710,24669,7,0,2
17196,2,0,0,100706,52008,3,0,3
17197,4,2,0,100706,25120,2,0,2
17198,2,1,0,100716,21529,2,0,8
17199,3,2,0,100712,171354,1,0,8
17200,3,1,0,100706,174154,7,0,3
17201,3,2,0,100712,4801,3,0,8
17202,5,3,0,100705,8621,3,0,3
17203,4,2,0,100706,11322,3,0,2
17204,3,2,0,100706,117274,1,0,8
17205,2,1,0,100710,7639,1,0,8
17206,3,1,0,100706,8457,2,0,3
17207,5,2,0,100706,72672,1,0,2
17208,2,1,0,100706,50694,5,0,8
17209,3,1,0,100705,27379,2,0,2
17210,2,2,0,100705,83467,7,0,3
17211,4,0,0,100706,68459,1,0,3
17212,2,2,0,100705,30192,3,0,8
17213,3,2,0,100705,51424,1,0,8
17214,4,1,0,100710,42406,1,0,8
17215,3,0,0,100712,36575,3,0,8
17216,3,2,0,100713,16605,3,0,8
17217,2,0,0,100705,27145,1,0,8
17218,2,1,0,100712,78465,3,0,8
17219,2,2,0,100717,82151,7,0,8
17220,3,1,0,100715,12197,1,0,2
17221,2,0,0,100706,31084,3,0,8
17222,2,2,0,100710,2128,1,0,2
17223,3,1,0,100715,41926,2,0,3
17224,3,2,0,100706,53323,3,0,3
17225,2,2,0,100705,10447,2,0,8
17226,3,2,0,100712,34982,1,0,8
17227,4,1,0,100712,1146,3,0,8
17228,4,1,0,100705,22898,3,0,2
17229,3,1,0,100717,29025,7,0,2
17230,2,2,0,100706,4256,1,0,8
17231,5,3,0,100705,20136,1,0,2
17232,9,2,0,100715,22813,3,0,8
17233,2,2,0,100717,5456,1,0,2
17234,2,0,0,100706,20623,1,0,3
17235,6,1,0,100705,30604,1,0,8
17236,4,3,0,100705,9470,1,0,8
17237,5,1,0,100706,26976,7,0,8
17238,2,1,0,100705,20345,3,0,8
17239,4,1,0,100712,36632,1,0,8
17240,2,1,0,100710,12249,1,0,8
17241,6,2,0,100712,655,1,0,8
17242,2,1,0,100712,14130,5,0,8
17243,3,3,0,100711,110267,1,0,8
17244,4,2,0,100706,244133,1,0,8
17245,1,0,0,100712,42200,6,0,2
17246,4,2,0,100705,42544,1,0,8
17247,3,2,0,100705,24726,1,0,2
17248,2,0,0,100706,10602,1,0,8
17249,2,1,0,100706,18951,3,0,8
17250,2,1,0,100705,23207,1,0,8
17251,3,2,0,100705,121695,1,0,8
17252,3,1,0,100706,68986,1,0,8
17253,2,1,0,100706,48064,3,0,8
17254,4,2,0,100712,22869,1,0,8
17255,4,1,0,100715,226139,1,0,2
17256,2,1,0,100712,50985,2,0,8
17257,2,0,0,100705,40473,7,0,2
17258,2,1,0,100706,24894,1,0,8
17259,2,1,0,100715,117642,1,0,3
17260,3,2,0,100711,22785,1,0,8
17261,2,0,0,100712,60290,7,0,8
17262,3,2,0,100710,25288,1,0,8
17263,4,1,0,100705,44945,1,0,3
17264,3,1,0,100710,39039,1,0,8
17265,2,1,0,100710,95499,1,0,8
17266,2,2,0,100712,118748,5,0,8
17267,3,2,0,100715,25457,2,0,8
17268,2,1,0,100715,23404,3,0,8
17269,2,1,0,100706,307115,2,0,8
17270,2,1,0,100706,127222,5,0,8
17271,2,2,0,100712,21042,1,0,8
17272,2,1,0,100706,10499,2,0,8
17273,3,0,0,100706,17572,3,0,8
17274,2,2,0,100717,25851,5,0,8
17275,2,0,0,100713,48502,7,0,8
17276,4,3,0,100715,11528,1,0,2
17277,2,1,0,100706,102390,7,0,3
17278,2,0,0,100705,19091,7,0,2
17279,1,1,0,100706,33420,4,0,2
17280,3,2,0,100712,24951,1,0,8
17281,2,2,0,100705,265127,1,0,8
17282,3,1,0,100711,273,3,0,8
17283,2,1,0,100715,17814,3,0,8
17284,2,1,0,100713,40014,3,0,8
17285,6,1,0,100712,36804,1,0,8
17286,1,0,0,100705,6712,4,0,8
17287,3,2,0,100706,26751,3,0,8
17288,2,2,0,100712,4911,2,0,8
17289,2,2,0,100710,21948,1,0,2
17290,2,1,0,100710,55478,7,0,8
17291,5,3,0,100706,11476,1,0,8
17292,2,1,0,100710,61989,2,0,2
17293,5,0,0,100712,27089,3,0,3
17294,2,1,0,100717,24163,1,0,8
17295,3,2,0,100705,3055,1,0,8
17296,4,4,0,100706,6493,1,0,8
17297,2,1,0,100715,128696,7,0,8
17298,2,2,0,100715,88470,1,0,8
17299,4,0,0,100710,25964,3,0,8
17300,3,2,0,100706,1255,3,0,8
17301,4,0,0,100706,17995,1,0,8
17302,2,1,0,100713,107313,2,0,8
17303,2,1,0,100712,12351,2,0,8
17304,2,2,0,100705,29712,5,0,8
17305,3,2,0,100710,67225,1,0,8
17306,8,1,0,100706,27242,1,0,8
17307,2,1,0,100717,63262,1,0,8
17308,4,2,0,100706,39441,3,0,3
17309,2,1,0,100712,24023,3,0,8
17310,4,3,0,100705,13828,1,0,8
17311,5,2,0,100706,65809,3,0,8
17312,2,0,0,100716,19787,1,0,8
17313,2,1,0,100712,122431,3,0,8
17314,1,1,0,100712,83731,6,0,8
17315,2,2,0,100710,57318,1,0,8
17316,2,2,0,100705,25232,2,0,8
17317,2,0,0,100706,28683,1,0,3
17318,2,1,0,100710,21459,7,0,8
17319,4,1,0,100715,5348,3,0,8
17320,2,1,0,100706,49233,3,0,8
17321,2,1,0,100715,28957,1,0,2
17322,6,3,0,100706,23910,1,0,8
17323,3,0,0,100706,19021,3,0,3
17324,4,2,0,100706,65668,1,0,8
17325,3,2,0,100706,64677,2,0,8
17326,2,2,0,100715,15941,1,0,8
17327,3,1,0,100705,256130,1,0,2
17328,3,2,0,100711,55195,3,0,8
17329,2,2,0,100717,9933,1,0,3
17330,2,2,0,100710,62130,2,0,8
17331,3,3,0,100705,30330,1,0,3
17332,2,0,0,100717,39499,7,0,3
17333,2,1,0,100711,22756,1,0,8
17334,4,1,0,100705,13535,1,0,8
17335,3,1,0,100715,29781,1,0,8
17336,2,1,0,100710,33107,2,0,8
17337,4,2,0,100715,25710,1,0,8
17338,3,3,0,100712,15881,1,0,8
17339,5,2,0,100710,12094,1,0,8
17340,2,1,0,100706,31858,2,0,3
17341,2,2,0,100706,217142,1,0,8
17342,4,2,0,100712,40186,1,0,8
17343,2,1,0,100705,31496,3,0,2
17344,3,1,0,100706,9675,1,0,2
17345,5,1,0,100717,53031,3,0,8
17346,3,2,0,100715,27004,1,0,8
17347,2,1,0,100706,67366,3,0,8
17348,3,2,0,100712,120590,1,0,8
17349,3,1,0,100706,68722,1,0,2
17350,2,2,0,100705,69248,2,0,8
17351,2,1,0,100705,262128,1,0,8
17352,5,3,0,100706,85574,1,0,3
17353,3,2,0,100717,17633,7,0,8
17354,4,1,0,100705,196149,1,0,8
17355,3,1,0,100706,8675,1,0,8
17356,4,2,0,100712,125380,1,0,8
17357,4,4,0,100717,13949,1,0,2
17358,3,2,0,100706,115799,1,0,8
17359,2,1,0,100713,61139,2,0,8
17360,5,4,0,100715,23685,2,0,2
17361,3,2,0,100715,65951,2,0,8
17362,2,1,0,100711,45581,7,0,8
17363,3,0,0,100705,27585,3,0,8
17364,6,1,0,100712,21390,1,0,8
17365,2,0,0,100706,39785,1,0,3
17366,3,2,0,100705,103375,1,0,8
17367,5,2,0,100706,98453,1,0,2
17368,2,2,0,100710,250132,7,0,8
17369,3,2,0,100706,120221,1,0,8
17370,4,2,0,100712,111251,1,0,2
17371,4,1,0,100706,24107,1,0,8
17372,3,2,0,100705,27653,1,0,8
17373,5,3,0,100705,310114,3,0,8
17374,3,2,0,100712,53762,1,0,8
17375,3,2,0,100706,5729,3,0,8
17376,6,1,0,100706,9624,1,0,2
17377,4,2,0,100712,41377,3,0,8
17378,2,1,0,100721,11428,2,0,8
17379,4,0,0,100735,31090,1,0,8
17380,5,1,0,100724,23034,1,0,8
17381,2,1,0,100721,13428,7,0,2
17382,5,1,0,100734,43988,1,0,8
17383,4,0,0,100724,20478,1,0,8
17384,4,3,0,100724,17023,1,0,8
17385,2,1,0,100724,37136,1,0,8
17386,6,1,0,100728,31430,1,0,3
17387,2,1,0,100733,55100,5,0,2
17388,5,1,0,100724,19583,1,0,2
17389,3,3,0,100732,11004,1,0,8
17390,4,2,0,100734,10329,1,0,8
17391,2,1,0,100733,10952,7,0,8
17392,4,0,0,100734,30728,1,0,8
17393,2,2,0,100737,71372,5,0,8
17394,4,0,0,100724,18019,1,0,8
17395,4,2,0,100737,17505,1,0,8
17396,2,0,0,100724,2563,2,0,8
17397,6,2,0,100741,28622,1,0,8
17398,4,3,0,100724,30887,1,0,8
17399,3,0,0,100735,27558,3,0,8
17400,2,1,0,100741,32555,3,0,8
17401,2,1,0,100721,33265,3,0,3
17402,5,0,0,100734,20086,1,0,8
17403,3,1,0,100731,58573,3,0,8
17404,4,1,0,100731,35114,3,0,8
17405,6,1,0,100721,42925,3,0,8
17406,3,1,0,100732,30298,1,0,8
17407,6,1,0,100734,28667,2,0,8
17408,2,2,0,100734,43201,3,0,8
17409,2,0,0,100728,29800,3,0,8
17410,2,0,0,100721,21820,1,0,2
17411,3,1,0,100737,1154,3,0,8
17412,2,0,0,100738,45052,3,0,2
17413,4,1,0,100740,10078,1,0,8
17414,3,1,0,100731,20380,1,0,8
17415,4,2,0,100734,63705,1,0,8
17416,2,0,0,100739,30547,1,0,2
17417,3,2,0,100724,24011,3,0,8
17418,2,1,0,100732,312143,3,0,2
17419,3,0,0,100734,18409,3,0,2
17420,4,2,0,100721,111530,1,0,3
17421,2,0,0,100721,20170,1,0,8
17422,4,1,0,100721,38301,1,0,2
17423,6,1,0,100738,23503,1,0,3
17424,6,1,0,100741,15096,3,0,2
17425,2,0,0,100724,26783,1,0,8
17426,5,1,0,100721,555,2,0,3
17427,2,2,0,100738,4956,1,0,8
17428,3,2,0,100733,1110,2,0,2
17429,5,1,0,100721,35500,3,0,8
17430,4,0,0,100724,3717,2,0,8
17431,5,1,0,100728,11442,1,0,2
17432,5,2,0,100740,12170,1,0,2
17433,3,1,0,100728,15128,1,0,8
17434,4,2,0,100740,30026,1,0,2
17435,2,1,0,100721,90914,2,0,2
17436,9,2,0,100732,23073,3,0,8
17437,7,3,0,100741,36943,3,0,8
17438,6,2,0,100735,44973,1,0,8
17439,4,1,0,100732,12064,3,0,2
17440,3,2,0,100738,3461,1,0,8
17441,2,1,0,100734,9905,3,0,2
17442,4,3,0,100737,22016,3,0,8
17443,3,2,0,100733,10104,1,0,2
17444,4,3,0,100721,17729,3,0,2
17445,5,3,0,100724,65140,3,0,8
17446,2,1,0,100734,13507,3,0,8
17447,2,0,0,100741,33651,1,0,8
17448,3,2,0,100738,12355,1,0,8
17449,1,0,0,100728,19415,6,0,2
17450,5,2,0,100724,34159,1,0,8
17451,8,2,0,100739,13940,3,0,2
17452,2,0,0,100737,10501,1,0,3
17453,3,1,0,100738,4571,1,0,8
17454,5,0,0,100734,20198,1,0,8
17455,6,3,0,100731,16734,2,0,2
17456,2,1,0,100734,35439,1,0,2
17457,5,1,0,100733,7861,2,0,3
17458,5,1,0,100724,26860,1,0,8
17459,3,1,0,100738,27716,1,0,2
17460,2,0,0,100724,2478,1,0,2
17461,4,1,0,100733,9720,1,0,2
17462,4,2,0,100737,81118,1,0,8
17463,2,2,0,100728,44186,2,0,8
17464,2,1,0,100724,26353,3,0,8
17465,3,0,0,100738,23308,1,0,3
17466,3,1,0,100737,41350,1,0,8
17467,5,0,0,100721,42610,2,0,3
17468,2,1,0,100728,11044,3,0,2
17469,2,2,0,100734,35479,5,0,8
17470,5,0,0,100724,21596,1,0,8
17471,3,1,0,100734,19499,1,0,2
17472,3,1,0,100724,32676,1,0,8
17473,4,0,0,100724,20757,1,0,3
17474,3,0,0,100737,22435,3,0,8
17475,2,2,0,100732,20338,5,0,8
17476,6,1,0,100721,14100,3,0,8
17477,2,1,0,100731,10514,5,0,8
17478,4,2,0,100721,91252,3,0,2
17479,2,1,0,100724,19723,7,0,8
17480,3,1,0,100732,1453,1,0,2
17481,3,1,0,100734,35093,1,0,8
17482,2,0,0,100739,9322,1,0,2
17483,3,1,0,100728,21749,3,0,8
17484,2,0,0,100734,94294,1,0,8
17485,2,2,0,100724,34931,2,0,8
17486,5,3,0,100738,7733,3,0,2
17487,1,1,0,100739,12104,4,0,2
17488,6,2,0,100741,29256,3,0,2
17489,2,0,0,100738,4444,3,0,8
17490,3,1,0,100732,38172,3,0,2
17491,5,2,0,100724,68219,1,0,8
17492,5,0,0,100724,21330,3,0,8
17493,4,1,0,100724,43792,1,0,8
17494,5,0,0,100728,8075,1,0,8
17495,2,0,0,100724,7178,3,0,8
17496,4,0,0,100721,27965,3,0,2
17497,3,2,0,100733,106461,2,0,8
17498,6,2,0,100738,11150,3,0,8
17499,4,2,0,100741,13844,2,0,8
17500,4,2,0,100737,37589,3,0,8
17501,2,0,0,100735,24089,7,0,8
17502,4,2,0,100721,34139,3,0,8
17503,4,2,0,100738,85,1,0,2
17504,2,0,0,100737,9150,3,0,2
17505,2,1,0,100728,35560,5,0,8
17506,5,4,0,100733,30117,1,0,2
17507,4,2,0,100738,8374,2,0,8
17508,3,3,0,100738,10846,2,0,8
17509,3,2,0,100728,61441,1,0,8
17510,10,3,0,100732,18521,3,0,2
17511,2,1,0,100721,15032,5,0,8
17512,3,2,0,100728,29913,1,0,8
17513,6,2,0,100721,45131,3,0,8
17514,4,0,0,100737,21484,3,0,2
17515,6,3,0,100724,36007,3,0,8
17516,4,2,0,100724,12488,1,0,2
17517,6,1,0,100732,27377,1,0,8
17518,2,2,0,100739,103081,5,0,3
17519,3,0,0,100734,14999,3,0,2
17520,2,1,0,100739,17184,2,0,2
17521,4,0,0,100734,43044,1,0,2
17522,2,1,0,100721,17376,1,0,2
17523,4,1,0,100731,39724,1,0,8
17524,3,2,0,100741,18171,2,0,2
17525,3,0,0,100731,11308,1,0,8
17526,4,2,0,100737,18870,1,0,8
17527,3,3,0,100732,1197,1,0,2
17528,3,2,0,100731,78538,3,0,8
17529,4,1,0,100737,19778,1,0,8
17530,4,1,0,100737,85991,2,0,8
17531,4,1,0,100724,40047,1,0,8
17532,3,3,0,100728,26080,2,0,8
17533,3,0,0,100728,31722,3,0,8
17534,7,3,0,100728,34565,1,0,8
17535,3,0,0,100739,32839,1,0,2
17536,3,1,0,100724,216877,2,0,8
17537,2,1,0,100738,18717,1,0,2
17538,2,1,0,100737,2264,2,0,8
17539,4,3,0,100739,21204,1,0,8
17540,4,2,0,100732,19555,1,0,8
17541,4,2,0,100737,64234,1,0,8
17542,2,0,0,100721,15546,7,0,8
17543,2,0,0,100721,27943,3,0,8
17544,3,3,0,100731,154976,1,0,8
17545,4,2,0,100733,34301,1,0,8
17546,2,2,0,100724,78824,3,0,8
17547,4,2,0,100739,31589,3,0,8
17548,1,0,0,100738,10554,6,0,8
17549,2,1,0,100731,4059,2,0,8
17550,4,2,0,100733,25025,1,0,2
17551,2,1,0,100724,30954,3,0,2
17552,4,3,0,100728,126598,1,0,8
17553,6,1,0,100724,280387,1,0,2
17554,3,1,0,100733,28441,3,0,8
17555,5,2,0,100739,18084,3,0,8
17556,2,2,0,100724,5810,7,0,8
17557,4,2,0,100738,304204,3,0,8
17558,3,2,0,100732,35520,7,0,2
17559,1,0,0,100737,10792,6,0,2
17560,5,1,0,100734,17955,1,0,8
17561,2,1,0,100732,86277,1,0,2
17562,5,3,0,100732,9958,2,0,8
17563,2,0,0,100721,10196,2,0,8
17564,3,1,0,100724,41429,3,0,3
17565,3,3,0,100733,204969,1,0,2
17566,2,2,0,100724,34362,1,0,8
17567,3,2,0,100721,8032,3,0,8
17568,2,1,0,100721,27920,3,0,2
17569,5,2,0,100734,12394,3,0,2
17570,3,3,0,100721,9216,7,0,8
17571,3,0,0,100721,10289,1,0,8
17572,2,1,0,100721,300235,1,0,8
17573,6,2,0,100737,15385,3,0,8
17574,2,1,0,100741,60761,7,0,8
17575,3,2,0,100738,6109,3,0,8
17576,2,1,0,100721,19527,3,0,8
17577,2,1,0,100728,13176,7,0,8
17578,6,0,0,100735,35967,2,0,8
17579,3,2,0,100739,67631,3,0,3
17580,3,2,0,100739,27762,2,0,3
17581,4,2,0,100721,48643,1,0,8
17582,4,1,0,100738,16991,1,0,8
17583,4,2,0,100733,276418,3,0,2
17584,2,1,0,100732,32982,2,0,8
17585,3,1,0,100731,28464,3,0,8
17586,3,1,0,100734,12434,3,0,3
17587,2,0,0,100728,3375,3,0,8
17588,2,0,0,100737,61290,7,0,8
17589,4,2,0,100724,42335,3,0,8
17590,4,0,0,100721,31844,3,0,8
17591,4,2,0,100738,20393,3,0,8
17592,4,1,0,100728,16894,1,0,3
17593,6,1,0,100724,55176,1,0,8
17594,2,0,0,100724,54874,1,0,8
17595,2,2,0,100728,32068,7,0,8
17596,2,2,0,100721,93956,7,0,3
17597,2,1,0,100724,13494,5,0,2
17598,5,1,0,100738,28282,3,0,8
17599,3,0,0,100732,19387,3,0,2
17600,4,2,0,100724,18674,2,0,3
17601,5,1,0,100721,29732,3,0,8
17602,3,0,0,100734,32778,3,0,8
17603,3,2,0,100731,29528,3,0,8
17604,2,0,0,100721,62875,3,0,8
17605,4,0,0,100739,66498,3,0,8
17606,4,2,0,100721,44225,3,0,8
17607,4,2,0,100733,13547,1,0,8
17608,4,1,0,100737,21736,3,0,8
17609,5,1,0,100738,29483,1,0,8
17610,4,2,0,100724,34646,1,0,8
17611,2,0,0,100734,10752,3,0,8
17612,4,4,0,100738,63630,2,0,8
17613,3,1,0,100737,10594,1,0,8
17614,5,2,0,100724,20660,1,0,8
17615,9,2,0,100721,86564,3,0,8
17616,4,1,0,100735,26236,3,0,8
17617,2,1,0,100741,36068,5,0,8
17618,2,0,0,100724,11296,7,0,8
17619,3,1,0,100733,40566,1,0,8
17620,2,1,0,100732,11548,2,0,8
17621,2,1,0,100728,37201,7,0,8
17622,5,3,0,100731,12196,1,0,8
17623,3,2,0,100739,28871,3,0,8
17624,3,1,0,100724,12143,3,0,2
17625,2,1,0,100721,21931,2,0,8
17626,4,0,0,100740,18339,1,0,8
17627,4,1,0,100728,24128,1,0,8
17628,2,2,0,100731,66272,1,0,8
17629,3,0,0,100734,62423,1,0,2
17630,4,0,0,100734,12977,3,0,2
17631,1,0,0,100724,12276,4,0,8
17632,2,2,0,100739,56006,7,0,2
17633,5,1,0,100724,25104,1,0,8
17634,2,1,0,100731,15996,7,0,2
17635,5,1,0,100737,44382,3,0,2
17636,5,3,0,100734,38106,1,0,8
17637,3,1,0,100728,12660,1,0,8
17638,2,1,0,100728,1495,1,0,2
17639,2,0,0,100734,9256,1,0,8
17640,2,2,0,100728,32290,3,0,8
17641,4,1,0,100734,33875,1,0,8
17642,8,1,0,100737,58347,3,0,2
17643,2,1,0,100724,58800,3,0,8
17644,2,0,0,100738,12938,2,0,8
17645,3,0,0,100740,14453,3,0,2
17646,2,1,0,100737,62573,3,0,8
17647,4,1,0,100732,44815,1,0,8
17648,2,1,0,100721,19443,5,0,8
17649,3,0,0,100721,92267,3,0,8
17650,2,0,0,100728,49649,1,0,8
17651,4,2,0,100734,26197,1,0,8
17652,3,1,0,100738,7007,1,0,3
17653,4,1,0,100739,75671,3,0,2
17654,2,0,0,100738,75385,1,0,2
17655,4,4,0,100734,40307,1,0,8
17656,3,2,0,100734,21190,1,0,8
17657,2,1,0,100724,16188,3,0,8
17658,3,2,0,100735,65215,1,0,8
17659,3,2,0,100734,29618,1,0,2
17660,4,2,0,100738,20506,1,0,8
17661,4,1,0,100731,983,1,0,8
17662,6,2,0,100739,21805,1,0,8
17663,5,1,0,100733,40877,3,0,2
17664,4,2,0,100724,9998,1,0,8
17665,5,4,0,100728,19849,2,0,8
17666,3,0,0,100732,18661,3,0,8
17667,2,0,0,100737,20953,1,0,3
17668,3,3,0,100721,62196,2,0,8
17669,4,1,0,100733,9878,3,0,2
17670,4,2,0,100724,38559,1,0,8
17671,3,0,0,100728,24284,1,0,8
17672,4,1,0,100734,9786,1,0,3
17673,3,0,0,100737,38818,1,0,8
17674,3,1,0,100733,64309,1,0,2
17675,5,1,0,100734,33103,1,0,2
17676,4,1,0,100739,15450,3,0,8
17677,4,4,0,100741,56988,1,0,2
17678,5,1,0,100732,28645,1,0,8
17679,4,1,0,100734,22071,1,0,3
17680,6,1,0,100731,18297,3,0,8
17681,5,4,0,100724,34626,5,0,8
17682,2,2,0,100734,20575,7,0,3
17683,5,4,0,100732,156516,2,0,8
17684,4,2,0,100728,21428,1,0,8
17685,5,1,0,100728,13044,3,0,8
17686,3,3,0,100724,85130,3,0,8
17687,2,0,0,100732,9124,3,0,8
17688,4,2,0,100724,76532,2,0,8
17689,4,1,0,100728,28328,1,0,8
17690,2,0,0,100738,48978,5,0,8
17691,2,0,0,100737,76245,3,0,2
17692,2,0,0,100728,22309,3,0,8
17693,5,3,0,100738,21162,3,0,2
17694,2,0,0,100740,25689,1,0,8
17695,4,1,0,100728,20939,1,0,8
17696,3,1,0,100728,12037,3,0,8
17697,5,1,0,100724,9799,3,0,8
17698,6,0,0,100735,10316,1,0,8
17699,5,2,0,100731,27218,1,0,8
17700,6,1,0,100724,67857,3,0,8
17701,2,1,0,100734,185122,5,0,2
17702,5,2,0,100731,18325,1,0,8
17703,4,0,0,100738,21862,1,0,8
17704,6,2,0,100724,12990,1,0,8
17705,4,2,0,100741,7776,1,0,8
17706,3,1,0,100724,12382,1,0,8
17707,3,2,0,100732,43594,3,0,8
17708,3,1,0,100737,138038,3,0,8
17709,4,2,0,100733,64687,3,0,8
17710,8,2,0,100735,33793,3,0,8
17711,3,0,0,100724,11190,3,0,3
17712,3,0,0,100740,23425,1,0,2
17713,4,2,0,100732,21232,3,0,8
17714,5,2,0,100728,11402,1,0,8
17715,4,2,0,100724,11058,1,0,2
17716,2,1,0,100732,10898,2,0,2
17717,4,2,0,100734,54799,1,0,8
17718,2,0,0,100734,6323,1,0,2
17719,4,1,0,100739,228785,1,0,2
17720,3,3,0,100732,32027,1,0,8
17721,4,0,0,100728,38365,2,0,8
17722,2,2,0,100738,15064,2,0,8
17723,2,0,0,100731,18926,1,0,8
17724,4,1,0,100721,35581,3,0,8
17725,2,1,0,100739,67555,1,0,3
17726,2,1,0,100731,12302,3,0,8
17727,2,1,0,100732,63932,3,0,8
17728,6,2,0,100733,18744,3,0,8
17729,8,2,0,100738,56082,3,0,8
17730,4,0,0,100724,10832,1,0,8
17731,3,3,0,100731,21918,3,0,8
17732,2,0,0,100734,42453,3,0,2
17733,8,4,0,100733,14711,3,0,2
17734,4,1,0,100737,90003,3,0,8
17735,4,2,0,100724,85703,2,0,8
17736,3,0,0,100737,20617,2,0,8
17737,2,0,0,100731,98012,1,0,8
17738,3,0,0,100733,28101,3,0,8
17739,5,1,0,100721,36108,5,0,2
17740,3,2,0,100724,7605,3,0,8
17741,5,3,0,100732,43359,1,0,3
17742,3,1,0,100733,37395,1,0,2
17743,3,1,0,100734,32392,2,0,2
17744,5,1,0,100737,16220,3,0,8
17745,2,0,0,100733,9015,2,0,2
17746,4,0,0,100741,17152,1,0,8
17747,2,1,0,100721,55553,3,0,8
17748,3,0,0,100739,22336,3,0,8
17749,2,1,0,100724,63026,3,0,8
17750,4,1,0,100721,28192,1,0,8
