PERID,household_id,age,PNUM,sex,pemploy,pstudent,ptype,educ
54133,19421,68,4,2,3,3,5,9
54134,19421,38,5,1,2,3,2,9
54135,19422,11,1,2,4,1,7,1
54136,19422,17,2,1,3,1,6,1
54137,19422,48,3,2,3,3,4,9
54138,19422,52,4,1,1,3,1,9
54139,19423,19,1,2,3,3,4,9
54140,19423,15,2,1,4,1,7,1
54141,19423,50,3,1,2,3,2,13
54142,19423,53,4,2,1,3,1,13
54143,19424,46,1,1,1,3,1,13
54144,19424,44,2,2,2,3,2,9
54145,19425,38,1,2,1,3,1,13
54146,19425,79,2,1,3,3,5,13
54147,19425,42,3,1,1,3,1,13
54148,19425,60,4,2,2,3,2,13
54149,19425,1,5,2,4,3,8,1
54150,19426,12,1,1,4,1,7,1
54151,19426,15,2,2,4,1,7,1
54152,19426,41,3,2,1,3,1,9
54153,19426,55,4,1,3,3,4,13
54154,19426,6,5,1,4,1,7,1
54155,19426,2,6,2,4,3,8,1
54156,19427,59,1,1,3,3,4,13
54157,19427,64,2,2,1,3,1,13
54158,19428,10,1,1,4,1,7,1
54159,19428,41,2,2,3,3,4,9
54160,19428,61,3,1,1,3,1,13
54161,19428,2,4,1,4,3,8,1
54162,19429,24,1,1,3,3,4,9
54163,19429,23,2,1,2,3,2,9
54164,19429,59,3,2,3,3,4,9
54165,19430,12,1,2,4,1,7,1
54166,19430,7,2,1,4,1,7,1
54167,19430,43,3,1,1,3,1,1
54168,19430,44,4,2,3,3,4,9
54169,19431,50,1,1,2,3,2,13
54170,19431,51,2,2,2,3,2,13
54171,19432,39,1,1,1,3,1,9
54172,19432,41,2,2,3,3,4,9
54173,19432,42,3,2,2,3,2,13
54174,19433,35,1,2,1,3,1,9
54175,19433,51,2,2,1,3,1,9
54176,19433,5,3,2,4,1,8,1
54177,19434,21,1,1,1,3,1,9
54178,19434,8,2,1,4,3,7,1
54179,19434,38,3,1,1,3,1,13
54180,19434,49,4,2,1,3,1,13
54181,19435,25,1,2,1,2,1,13
54182,19435,66,2,2,3,3,5,9
54183,19435,72,3,1,3,3,5,9
54184,19436,15,1,2,4,1,7,1
54185,19436,10,2,1,4,1,7,1
54186,19436,10,3,2,4,1,7,1
54187,19436,38,4,2,3,3,4,13
54188,19436,42,5,1,1,3,1,13
54189,19437,10,1,1,4,1,7,1
54190,19437,52,2,1,1,3,1,9
54191,19437,42,3,2,3,3,4,9
54192,19438,56,1,1,1,3,1,9
54193,19438,59,2,2,3,3,4,9
54194,19439,22,1,2,3,2,3,9
54195,19439,17,2,2,3,1,6,1
54196,19439,21,3,2,3,3,4,9
54197,19439,16,4,2,3,1,6,1
54198,19439,62,5,1,1,3,1,9
54199,19439,52,6,2,3,3,4,1
54200,19440,19,1,1,1,3,1,9
54201,19440,20,2,1,2,2,3,9
54202,19440,57,3,2,1,3,1,9
54203,19440,80,4,1,3,3,5,1
54204,19441,47,1,1,1,3,1,9
54205,19441,25,2,2,3,3,4,9
54206,19441,58,3,1,3,3,4,9
54207,19441,4,4,1,4,3,8,1
54208,19442,11,1,1,4,1,7,1
54209,19442,29,2,2,3,2,3,9
54210,19442,44,3,1,2,3,2,9
54211,19442,3,4,2,4,3,8,1
54212,19443,21,1,2,2,3,2,9
54213,19443,16,2,1,3,1,6,1
54214,19443,50,3,2,2,3,2,13
54215,19443,54,4,1,2,3,2,13
54216,19444,63,1,1,3,3,4,9
54217,19444,69,2,1,3,3,5,13
54218,19444,80,3,2,3,3,5,9
54219,19444,77,4,2,3,3,5,9
54220,19445,18,1,1,3,2,3,9
54221,19445,17,2,2,3,1,6,1
54222,19445,19,3,2,3,3,4,9
54223,19445,49,4,2,1,3,1,9
54224,19445,50,5,1,1,3,1,13
54225,19446,73,1,1,3,3,5,9
54226,19446,72,2,1,3,3,5,9
54227,19446,84,3,2,3,3,5,13
54228,19447,13,1,2,4,1,7,1
54229,19447,22,2,2,3,3,4,1
54230,19447,66,3,2,3,3,5,9
54231,19448,76,1,1,3,3,5,13
54232,19448,93,2,2,3,3,5,9
54233,19449,19,1,1,1,3,1,1
54234,19449,10,2,1,4,1,7,1
54235,19449,34,3,2,3,3,4,9
54236,19449,5,4,2,4,1,8,1
54237,19449,0,5,2,4,3,8,1
54238,19450,34,1,2,3,3,4,1
54239,19450,32,2,1,3,3,4,1
54240,19450,2,3,2,4,3,8,1
54241,19451,78,1,1,3,3,5,9
54242,19451,69,2,2,3,3,5,9
54243,19452,22,1,1,1,2,1,9
54244,19452,16,2,2,3,1,6,1
54245,19452,41,3,2,2,3,2,9
54246,19452,47,4,1,1,3,1,9
54247,19453,14,1,2,4,1,7,1
54248,19453,7,2,1,4,1,7,1
54249,19453,61,3,1,1,3,1,13
54250,19453,61,4,2,1,3,1,9
54251,19454,68,1,1,3,3,5,13
54252,19454,74,2,2,3,3,5,13
54253,19455,22,1,1,2,3,2,9
54254,19455,65,2,2,2,3,2,1
54255,19455,50,3,2,1,3,1,1
54256,19456,48,1,1,1,3,1,13
54257,19456,26,2,2,1,2,1,9
54258,19456,63,3,2,1,3,1,9
54259,19456,3,4,1,4,3,8,1
54260,19456,2,5,2,4,3,8,1
54261,19457,6,1,1,4,1,7,1
54262,19457,7,2,1,4,1,7,1
54263,19457,44,3,2,3,3,4,9
54264,19457,34,4,1,1,3,1,13
54265,19458,36,1,2,3,2,3,13
54266,19458,42,2,2,1,3,1,9
54267,19458,52,3,1,1,3,1,9
54268,19458,4,4,1,4,3,8,1
54269,19459,69,1,1,3,3,5,1
54270,19460,32,1,1,3,3,4,9
54271,19460,31,2,2,1,3,1,13
54272,19460,4,3,2,4,3,8,1
54273,19460,2,4,2,4,3,8,1
54274,19461,12,1,1,4,1,7,1
54275,19461,15,2,2,4,1,7,1
54276,19461,25,3,1,1,2,1,13
54277,19461,43,4,2,3,3,4,9
54278,19462,13,1,2,4,1,7,1
54279,19462,39,2,2,3,3,4,13
54280,19462,32,3,1,3,3,4,13
54281,19463,22,1,2,3,3,4,1
54282,19463,23,2,1,2,3,2,9
54283,19463,8,3,2,4,1,7,1
54284,19463,40,4,1,1,3,1,9
54285,19463,47,5,2,1,3,1,13
54286,19464,23,1,2,2,3,2,9
54287,19464,41,2,2,3,3,4,9
54288,19464,4,3,1,4,3,8,1
54289,19464,2,4,2,4,3,8,1
54290,19465,7,1,1,4,1,7,1
54291,19465,50,2,2,1,3,1,9
54292,19465,46,3,1,3,3,4,9
54293,19466,46,1,2,1,3,1,9
54294,19466,65,2,2,3,3,5,9
54295,19466,39,3,2,3,3,4,9
54296,19466,77,4,1,3,3,5,1
54297,19467,42,1,2,3,3,4,13
54298,19467,63,2,1,2,3,2,9
54299,19467,35,3,1,1,3,1,13
54300,19467,71,4,2,3,3,5,13
54301,19467,5,5,1,4,1,8,1
54302,19468,43,1,1,1,3,1,1
54303,19468,50,2,2,1,3,1,9
54304,19469,16,1,2,3,1,6,1
54305,19469,9,2,1,4,1,7,1
54306,19469,47,3,1,1,3,1,9
54307,19469,34,4,2,2,3,2,9
54308,19469,5,5,2,4,1,8,1
54309,19470,61,1,2,1,3,1,1
54310,19470,44,2,1,1,3,1,9
54311,19471,21,1,2,3,3,4,1
54312,19471,67,2,1,3,3,5,13
54313,19471,84,3,2,3,3,5,13
54314,19472,38,1,2,3,3,4,9
54315,19472,38,2,1,1,3,1,9
54316,19473,10,1,2,4,1,7,1
54317,19473,10,2,1,4,1,7,1
54318,19473,15,3,2,4,1,7,1
54319,19473,36,4,2,3,3,4,1
54320,19473,38,5,1,1,3,1,9
54321,19473,4,6,1,4,3,8,1
54322,19474,8,1,1,4,1,7,1
54323,19474,16,2,2,3,1,6,1
54324,19474,8,3,2,4,1,7,1
54325,19474,46,4,1,1,3,1,9
54326,19474,41,5,2,2,3,2,9
54327,19475,19,1,1,3,2,3,9
54328,19475,13,2,2,4,1,7,1
54329,19475,22,3,1,2,3,2,9
54330,19475,21,4,1,1,3,1,9
54331,19475,39,5,2,1,3,1,13
54332,19475,51,6,1,3,3,4,1
54333,19476,86,1,1,3,3,5,13
54334,19476,65,2,2,2,3,2,9
54335,19477,22,1,2,1,3,1,9
54336,19477,10,2,1,4,1,7,1
54337,19477,17,3,2,3,1,6,1
54338,19477,50,4,1,1,3,1,13
54339,19477,54,5,1,1,3,1,1
54340,19477,55,6,2,2,3,2,13
54341,19478,28,1,1,1,3,1,9
54342,19478,74,2,2,3,3,5,9
54343,19478,67,3,1,3,3,5,13
54344,19479,17,1,2,3,1,6,1
54345,19479,35,2,1,1,3,1,13
54346,19479,50,3,1,1,3,1,9
54347,19480,61,1,1,3,3,4,13
54348,19480,77,2,2,3,3,5,1
54349,19481,9,1,2,4,1,7,1
54350,19481,24,2,1,1,3,1,9
54351,19481,13,3,2,4,1,7,1
54352,19481,41,4,1,1,3,1,9
54353,19482,57,1,2,1,3,1,1
54354,19482,59,2,1,1,3,1,13
54355,19483,12,1,2,4,1,7,1
54356,19483,14,2,2,4,1,7,1
54357,19483,22,3,1,3,3,4,9
54358,19483,33,4,2,2,3,2,1
54359,19483,38,5,2,1,3,1,9
54360,19483,0,6,1,4,3,8,1
54361,19484,44,1,1,3,3,4,1
54362,19484,33,2,1,1,3,1,9
54363,19485,14,1,1,4,1,7,1
54364,19485,23,2,1,2,3,2,9
54365,19485,35,3,1,1,3,1,13
54366,19485,42,4,2,1,3,1,9
54367,19486,33,1,1,1,3,1,9
54368,19486,35,2,1,1,3,1,9
54369,19486,42,3,1,1,3,1,9
54370,19486,60,4,2,1,3,1,1
54371,19487,22,1,2,3,2,3,9
54372,19487,23,2,2,3,2,3,9
54373,19487,54,3,2,3,3,4,1
54374,19487,47,4,1,1,3,1,1
54375,19488,75,1,1,3,3,5,9
54376,19488,54,2,2,1,3,1,9
54377,19489,35,1,1,2,3,2,9
54378,19489,53,2,1,2,3,2,13
54379,19490,8,1,1,4,1,7,1
54380,19490,34,2,2,1,3,1,13
54381,19490,46,3,1,3,3,4,9
54382,19490,2,4,2,4,3,8,1
54383,19490,1,5,2,4,3,8,1
54384,19490,0,6,1,4,3,8,1
54385,19491,19,1,1,1,3,1,9
54386,19491,24,2,2,2,2,3,9
54387,19491,36,3,2,1,3,1,9
54388,19491,33,4,1,2,3,2,13
54389,19491,6,5,1,4,1,7,1
54390,19491,0,6,2,4,3,8,1
54391,19492,22,1,2,3,3,4,9
54392,19492,79,2,2,3,3,5,9
54393,19492,60,3,2,1,3,1,13
54394,19492,67,4,1,3,3,5,13
54395,19493,43,1,2,3,3,4,9
54396,19493,53,2,2,2,3,2,9
54397,19493,4,3,2,4,3,8,1
54398,19494,14,1,1,4,1,7,1
54399,19494,14,2,2,4,1,7,1
54400,19494,37,3,2,3,3,4,1
54401,19494,36,4,1,1,3,1,9
54402,19495,7,1,1,4,1,7,1
54403,19495,13,2,2,4,1,7,1
54404,19495,46,3,2,3,3,4,1
54405,19495,49,4,1,3,3,4,9
54406,19496,54,1,2,1,3,1,9
54407,19496,64,2,1,3,3,4,9
54408,19496,73,3,2,3,3,5,9
54409,19497,59,1,2,1,3,1,9
54410,19497,31,2,2,1,3,1,9
54411,19497,52,3,1,1,3,1,1
54412,19497,1,4,1,4,3,8,1
54413,19498,44,1,2,1,3,1,9
54414,19498,51,2,2,2,3,2,9
54415,19499,40,1,1,1,3,1,13
54416,19499,39,2,2,3,3,4,13
54417,19499,38,3,2,2,3,2,9
54418,19499,5,4,1,4,1,8,1
54419,19499,3,5,1,4,3,8,1
54420,19500,11,1,1,4,1,7,1
54421,19500,26,2,1,1,3,1,13
54422,19500,34,3,2,1,3,1,13
54423,19500,3,4,1,4,3,8,1
54424,19501,19,1,1,1,3,1,1
54425,19501,10,2,2,4,1,7,1
54426,19501,17,3,2,3,1,6,1
54427,19501,48,4,2,2,3,2,9
54428,19501,51,5,1,1,3,1,9
54429,19502,14,1,1,4,1,7,1
54430,19502,22,2,1,1,3,1,9
54431,19502,47,3,2,1,3,1,13
54432,19502,63,4,1,2,3,2,9
54433,19503,58,1,2,1,3,1,13
54434,19503,49,2,1,3,3,4,1
54435,19504,19,1,2,2,2,3,9
54436,19504,51,2,2,1,3,1,9
54437,19504,60,3,1,1,3,1,13
54438,19505,6,1,1,4,1,7,1
54439,19505,23,2,2,3,3,4,9
54440,19505,18,3,1,3,1,6,1
54441,19505,51,4,2,1,3,1,9
54442,19506,21,1,2,3,2,3,9
54443,19506,49,2,1,1,3,1,13
54444,19507,51,1,2,1,3,1,1
54445,19507,57,2,1,3,3,4,9
54446,19508,7,1,2,4,1,7,1
54447,19508,12,2,1,4,1,7,1
54448,19508,15,3,1,4,1,7,1
54449,19508,51,4,2,2,3,2,13
54450,19508,54,5,1,2,3,2,9
54451,19509,77,1,2,3,3,5,9
54452,19509,67,2,1,3,3,5,9
54453,19510,49,1,1,1,3,1,9
54454,19510,31,2,1,3,3,4,1
54455,19510,58,3,2,3,3,4,9
54456,19511,12,1,1,4,1,7,1
54457,19511,11,2,2,4,1,7,1
54458,19511,35,3,1,1,3,1,13
54459,19511,43,4,2,1,3,1,9
54460,19511,5,5,2,4,1,8,1
54461,19511,1,6,2,4,3,8,1
54462,19512,12,1,2,4,1,7,1
54463,19512,41,2,2,1,3,1,9
54464,19512,46,3,1,2,3,2,1
54465,19513,23,1,2,3,2,3,9
54466,19513,18,2,1,3,1,6,1
54467,19513,57,3,2,1,3,1,13
54468,19513,46,4,1,2,3,2,9
54469,19514,34,1,1,2,3,2,1
54470,19514,35,2,2,3,3,4,9
54471,19515,44,1,2,3,3,4,9
54472,19515,37,2,1,3,3,4,9
54473,19515,5,3,1,4,1,8,1
54474,19516,54,1,1,1,3,1,13
54475,19516,80,2,2,3,3,5,9
54476,19516,67,3,1,3,3,5,1
54477,19517,9,1,2,4,1,7,1
54478,19517,45,2,2,1,3,1,13
54479,19517,46,3,1,1,3,1,9
54480,19518,54,1,2,3,3,4,13
54481,19518,49,2,1,1,3,1,9
54482,19519,22,1,2,2,2,3,9
54483,19519,7,2,1,4,1,7,1
54484,19519,14,3,2,4,1,7,1
54485,19519,24,4,1,1,3,1,13
54486,19519,41,5,2,2,3,2,9
54487,19519,35,6,1,1,3,1,13
54488,19520,13,1,1,4,1,7,1
54489,19520,37,2,2,2,3,2,13
54490,19520,66,3,1,3,3,5,1
54491,19520,59,4,2,3,3,4,9
54492,19520,1,5,1,4,3,8,1
54493,19521,7,1,2,4,1,7,1
54494,19521,15,2,1,4,1,7,1
54495,19521,12,3,1,4,1,7,1
54496,19521,44,4,1,1,3,1,9
54497,19521,25,5,2,1,3,1,9
54498,19521,38,6,1,1,3,1,9
54499,19521,25,7,2,3,2,3,13
54500,19521,45,8,1,1,3,1,9
54501,19521,1,9,2,4,3,8,1
54502,19522,16,1,1,3,1,6,1
54503,19522,36,2,1,2,3,2,1
54504,19522,44,3,2,1,3,1,13
54505,19523,66,1,2,3,3,5,9
54506,19523,48,2,1,1,3,1,13
54507,19524,52,1,2,3,3,4,13
54508,19524,57,2,1,1,3,1,9
54509,19525,59,1,2,3,3,4,9
54510,19525,57,2,1,1,3,1,9
54511,19526,14,1,1,4,1,7,1
54512,19526,18,2,2,3,1,6,1
54513,19526,10,3,2,4,1,7,1
54514,19526,8,4,2,4,1,7,1
54515,19526,51,5,2,1,3,1,13
54516,19526,43,6,1,2,3,2,9
54517,19527,19,1,2,2,2,3,9
54518,19527,11,2,2,4,1,7,1
54519,19527,43,3,2,1,3,1,9
54520,19527,42,4,1,1,3,1,9
54521,19527,3,5,2,4,3,8,1
54522,19528,13,1,2,4,1,7,1
54523,19528,15,2,2,4,1,7,1
54524,19528,17,3,2,3,1,6,1
54525,19528,35,4,2,3,2,3,13
54526,19528,44,5,1,1,3,1,1
54527,19529,44,1,2,1,3,1,9
54528,19529,58,2,2,3,3,4,9
54529,19530,11,1,1,4,1,7,1
54530,19530,16,2,1,3,1,6,1
54531,19530,8,3,2,4,1,7,1
54532,19530,14,4,1,4,1,7,1
54533,19530,34,5,1,2,3,2,9
54534,19530,40,6,2,1,3,1,9
54535,19530,0,7,1,4,3,8,1
54536,19531,18,1,2,3,2,3,9
54537,19531,6,2,2,4,1,7,1
54538,19531,9,3,2,4,1,7,1
54539,19531,58,4,2,3,3,4,9
54540,19532,50,1,2,1,3,1,13
54541,19532,28,2,2,3,2,3,9
54542,19532,42,3,2,1,3,1,9
54543,19532,2,4,1,4,3,8,1
54544,19532,1,5,2,4,3,8,1
54545,19533,28,1,1,1,2,1,9
54546,19533,31,2,2,2,3,2,13
54547,19533,36,3,2,1,3,1,1
54548,19533,6,4,1,4,1,7,1
54549,19534,20,1,1,1,3,1,9
54550,19534,19,2,1,3,2,3,9
54551,19534,36,3,2,1,2,1,13
54552,19534,36,4,1,1,3,1,1
54553,19534,1,5,2,4,3,8,1
54554,19535,23,1,2,3,3,4,13
54555,19535,57,2,1,1,3,1,9
54556,19535,49,3,2,3,3,4,9
54557,19536,16,1,2,3,1,6,1
54558,19536,19,2,1,3,2,3,9
54559,19536,17,3,2,3,1,6,1
54560,19536,50,4,2,3,3,4,1
54561,19536,65,5,1,1,3,1,1
54562,19537,7,1,2,4,1,7,1
54563,19537,14,2,2,4,1,7,1
54564,19537,39,3,2,1,3,1,13
54565,19537,72,4,1,3,3,5,13
54566,19537,42,5,2,1,3,1,9
54567,19537,37,6,1,2,3,2,13
54568,19538,21,1,2,3,3,4,9
54569,19538,18,2,2,3,2,3,9
54570,19538,66,3,1,2,3,2,9
54571,19538,49,4,2,2,3,2,1
54572,19539,20,1,1,2,2,3,9
54573,19539,17,2,1,3,1,6,1
54574,19539,20,3,2,3,3,4,13
54575,19539,52,4,2,1,3,1,13
54576,19540,71,1,2,3,3,5,13
54577,19540,60,2,1,1,3,1,9
54578,19541,16,1,2,3,1,6,1
54579,19541,50,2,1,1,3,1,9
54580,19541,26,3,2,1,3,1,13
54581,19541,34,4,2,2,3,2,1
54582,19541,55,5,2,1,3,1,9
54583,19541,5,6,2,4,1,8,1
54584,19541,3,7,1,4,3,8,1
54585,19541,2,8,2,4,3,8,1
54586,19542,12,1,2,4,1,7,1
54587,19542,21,2,1,1,3,1,9
54588,19542,42,3,2,3,3,4,13
54589,19542,47,4,1,1,3,1,9
54590,19543,24,1,1,1,3,1,9
54591,19543,19,2,1,1,3,1,13
54592,19543,71,3,2,3,3,5,1
54593,19543,78,4,1,3,3,5,13
54594,19543,46,5,2,3,3,4,9
54595,19543,47,6,1,3,3,4,9
54596,19544,33,1,2,3,3,4,9
54597,19544,44,2,1,1,3,1,9
54598,19544,3,3,2,4,3,8,1
54599,19545,33,1,2,1,3,1,13
54600,19545,44,2,1,1,3,1,13
54601,19545,6,3,1,4,1,7,1
54602,19545,1,4,1,4,3,8,1
54603,19546,47,1,2,2,3,2,13
54604,19546,50,2,1,1,3,1,9
54605,19547,34,1,2,3,3,4,9
54606,19547,49,2,1,1,3,1,9
54607,19547,59,3,2,3,3,4,9
54608,19547,5,4,2,4,1,8,1
54609,19547,1,5,1,4,3,8,1
54610,19548,71,1,1,3,3,5,9
54611,19548,81,2,2,3,3,5,1
54612,19549,61,1,1,1,3,1,9
54613,19549,81,2,2,3,3,5,13
54614,19549,33,3,1,1,3,1,9
54615,19550,21,1,1,2,3,2,9
54616,19550,7,2,1,4,1,7,1
54617,19550,22,3,1,1,3,1,1
54618,19550,53,4,2,2,3,2,9
54619,19550,55,5,1,2,3,2,13
54620,19551,18,1,1,3,1,6,1
54621,19551,19,2,2,3,3,4,9
54622,19551,59,3,2,1,3,1,9
54623,19552,18,1,2,3,3,4,9
54624,19552,56,2,1,1,3,1,9
54625,19553,23,1,2,3,3,4,9
54626,19553,18,2,2,3,3,4,9
54627,19553,44,3,2,3,3,4,1
54628,19553,31,4,1,1,3,1,13
54629,19553,2,5,1,4,3,8,1
54630,19553,0,6,2,4,3,8,1
54631,19554,21,1,2,3,3,4,1
54632,19554,47,2,1,1,3,1,13
54633,19554,40,3,2,1,3,1,13
54634,19554,0,4,1,4,3,8,1
54635,19555,18,1,2,3,1,6,1
54636,19555,75,2,2,2,3,2,9
54637,19555,79,3,1,3,3,5,13
54638,19556,11,1,1,4,1,7,1
54639,19556,68,2,1,3,3,5,13
54640,19556,71,3,2,3,3,5,9
54641,19556,60,4,2,1,3,1,1
54642,19557,63,1,2,1,3,1,13
54643,19557,59,2,1,3,3,4,9
54644,19558,64,1,1,3,3,4,9
54645,19558,72,2,2,3,3,5,9
54646,19558,43,3,1,1,3,1,13
54647,19558,33,4,1,1,3,1,9
54648,19558,48,5,2,3,3,4,13
54649,19559,59,1,2,3,3,4,9
54650,19560,8,1,1,4,1,7,1
54651,19560,27,2,2,1,2,1,9
54652,19560,38,3,1,2,3,2,9
54653,19561,7,1,2,4,1,7,1
54654,19561,9,2,2,4,1,7,1
54655,19561,63,3,1,3,3,4,13
54656,19561,52,4,2,1,3,1,9
54657,19562,60,1,2,1,3,1,9
54658,19562,35,2,1,1,3,1,1
54659,19563,69,1,2,3,3,5,13
54660,19563,74,2,1,3,3,5,9
54661,19564,67,1,1,3,3,5,9
54662,19564,55,2,2,2,3,2,9
54663,19565,9,1,2,4,1,7,1
54664,19565,14,2,1,4,1,7,1
54665,19565,46,3,1,1,3,1,9
54666,19565,45,4,2,1,3,1,13
54667,19566,17,1,2,3,1,6,1
54668,19566,67,2,1,3,3,5,13
54669,19567,22,1,2,3,3,4,9
54670,19567,23,2,1,3,3,4,9
54671,19567,45,3,2,3,3,4,9
54672,19567,51,4,1,3,3,4,13
54673,19568,20,1,1,1,3,1,9
54674,19568,66,2,2,3,3,5,9
54675,19568,50,3,1,1,3,1,13
54676,19569,18,1,2,3,2,3,9
54677,19569,20,2,2,3,3,4,9
54678,19569,59,3,2,2,3,2,9
54679,19569,67,4,1,3,3,5,9
54680,19570,21,1,2,3,3,4,1
54681,19570,70,2,2,3,3,5,1
54682,19570,67,3,1,3,3,5,13
54683,19571,54,1,2,1,3,1,13
54684,19571,61,2,1,3,3,4,1
54685,19572,8,1,1,4,1,7,1
54686,19572,7,2,2,4,1,7,1
54687,19572,34,3,2,2,3,2,9
54688,19572,42,4,1,1,3,1,13
54689,19572,2,5,2,4,3,8,1
54690,19573,75,1,1,3,3,5,13
54691,19573,57,2,2,2,3,2,9
54692,19574,79,1,2,3,3,5,9
54693,19574,71,2,1,3,3,5,9
54694,19575,72,1,1,3,3,5,9
54695,19575,71,2,2,3,3,5,9
54696,19576,7,1,2,4,1,7,1
54697,19576,34,2,2,2,3,2,1
54698,19576,32,3,1,1,3,1,13
54699,19576,2,4,1,4,3,8,1
54700,19576,1,5,1,4,3,8,1
54701,19577,16,1,2,3,1,6,1
54702,19577,12,2,2,4,1,7,1
54703,19577,8,3,1,4,1,7,1
54704,19577,41,4,1,2,3,2,9
54705,19577,43,5,2,3,3,4,9
54706,19577,1,6,2,4,3,8,1
54707,19578,53,1,1,1,3,1,9
54708,19578,53,2,2,2,3,2,9
54709,19579,70,1,1,2,3,2,13
54710,19580,65,1,2,3,3,5,9
54711,19580,54,2,1,1,3,1,9
54712,19581,44,1,1,1,3,1,9
54713,19581,43,2,1,1,3,1,9
54714,19581,62,3,2,1,3,1,9
54715,19582,13,1,2,4,1,7,1
54716,19582,13,2,1,4,1,7,1
54717,19582,42,3,2,1,3,1,13
54718,19582,41,4,1,1,3,1,1
54719,19582,5,5,2,4,1,8,1
54720,19583,65,1,2,3,3,5,9
54721,19583,80,2,1,3,3,5,9
54722,19584,7,1,2,4,1,7,1
54723,19584,20,2,1,1,3,1,9
54724,19584,21,3,1,1,3,1,9
54725,19584,23,4,1,2,3,2,9
54726,19584,21,5,2,3,3,4,9
54727,19584,35,6,1,1,3,1,1
54728,19584,33,7,1,1,3,1,9
54729,19584,55,8,2,3,3,4,1
54730,19585,41,1,1,1,3,1,9
54731,19585,33,2,1,1,3,1,13
54732,19585,40,3,2,1,3,1,13
54733,19585,47,4,1,1,3,1,9
54734,19585,47,5,2,1,3,1,13
54735,19586,62,1,2,1,3,1,9
54736,19586,73,2,1,3,3,5,13
54737,19586,49,3,1,1,3,1,9
54738,19587,19,1,1,2,3,2,9
54739,19587,48,2,1,1,3,1,9
54740,19587,54,3,2,1,3,1,9
54741,19588,22,1,2,1,2,1,9
54742,19588,51,2,2,2,3,2,9
54743,19588,49,3,1,1,3,1,1
54744,19588,0,4,2,4,3,8,1
54745,19589,66,1,2,3,3,5,13
54746,19589,51,2,1,1,3,1,13
54747,19590,48,1,1,2,3,2,13
54748,19590,69,2,2,3,3,5,9
54749,19591,12,1,1,4,1,7,1
54750,19591,13,2,2,4,1,7,1
54751,19591,54,3,2,3,3,4,9
54752,19591,50,4,1,1,3,1,9
54753,19592,27,1,1,1,3,1,9
54754,19592,44,2,2,1,3,1,9
54755,19593,13,1,2,4,1,7,1
54756,19593,16,2,2,3,1,6,1
54757,19593,35,3,1,1,3,1,13
54758,19593,46,4,2,1,3,1,9
54759,19594,66,1,1,1,3,1,13
54760,19594,66,2,2,3,3,5,9
54761,19595,12,1,2,4,1,7,1
54762,19595,24,2,2,3,3,4,9
54763,19595,16,3,2,3,1,6,1
54764,19595,52,4,1,3,3,4,9
54765,19595,50,5,2,3,3,4,9
54766,19596,44,1,2,1,3,1,9
54767,19596,66,2,2,3,3,5,9
54768,19596,51,3,1,1,3,1,9
54769,19597,44,1,2,3,3,4,9
54770,19597,37,2,1,2,3,2,13
54771,19598,7,1,2,4,1,7,1
54772,19598,31,2,2,2,3,2,13
54773,19598,4,3,1,4,3,8,1
54774,19599,14,1,1,4,1,7,1
54775,19599,30,2,2,1,3,1,9
54776,19599,34,3,1,2,3,2,1
54777,19599,0,4,1,4,3,8,1
54778,19600,36,1,2,3,3,4,13
54779,19600,30,2,1,1,3,1,1
54780,19600,2,3,1,4,3,8,1
54781,19600,1,4,1,4,3,8,1
54782,19600,0,5,2,4,3,8,1
54783,19601,58,1,1,2,3,2,13
54784,19601,64,2,2,1,3,1,13
54785,19602,17,1,2,3,1,6,1
54786,19602,31,2,2,1,3,1,9
54787,19602,62,3,2,1,3,1,1
54788,19602,59,4,1,3,3,4,9
54789,19603,9,1,2,4,1,7,1
54790,19603,7,2,2,4,1,7,1
54791,19603,18,3,1,3,1,6,1
54792,19603,21,4,2,1,3,1,9
54793,19603,40,5,2,3,3,4,9
54794,19604,56,1,2,3,3,4,13
54795,19604,48,2,1,1,3,1,13
54796,19605,62,1,2,1,3,1,9
54797,19605,55,2,2,3,3,4,1
54798,19606,24,1,2,3,3,4,9
54799,19606,22,2,1,3,3,4,9
54800,19606,51,3,1,1,3,1,9
54801,19606,52,4,1,1,3,1,9
54802,19606,61,5,2,1,3,1,9
54803,19606,1,6,1,4,3,8,1
54804,19607,38,1,2,1,2,1,9
54805,19607,73,2,1,3,3,5,13
54806,19607,55,3,2,3,3,4,13
54807,19608,63,1,1,3,3,4,13
54808,19608,26,2,1,2,3,2,1
54809,19608,47,3,2,2,3,2,9
54810,19609,19,1,1,3,2,3,9
54811,19609,8,2,1,4,1,7,1
54812,19609,50,3,2,1,3,1,1
54813,19609,45,4,1,1,3,1,13
54814,19610,52,1,2,3,3,4,13
54815,19610,46,2,2,3,3,4,13
54816,19610,60,3,1,2,3,2,9
54817,19611,11,1,2,4,1,7,1
54818,19611,76,2,2,2,3,2,9
54819,19611,63,3,2,1,3,1,9
54820,19611,68,4,1,3,3,5,9
54821,19612,7,1,2,4,1,7,1
54822,19612,15,2,2,4,1,7,1
54823,19612,48,3,1,1,3,1,9
54824,19612,40,4,2,2,3,2,9
54825,19613,67,1,1,3,3,5,13
54826,19613,89,2,2,3,3,5,1
54827,19614,47,1,2,3,3,4,9
54828,19614,51,2,1,3,3,4,13
54829,19615,36,1,1,1,3,1,9
54830,19615,33,2,2,1,3,1,9
