person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype
1213757,516644,82,1,2,3,3,5
1213962,516849,84,1,2,3,3,5
1216120,519007,93,1,2,3,3,5
1218281,521168,76,1,2,3,3,5
1221253,524140,67,1,2,3,3,5
1223004,525891,80,1,2,3,3,5
1224302,527189,73,1,2,3,3,5
1225997,528884,81,1,2,3,3,5
1227677,530564,84,1,2,3,3,5
1229650,532537,79,1,1,3,3,5
1230765,533652,74,1,2,3,3,5
1233918,536805,84,1,1,3,3,5
1234043,536930,75,1,2,3,3,5
1234854,537741,77,1,2,3,3,5
1234996,537883,77,1,2,3,3,5
1235255,538142,80,1,1,3,3,5
1235805,538692,74,1,2,3,3,5
1237079,539966,87,1,2,3,3,5
1238218,541105,87,1,2,3,3,5
1247338,550225,66,1,2,3,3,5
1248429,551316,84,1,1,3,3,5
1249536,552423,87,1,2,3,3,5
1250849,553736,76,1,2,3,3,5
1251430,554317,70,1,2,3,3,5
1251999,554886,87,1,2,3,3,5
1257849,560736,78,1,2,3,3,5
1257971,560858,83,1,2,3,3,5
1258675,561562,78,1,1,3,3,5
1260280,563167,72,1,1,3,3,5
1263337,566224,81,1,2,3,3,5
1264019,566906,69,1,1,3,3,5
1264537,567424,70,1,1,3,3,5
1272168,575055,66,1,1,3,3,5
1277282,580169,79,1,2,3,3,5
1278414,581301,78,1,2,3,3,5
1278593,581480,77,1,2,3,3,5
1282895,585782,79,1,2,3,3,5
1284177,587064,70,1,1,3,3,5
1287225,590112,73,1,2,3,3,5
1288643,591530,66,1,1,3,3,5
1289685,592572,83,1,2,3,3,5
1289727,592614,68,1,2,3,3,5
1290154,593041,67,1,2,3,3,5
1290225,593112,78,1,2,3,3,5
1296359,599246,76,1,2,3,3,5
1296434,599321,79,1,1,3,3,5
1297005,599892,72,1,2,3,2,3
1297198,600085,79,1,2,3,3,5
1298202,601089,93,1,2,3,3,5
1298234,601121,65,1,2,3,3,5
1298579,601466,74,1,2,3,3,5
1299973,602860,76,1,2,3,3,5
1300225,603112,74,1,1,3,3,5
1302016,604903,81,1,2,3,3,5
1305388,608275,79,1,1,3,3,5
1306074,608961,73,1,2,3,3,5
1308820,611707,81,1,2,3,3,5
1310547,613434,80,1,2,3,3,5
1312220,615107,81,1,2,3,3,5
1312554,615441,65,1,1,3,3,5
1315729,618616,67,1,1,3,3,5
1317179,620066,74,1,2,3,3,5
1317184,620071,65,1,1,3,3,5
1317561,620448,71,1,1,3,3,5
1319104,621991,78,1,2,3,3,5
1319777,622664,93,1,1,3,3,5
1320412,623299,76,1,2,3,3,5
1321628,624515,74,1,2,3,3,5
1328092,630979,82,1,2,3,3,5
1330262,633149,93,1,2,3,3,5
1332939,635826,93,1,2,3,3,5
1332996,635883,68,1,1,3,3,5
1333592,636479,80,1,2,3,3,5
1334102,636989,83,1,2,3,3,5
1336086,638973,83,1,2,3,3,5
1337926,640813,80,1,2,3,3,5
1338078,640965,70,1,2,3,3,5
1338296,641183,70,1,2,3,3,5
1338782,641669,86,1,2,3,3,5
1338972,641859,74,1,1,3,3,5
1338976,641863,72,1,2,3,3,5
1340904,643791,86,1,2,3,3,5
1341392,644279,69,1,1,3,3,5
1341957,644844,73,1,1,3,3,5
1343552,646439,78,1,2,3,3,5
1344726,647613,75,1,2,3,3,5
1345346,648233,82,1,1,3,3,5
1346905,649792,71,1,2,1,3,1
1347197,650084,71,1,2,1,3,1
1347283,650170,65,1,2,2,3,2
1348555,651442,67,1,2,2,3,2
1349952,652839,65,1,2,1,3,1
1350237,653124,82,1,1,1,3,1
1350439,653326,70,1,1,2,3,2
1353554,656441,67,1,2,1,3,1
1355211,658098,85,1,2,2,3,2
1360115,663002,82,1,1,2,3,2
1363333,666220,81,1,2,1,3,1
1364733,667620,67,1,1,2,3,2
1365220,668107,65,1,2,2,3,2
1367391,670278,77,1,1,2,3,2
1371591,674478,67,1,2,2,3,2
1373664,676551,70,1,2,2,3,2
1373971,676770,76,1,1,3,3,5
1373972,676770,76,2,2,3,3,5
1375405,677487,87,1,1,3,3,5
1375406,677487,83,2,2,3,3,5
1378155,678862,71,1,1,3,3,5
1378156,678862,70,2,2,3,3,5
1382207,680888,71,1,1,3,3,5
1382208,680888,67,2,2,3,3,5
1385093,682331,72,1,1,3,3,5
1385094,682331,71,2,2,3,3,5
1388031,683800,84,1,2,3,3,5
1388032,683800,53,2,2,3,3,4
1392769,686169,66,1,1,3,3,5
1392770,686169,71,2,2,3,3,5
1393929,686749,81,1,1,3,3,5
1393930,686749,65,2,2,3,3,5
1397269,688419,78,1,1,3,3,5
1397270,688419,78,2,2,3,3,5
1399457,689513,79,1,1,3,3,5
1399458,689513,74,2,2,3,3,5
1399459,689514,71,1,1,3,3,5
1399460,689514,74,2,2,3,3,5
1400681,690125,74,1,2,3,3,5
1400682,690125,72,2,1,3,3,5
1402055,690812,74,1,1,3,3,5
1402056,690812,85,2,2,3,3,5
1405133,692351,72,1,1,3,3,5
1405134,692351,72,2,2,3,3,5
1410993,695281,75,1,1,3,3,5
1410994,695281,63,2,2,3,3,4
1423361,701465,80,1,2,3,3,5
1423362,701465,80,2,2,3,3,5
1423527,701548,75,1,1,3,3,5
1423528,701548,76,2,2,3,3,5
1436039,707804,93,1,1,3,3,5
1436040,707804,84,2,2,3,3,5
1441675,710622,71,1,1,3,3,5
1441676,710622,69,2,2,3,3,5
1442509,711039,78,1,1,3,3,5
1442510,711039,79,2,2,3,3,5
1447407,713488,77,1,1,3,3,5
1447408,713488,81,2,2,3,3,5
1448969,714269,77,1,1,3,3,5
1448970,714269,72,2,2,3,3,5
1450507,715038,86,1,2,3,3,5
1450508,715038,74,2,1,3,3,5
1451437,715503,68,1,2,3,3,5
1451438,715503,77,2,1,3,3,5
1453805,716687,72,1,1,3,3,5
1453806,716687,67,2,2,3,3,5
1454359,716964,75,1,2,3,3,5
1454360,716964,75,2,2,3,3,5
1459435,719502,87,1,2,3,3,5
1459436,719502,52,2,1,2,3,2
1462229,720899,76,1,1,3,3,5
1462230,720899,66,2,2,2,3,2
1462785,721177,74,1,2,3,3,5
1462786,721177,39,2,1,1,3,1
1463947,721758,84,1,2,3,3,5
1463948,721758,50,2,1,2,3,2
1464613,722091,83,1,2,3,3,5
1464614,722091,41,2,2,1,3,1
1470507,725038,68,1,2,3,3,5
1470508,725038,16,2,2,2,1,6
1471383,725476,88,1,1,3,3,5
1471384,725476,46,2,1,2,3,2
1474081,726825,67,1,1,1,3,1
1474082,726825,72,2,2,3,3,5
1476445,728007,69,1,2,3,3,5
1476446,728007,41,2,1,1,3,1
1479781,729675,79,1,2,3,3,5
1479782,729675,18,2,1,2,2,3
1485823,732696,79,1,1,1,3,1
1485824,732696,83,2,2,3,3,5
1485881,732725,81,1,1,3,3,5
1485882,732725,48,2,2,2,3,2
1486493,733031,69,1,2,3,3,5
1486494,733031,18,2,2,2,1,6
1487233,733401,66,1,1,2,3,2
1487234,733401,71,2,2,3,3,5
1490241,734905,70,1,1,2,3,2
1490242,734905,47,2,1,1,3,1
1491547,735558,68,1,1,1,3,1
1491548,735558,63,2,2,1,3,1
1496062,737457,78,1,1,3,3,5
1496063,737457,74,2,2,3,3,5
1496064,737457,51,3,1,3,3,4
1496797,737702,72,1,1,3,3,5
1496798,737702,70,2,2,3,3,5
1496799,737702,30,3,1,3,3,4
1502941,739750,77,1,2,3,3,5
1502942,739750,48,2,2,3,3,4
1502943,739750,10,3,2,4,1,7
1505050,740453,67,1,1,3,3,5
1505051,740453,64,2,2,1,3,1
1505052,740453,37,3,2,3,3,4
1508419,741576,67,1,2,2,3,2
1508420,741576,16,2,1,3,1,6
1508421,741576,7,3,1,4,1,7
1514941,743750,68,1,1,3,3,5
1514942,743750,72,2,2,3,3,5
1514943,743750,35,3,2,1,3,1
1520731,745680,77,1,1,2,3,2
1520732,745680,34,2,2,1,3,1
1520733,745680,2,3,2,4,1,8
1538163,749583,67,1,1,3,3,5
1538164,749583,72,2,2,3,3,5
1538165,749583,45,3,1,2,3,2
1538166,749583,13,4,2,4,1,7
1538167,749583,17,5,2,3,1,6
1538168,749583,0,6,2,4,1,8
1547444,751464,65,1,1,1,3,1
1547445,751464,55,2,2,1,3,1
1547446,751464,9,3,2,4,1,7
1547447,751464,8,4,2,4,1,7
1547448,751464,7,5,1,4,1,7
1547449,751464,5,6,1,4,1,8
1555614,753194,66,1,1,3,3,5
1555615,753194,72,2,1,3,3,5
1555616,753194,65,3,1,3,3,5
1555617,753194,57,4,1,3,3,4
1555618,753194,55,5,1,3,3,4
1555619,753194,59,6,1,3,3,4
1555620,753194,41,7,1,1,3,1
1555621,753194,54,8,1,1,3,1
1555622,753194,67,9,1,3,3,5
1557019,753467,87,1,1,3,3,5
1557020,753467,78,2,2,3,3,5
1557021,753467,55,3,1,2,3,2
1557022,753467,21,4,1,3,3,4
1557023,753467,17,5,2,3,1,6
1557024,753467,53,6,1,2,3,2
1562951,754690,68,1,2,2,3,2
1562952,754690,46,2,1,2,3,2
1562953,754690,40,3,1,2,3,2
1562954,754690,12,4,2,4,1,7
1564737,755957,61,1,2,3,3,4
1565456,756676,60,1,2,3,3,4
1567309,758529,64,1,2,3,3,4
1571675,762895,45,1,1,3,3,4
1571748,762968,41,1,1,3,3,4
1572620,763840,43,1,1,3,3,4
1573293,764513,60,1,1,3,3,4
1573684,764904,30,1,2,3,3,4
1576677,767897,35,1,1,3,3,4
1577332,768552,49,1,1,3,3,4
1580354,771574,36,1,1,1,3,1
1580897,772117,35,1,1,1,3,1
1581619,772839,53,1,2,1,3,1
1581909,773129,30,1,1,1,3,1
1584657,775877,30,1,1,1,3,1
1587616,778836,56,1,2,1,3,1
1588675,779895,56,1,2,1,3,1
1591802,783022,54,1,1,1,3,1
1593925,785145,25,1,2,2,3,2
1594178,785398,49,1,2,1,3,1
1594638,785858,47,1,2,1,3,1
1594857,786077,46,1,2,1,3,1
1597751,788971,42,1,2,1,3,1
1598668,789888,48,1,1,1,3,1
1603099,794319,31,1,1,1,3,1
1605213,796433,43,1,1,1,3,1
1605777,796997,38,1,1,1,3,1
1608939,800159,23,1,2,2,3,2
1610876,802096,47,1,1,2,3,2
1611991,803211,40,1,1,1,3,1
1613881,805101,49,1,2,1,3,1
1616020,807240,37,1,1,1,3,1
1616674,807894,38,1,1,1,3,1
1618233,809453,53,1,2,1,3,1
1618636,809856,57,1,1,1,3,1
1619779,810999,49,1,1,1,3,1
1620693,811913,48,1,2,2,3,2
1625032,816252,62,1,2,2,3,2
1625239,816459,40,1,1,1,3,1
1627303,818523,53,1,1,1,3,1
1628421,819641,31,1,1,1,3,1
1629199,820419,49,1,2,1,3,1
1635382,826602,39,1,1,1,3,1
1635854,827074,36,1,2,1,3,1
1637310,828530,30,1,2,1,3,1
1639152,830372,59,1,1,1,3,1
1640485,831705,47,1,2,1,3,1
1641213,832433,49,1,2,1,3,1
1642245,833465,29,1,2,1,3,1
1642563,833783,41,1,2,1,3,1
1642887,834107,38,1,2,1,3,1
1643195,834415,38,1,1,1,3,1
1645211,836431,29,1,1,1,3,1
1645703,836923,44,1,1,1,3,1
1647118,838338,40,1,2,1,3,1
1650715,841935,36,1,1,1,3,1
1651233,842453,62,1,2,1,3,1
1651884,843104,35,1,1,1,3,1
1652715,843935,35,1,1,1,3,1
1653099,844319,41,1,1,1,3,1
1653207,844427,29,1,2,1,3,1
1654112,845332,51,1,1,1,3,1
1656626,847846,44,1,2,1,3,1
1657204,848424,27,1,2,1,3,1
1657789,849009,26,1,1,1,3,1
1657919,849139,30,1,2,1,3,1
1658063,849283,25,1,2,1,3,1
1662218,853438,38,1,1,1,3,1
1663543,854763,35,1,1,2,2,3
1663823,855043,33,1,1,1,3,1
1665012,856232,28,1,2,1,3,1
1666924,858144,38,1,1,1,3,1
1668308,859528,35,1,2,1,3,1
1668628,859848,31,1,1,1,3,1
1669895,861115,30,1,2,1,3,1
1671769,862989,23,1,1,1,3,1
1672495,863715,36,1,2,1,3,1
1675742,866962,34,1,1,1,3,1
1675751,866971,46,1,1,1,3,1
1675902,867122,44,1,2,1,3,1
1678107,869327,40,1,2,1,3,1
1678791,870011,55,1,2,1,3,1
1679876,871096,55,1,2,1,3,1
1682426,873646,62,1,1,1,3,1
1683934,875154,45,1,1,1,3,1
1685049,876269,49,1,2,1,3,1
1692906,884126,28,1,1,2,3,2
1695552,886772,54,1,1,1,3,1
1697651,888871,45,1,1,1,3,1
1697740,888960,48,1,2,2,3,2
1697834,889054,60,1,1,1,3,1
1700207,891427,50,1,1,1,3,1
1701644,892864,64,1,1,1,3,1
1702993,894213,49,1,1,1,3,1
1704017,895237,25,1,2,1,3,1
1706739,897959,53,1,2,2,3,2
1708411,899220,36,1,1,3,3,4
1708412,899220,23,2,2,3,2,3
1708653,899341,58,1,1,3,3,4
1708654,899341,44,2,2,3,3,4
1710209,900119,64,1,1,3,3,4
1710210,900119,64,2,2,3,3,4
1710279,900154,62,1,2,3,3,4
1710280,900154,58,2,1,3,3,4
1710449,900239,62,1,1,3,3,4
1710450,900239,57,2,2,3,3,4
1734737,912383,43,1,2,1,3,1
1734738,912383,44,2,1,3,3,4
1741235,915632,59,1,1,2,3,2
1741236,915632,64,2,2,3,3,4
1742271,916150,55,1,1,3,3,4
1742272,916150,44,2,2,1,3,1
1744523,917276,62,1,2,3,3,4
1744524,917276,71,2,1,1,3,1
1744937,917483,56,1,2,1,3,1
1744938,917483,68,2,1,3,3,5
1746971,918500,58,1,2,1,3,1
1746972,918500,20,2,2,3,2,3
1748145,919087,44,1,1,1,3,1
1748146,919087,32,2,2,3,3,4
1750833,920431,59,1,2,1,3,1
1750834,920431,53,2,2,3,3,4
1752687,921358,51,1,1,3,3,4
1752688,921358,47,2,2,1,3,1
1755513,922771,32,1,1,1,3,1
1755514,922771,60,2,2,3,3,4
1756683,923356,63,1,2,1,3,1
1756684,923356,29,2,2,3,3,4
1760835,925432,41,1,2,1,3,1
1760836,925432,41,2,1,3,3,4
1763011,926520,39,1,2,3,3,4
1763012,926520,40,2,1,1,3,1
1763301,926665,50,1,1,3,3,4
1763302,926665,53,2,2,1,3,1
1763465,926747,51,1,1,3,3,4
1763466,926747,55,2,2,2,3,2
1764717,927373,64,1,1,3,3,4
1764718,927373,58,2,2,2,3,2
1765745,927887,54,1,1,1,3,1
1765746,927887,45,2,2,3,3,4
1765767,927898,59,1,1,3,3,4
1765768,927898,60,2,2,1,3,1
1766335,928182,60,1,1,1,3,1
1766336,928182,58,2,2,3,3,4
1766673,928351,53,1,1,1,3,1
1766674,928351,58,2,2,3,3,4
1767357,928693,43,1,1,1,3,1
1767358,928693,33,2,2,3,2,3
1772431,931230,43,1,2,1,3,1
1772432,931230,47,2,1,3,3,4
1774767,932398,22,1,2,1,3,1
1774768,932398,27,2,1,3,2,3
1777543,933786,37,1,1,1,3,1
1777544,933786,37,2,1,3,3,4
1778019,934024,39,1,1,2,2,3
1778020,934024,40,2,2,3,3,4
1778589,934309,41,1,1,1,3,1
1778590,934309,39,2,1,3,2,3
1780393,935211,43,1,1,1,3,1
1780394,935211,49,2,2,3,3,4
1788547,939288,62,1,1,1,3,1
1788548,939288,60,2,2,3,3,4
1789049,939539,28,1,1,1,3,1
1789050,939539,21,2,2,3,3,4
1791153,940591,61,1,1,3,2,3
1791154,940591,56,2,2,1,3,1
1791821,940925,48,1,1,3,3,4
1791822,940925,49,2,2,1,3,1
1793363,941696,52,1,2,1,3,1
1793364,941696,53,2,1,3,3,4
1793923,941976,29,1,1,2,2,3
1793924,941976,25,2,2,3,3,4
1795069,942549,24,1,1,3,3,4
1795070,942549,22,2,2,1,3,1
1799587,944808,25,1,2,3,2,3
1799588,944808,27,2,1,1,3,1
1799813,944921,34,1,1,1,3,1
1799814,944921,31,2,2,3,2,3
1801019,945524,29,1,1,1,3,1
1801020,945524,21,2,2,3,3,4
1803265,946647,37,1,2,1,3,1
1803266,946647,72,2,2,3,3,5
1803313,946671,56,1,2,3,3,4
1803314,946671,37,2,1,1,3,1
1806583,948306,56,1,2,3,3,4
1806584,948306,50,2,1,1,3,1
1807597,948813,39,1,2,1,3,1
1807598,948813,29,2,1,1,3,1
1808061,949045,46,1,1,1,3,1
1808062,949045,46,2,2,1,3,1
1808233,949131,40,1,2,2,3,2
1808234,949131,65,2,1,1,3,1
1811835,950932,52,1,2,1,3,1
1811836,950932,58,2,1,1,3,1
1816733,953381,48,1,1,1,3,1
1816734,953381,48,2,2,1,3,1
1817383,953706,64,1,2,2,3,2
1817384,953706,20,2,1,2,2,3
1818045,954037,43,1,1,2,3,2
1818046,954037,46,2,2,1,3,1
1821529,955779,23,1,2,1,3,1
1821530,955779,27,2,1,1,3,1
1823601,956815,52,1,1,1,3,1
1823602,956815,47,2,2,1,3,1
1824297,957163,30,1,1,1,3,1
1824298,957163,30,2,2,1,3,1
1825029,957529,51,1,2,1,3,1
1825030,957529,22,2,2,2,2,3
1829799,959914,29,1,2,1,3,1
1829800,959914,27,2,1,2,3,2
1841157,965593,46,1,2,2,2,3
1841158,965593,41,2,2,1,3,1
1841285,965657,49,1,2,1,3,1
1841286,965657,19,2,2,2,2,3
1843181,966605,34,1,1,1,3,1
1843182,966605,34,2,2,2,3,2
1844229,967129,61,1,2,1,3,1
1844230,967129,44,2,2,1,3,1
1845459,967744,20,1,1,1,3,1
1845460,967744,44,2,1,1,3,1
1846709,968369,27,1,2,2,3,2
1846710,968369,28,2,1,2,3,2
1848303,969166,51,1,1,1,3,1
1848304,969166,42,2,2,1,3,1
1849069,969549,23,1,1,1,3,1
1849070,969549,24,2,1,1,3,1
1851629,970829,52,1,1,2,3,2
1851630,970829,21,2,1,2,2,3
1862361,976195,63,1,1,2,3,2
1862362,976195,61,2,2,2,3,2
1863861,976945,58,1,1,1,3,1
1863862,976945,47,2,2,1,3,1
1868089,979059,48,1,2,1,3,1
1868090,979059,19,2,1,2,2,3
1872495,981262,43,1,1,1,3,1
1872496,981262,49,2,2,1,3,1
1882339,986184,45,1,2,2,3,2
1882340,986184,34,2,2,1,3,1
1883987,987008,29,1,2,1,3,1
1883988,987008,20,2,2,2,2,3
1884563,987296,34,1,1,1,3,1
1884564,987296,29,2,2,1,3,1
1884585,987307,35,1,1,1,3,1
1884586,987307,63,2,2,1,3,1
1884923,987476,42,1,1,1,3,1
1884924,987476,40,2,1,1,3,1
1886665,988347,33,1,1,2,3,2
1886666,988347,44,2,1,1,3,1
1893461,991745,54,1,1,1,3,1
1893462,991745,53,2,2,1,3,1
1894237,992133,33,1,1,1,3,1
1894238,992133,28,2,2,1,3,1
1896965,993497,38,1,2,1,3,1
1896966,993497,34,2,1,1,3,1
1898667,994348,53,1,1,2,3,2
1898668,994348,24,2,1,2,3,2
1902091,996060,29,1,1,2,3,2
1902092,996060,32,2,2,1,3,1
1911651,1000840,32,1,2,1,3,1
1911652,1000840,36,2,2,1,3,1
1912395,1001212,30,1,1,1,3,1
1912396,1001212,27,2,1,1,3,1
1913351,1001690,23,1,2,2,3,2
1913352,1001690,27,2,2,1,3,1
1914597,1002313,57,1,1,1,3,1
1914598,1002313,48,2,2,1,3,1
1915731,1002880,32,1,2,1,3,1
1915732,1002880,37,2,1,1,3,1
1916949,1003489,25,1,1,1,3,1
1916950,1003489,25,2,2,2,3,2
1917293,1003661,30,1,2,1,3,1
1917294,1003661,34,2,2,1,3,1
1927389,1008709,26,1,1,1,3,1
1927390,1008709,23,2,2,2,3,2
1927921,1008975,43,1,2,1,3,1
1927922,1008975,19,2,1,1,3,1
1928627,1009328,36,1,2,1,3,1
1928628,1009328,28,2,1,1,3,1
1929065,1009547,33,1,1,2,3,2
1929066,1009547,34,2,2,1,3,1
1929997,1010013,48,1,2,1,3,1
1929998,1010013,22,2,1,1,3,1
1933817,1011923,21,1,1,1,3,1
1933818,1011923,21,2,2,1,3,1
1936097,1013063,41,1,1,1,3,1
1936098,1013063,36,2,2,2,2,3
1936171,1013100,25,1,2,1,3,1
1936172,1013100,25,2,1,2,3,2
1937305,1013667,26,1,1,2,3,2
1937306,1013667,24,2,2,1,3,1
1941839,1015934,63,1,1,1,3,1
1941840,1015934,54,2,2,2,3,2
1945089,1017559,28,1,1,1,3,1
1945090,1017559,30,2,2,2,3,2
1946267,1018148,37,1,2,1,3,1
1946268,1018148,32,2,1,1,3,1
1948909,1019469,41,1,1,1,3,1
1948910,1019469,34,2,2,1,3,1
1949009,1019519,50,1,2,1,3,1
1949010,1019519,26,2,1,1,3,1
1950195,1020112,25,1,1,1,3,1
1950196,1020112,25,2,1,1,3,1
1951479,1020754,19,1,2,2,2,3
1951480,1020754,19,2,2,2,2,3
1952287,1021158,29,1,1,2,3,2
1952288,1021158,21,2,2,1,3,1
1959181,1024605,34,1,2,3,3,4
1959182,1024605,5,2,2,4,1,8
1959715,1024872,46,1,2,3,3,4
1959716,1024872,15,2,1,4,1,7
1960689,1025359,39,1,2,1,3,1
1960690,1025359,3,2,1,4,1,8
1960721,1025375,47,1,2,2,2,3
1960722,1025375,15,2,2,4,1,7
1963445,1026737,49,1,2,1,3,1
1963446,1026737,11,2,1,4,1,7
1968541,1029285,38,1,2,1,3,1
1968542,1029285,17,2,2,3,3,4
1972045,1031037,47,1,2,2,3,2
1972046,1031037,8,2,1,4,1,7
1972349,1031189,45,1,2,1,3,1
1972350,1031189,9,2,1,4,1,7
1975051,1032540,33,1,2,1,3,1
1975052,1032540,6,2,1,4,1,7
1976447,1033238,47,1,1,1,3,1
1976448,1033238,12,2,1,4,1,7
1981717,1035873,41,1,1,1,3,1
1981718,1035873,14,2,1,4,1,7
1981791,1035910,37,1,2,1,3,1
1981792,1035910,10,2,1,4,1,7
1982931,1036480,35,1,2,1,3,1
1982932,1036480,9,2,1,4,1,7
1989987,1040008,44,1,2,1,3,1
1989988,1040008,12,2,2,4,1,7
1990107,1040068,40,1,2,1,3,1
1990108,1040068,11,2,1,4,1,7
1991235,1040632,38,1,2,1,3,1
1991236,1040632,12,2,2,4,1,7
1992889,1041459,39,1,2,1,3,1
1992890,1041459,4,2,2,4,1,8
1993687,1041858,39,1,2,1,3,1
1993688,1041858,4,2,2,4,1,8
1994909,1042469,34,1,2,1,3,1
1994910,1042469,7,2,1,4,1,7
1994915,1042472,49,1,1,1,3,1
1994916,1042472,8,2,1,4,1,7
1996127,1043078,33,1,2,1,3,1
1996128,1043078,17,2,2,3,1,6
1996929,1043479,42,1,2,1,3,1
1996930,1043479,17,2,1,3,1,6
1999355,1044692,32,1,2,1,3,1
1999356,1044692,12,2,1,4,1,7
2005309,1047669,53,1,2,1,3,1
2005310,1047669,16,2,1,2,1,6
2007061,1048545,41,1,2,1,3,1
2007062,1048545,17,2,2,2,1,6
2008507,1049268,48,1,2,2,3,2
2008508,1049268,17,2,1,2,1,6
2008669,1049349,58,1,1,1,3,1
2008670,1049349,17,2,2,2,1,6
2015162,1051661,60,1,1,3,3,4
2015163,1051661,60,2,2,3,3,4
2015164,1051661,10,3,1,4,1,7
2022095,1053972,60,1,1,1,3,1
2022096,1053972,52,2,2,3,3,4
2022097,1053972,20,3,2,3,2,3
2023346,1054389,60,1,2,3,3,4
2023347,1054389,87,2,2,3,3,5
2023348,1054389,59,3,2,1,3,1
2025977,1055266,51,1,1,1,3,1
2025978,1055266,83,2,2,3,3,5
2025979,1055266,35,3,2,3,3,4
2029148,1056323,62,1,2,3,3,4
2029149,1056323,29,2,2,1,3,1
2029150,1056323,4,3,1,4,1,8
2029835,1056552,34,1,1,1,3,1
2029836,1056552,28,2,2,3,2,3
2029837,1056552,2,3,2,4,1,8
2031899,1057240,55,1,2,1,3,1
2031900,1057240,24,2,2,3,3,4
2031901,1057240,22,3,1,3,3,4
2037131,1058984,39,1,2,1,3,1
2037132,1058984,38,2,1,3,3,4
2037133,1058984,30,3,1,3,3,4
2044583,1061468,56,1,1,3,3,4
2044584,1061468,51,2,2,1,3,1
2044585,1061468,28,3,2,1,3,1
2047694,1062505,42,1,1,1,3,1
2047695,1062505,39,2,2,2,3,2
2047696,1062505,19,3,2,3,2,3
2055368,1065063,44,1,2,2,3,2
2055369,1065063,22,2,1,2,2,3
2055370,1065063,20,3,1,3,2,3
2055857,1065226,58,1,1,2,3,2
2055858,1065226,54,2,2,3,3,4
2055859,1065226,29,3,1,2,3,2
2058641,1066154,54,1,2,1,3,1
2058642,1066154,22,2,2,2,2,3
2058643,1066154,2,3,1,4,1,8
2059856,1066559,30,1,1,1,3,1
2059857,1066559,31,2,2,3,2,3
2059858,1066559,30,3,1,1,3,1
2061539,1067120,54,1,1,1,3,1
2061540,1067120,51,2,2,2,3,2
2061541,1067120,27,3,2,3,3,4
2064698,1068173,54,1,1,1,3,1
2064699,1068173,52,2,2,1,3,1
2064700,1068173,75,3,2,3,3,5
2065946,1068589,53,1,1,1,3,1
2065947,1068589,52,2,2,3,3,4
2065948,1068589,18,3,1,2,1,6
2066441,1068754,24,1,2,3,2,3
2066442,1068754,50,2,1,2,3,2
2066443,1068754,49,3,2,1,3,1
2066561,1068794,45,1,2,1,3,1
2066562,1068794,23,2,1,3,3,4
2066563,1068794,44,3,1,2,3,2
2068703,1069508,57,1,1,1,3,1
2068704,1069508,50,2,2,1,3,1
2068705,1069508,22,3,1,3,3,4
2072795,1070872,61,1,1,1,3,1
2072796,1070872,19,2,1,2,2,3
2072797,1070872,84,3,2,3,3,5
2076290,1072037,56,1,2,1,3,1
2076291,1072037,20,2,1,2,2,3
2076292,1072037,88,3,2,3,3,5
2079803,1073208,50,1,1,1,3,1
2079804,1073208,44,2,2,1,3,1
2079805,1073208,20,3,1,3,2,3
2107262,1082361,24,1,1,1,3,1
2107263,1082361,23,2,1,2,3,2
2107264,1082361,23,3,1,1,3,1
2107436,1082419,58,1,1,2,3,2
2107437,1082419,36,2,2,2,3,2
2107438,1082419,19,3,2,2,3,2
2110361,1083394,25,1,1,1,3,1
2110362,1083394,25,2,2,1,3,1
2110363,1083394,23,3,1,1,3,1
2110556,1083459,28,1,1,2,3,2
2110557,1083459,28,2,1,1,3,1
2110558,1083459,28,3,1,1,3,1
2118608,1086143,47,1,2,3,3,4
2118609,1086143,11,2,1,4,1,7
2118610,1086143,9,3,1,4,1,7
2119286,1086369,49,1,1,3,3,4
2119287,1086369,45,2,2,3,3,4
2119288,1086369,13,3,1,4,1,7
2120549,1086790,36,1,2,3,3,4
2120550,1086790,35,2,1,3,3,4
2120551,1086790,11,3,2,4,1,7
2130071,1089964,35,1,1,1,3,1
2130072,1089964,35,2,2,3,3,4
2130073,1089964,0,3,2,4,1,8
2131070,1090297,47,1,2,1,3,1
2131071,1090297,15,2,1,4,1,7
2131072,1090297,15,3,1,4,1,7
2131991,1090604,40,1,1,1,3,1
2131992,1090604,36,2,2,3,3,4
2131993,1090604,6,3,2,4,1,7
2137121,1092314,40,1,1,1,3,1
2137122,1092314,38,2,2,3,3,4
2137123,1092314,3,3,1,4,1,8
2138846,1092889,31,1,2,1,3,1
2138847,1092889,6,2,1,4,1,7
2138848,1092889,31,3,1,3,3,4
2142968,1094263,38,1,1,1,3,1
2142969,1094263,39,2,2,3,3,4
2142970,1094263,4,3,1,4,1,8
2148359,1096060,51,1,1,3,3,4
2148360,1096060,49,2,2,1,3,1
2148361,1096060,16,3,1,3,1,6
2151425,1097082,31,1,1,1,3,1
2151426,1097082,32,2,2,3,3,4
2151427,1097082,1,3,2,4,1,8
2157698,1099173,37,1,2,1,3,1
2157699,1099173,12,2,2,4,1,7
2157700,1099173,8,3,1,4,1,7
2165447,1101756,52,1,2,2,3,2
2165448,1101756,76,2,1,3,3,5
2165449,1101756,13,3,2,4,1,7
2166335,1102052,36,1,1,1,3,1
2166336,1102052,6,2,1,4,1,7
2166337,1102052,27,3,2,3,3,4
2166944,1102255,41,1,1,1,3,1
