Label                          ,Description                                                 ,Expression                                                                   ,AUTO_1YR,AUTO_2YR                  ,AUTO_3YR                  ,AUTO_4YR                  ,AUTO_5YR                  ,AUTO_6YR                  ,AUTO_7YR                  ,AUTO_8YR                  ,AUTO_9YR                  ,AUTO_10YR                 ,AUTO_11YR                 ,AUTO_12YR                 ,AUTO_13YR                 ,AUTO_14YR                 ,AUTO_15YR                 ,AUTO_16YR                 ,AUTO_17YR                 ,AUTO_18YR                 ,AUTO_19YR                 ,AUTO_20PLUSYR             ,VAN_1YR                 ,VAN_2YR                   ,VAN_3YR                   ,VAN_4YR                   ,VAN_5YR                   ,VAN_6YR                   ,VAN_7YR                   ,VAN_8YR                   ,VAN_9YR                   ,VAN_10YR                  ,VAN_11YR                  ,VAN_12YR                  ,VAN_13YR                  ,VAN_14YR                  ,VAN_15YR                  ,VAN_16YR                  ,VAN_17YR                  ,VAN_18YR                  ,VAN_19YR                  ,VAN_20PLUSYR              ,SUV_1YR                 ,SUV_2YR                   ,SUV_3YR                   ,SUV_4YR                   ,SUV_5YR                   ,SUV_6YR                   ,SUV_7YR                   ,SUV_8YR                   ,SUV_9YR                   ,SUV_10YR                  ,SUV_11YR                  ,SUV_12YR                  ,SUV_13YR                  ,SUV_14YR                  ,SUV_15YR                  ,SUV_16YR                  ,SUV_17YR                  ,SUV_18YR                  ,SUV_19YR                  ,SUV_20PLUSYR              ,TRUCK_1YR                 ,TRUCK_2YR                 ,TRUCK_3YR                 ,TRUCK_4YR                 ,TRUCK_5YR                 ,TRUCK_6YR                 ,TRUCK_7YR                 ,TRUCK_8YR                 ,TRUCK_9YR                 ,TRUCK_10YR                ,TRUCK_11YR                ,TRUCK_12YR                ,TRUCK_13YR                ,TRUCK_14YR                ,TRUCK_15YR                ,TRUCK_16YR                ,TRUCK_17YR                ,TRUCK_18YR                ,TRUCK_19YR                ,TRUCK_20PLUSYR            ,MOTORCYCLE_1YR           ,MOTORCYCLE_2YR            ,MOTORCYCLE_3YR            ,MOTORCYCLE_4YR            ,MOTORCYCLE_5YR            ,MOTORCYCLE_6YR            ,MOTORCYCLE_7YR            ,MOTORCYCLE_8YR            ,MOTORCYCLE_9YR            ,MOTORCYCLE_10YR           ,MOTORCYCLE_11YR           ,MOTORCYCLE_12YR           ,MOTORCYCLE_13YR           ,MOTORCYCLE_14YR           ,MOTORCYCLE_15YR           ,MOTORCYCLE_16YR           ,MOTORCYCLE_17YR           ,MOTORCYCLE_18YR           ,MOTORCYCLE_19YR           ,MOTORCYCLE_20PLUSYR       
util_hh_veh_gt_drivers_6YR     ,household has more vehicles than members 16+ x 6YR age      ,"(auto_ownership < num_drivers) * 6"                                         ,        ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_7YR     ,household has more vehicles than members 16+ x 7YR age      ,"(auto_ownership < num_drivers) * 7"                                         ,        ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_8YR     ,household has more vehicles than members 16+ x 8YR age      ,"(auto_ownership < num_drivers) * 8"                                         ,        ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_9YR     ,household has more vehicles than members 16+ x 9YR age      ,"(auto_ownership < num_drivers) * 9"                                         ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_10YR    ,household has more vehicles than members 16+ x 10YR age     ,"(auto_ownership < num_drivers) * 10"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_11YR    ,household has more vehicles than members 16+ x 11YR age     ,"(auto_ownership < num_drivers) * 11"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_12YR    ,household has more vehicles than members 16+ x 12YR age     ,"(auto_ownership < num_drivers) * 12"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_13YR    ,household has more vehicles than members 16+ x 13YR age     ,"(auto_ownership < num_drivers) * 13"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_14YR    ,household has more vehicles than members 16+ x 14YR age     ,"(auto_ownership < num_drivers) * 14"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_15YR    ,household has more vehicles than members 16+ x 15YR age     ,"(auto_ownership < num_drivers) * 15"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_16YR    ,household has more vehicles than members 16+ x 16YR age     ,"(auto_ownership < num_drivers) * 16"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          
util_hh_veh_gt_drivers_17YR    ,household has more vehicles than members 16+ x 17YR age     ,"(auto_ownership < num_drivers) * 17"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          
util_hh_veh_gt_drivers_18YR    ,household has more vehicles than members 16+ x 18YR age     ,"(auto_ownership < num_drivers) * 18"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          
util_hh_veh_gt_drivers_19YR    ,household has more vehicles than members 16+ x 19YR age     ,"(auto_ownership < num_drivers) * 19"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          
util_hh_veh_gt_drivers_20PLUSYR,household has more vehicles than members 16+ x 20PLUSYR age ,"(auto_ownership < num_drivers) * 20"                                        ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE,                         ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_hh_veh_gt_drivers_AGE
util_num_kids                  ,number of children in household (3 max.)                    ,"@np.clip(df.num_children, a_min=0, a_max=3)"                                ,        ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,coef_num_kids_VAN       ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_VAN         ,coef_num_kids_SUV       ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_SUV         ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_TRUCK       ,coef_num_kids_MOTO       ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        ,coef_num_kids_MOTO        
