household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers,joint_tour_frequency
1374515,67,49300,2,1,1,2,1_Visit
1260469,118,32950,4,1,4,3,0_tours
1120230,30,45000,3,1,0,2,0_tours
212724,153,21400,2,3,0,1,0_tours
1177212,138,48880,5,1,1,1,0_tours
1897807,119,71120,4,1,0,2,0_tours
832416,65,32000,1,4,0,1,0_tours
114275,32,18020,1,4,0,1,0_tours
1983309,25,60000,2,3,0,1,0_tours
743042,22,25200,3,1,1,1,0_tours
589458,149,6000,1,6,1,0,0_tours
2769558,188,0,1,0,0,0,0_tours
1234770,59,44200,4,1,2,2,0_tours
2679416,188,171300,4,1,2,3,0_tours
1763752,166,89390,4,1,2,1,0_tours
26088,8,10000,1,4,0,0,0_tours
2025182,16,79100,4,1,1,4,0_tours
2446140,137,134400,5,2,4,3,0_tours
2687202,8,129200,1,6,0,0,0_tours
1082636,177,34000,3,5,1,3,0_tours
1157407,138,43500,5,3,1,3,0_tours
705318,74,14700,2,3,0,0,0_tours
565409,6,8500,1,6,0,0,0_tours
2222553,7,130000,2,1,1,2,0_tours
843743,177,53000,1,6,1,1,0_tours
1364738,144,51000,2,3,1,1,0_tours
2552159,155,106480,4,1,3,2,0_tours
1452680,87,92400,1,6,0,1,0_tours
575018,39,9100,1,4,1,0,0_tours
2345006,16,100000,3,7,1,3,0_tours
509150,185,11200,1,6,1,0,0_tours
257876,26,17000,2,5,1,2,0_tours
2347993,99,110500,3,5,2,3,1_Eat
1749144,105,97000,3,3,1,2,0_tours
2239383,103,237000,2,1,1,2,0_tours
1449323,49,90000,1,6,1,1,0_tours
1267454,173,33900,1,6,1,0,0_tours
1249737,136,46500,5,1,1,4,0_tours
585195,93,6000,1,6,1,0,0_tours
1598718,51,69000,2,5,0,2,0_tours
127573,149,17900,1,6,1,1,0_tours
256796,16,17400,2,5,1,2,0_tours
1488330,42,70000,2,5,2,1,0_tours
1286639,20,43700,1,4,0,0,0_tours
1290836,133,31200,1,6,2,0,0_tours
485327,86,25000,4,1,2,2,0_tours
765628,190,47000,1,4,1,0,0_tours
370810,59,17000,3,1,0,1,0_tours
1177758,169,42400,5,1,2,1,1_Shop
844043,180,30000,1,4,0,1,0_tours
504265,68,17100,1,6,0,0,0_tours
1721777,44,86000,3,1,2,2,0_tours
123375,104,24000,1,4,1,1,0_tours
26710,8,4200,1,4,0,0,0_tours
129036,185,10000,1,6,0,1,0_tours
32949,85,22500,1,4,0,0,0_tours
2236250,87,105000,2,5,1,2,0_tours
836037,85,40000,1,6,0,1,0_tours
398072,80,0,5,5,2,0,0_tours
2507006,52,173000,4,2,2,4,0_tours
1034897,27,48000,2,3,1,1,0_tours
2627890,62,115500,4,1,2,3,0_tours
1993747,45,65800,2,1,2,2,0_tours
764625,43,38000,1,6,1,0,0_tours
1288705,50,33700,1,6,1,0,0_tours
507413,167,27800,1,4,1,0,0_tours
1403628,117,93000,1,4,1,0,0_tours
29898,17,14000,1,4,0,0,0_tours
1454805,106,85500,1,4,1,1,0_tours
578014,50,690,1,6,1,0,0_tours
257156,16,22534,2,1,0,2,0_tours
345345,42,7500,3,1,3,2,0_tours
202249,157,690,2,3,3,0,0_tours
2052499,49,100000,1,4,1,1,0_tours
1984249,75,83700,2,7,0,1,1_Shop
2286663,170,116100,3,3,2,2,0_tours
2863483,20,0,1,0,1,0,0_tours
583956,84,13500,1,6,0,0,0_tours
1308424,45,47900,1,6,1,1,0_tours
838874,99,31800,1,4,1,1,0_tours
1523763,57,82100,2,5,2,2,0_tours
2629020,131,155320,10,3,2,5,0_tours
1599589,62,66000,2,1,2,2,0_tours
2630074,168,120100,5,1,2,3,0_tours
1099749,30,35000,3,3,0,1,0_tours
2230021,46,137000,2,5,0,2,0_tours
2766548,107,0,1,0,0,0,0_tours
2073178,179,284300,2,1,2,1,1_Eat
2552551,168,109500,5,1,3,2,1_Visit
2346450,67,109430,3,7,2,3,1_Disc
704341,42,12000,2,1,2,0,0_tours
1953933,97,76400,1,6,1,1,0_tours
1599483,62,84000,2,7,1,2,0_tours
1651051,7,73500,2,2,0,1,0_tours
127887,151,7200,1,6,1,1,0_tours
2228232,41,106140,2,5,2,2,0_tours
2228421,43,114000,2,7,1,2,0_tours
2310443,62,172800,3,7,4,3,0_tours
764673,46,55000,1,4,1,0,0_tours
2098593,9,165000,2,5,0,1,0_tours
582234,77,26600,1,6,0,0,0_tours
73706,144,24000,1,4,1,1,0_tours
1907975,134,81000,6,1,4,4,0_tours
590533,189,24200,1,4,3,0,0_tours
2369566,64,134820,3,1,0,2,0_tours
1259735,60,47000,4,3,2,4,0_tours
2446830,154,110000,6,3,2,3,0_tours
110577,16,14100,1,4,0,1,0_tours
345555,189,25014,3,5,1,2,0_tours
1267417,173,31200,1,6,1,0,0_tours
1121208,116,45900,3,1,2,2,0_tours
577420,47,710,1,6,1,0,0_tours
2767037,109,0,1,0,0,0,0_tours
2820814,8,0,1,0,0,1,0_tours
1347918,185,42400,2,3,2,1,0_tours
257562,16,16400,2,1,0,2,0_tours
2099552,65,163000,2,5,2,1,0_tours
2679450,188,181000,7,1,2,4,0_tours
1594727,11,94900,2,7,0,2,0_tours
576060,43,710,1,6,1,0,0_tours
1379776,168,34200,3,3,2,1,1_Visit
821923,5,49000,1,4,0,1,0_tours
1983591,36,69800,2,5,1,1,0_tours
983740,32,52000,2,1,1,2,0_tours
2678801,109,118700,9,1,1,6,0_tours
1601419,81,89000,2,1,1,2,0_tours
1701202,97,77000,3,5,2,3,0_tours
201879,99,12000,2,5,0,0,0_tours
575401,40,6200,1,6,0,0,0_tours
1956044,184,67000,2,1,1,0,0_tours
1953737,76,81000,1,4,0,1,0_tours
659711,29,13000,1,6,0,1,0_tours
1702299,188,89500,3,7,1,3,0_tours
1708100,130,69200,3,3,1,1,0_tours
2100004,89,130300,2,1,0,1,0_tours
1450831,70,70000,1,4,1,1,0_tours
2366774,43,115170,3,3,2,1,0_tours
2110392,169,190000,2,7,1,2,0_tours
2233092,68,106000,2,1,1,2,0_tours
1100441,114,35000,3,3,2,1,0_tours
2222445,6,129500,2,7,0,2,0_tours
1315750,95,48600,2,1,2,0,0_tours
350379,42,6000,3,7,2,3,0_tours
1524829,130,85400,2,1,2,2,0_tours
2241616,116,139900,2,5,1,2,0_tours
496819,149,29000,6,1,2,3,0_tours
822736,9,32500,1,4,0,1,0_tours
458545,173,16800,4,1,1,1,0_tours
1947127,90,71200,1,4,1,0,0_tours
1235804,168,58730,4,3,0,2,0_tours
2766170,94,0,1,0,0,0,0_tours
2310707,96,189000,3,5,1,3,0_tours
2366759,41,163000,3,1,1,1,0_tours
1260608,145,57040,6,1,3,3,0_tours
201536,42,14400,2,1,2,0,0_tours
2448250,170,308000,4,1,4,4,0_tours
2056443,133,132000,1,6,1,1,0_tours
1811347,189,65500,4,1,4,3,0_tours
202037,116,14500,2,3,0,0,0_tours
1602823,88,76200,2,7,1,2,0_tours
2766599,107,0,1,0,1,0,0_tours
1373847,21,56000,2,1,1,2,0_tours
212585,141,20950,2,1,2,1,0_tours
1141003,164,50000,4,2,2,1,0_tours
2422299,139,114700,6,1,2,1,1_Main
1379123,115,41500,3,1,2,0,0_tours
2767503,111,0,1,0,1,0,0_tours
125349,110,25900,1,4,0,1,0_tours
1445902,29,72800,1,4,0,1,0_tours
991564,179,54900,2,7,2,2,0_tours
2231357,51,415600,2,1,2,2,0_tours
2239308,103,136890,2,5,2,2,0_tours
257730,17,4000,2,3,0,2,0_tours
1235825,173,38000,4,1,2,2,0_tours
2553766,187,185800,4,1,2,2,1_Visit
663663,122,7000,1,4,0,1,0_tours
2348870,119,120050,3,5,1,3,0_tours
112489,17,23000,1,4,1,1,0_tours
1596318,33,62000,2,7,0,2,0_tours
1341858,85,40500,2,3,0,0,0_tours
386906,31,27000,3,1,1,2,0_tours
2243378,180,126200,2,1,1,2,0_tours
581110,74,21280,1,4,0,0,0_tours
2551146,112,150000,4,1,2,2,0_tours
506295,132,12400,1,4,0,0,0_tours
831619,61,33000,1,4,1,1,0_tours
1206854,95,59000,5,1,3,2,0_tours
701,134,24300,1,6,1,0,0_tours
2310370,54,138000,3,1,2,3,0_tours
258322,45,21800,2,7,1,2,0_tours
342276,165,0,3,1,1,2,0_tours
2820953,8,0,1,0,0,1,0_tours
2226227,32,128000,2,1,0,2,0_tours
1119780,5,47800,3,1,1,2,0_tours
933060,64,47900,2,1,1,1,0_tours
1121221,117,57000,3,1,1,2,0_tours
1599501,62,61750,2,5,2,2,0_tours
29005,16,7700,1,4,1,0,0_tours
484860,34,24000,4,1,0,2,0_tours
773881,165,45000,1,6,1,1,0_tours
1308235,40,44620,1,6,0,1,0_tours
658767,16,20000,1,6,1,1,0_tours
1157399,138,59000,7,2,2,3,1_Shop
114343,33,18100,1,6,1,1,0_tours
2099166,39,392000,2,1,0,1,0_tours
1983893,46,97200,2,3,1,1,0_tours
1384907,21,35400,3,1,1,1,1_Shop
201016,8,0,2,5,0,0,1_Eat
2243613,189,425000,2,1,2,2,0_tours
72528,69,10000,1,4,1,1,0_tours
1456379,182,60600,1,4,1,1,0_tours
1721954,89,71500,3,2,1,2,0_tours
258339,45,14700,2,2,0,2,0_tours
910260,168,43500,2,3,2,1,0_tours
1651470,30,74980,2,2,1,1,0_tours
1701005,88,85800,3,5,2,3,0_tours
590213,180,23200,1,4,1,0,0_tours
2849441,107,0,1,0,1,0,0_tours
2763616,53,0,1,0,0,0,0_tours
228102,73,28000,2,7,0,1,0_tours
950790,187,31000,2,7,2,2,0_tours
2766982,109,0,1,0,0,0,0_tours
257040,16,4908,2,2,0,2,0_tours
1061286,152,52400,3,3,3,2,0_tours
2448252,170,247000,4,3,2,3,0_tours
1445072,17,70000,1,4,0,1,0_tours
1607676,175,81000,2,1,1,2,0_tours
2109419,133,167600,2,2,2,2,0_tours
934377,177,35000,2,1,1,1,0_tours
485560,118,19200,4,1,0,2,0_tours
986098,75,52800,2,5,0,2,0_tours
1099831,40,49000,3,3,0,1,0_tours
2834083,69,0,1,0,1,0,0_tours
504594,86,15700,1,4,0,0,0_tours
1997674,187,65000,3,1,2,1,0_tours
1196572,64,39000,4,1,2,1,0_tours
261255,146,12000,2,7,2,2,0_tours
1847286,70,63500,4,1,3,2,0_tours
572849,32,28900,1,6,0,0,0_tours
2835882,128,0,1,0,1,0,0_tours
2550488,63,513200,4,1,2,2,1_Eat
36284,141,9400,1,4,0,0,0_tours
1720,181,8530,1,6,1,0,0_tours
73715,146,4500,1,4,0,1,0_tours
840561,106,31000,1,4,0,1,0_tours
702364,10,13500,2,1,0,0,0_tours
718648,83,26300,2,7,2,1,0_tours
572269,30,4200,1,4,1,0,0_tours
297536,144,24000,2,3,0,1,0_tours
1488557,113,76000,2,1,1,1,0_tours
834291,79,36000,1,6,0,1,0_tours
2071617,18,140720,2,3,0,0,0_tours
2049556,21,388000,1,4,0,1,0_tours
400792,150,29900,5,2,1,1,0_tours
213361,185,21200,2,1,1,1,0_tours
115373,42,28600,1,6,1,1,0_tours
2835890,128,0,1,0,0,0,0_tours
910015,159,41000,2,1,2,1,0_tours
662853,93,16800,1,4,1,1,0_tours
109062,10,28000,1,4,0,1,0_tours
1087158,17,33700,3,2,1,0,0_tours
2706472,133,188800,2,1,2,1,0_tours
706109,91,14800,2,1,1,0,0_tours
128484,177,9000,1,4,0,1,0_tours
125359,110,24900,1,4,0,1,0_tours
1267102,133,36100,1,6,1,0,0_tours
258707,66,13000,2,1,1,2,0_tours
123795,106,8800,1,6,1,1,0_tours
2706678,174,127200,2,1,2,1,0_tours
37289,177,6700,1,4,1,0,0_tours
2310513,69,137840,3,1,1,3,0_tours
658669,11,12000,1,4,0,1,0_tours
2823850,142,0,1,0,0,1,0_tours
2236666,88,112600,2,5,2,2,0_tours
228269,78,0,2,1,1,1,0_tours
839839,103,54500,1,4,1,1,0_tours
1526922,189,85000,2,1,2,2,0_tours
581340,74,20000,1,6,1,0,0_tours
1810270,73,71300,4,3,0,3,0_tours
984178,40,52550,2,7,0,2,1_Main
2630753,184,278300,6,1,2,4,0_tours
2238405,98,137200,2,5,0,2,0_tours
1176885,77,38000,8,3,2,1,0_tours
2286385,136,100680,3,1,2,2,0_tours
2232766,65,112200,2,5,1,2,0_tours
2307213,17,650000,3,1,0,2,0_tours
2628211,71,212000,4,1,2,3,0_tours
2049612,21,115000,1,4,1,1,0_tours
1290748,117,37700,1,4,1,0,0_tours
1451342,76,70000,1,4,1,1,0_tours
750391,115,27700,5,1,2,1,1_Shop
2235834,85,260000,2,5,1,2,0_tours
1907774,125,70000,6,1,1,3,0_tours
823715,16,38000,1,4,1,1,0_tours
2428056,130,142400,4,3,3,2,0_tours
574386,36,6900,1,6,0,0,0_tours
1651852,44,60750,2,3,1,1,0_tours
332248,186,12980,3,1,1,1,0_tours
567093,9,10000,1,6,0,0,0_tours
503747,50,0,1,6,1,0,0_tours
1968029,25,85850,2,1,1,0,0_tours
2837021,188,0,1,0,0,0,0_tours
1786360,149,64900,5,3,2,3,0_tours
2687374,20,146220,1,4,0,0,0_tours
1445908,29,60000,1,6,1,1,0_tours
843470,176,43000,1,6,1,1,0_tours
1445839,29,73000,1,4,0,1,0_tours
125847,112,17720,1,6,1,1,0_tours
2054821,93,110000,1,4,2,1,0_tours
1810070,35,72200,4,3,0,4,0_tours
832548,66,39000,1,6,1,1,0_tours
772261,94,57700,1,6,0,1,0_tours
1070801,156,50540,3,3,2,2,0_tours
841776,123,47200,1,6,1,1,0_tours
2449150,185,442500,5,1,3,3,0_tours
1511278,9,96000,2,5,0,1,0_tours
1594707,10,75000,2,1,0,2,0_tours
587275,109,11000,1,6,1,0,0_tours
1286449,9,39000,1,4,0,0,0_tours
663156,109,12000,1,4,1,1,0_tours
306974,185,15000,2,3,1,1,0_tours
1603474,93,94000,2,7,1,2,0_tours
2622620,88,122000,4,3,0,2,0_tours
1363244,10,53000,2,3,1,1,0_tours
2098651,9,182500,2,5,0,1,1_Eat
1287908,40,33700,1,6,0,0,0_tours
2622408,66,126000,4,1,2,2,0_tours
2696529,103,175800,2,1,0,0,0_tours
1782714,60,60510,5,7,3,2,0_tours
1307839,33,38900,1,6,0,1,0_tours
2749970,164,268300,6,1,2,4,0_tours
585028,91,23200,1,4,1,0,0_tours
229947,165,7000,2,7,0,1,0_tours
1165229,38,42000,4,3,1,4,0_tours
1933149,117,97000,7,2,1,3,0_tours
2110651,172,139800,2,3,2,2,0_tours
774000,168,45000,1,4,1,1,0_tours
212913,165,28700,2,1,1,1,0_tours
29331,16,15000,1,6,0,0,0_tours
2366929,84,330000,3,1,1,1,0_tours
583802,83,8300,1,4,2,0,0_tours
1266244,59,35800,1,6,1,0,0_tours
1249556,65,41450,6,1,2,3,0_tours
113481,29,9200,1,6,0,1,0_tours
2239511,104,160000,2,1,2,2,0_tours
115879,44,2200,1,6,1,1,0_tours
583550,81,8000,1,6,0,0,0_tours
843299,175,39000,1,6,3,1,0_tours
259676,108,19000,2,5,2,2,0_tours
579135,62,17600,1,6,1,0,0_tours
1931969,17,62530,12,1,1,7,0_tours
2049072,16,388000,1,4,1,1,0_tours
2243389,180,117000,2,1,2,2,0_tours
1897093,41,95000,4,1,2,2,0_tours
288579,139,7480,2,3,1,0,0_tours
32350,79,15600,1,4,0,0,0_tours
418399,149,22000,4,2,2,3,0_tours
1526921,189,98200,2,1,4,2,0_tours
1849319,183,69000,6,1,2,2,0_tours
764143,9,31000,1,6,0,0,0_tours
1599197,60,81200,2,1,1,2,0_tours
2744383,152,129000,4,2,3,2,0_tours
1607546,174,67900,2,7,2,2,0_tours
297563,154,9000,2,3,1,1,0_tours
1447786,41,60000,1,6,1,1,0_tours
1153150,183,36500,4,5,2,2,0_tours
2310611,89,123900,3,3,3,3,0_tours
835944,85,50200,1,4,1,1,0_tours
1100253,86,40000,3,1,0,1,0_tours
1100054,63,52000,3,1,2,1,0_tours
500241,79,15000,4,1,0,3,0_tours
1144381,166,32200,4,2,2,2,1_Shop
119911,81,25060,1,4,1,1,0_tours
1955787,91,82400,2,1,2,0,0_tours
1685985,181,69000,3,1,3,3,0_tours
1603978,96,61060,2,7,1,2,0_tours
2447035,157,164820,5,1,2,4,0_tours
2835854,122,0,1,0,0,0,0_tours
1411296,129,84000,1,6,2,1,0_tours
823053,9,36000,1,4,1,1,0_tours
572778,32,8100,1,6,0,0,0_tours
2106697,83,228000,2,1,1,2,0_tours
1287780,39,54800,1,4,0,0,0_tours
432480,135,0,5,1,1,0,0_tours
986762,81,55400,2,7,0,2,0_tours
2759348,121,103400,5,1,4,3,0_tours
988733,100,59300,2,7,0,2,0_tours
840644,106,41000,1,6,0,1,0_tours
2099399,58,282400,2,5,1,1,0_tours
247424,185,25200,2,1,0,2,0_tours
393933,70,18600,3,2,1,3,0_tours
823235,10,34600,1,4,0,1,0_tours
1308090,38,30000,1,6,1,1,0_tours
2766270,100,0,1,0,0,0,0_tours
843610,177,41000,1,4,1,1,0_tours
2236117,86,281000,2,1,2,2,0_tours
1447209,38,76500,1,4,1,1,0_tours
2849737,117,0,1,0,1,0,0_tours
1598107,46,95000,2,1,1,2,0_tours
1035587,62,30000,2,3,1,1,0_tours
2240901,110,133000,2,1,0,2,0_tours
2347352,88,105000,3,7,0,3,0_tours
836798,88,47200,1,6,1,1,0_tours
1444401,9,73390,1,6,0,1,0_tours
189748,133,9500,2,3,1,0,0_tours
841186,112,40000,1,6,1,1,0_tours
1025481,133,53000,2,3,1,1,0_tours
2237027,89,170220,2,7,2,2,0_tours
1300008,83,58000,1,4,1,1,0_tours
906378,31,50000,2,2,0,0,0_tours
2445844,134,120000,9,1,2,3,0_tours
2445412,117,175000,7,1,3,4,0_tours
2239093,102,130000,2,7,1,2,0_tours
258609,61,23000,2,2,0,2,0_tours
2415770,44,115200,3,1,2,3,0_tours
2108615,127,193770,2,7,2,2,0_tours
2049528,20,129400,1,6,1,1,0_tours
949456,132,52500,2,1,1,2,0_tours
394431,132,26600,5,2,2,0,0_tours
743364,78,17500,3,1,1,1,0_tours
342178,152,20000,3,3,1,2,0_tours
33078,86,7000,1,6,1,0,0_tours
2106538,71,710000,2,1,0,2,0_tours
1174251,179,54400,4,1,3,0,1_Main
1701391,107,93000,3,5,0,3,0_tours
843096,174,32600,1,6,0,1,0_tours
830721,51,38000,1,4,1,1,0_tours
127438,147,16600,1,6,1,1,0_tours
230106,180,26470,2,7,1,1,0_tours
2223070,9,106000,2,2,0,2,0_tours
1451103,73,85000,1,6,1,1,0_tours
764389,29,30000,1,4,1,0,0_tours
836636,87,35000,1,4,1,1,0_tours
227257,19,26000,2,3,1,1,0_tours
2098741,9,126000,2,7,0,1,0_tours
906495,81,33200,2,7,1,0,0_tours
115815,44,21000,1,4,0,1,0_tours
1309633,93,33000,1,4,1,1,0_tours
2552498,167,178000,4,1,2,2,0_tours
2052065,46,326000,1,6,1,1,0_tours
909857,147,59700,2,1,0,1,0_tours
1848989,174,61000,4,1,2,2,0_tours
29368,16,20000,1,4,0,0,0_tours
2235660,84,117000,2,5,1,2,0_tours
824386,21,41800,1,6,1,1,0_tours
1525470,148,69000,2,5,2,2,0_tours
496970,164,13000,7,1,3,5,0_tours
1721912,70,71500,3,1,2,2,0_tours
2428443,166,140000,4,1,4,2,0_tours
2311468,152,219000,3,1,2,3,0_tours
259847,108,20900,2,5,1,2,0_tours
485231,63,24900,4,1,1,2,0_tours
387633,113,21000,3,1,2,2,0_tours
2822879,56,0,1,0,1,1,0_tours
2446836,154,102400,12,1,2,5,0_tours
1450290,63,72000,1,6,1,1,0_tours
1523891,64,95600,2,2,1,2,0_tours
705767,78,11200,2,1,0,0,0_tours
1594876,11,69600,2,5,1,2,0_tours
189833,140,21100,2,3,2,0,0_tours
2823442,106,0,1,0,0,1,0_tours
2768011,138,0,1,0,1,0,0_tours
629,131,29950,1,4,1,0,0_tours
2761002,9,0,1,0,0,0,0_tours
201554,42,0,2,1,2,0,0_tours
230454,189,4700,2,7,1,1,0_tours
1196782,107,35000,4,3,1,1,0_tours
1447094,37,80000,1,6,1,1,0_tours
361984,32,12000,3,1,1,1,0_tours
663046,107,26050,1,6,1,1,0_tours
830877,54,35000,1,6,1,1,0_tours
984226,40,52000,2,7,2,2,0_tours
1523814,59,79600,2,1,2,2,0_tours
1196610,67,36830,5,1,4,1,1_Disc
1025218,5,51000,2,2,1,1,0_tours
2224578,17,118900,2,7,1,2,0_tours
1898068,189,73400,5,3,2,2,0_tours
1848273,150,88350,8,1,3,2,0_tours
117526,62,23010,1,6,0,1,0_tours
109798,10,27000,1,4,0,1,0_tours
190134,170,17000,2,3,1,0,0_tours
33565,93,7000,1,6,1,0,0_tours
1953873,83,85700,1,4,1,1,0_tours
129111,188,28660,1,6,1,1,0_tours
34447,105,0,1,6,1,0,0_tours
2687626,30,146220,1,4,1,0,0_tours
2832339,16,0,1,0,0,0,0_tours
2110750,172,137000,2,7,2,2,0_tours
496399,124,18800,6,1,2,3,0_tours
2049066,16,101000,1,4,0,1,0_tours
987950,90,32200,2,7,0,2,0_tours
418232,149,20700,5,5,3,4,0_tours
2706230,63,146000,2,1,1,1,0_tours
2110145,165,149000,2,7,1,2,0_tours
212296,92,8000,2,1,0,1,0_tours
2822661,21,0,1,0,1,1,0_tours
388099,149,25910,3,1,3,2,0_tours
1489348,182,84800,2,2,0,1,0_tours
226902,10,11620,2,5,0,1,1_Shop
835061,81,57800,1,4,0,1,0_tours
506487,134,0,1,6,1,0,0_tours
834467,79,38500,1,6,0,1,0_tours
949126,113,46100,2,3,1,2,0_tours
2622723,96,108260,4,1,3,2,0_tours
1489440,187,82500,2,5,2,1,0_tours
1235777,165,47000,4,1,1,2,0_tours
1606831,127,66800,2,5,1,2,0_tours
1341102,34,42100,2,1,1,0,1_Main
258569,59,4908,2,2,3,2,0_tours
508676,181,25800,1,6,1,0,0_tours
586448,104,0,1,4,0,0,0_tours
1768351,178,75100,4,1,4,1,0_tours
26713,8,12000,1,4,1,0,0_tours
32675,81,3500,1,4,1,0,0_tours
991640,180,48420,2,1,2,2,0_tours
985184,59,32000,2,1,0,2,0_tours
2744472,169,136800,7,3,2,2,0_tours
705980,86,3000,2,7,0,0,1_Eat
934285,172,35000,2,1,1,1,0_tours
839040,100,50000,1,4,0,1,0_tours
256515,10,21400,2,7,0,2,0_tours
1748066,51,75000,3,1,2,2,0_tours
772978,130,40000,1,6,1,1,0_tours
2760620,7,0,1,0,0,0,0_tours
2519698,187,120000,4,1,2,1,0_tours
1410851,103,65000,1,4,1,1,0_tours
2366301,2,104000,3,3,0,1,0_tours
371664,145,26650,3,3,1,1,0_tours
1454686,105,62000,1,6,0,1,0_tours
201475,42,6600,2,7,2,0,0_tours
1596275,33,62200,2,5,1,2,0_tours
989610,109,55000,2,7,1,2,0_tours
2508420,104,168190,4,7,1,4,0_tours
1086102,185,37200,3,3,1,0,0_tours
729199,67,14900,2,1,2,1,0_tours
1057717,41,47810,3,1,0,1,0_tours
1290283,91,36700,1,6,0,0,0_tours
2229041,44,368500,2,5,1,2,0_tours
337532,172,25000,3,2,2,1,0_tours
2232737,65,161000,2,1,1,2,0_tours
1526896,187,71100,2,1,2,2,0_tours
575856,43,8800,1,6,1,0,0_tours
201801,84,25400,2,1,1,0,0_tours
586178,102,8300,1,6,1,0,0_tours
2233588,71,378000,2,1,2,2,0_tours
809,138,25000,1,4,1,0,0_tours
822309,7,38000,1,4,0,1,0_tours
677499,134,24100,2,1,2,0,1_Main
2224636,17,123000,2,1,1,2,0_tours
2767170,109,0,1,0,0,0,0_tours
506872,147,24000,1,6,1,0,0_tours
2760750,9,0,1,0,1,0,0_tours
128704,179,10000,1,6,1,1,0_tours
1447870,43,80000,1,6,1,1,0_tours
1410941,114,96000,1,6,0,1,0_tours
117384,61,17900,1,4,1,1,0_tours
2863806,85,0,1,0,1,0,0_tours
1608241,180,96000,2,1,1,2,0_tours
259567,107,25000,2,2,0,2,0_tours
842392,129,34500,1,6,1,1,0_tours
247339,177,25200,2,1,1,2,0_tours
840737,106,45000,1,4,1,1,0_tours
702434,10,28800,2,3,0,0,0_tours
35790,119,12100,1,6,1,0,0_tours
587190,108,14000,1,4,0,0,0_tours
121996,93,24200,1,4,1,1,0_tours
2307310,46,163000,3,5,1,2,0_tours
1455260,115,69900,1,6,1,1,0_tours
2694725,75,119700,1,6,1,1,0_tours
830487,50,37000,1,6,1,1,0_tours
2029368,83,100000,1,4,1,1,0_tours
504619,89,14340,1,6,1,0,0_tours
114156,31,22700,1,6,1,1,0_tours
1717072,58,68400,3,1,1,1,0_tours
1511465,30,97200,2,7,0,1,0_tours
1666258,161,60000,3,1,0,2,0_tours
1786401,150,85100,4,1,2,4,1_Eat
35193,110,8600,1,4,1,0,0_tours
418690,161,26200,4,1,3,4,0_tours
837996,93,32600,1,6,1,1,0_tours
1595107,17,74200,2,7,0,2,0_tours
773357,136,45000,1,4,1,1,0_tours
115083,40,13700,1,6,0,1,0_tours
432706,165,14900,5,1,2,0,1_Main
773592,152,34000,1,6,1,1,0_tours
353263,129,16900,3,3,2,0,0_tours
356767,9,22000,3,1,0,0,0_tours
258877,72,18810,2,7,1,2,0_tours
2230687,49,488800,2,7,3,2,0_tours
119839,81,11000,1,6,1,1,0_tours
1377102,170,55300,3,1,1,0,0_tours
113582,30,10000,1,4,1,1,0_tours
505050,94,24800,1,6,0,0,0_tours
773791,161,40600,1,4,1,1,0_tours
2370989,172,239000,3,1,2,2,0_tours
116321,46,27000,1,6,0,1,0_tours
2349190,177,141000,3,1,2,3,0_tours
1234105,10,51000,6,1,0,2,0_tours
1099702,25,35000,3,1,1,1,0_tours
1605169,104,92000,2,5,0,2,0_tours
212326,106,5650,2,5,1,1,0_tours
398263,156,8100,5,3,0,0,0_tours
288532,116,9600,2,3,0,0,0_tours
74774,183,12800,1,4,1,1,0_tours
829623,46,51300,1,4,0,1,0_tours
31996,78,710,1,6,1,0,0_tours
581659,75,9690,1,6,0,0,0_tours
833068,69,35000,1,4,1,1,0_tours
2110821,174,189500,2,1,2,2,0_tours
2286302,130,114200,3,1,2,2,0_tours
33832,96,8300,1,6,1,0,0_tours
2048775,11,388000,1,4,1,1,0_tours
906284,8,36000,2,7,1,0,0_tours
1081773,57,40600,3,1,2,3,0_tours
2767509,113,0,1,0,0,0,0_tours
828988,45,48000,1,4,1,1,0_tours
841079,110,43700,1,4,0,1,0_tours
677556,135,7200,2,1,1,0,0_tours
1158015,182,33000,4,3,4,3,0_tours
1596329,33,65060,2,7,1,2,0_tours
1082141,100,38000,3,5,0,3,0_tours
2049594,21,147200,1,6,0,1,0_tours
772097,81,30000,1,4,1,1,0_tours
1452392,85,92400,1,6,0,1,0_tours
2106423,68,252000,2,5,2,2,0_tours
2507537,81,230500,5,5,1,4,0_tours
2238116,97,237000,2,1,1,2,0_tours
1447593,40,60000,1,6,0,1,0_tours
1786174,138,70010,6,1,4,3,0_tours
337603,180,24200,3,7,1,1,0_tours
1374138,43,40300,2,1,0,2,0_tours
499743,42,16610,10,1,2,4,0_tours
2366303,4,104000,3,3,0,1,0_tours
121682,90,12470,1,6,1,1,0_tours
1450806,70,76300,1,6,1,1,0_tours
2346064,54,374000,3,5,2,3,0_tours
1288651,49,56710,1,6,1,0,0_tours
662503,81,10400,1,4,0,1,0_tours
2820405,8,0,1,0,1,1,0_tours
1810714,116,88800,4,5,2,3,1_Shop
773134,131,39000,1,6,0,1,0_tours
1346575,59,31800,2,1,1,1,0_tours
26959,8,9200,1,4,0,0,0_tours
2028044,142,168400,1,4,1,0,0_tours
2447531,164,141480,8,1,1,3,0_tours
2239872,105,126500,2,5,0,2,0_tours
420892,42,24670,5,1,2,3,0_tours
840346,105,33000,1,4,0,1,0_tours
