tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency,stop_frequency
67219580,672195800,1639501,830721,work,mandatory,111.0,51.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
67225976,672259760,1639657,830877,work,mandatory,62.0,54.0,8.0,18.0,WALK_LOC,,,,64,no_subtours,0out_0in
67231060,672310600,1639781,831001,work,mandatory,112.0,55.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
67256398,672563980,1640399,831619,work,mandatory,130.0,61.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
67267468,672674680,1640669,831889,work,mandatory,190.0,62.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_1in
67277964,672779640,1640925,832145,work,mandatory,20.0,64.0,8.0,13.0,BIKE,,,,59,no_subtours,0out_0in
67289075,672890750,1641196,832416,work,mandatory,69.0,65.0,8.0,21.0,TAXI,,,,67,no_subtours,0out_1in
67294487,672944870,1641328,832548,work,mandatory,183.0,66.0,6.0,16.0,DRIVEALONEFREE,,,,29,no_subtours,0out_0in
67305311,673053110,1641592,832812,work,mandatory,16.0,67.0,7.0,18.0,WALK_LOC,,,,48,no_subtours,0out_0in
67315807,673158070,1641848,833068,work,mandatory,50.0,69.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,0out_0in
67346844,673468440,1642605,833825,work,mandatory,185.0,75.0,7.0,18.0,TNC_SINGLE,,,,48,no_subtours,0out_0in
67352338,673523380,1642739,833959,work,mandatory,88.0,77.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
67357258,673572580,1642859,834079,work,mandatory,125.0,77.0,8.0,19.0,DRIVEALONEFREE,,,,65,eat,1out_2in
67365950,673659500,1643071,834291,work,mandatory,164.0,79.0,8.0,17.0,WALK_LOC,,,,63,no_subtours,0out_0in
67373166,673731660,1643247,834467,work,mandatory,115.0,79.0,9.0,18.0,TNC_SINGLE,,,,79,no_subtours,1out_0in
67378209,673782090,1643370,834590,work,mandatory,62.0,80.0,7.0,17.0,DRIVEALONEFREE,,,,47,eat,0out_0in
67381284,673812840,1643445,834665,work,mandatory,172.0,80.0,8.0,18.0,WALK_LRF,,,,64,no_subtours,0out_0in
67382104,673821040,1643465,834685,work,mandatory,94.0,80.0,8.0,23.0,DRIVEALONEFREE,,,,69,no_subtours,1out_0in
67392723,673927230,1643724,834944,work,mandatory,137.0,81.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
67397520,673975200,1643841,835061,work,mandatory,147.0,81.0,5.0,15.0,TNC_SINGLE,,,,10,no_subtours,0out_0in
67417815,674178150,1644336,835556,work,mandatory,102.0,84.0,9.0,19.0,BIKE,,,,80,no_subtours,1out_2in
67427737,674277370,1644578,835798,work,mandatory,104.0,84.0,7.0,16.0,DRIVEALONEFREE,,,,46,no_subtours,2out_3in
67433723,674337230,1644724,835944,work,mandatory,57.0,85.0,6.0,18.0,DRIVEALONEFREE,,,,31,eat,0out_0in
67437536,674375360,1644817,836037,work,mandatory,28.0,85.0,7.0,16.0,WALK_LOC,,,,46,eat,0out_0in
67460496,674604960,1645377,836597,work,mandatory,75.0,87.0,6.0,16.0,DRIVEALONEFREE,,,,29,no_subtours,0out_0in
67462095,674620950,1645416,836636,work,mandatory,171.0,87.0,5.0,18.0,DRIVEALONEFREE,,,,13,no_subtours,0out_0in
67468737,674687370,1645578,836798,work,mandatory,101.0,88.0,6.0,12.0,WALK_HVY,,,,25,no_subtours,0out_0in
67468738,674687380,1645578,836798,work,mandatory,101.0,88.0,17.0,19.0,SHARED2FREE,,,,164,no_subtours,2out_0in
67476117,674761170,1645758,836978,work,mandatory,6.0,88.0,8.0,17.0,WALK_LOC,,,,63,no_subtours,0out_1in
67489606,674896060,1646087,837307,work,mandatory,148.0,89.0,9.0,21.0,DRIVEALONEFREE,,,,82,no_subtours,0out_1in
67490221,674902210,1646102,837322,work,mandatory,30.0,89.0,8.0,19.0,WALK_LRF,,,,65,eat,0out_2in
67495346,674953460,1646227,837447,work,mandatory,4.0,90.0,7.0,20.0,DRIVEALONEFREE,,,,50,no_subtours,0out_0in
67499528,674995280,1646329,837549,work,mandatory,151.0,91.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
67514493,675144930,1646694,837914,work,mandatory,23.0,93.0,8.0,18.0,WALK_LRF,,,,64,no_subtours,1out_0in
67515149,675151490,1646710,837930,work,mandatory,134.0,93.0,8.0,13.0,DRIVEALONEFREE,,,,59,no_subtours,0out_2in
67517855,675178550,1646776,837996,work,mandatory,127.0,93.0,5.0,10.0,DRIVEALONEFREE,,,,5,no_subtours,1out_1in
67517856,675178560,1646776,837996,work,mandatory,127.0,93.0,12.0,19.0,DRIVEALONEFREE,,,,119,no_subtours,0out_0in
67536428,675364280,1647229,838449,work,mandatory,5.0,96.0,7.0,21.0,WALK_LRF,,,,51,eat_business,0out_0in
67538724,675387240,1647285,838505,work,mandatory,63.0,96.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,0out_0in
67541061,675410610,1647342,838562,work,mandatory,96.0,97.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
67553853,675538530,1647654,838874,work,mandatory,174.0,99.0,7.0,10.0,DRIVEALONEFREE,,,,40,no_subtours,0out_0in
67560659,675606590,1647820,839040,work,mandatory,116.0,100.0,6.0,19.0,TNC_SINGLE,,,,32,no_subtours,0out_0in
67593418,675934180,1648619,839839,work,mandatory,86.0,103.0,9.0,18.0,DRIVEALONEFREE,,,,79,no_subtours,1out_1in
67623020,676230200,1649341,840561,work,mandatory,27.0,106.0,7.0,16.0,WALK_HVY,,,,46,no_subtours,0out_0in
67626423,676264230,1649424,840644,work,mandatory,181.0,106.0,8.0,17.0,WALK_LRF,,,,63,no_subtours,0out_0in
67630236,676302360,1649517,840737,work,mandatory,143.0,106.0,5.0,15.0,SHARED2FREE,,,,10,eat,0out_0in
67644258,676442580,1649859,841079,work,mandatory,83.0,110.0,8.0,22.0,TNC_SINGLE,,,,68,no_subtours,1out_0in
67648645,676486450,1649966,841186,work,mandatory,98.0,112.0,12.0,21.0,DRIVEALONEFREE,,,,121,no_subtours,0out_0in
67654959,676549590,1650120,841340,work,mandatory,104.0,114.0,7.0,18.0,DRIVEALONEFREE,,,,48,eat,0out_0in
67656107,676561070,1650148,841368,work,mandatory,10.0,114.0,7.0,17.0,BIKE,,,,47,eat,0out_0in
67670416,676704160,1650497,841717,work,mandatory,160.0,122.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,1out_0in
67670867,676708670,1650508,841728,work,mandatory,110.0,123.0,6.0,17.0,WALK_HVY,,,,30,eat,0out_0in
67675500,676755000,1650621,841841,work,mandatory,56.0,124.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,0out_0in
67698091,676980910,1651172,842392,work,mandatory,154.0,129.0,5.0,15.0,DRIVEALONEFREE,,,,10,no_subtours,1out_0in
67703134,677031340,1651295,842515,work,mandatory,127.0,130.0,6.0,17.0,DRIVEALONEFREE,,,,30,no_subtours,0out_1in
67704856,677048560,1651337,842557,work,mandatory,169.0,132.0,9.0,19.0,SHARED3FREE,,,,80,no_subtours,0out_0in
67729743,677297430,1651944,843164,work,mandatory,82.0,174.0,6.0,16.0,WALK_LRF,,,,29,no_subtours,0out_0in
67735278,677352780,1652079,843299,work,mandatory,49.0,175.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
67742289,677422890,1652250,843470,work,mandatory,181.0,176.0,5.0,14.0,DRIVEALONEFREE,,,,9,no_subtours,0out_0in
67748029,677480290,1652390,843610,work,mandatory,112.0,177.0,7.0,18.0,BIKE,,,,48,business1,0out_0in
67753482,677534820,1652523,843743,work,mandatory,137.0,177.0,7.0,16.0,WALK_LRF,,,,46,eat,0out_0in
67760452,677604520,1652693,843913,work,mandatory,167.0,179.0,5.0,14.0,DRIVEALONEFREE,,,,9,no_subtours,1out_1in
67765782,677657820,1652823,844043,work,mandatory,97.0,180.0,8.0,19.0,WALK_LOC,,,,65,no_subtours,0out_2in
67769800,677698000,1652921,844141,work,mandatory,96.0,182.0,11.0,20.0,DRIVEALONEFREE,,,,108,maint,2out_1in
67770128,677701280,1652929,844149,work,mandatory,113.0,182.0,8.0,21.0,SHARED2FREE,,,,67,eat,1out_0in
67771973,677719730,1652974,844194,work,mandatory,142.0,185.0,8.0,17.0,DRIVE_LOC,,,,63,eat,0out_0in
70624130,706241300,1722539,906284,school,mandatory,101.0,8.0,16.0,22.0,WALK_HVY,,,,160,,0out_1in
70624171,706241710,1722540,906284,school,mandatory,5.0,8.0,17.0,17.0,TNC_SINGLE,,,,162,,1out_0in
70641473,706414730,1722962,906495,school,mandatory,112.0,81.0,17.0,17.0,SHARED3FREE,,,,162,,0out_0in
70899658,708996580,1729259,909644,work,mandatory,24.0,132.0,5.0,19.0,WALK_LRF,,,,14,no_subtours,0out_1in
70914336,709143360,1729617,909823,work,mandatory,133.0,144.0,8.0,19.0,DRIVEALONEFREE,,,,65,eat,1out_0in
70917124,709171240,1729685,909857,work,mandatory,102.0,147.0,6.0,18.0,WALK_HVY,,,,31,no_subtours,0out_0in
70922208,709222080,1729809,909919,work,mandatory,149.0,151.0,5.0,6.0,DRIVEALONEFREE,,,,1,no_subtours,0out_1in
70922209,709222090,1729809,909919,work,mandatory,149.0,151.0,7.0,11.0,SHARED3FREE,,,,41,no_subtours,0out_0in
70930080,709300800,1730001,910015,work,mandatory,96.0,159.0,5.0,15.0,WALK_LRF,,,,10,no_subtours,0out_0in
70950211,709502110,1730492,910260,work,mandatory,181.0,168.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_0in
70988710,709887100,1731431,910730,work,mandatory,134.0,185.0,6.0,18.0,DRIVEALONEFREE,,,,31,eat,0out_0in
72763354,727633540,1774715,932372,work,mandatory,15.0,11.0,8.0,21.0,WALK,,,,67,eat,0out_0in
72763387,727633870,1774716,932372,school,mandatory,91.0,11.0,8.0,18.0,WALK_LRF,,,,64,,0out_1in
72765978,727659780,1774779,932404,work,mandatory,121.0,14.0,14.0,23.0,WALK_LOC,,,,144,no_subtours,1out_1in
72767864,727678640,1774825,932427,work,mandatory,95.0,18.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,0out_2in
72783116,727831160,1775197,932613,work,mandatory,39.0,33.0,7.0,17.0,WALK_LOC,,,,47,eat,0out_0in
72799926,727999260,1775607,932818,work,mandatory,177.0,46.0,7.0,17.0,DRIVEALONEFREE,,,,47,maint,0out_0in
72813989,728139890,1775950,932989,work,mandatory,186.0,61.0,13.0,18.0,WALK_LOC,,,,129,no_subtours,0out_0in
72847732,728477320,1776773,933401,work,mandatory,117.0,85.0,6.0,20.0,WALK_HVY,,,,33,no_subtours,0out_0in
72850315,728503150,1776836,933432,work,mandatory,83.0,86.0,7.0,15.0,DRIVEALONEFREE,,,,45,no_subtours,0out_0in
72876555,728765550,1777476,933752,work,mandatory,101.0,101.0,7.0,19.0,DRIVEALONEFREE,,,,49,no_subtours,0out_1in
72903205,729032050,1778126,934077,work,mandatory,115.0,125.0,6.0,17.0,WALK_LOC,,,,30,eat,0out_0in
72931290,729312900,1778811,934420,work,mandatory,12.0,178.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,2out_0in
72945271,729452710,1779152,934590,work,mandatory,126.0,184.0,7.0,20.0,DRIVEALONEFREE,,,,50,eat,0out_1in
74107334,741073340,1807495,948762,work,mandatory,51.0,60.0,7.0,10.0,WALK_LOC,,,,40,no_subtours,0out_0in
74107375,741073750,1807496,948762,work,mandatory,28.0,60.0,6.0,18.0,WALK_LOC,,,,31,no_subtours,0out_0in
74123898,741238980,1807899,948964,work,mandatory,7.0,83.0,7.0,17.0,SHARED3FREE,,,,47,eat,0out_0in
74123939,741239390,1807900,948964,work,mandatory,141.0,83.0,5.0,15.0,WALK_LOC,,,,10,eat,0out_1in
74125292,741252920,1807933,948981,work,mandatory,111.0,86.0,7.0,17.0,SHARED3FREE,,,,47,no_subtours,0out_0in
74125333,741253330,1807934,948981,work,mandatory,165.0,86.0,7.0,12.0,SHARED2FREE,,,,42,no_subtours,0out_0in
74125325,741253250,1807934,948981,school,mandatory,14.0,86.0,18.0,21.0,WALK_LOC,,,,172,,1out_1in
74128121,741281210,1808002,949015,work,mandatory,78.0,91.0,8.0,17.0,WALK_LRF,,,,63,eat,0out_0in
74137182,741371820,1808223,949126,work,mandatory,168.0,113.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_0in
74137223,741372230,1808224,949126,work,mandatory,41.0,113.0,7.0,17.0,WALK_LRF,,,,47,no_subtours,0out_0in
74138330,741383300,1808251,949140,work,mandatory,162.0,114.0,12.0,19.0,DRIVEALONEFREE,,,,119,no_subtours,0out_3in
74138371,741383710,1808252,949140,work,mandatory,162.0,114.0,8.0,18.0,WALK_LOC,,,,64,eat,0out_0in
74138658,741386580,1808259,949144,work,mandatory,113.0,114.0,7.0,15.0,BIKE,,,,45,no_subtours,0out_0in
74164242,741642420,1808883,949456,work,mandatory,49.0,132.0,8.0,17.0,SHARED2FREE,,,,63,no_subtours,0out_0in
74164283,741642830,1808884,949456,work,mandatory,158.0,132.0,8.0,17.0,SHARED3FREE,,,,63,no_subtours,0out_0in
74248702,742487020,1810943,950486,work,mandatory,39.0,182.0,6.0,20.0,WALK_LRF,,,,33,no_subtours,0out_0in
74248743,742487430,1810944,950486,work,mandatory,63.0,182.0,7.0,16.0,SHARED2FREE,,,,46,no_subtours,0out_0in
74258132,742581320,1811173,950601,work,mandatory,61.0,184.0,7.0,18.0,SHARED3FREE,,,,48,no_subtours,0out_0in
74258173,742581730,1811174,950601,work,mandatory,153.0,184.0,6.0,15.0,DRIVEALONEFREE,,,,28,no_subtours,0out_0in
74259772,742597720,1811213,950621,work,mandatory,1.0,184.0,8.0,17.0,WALK_LRF,,,,63,no_subtours,0out_0in
74259813,742598130,1811214,950621,work,mandatory,79.0,184.0,5.0,18.0,TNC_SINGLE,,,,13,no_subtours,0out_0in
74273630,742736300,1811551,950790,work,mandatory,7.0,187.0,6.0,16.0,WALK_LRF,,,,29,no_subtours,0out_0in
76863723,768637230,1874724,982376,work,mandatory,70.0,5.0,6.0,17.0,SHARED2FREE,,,,30,eat,0out_0in
76892300,768923000,1875421,982725,work,mandatory,135.0,12.0,5.0,13.0,SHARED2FREE,,,,8,no_subtours,1out_3in
76892341,768923410,1875422,982725,work,mandatory,127.0,12.0,12.0,18.0,SHARED2FREE,,,,118,no_subtours,0out_0in
76892342,768923420,1875422,982725,work,mandatory,127.0,12.0,20.0,23.0,SHARED3FREE,,,,183,no_subtours,0out_0in
76914932,769149320,1875973,983001,work,mandatory,13.0,17.0,6.0,17.0,TNC_SINGLE,,,,30,no_subtours,0out_0in
76914973,769149730,1875974,983001,work,mandatory,77.0,17.0,7.0,18.0,BIKE,,,,48,no_subtours,0out_0in
76975530,769755300,1877451,983740,work,mandatory,66.0,32.0,6.0,16.0,SHARED2FREE,,,,29,no_subtours,0out_0in
76975571,769755710,1877452,983740,work,mandatory,25.0,32.0,5.0,15.0,WALK,,,,10,no_subtours,0out_0in
76997178,769971780,1877979,984004,work,mandatory,26.0,37.0,7.0,17.0,WALK,,,,47,no_subtours,0out_0in
76997219,769972190,1877980,984004,work,mandatory,86.0,37.0,7.0,17.0,WALK_LOC,,,,47,no_subtours,0out_0in
77015382,770153820,1878423,984226,work,mandatory,177.0,40.0,7.0,20.0,SHARED2FREE,,,,50,no_subtours,1out_2in
77015423,770154230,1878424,984226,work,mandatory,151.0,40.0,15.0,21.0,DRIVEALONEFREE,,,,151,no_subtours,2out_0in
77027600,770276000,1878721,984375,work,mandatory,20.0,42.0,7.0,16.0,WALK_LOC,,,,46,no_subtours,0out_1in
77027641,770276410,1878722,984375,work,mandatory,81.0,42.0,11.0,19.0,DRIVEALONEFREE,,,,107,no_subtours,0out_0in
77035308,770353080,1878909,984469,work,mandatory,151.0,44.0,7.0,16.0,SHARED3FREE,,,,46,no_subtours,0out_0in
77035349,770353490,1878910,984469,work,mandatory,183.0,44.0,7.0,17.0,DRIVEALONEFREE,,,,47,eat,0out_0in
77037276,770372760,1878957,984493,work,mandatory,71.0,44.0,5.0,13.0,DRIVEALONEFREE,,,,8,eat,0out_0in
77037317,770373170,1878958,984493,work,mandatory,82.0,44.0,7.0,22.0,WALK_LRF,,,,52,no_subtours,0out_0in
77039080,770390800,1879001,984515,work,mandatory,66.0,44.0,8.0,21.0,BIKE,,,,67,no_subtours,0out_2in
77039121,770391210,1879002,984515,work,mandatory,46.0,44.0,6.0,12.0,WALK,,,,25,no_subtours,0out_0in
77039122,770391220,1879002,984515,work,mandatory,46.0,44.0,15.0,18.0,WALK,,,,148,no_subtours,0out_0in
77052323,770523230,1879324,984676,work,mandatory,66.0,46.0,9.0,18.0,WALK_LOC,,,,79,no_subtours,0out_0in
77078604,770786040,1879965,984997,work,mandatory,64.0,54.0,7.0,16.0,DRIVEALONEFREE,,,,46,eat,0out_0in
77078645,770786450,1879966,984997,work,mandatory,178.0,54.0,8.0,18.0,DRIVEALONEFREE,,,,64,no_subtours,1out_0in
77093938,770939380,1880339,985184,work,mandatory,182.0,59.0,13.0,20.0,TNC_SINGLE,,,,131,no_subtours,0out_1in
77093979,770939790,1880340,985184,work,mandatory,155.0,59.0,10.0,19.0,WALK_LOC,,,,94,no_subtours,0out_0in
77104926,771049260,1880607,985318,work,mandatory,98.0,61.0,6.0,17.0,DRIVEALONEFREE,,,,30,no_subtours,0out_0in
77109518,771095180,1880719,985374,work,mandatory,185.0,62.0,11.0,21.0,WALK_LOC,,,,109,no_subtours,0out_1in
77109559,771095590,1880720,985374,work,mandatory,184.0,62.0,8.0,18.0,BIKE,,,,64,no_subtours,0out_0in
77125344,771253440,1881105,985567,work,mandatory,58.0,65.0,6.0,18.0,DRIVEALONEFREE,,,,31,no_subtours,0out_0in
77125385,771253850,1881106,985567,work,mandatory,134.0,65.0,8.0,14.0,SHARED2FREE,,,,60,no_subtours,1out_0in
77125386,771253860,1881106,985567,work,mandatory,134.0,65.0,16.0,16.0,DRIVEALONEFREE,,,,154,no_subtours,1out_0in
77168886,771688860,1882167,986098,work,mandatory,67.0,75.0,8.0,16.0,BIKE,,,,62,no_subtours,0out_0in
77168927,771689270,1882168,986098,work,mandatory,133.0,75.0,8.0,18.0,WALK_HVY,,,,64,no_subtours,0out_0in
77172658,771726580,1882259,986144,work,mandatory,153.0,75.0,7.0,13.0,SHARED2FREE,,,,43,eat,0out_0in
77172650,771726500,1882259,986144,school,mandatory,13.0,75.0,14.0,14.0,WALK_LOC,,,,135,,0out_1in
77172699,771726990,1882260,986144,work,mandatory,28.0,75.0,7.0,18.0,WALK,,,,48,maint,0out_0in
77194060,771940600,1882781,986405,work,mandatory,56.0,80.0,8.0,20.0,SHARED3FREE,,,,66,no_subtours,0out_0in
77194101,771941010,1882782,986405,work,mandatory,34.0,80.0,6.0,12.0,DRIVEALONEFREE,,,,25,no_subtours,0out_0in
77194093,771940930,1882782,986405,school,mandatory,39.0,80.0,16.0,17.0,WALK_LOC,,,,155,,0out_2in
77208820,772088200,1883141,986585,work,mandatory,151.0,81.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
77213986,772139860,1883267,986648,work,mandatory,156.0,81.0,8.0,17.0,TNC_SINGLE,,,,63,no_subtours,0out_0in
77214027,772140270,1883268,986648,work,mandatory,153.0,81.0,8.0,16.0,WALK_LOC,,,,62,no_subtours,0out_0in
77223334,772233340,1883495,986762,work,mandatory,9.0,81.0,7.0,16.0,WALK,,,,46,eat,0out_0in
77223375,772233750,1883496,986762,work,mandatory,26.0,81.0,7.0,19.0,WALK_LOC,,,,49,no_subtours,0out_0in
77227434,772274340,1883595,986812,work,mandatory,113.0,82.0,6.0,16.0,SHARED3FREE,,,,29,no_subtours,0out_0in
77227475,772274750,1883596,986812,work,mandatory,94.0,82.0,7.0,18.0,WALK,,,,48,no_subtours,0out_0in
77239447,772394470,1883888,986958,work,mandatory,117.0,83.0,9.0,22.0,TNC_SINGLE,,,,83,no_subtours,2out_3in
77270566,772705660,1884647,987338,work,mandatory,158.0,86.0,8.0,18.0,SHARED2FREE,,,,64,no_subtours,0out_0in
77270607,772706070,1884648,987338,work,mandatory,65.0,86.0,7.0,18.0,SHARED2FREE,,,,48,no_subtours,0out_0in
77287130,772871300,1885051,987540,work,mandatory,27.0,88.0,6.0,15.0,WALK_LOC,,,,28,no_subtours,0out_0in
77293034,772930340,1885195,987612,work,mandatory,100.0,88.0,7.0,11.0,WALK_HVY,,,,41,no_subtours,0out_0in
77293026,772930260,1885195,987612,school,mandatory,10.0,88.0,14.0,17.0,TAXI,,,,138,,0out_0in
77293075,772930750,1885196,987612,work,mandatory,68.0,88.0,7.0,14.0,WALK,,,,44,no_subtours,0out_0in
77293076,772930760,1885196,987612,work,mandatory,68.0,88.0,16.0,16.0,WALK,,,,154,no_subtours,0out_0in
77320750,773207500,1885871,987950,work,mandatory,67.0,90.0,7.0,12.0,WALK_LOC,,,,42,no_subtours,0out_0in
77324850,773248500,1885971,988000,work,mandatory,38.0,91.0,8.0,17.0,WALK_LRF,,,,63,no_subtours,0out_0in
77324891,773248910,1885972,988000,work,mandatory,76.0,91.0,7.0,13.0,WALK_LRF,,,,43,no_subtours,0out_0in
77351582,773515820,1886623,988326,work,mandatory,126.0,96.0,11.0,14.0,WALK_LOC,,,,102,no_subtours,0out_0in
77351623,773516230,1886624,988326,work,mandatory,115.0,96.0,7.0,16.0,DRIVEALONEFREE,,,,46,no_subtours,0out_0in
77378724,773787240,1887285,988657,work,mandatory,42.0,100.0,7.0,16.0,TNC_SINGLE,,,,46,no_subtours,0out_0in
77384997,773849970,1887438,988733,work,mandatory,103.0,100.0,13.0,18.0,WALK,,,,129,no_subtours,0out_0in
77441454,774414540,1888815,989422,work,mandatory,44.0,108.0,8.0,16.0,TNC_SINGLE,,,,62,no_subtours,1out_0in
77441495,774414950,1888816,989422,work,mandatory,77.0,108.0,9.0,22.0,TNC_SINGLE,,,,83,eat,2out_1in
77453590,774535900,1889111,989570,work,mandatory,78.0,109.0,14.0,21.0,WALK_LOC,,,,142,no_subtours,0out_0in
77453631,774536310,1889112,989570,work,mandatory,4.0,109.0,7.0,16.0,WALK_LRF,,,,46,no_subtours,0out_0in
77456870,774568700,1889191,989610,work,mandatory,177.0,109.0,6.0,14.0,SHARED2FREE,,,,27,no_subtours,0out_0in
77456911,774569110,1889192,989610,work,mandatory,136.0,109.0,6.0,20.0,DRIVEALONEFREE,,,,33,no_subtours,0out_0in
77465562,774655620,1889403,989716,work,mandatory,91.0,109.0,7.0,19.0,WALK_LRF,,,,49,no_subtours,0out_0in
77465603,774656030,1889404,989716,work,mandatory,78.0,109.0,5.0,15.0,WALK_LRF,,,,10,no_subtours,0out_0in
77506398,775063980,1890399,990214,work,mandatory,12.0,116.0,8.0,18.0,WALK_HVY,,,,64,no_subtours,0out_0in
77506439,775064390,1890400,990214,work,mandatory,77.0,116.0,7.0,17.0,TNC_SINGLE,,,,47,no_subtours,0out_0in
77526160,775261600,1890881,990455,work,mandatory,105.0,122.0,18.0,21.0,BIKE,,,,172,no_subtours,0out_0in
77526201,775262010,1890882,990455,work,mandatory,117.0,122.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
77560108,775601080,1891709,990869,work,mandatory,79.0,134.0,7.0,17.0,SHARED2FREE,,,,47,no_subtours,2out_0in
77560149,775601490,1891710,990869,work,mandatory,162.0,134.0,7.0,16.0,WALK,,,,46,no_subtours,0out_0in
77584503,775845030,1892304,991166,work,mandatory,148.0,173.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,3out_0in
77585856,775858560,1892337,991183,work,mandatory,182.0,174.0,8.0,17.0,DRIVEALONEFREE,,,,63,no_subtours,0out_1in
77585897,775858970,1892338,991183,work,mandatory,59.0,174.0,17.0,21.0,DRIVEALONEFREE,,,,166,no_subtours,1out_0in
77588357,775883570,1892398,991213,work,mandatory,110.0,174.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
77617098,776170980,1893099,991564,work,mandatory,174.0,179.0,13.0,23.0,SHARED2FREE,,,,134,no_subtours,1out_0in
77617139,776171390,1893100,991564,work,mandatory,116.0,179.0,6.0,16.0,WALK_HVY,,,,29,no_subtours,0out_0in
77623330,776233300,1893251,991640,work,mandatory,124.0,180.0,8.0,15.0,SHARED2FREE,,,,61,no_subtours,1out_1in
77623371,776233710,1893252,991640,work,mandatory,70.0,180.0,7.0,18.0,DRIVEALONEFREE,,,,48,no_subtours,1out_0in
77635056,776350560,1893537,991783,work,mandatory,118.0,182.0,13.0,22.0,DRIVEALONEFREE,,,,133,eat,0out_1in
77635097,776350970,1893538,991783,work,mandatory,84.0,182.0,12.0,21.0,SHARED3FREE,,,,121,no_subtours,0out_3in
77653506,776535060,1893987,992008,work,mandatory,34.0,188.0,9.0,17.0,SHARED3FREE,,,,78,no_subtours,1out_2in
77653547,776535470,1893988,992008,work,mandatory,163.0,188.0,7.0,21.0,SHARED3FREE,,,,51,eat,1out_1in
80376726,803767260,1960407,1025218,work,mandatory,26.0,5.0,15.0,21.0,SHARED2FREE,,,,151,no_subtours,0out_2in
80376759,803767590,1960408,1025218,school,mandatory,172.0,5.0,8.0,19.0,SHARED3FREE,,,,65,,0out_1in
80396816,803968160,1960897,1025463,work,mandatory,14.0,132.0,10.0,21.0,WALK_HVY,,,,96,eat,1out_0in
80396849,803968490,1960898,1025463,school,mandatory,166.0,132.0,7.0,16.0,WALK_LOC,,,,46,,0out_0in
80398292,803982920,1960933,1025481,work,mandatory,161.0,133.0,7.0,17.0,DRIVEALONEFREE,,,,47,no_subtours,0out_0in
80398325,803983250,1960934,1025481,school,mandatory,130.0,133.0,8.0,13.0,WALK,,,,59,,0out_0in
81164172,811641720,1979613,1034821,work,mandatory,96.0,9.0,5.0,16.0,TNC_SINGLE,,,,11,no_subtours,1out_0in
81170437,811704370,1979766,1034897,school,mandatory,35.0,27.0,7.0,13.0,WALK,,,,43,,0out_0in
81225262,812252620,1981103,1035566,work,mandatory,136.0,61.0,9.0,18.0,WALK_LOC,,,,79,no_subtours,3out_0in
81226984,812269840,1981145,1035587,work,mandatory,143.0,62.0,6.0,16.0,DRIVEALONEFREE,,,,29,business1,0out_0in
81227017,812270170,1981146,1035587,school,mandatory,172.0,62.0,7.0,14.0,SHARED3FREE,,,,44,,0out_0in
81237234,812372340,1981395,1035712,work,mandatory,122.0,70.0,6.0,16.0,WALK_HVY,,,,29,no_subtours,0out_0in
81237267,812372670,1981396,1035712,school,mandatory,132.0,70.0,7.0,14.0,WALK_LOC,,,,44,,0out_2in
81239776,812397760,1981457,1035743,work,mandatory,121.0,70.0,5.0,18.0,DRIVEALONEFREE,,,,13,no_subtours,0out_0in
81239809,812398090,1981458,1035743,school,mandatory,10.0,70.0,6.0,16.0,SHARED3FREE,,,,29,,0out_1in
81258226,812582260,1981907,1035968,work,mandatory,6.0,85.0,7.0,18.0,BIKE,,,,48,no_subtours,0out_0in
81258259,812582590,1981908,1035968,school,mandatory,87.0,85.0,7.0,15.0,WALK,,,,45,,0out_0in
81265967,812659670,1982096,1036062,school,mandatory,89.0,90.0,9.0,19.0,WALK_LOC,,,,80,,1out_3in
81276020,812760200,1982341,1036185,work,mandatory,132.0,99.0,8.0,13.0,WALK_HVY,,,,59,no_subtours,0out_0in
