person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work
697621,400792,55,1,1,2,3,2,-1,140,False
697622,400792,35,2,1,3,2,3,112,-1,False
697623,400792,32,3,2,3,3,4,-1,-1,False
697624,400792,10,4,1,4,1,7,11,-1,False
697625,400792,2,5,1,4,1,8,186,-1,False
717501,404815,61,1,2,3,3,4,-1,-1,False
717502,404815,32,2,2,1,3,1,-1,155,False
717503,404815,10,3,1,4,1,7,19,-1,False
717504,404815,4,4,2,4,1,8,86,-1,False
717505,404815,24,5,2,3,2,3,9,-1,False
733567,408300,49,1,2,1,3,1,-1,107,False
733568,408300,3,2,2,4,1,8,37,-1,False
733569,408300,34,3,1,3,3,4,-1,-1,False
733570,408300,53,4,2,3,3,4,-1,-1,False
733571,408300,6,5,2,4,1,7,11,-1,False
733572,408300,0,6,2,4,1,8,155,-1,False
733573,408300,56,7,1,2,3,2,-1,124,False
733977,408362,60,1,1,1,3,1,-1,16,True
733978,408362,58,2,2,3,3,4,-1,-1,False
733979,408362,19,3,2,3,2,3,112,-1,False
733980,408362,20,4,1,2,2,3,14,158,False
734005,408369,35,1,1,3,3,4,-1,-1,False
734006,408369,32,2,2,3,2,3,9,-1,False
734007,408369,39,3,1,2,3,2,-1,153,False
734008,408369,25,4,2,1,3,1,-1,124,False
734582,408494,23,1,2,3,2,3,69,-1,False
734583,408494,21,2,1,2,2,3,185,48,False
734584,408494,29,3,1,1,3,1,-1,44,False
734585,408494,28,4,2,3,3,4,-1,-1,False
754710,412822,23,1,1,2,3,2,-1,152,False
754711,412822,29,2,1,1,3,1,-1,62,False
754712,412822,5,3,1,4,1,8,154,-1,False
754713,412822,3,4,1,4,1,8,156,-1,False
754902,412870,62,1,2,1,3,1,-1,154,False
754903,412870,28,2,1,3,3,4,-1,-1,False
754904,412870,35,3,1,1,3,1,-1,4,False
754905,412870,12,4,1,4,1,7,101,-1,False
779290,418232,27,1,1,1,3,1,-1,110,False
779291,418232,22,2,1,2,3,2,-1,102,False
779292,418232,22,3,1,2,3,2,-1,103,False
779293,418232,23,4,1,1,3,1,-1,74,False
779294,418232,22,5,1,3,3,4,-1,-1,False
780140,418399,29,1,1,1,3,1,-1,71,False
780141,418399,20,2,2,1,3,1,-1,175,False
780142,418399,18,3,1,3,1,6,79,-1,False
780143,418399,29,4,1,1,3,1,-1,29,False
780742,418532,64,1,1,2,3,2,-1,153,False
780743,418532,56,2,2,3,3,4,-1,-1,False
780744,418532,26,3,1,2,2,3,9,26,False
780745,418532,23,4,2,2,2,3,188,52,False
780990,418588,21,1,2,2,2,3,5,16,False
780991,418588,22,2,2,2,2,3,108,121,False
780992,418588,21,3,2,3,2,3,107,-1,False
780993,418588,22,4,2,3,2,3,188,-1,False
780994,418588,22,5,2,2,2,3,112,130,False
781524,418690,48,1,1,2,3,2,-1,173,False
781525,418690,46,2,2,1,3,1,-1,106,False
781526,418690,25,3,2,1,3,1,-1,53,True
781527,418690,19,4,2,2,2,3,9,11,False
781732,418742,48,1,1,2,3,2,-1,25,False
781733,418742,46,2,2,1,3,1,-1,65,True
781734,418742,25,3,2,1,3,1,-1,30,False
781735,418742,19,4,2,2,2,3,107,124,False
791546,420707,24,1,1,2,3,2,-1,161,False
791547,420707,25,2,2,3,3,4,-1,-1,False
791548,420707,20,3,2,2,2,3,13,148,False
791549,420707,24,4,1,1,3,1,-1,131,False
791814,420759,20,1,2,2,2,3,12,47,True
791815,420759,20,2,2,2,2,3,112,63,False
791816,420759,20,3,2,2,2,3,185,9,False
791817,420759,19,4,2,2,2,3,9,177,False
792371,420892,58,1,1,3,3,4,-1,-1,False
792372,420892,56,2,2,3,3,4,-1,-1,False
792373,420892,34,3,2,1,3,1,-1,94,False
792374,420892,25,4,2,2,2,3,101,128,False
792375,420892,27,5,2,2,2,3,5,186,False
816462,425985,49,1,1,3,3,4,-1,-1,False
816463,425985,43,2,2,3,3,4,-1,-1,False
816464,425985,10,3,2,4,1,7,97,-1,False
816465,425985,8,4,2,4,1,7,6,-1,False
846148,431928,30,1,2,3,3,4,-1,-1,False
846149,431928,9,2,2,4,1,7,94,-1,False
846150,431928,6,3,2,4,1,7,18,-1,False
846151,431928,0,4,2,4,1,8,150,-1,False
846958,432092,33,1,1,3,3,4,-1,-1,False
846959,432092,32,2,2,3,2,3,5,-1,False
846960,432092,13,3,2,4,1,7,21,-1,False
846961,432092,12,4,1,4,1,7,30,-1,False
846962,432092,7,5,2,4,1,7,32,-1,False
847293,432169,29,1,1,3,2,3,185,-1,False
847294,432169,29,2,2,3,3,4,-1,-1,False
847295,432169,5,3,2,4,1,8,74,-1,False
847296,432169,2,4,2,4,1,8,170,-1,False
847297,432169,0,5,1,4,1,8,112,-1,False
848791,432480,37,1,1,3,2,3,14,-1,False
848792,432480,33,2,2,3,3,4,-1,-1,False
848793,432480,13,3,1,4,1,7,68,-1,False
848794,432480,10,4,2,4,1,7,115,-1,False
848795,432480,5,5,1,4,1,8,142,-1,False
849859,432706,35,1,1,3,3,4,-1,-1,False
849860,432706,32,2,2,3,3,4,-1,-1,False
849861,432706,1,3,1,4,1,8,9,-1,False
849862,432706,1,4,2,4,1,8,117,-1,False
849863,432706,1,5,2,4,1,8,66,-1,False
887097,440449,48,1,1,3,3,4,-1,-1,False
887098,440449,45,2,2,1,3,1,-1,88,False
887099,440449,19,3,1,3,2,3,133,-1,False
887100,440449,10,4,2,4,1,7,157,-1,False
889004,440899,45,1,1,1,3,1,-1,170,False
889005,440899,38,2,2,3,3,4,-1,-1,False
889006,440899,15,3,1,4,1,7,130,-1,False
889007,440899,11,4,2,4,1,7,140,-1,False
889263,440961,31,1,2,2,3,2,-1,137,False
889264,440961,12,2,2,4,1,7,137,-1,False
889265,440961,13,3,2,4,1,7,127,-1,False
889266,440961,13,4,1,4,1,7,145,-1,False
890378,441220,42,1,1,3,3,4,-1,-1,False
890379,441220,40,2,2,1,3,1,-1,165,False
890380,441220,16,3,2,3,1,6,169,-1,False
890381,441220,15,4,1,4,1,7,88,-1,False
967881,457163,43,1,1,1,3,1,-1,176,False
967882,457163,30,2,2,3,3,4,-1,-1,False
967883,457163,1,3,2,4,1,8,20,-1,False
967884,457163,0,4,2,4,1,8,108,-1,False
968365,457267,34,1,2,1,3,1,-1,17,False
968366,457267,18,2,1,3,3,4,-1,-1,False
968367,457267,16,3,1,3,1,6,89,-1,False
968368,457267,14,4,2,4,1,7,79,-1,False
968369,457267,13,5,1,4,1,7,75,-1,False
968370,457267,10,6,2,4,1,7,65,-1,False
968371,457267,8,7,1,4,1,7,14,-1,False
968372,457267,13,8,1,4,1,7,159,-1,False
968757,457347,37,1,1,1,3,1,-1,168,False
968758,457347,38,2,2,3,3,4,-1,-1,False
968759,457347,14,3,2,4,1,7,2,-1,False
968760,457347,11,4,2,4,1,7,106,-1,False
969494,457500,60,1,1,3,3,4,-1,-1,False
969495,457500,58,2,2,3,3,4,-1,-1,False
969496,457500,37,3,1,1,3,1,-1,119,False
969497,457500,17,4,1,3,1,6,139,-1,False
969498,457500,31,5,2,3,3,4,-1,-1,False
969499,457500,0,6,1,4,1,8,118,-1,False
969500,457500,1,7,2,4,1,8,77,-1,False
971059,457815,40,1,1,1,3,1,-1,119,False
971060,457815,62,2,2,3,3,4,-1,-1,False
971061,457815,11,3,2,4,1,7,136,-1,False
971062,457815,9,4,1,4,1,7,136,-1,False
971063,457815,8,5,2,4,1,7,86,-1,False
971064,457815,0,6,2,4,1,8,5,-1,False
973012,458185,53,1,1,1,3,1,-1,77,False
973013,458185,57,2,2,3,3,4,-1,-1,False
973014,458185,16,3,1,3,1,6,99,-1,False
973015,458185,15,4,2,4,1,7,130,-1,False
973200,458232,50,1,1,3,3,4,-1,-1,False
973201,458232,39,2,2,1,3,1,-1,143,True
973202,458232,12,3,1,4,1,7,160,-1,False
973203,458232,3,4,1,4,1,8,130,-1,False
973454,458278,24,1,2,2,3,2,-1,9,False
973455,458278,7,2,2,4,1,7,145,-1,False
973456,458278,5,3,1,4,1,8,18,-1,False
973457,458278,3,4,1,4,1,8,157,-1,False
974314,458435,35,1,1,1,3,1,-1,1,False
974315,458435,22,2,2,3,3,4,-1,-1,False
974316,458435,24,3,2,3,3,4,-1,-1,False
974317,458435,30,4,1,3,3,4,-1,-1,False
974318,458435,8,5,1,4,1,7,101,-1,False
974319,458435,7,6,1,4,1,7,81,-1,False
974320,458435,4,7,1,4,1,8,158,-1,False
974855,458545,32,1,1,1,3,1,-1,147,False
974856,458545,31,2,2,3,3,4,-1,-1,False
974857,458545,2,3,1,4,1,8,79,-1,False
974858,458545,1,4,1,4,1,8,149,-1,False
975119,458611,53,1,1,1,3,1,-1,181,False
975120,458611,57,2,2,3,3,4,-1,-1,False
975121,458611,16,3,1,3,1,6,79,-1,False
975122,458611,15,4,2,4,1,7,188,-1,False
1050289,474349,47,1,1,1,3,1,-1,50,False
1050290,474349,45,2,2,1,3,1,-1,79,False
1050291,474349,6,3,1,4,1,7,2,-1,False
1050292,474349,17,4,1,3,1,6,103,-1,False
1050293,474349,19,5,1,3,1,6,89,-1,False
1050379,474368,49,1,1,1,3,1,-1,16,False
1050380,474368,45,2,2,2,3,2,-1,4,False
1050381,474368,12,3,1,4,1,7,15,-1,False
1050382,474368,15,4,2,4,1,7,166,-1,False
1051446,474583,48,1,1,2,3,2,-1,88,False
1051447,474583,47,2,2,2,3,2,-1,7,False
1051448,474583,15,3,2,4,1,7,183,-1,False
1051449,474583,13,4,2,4,1,7,7,-1,False
1102950,484679,46,1,1,1,3,1,-1,115,False
1102951,484679,43,2,2,2,3,2,-1,73,False
1102952,484679,11,3,2,4,1,7,89,-1,False
1102953,484679,8,4,2,4,1,7,169,-1,False
1103246,484744,36,1,1,1,3,1,-1,135,False
1103247,484744,37,2,2,2,3,2,-1,2,False
1103248,484744,7,3,1,4,1,7,24,-1,False
1103249,484744,1,4,1,4,1,8,5,-1,False
1103775,484860,35,1,1,1,3,1,-1,184,False
1103776,484860,31,2,2,2,3,2,-1,60,False
1103777,484860,5,3,1,4,1,8,183,-1,False
1103778,484860,3,4,1,4,1,8,19,-1,False
1104686,485063,40,1,1,2,3,2,-1,22,False
1104687,485063,34,2,2,2,3,2,-1,134,True
1104688,485063,2,3,2,4,1,8,129,-1,False
1104689,485063,57,4,2,3,3,4,-1,-1,False
1105469,485231,44,1,1,2,2,3,10,61,False
1105470,485231,43,2,2,2,3,2,-1,69,False
1105471,485231,9,3,1,4,1,7,52,-1,False
1105472,485231,8,4,1,4,1,7,77,-1,False
1105881,485327,51,1,1,1,3,1,-1,142,False
1105882,485327,45,2,2,2,3,2,-1,59,False
1105883,485327,9,3,2,4,1,7,74,-1,False
1105884,485327,4,4,1,4,1,8,31,-1,False
1107011,485560,46,1,1,1,3,1,-1,4,False
1107012,485560,43,2,2,2,3,2,-1,114,False
1107013,485560,11,3,2,4,1,7,18,-1,False
1107014,485560,8,4,2,4,1,7,115,-1,False
1110264,486243,45,1,1,2,3,2,-1,133,False
1110265,486243,29,2,2,3,3,4,-1,-1,False
1110266,486243,5,3,1,4,1,8,30,-1,False
1110267,486243,26,4,2,1,3,1,-1,65,False
1160276,496399,32,1,2,3,2,3,9,-1,False
1160277,496399,34,2,1,2,3,2,-1,97,False
1160278,496399,8,3,1,4,1,7,125,-1,False
1160279,496399,13,4,2,4,1,7,35,-1,False
1160280,496399,22,5,1,2,3,2,-1,144,False
1160281,496399,21,6,2,2,3,2,-1,132,False
1162125,496670,21,1,2,1,3,1,-1,157,True
1162126,496670,21,2,2,1,3,1,-1,159,False
1162127,496670,23,3,1,2,3,2,-1,27,False
1162128,496670,3,4,2,4,1,8,132,-1,False
1162129,496670,2,5,1,4,1,8,149,-1,False
1162130,496670,12,6,2,4,1,7,38,-1,False
1162131,496670,20,7,2,2,3,2,-1,168,True
1162132,496670,50,8,2,2,3,2,-1,57,False
1162133,496670,2,9,2,4,1,8,43,-1,False
1162134,496670,18,10,1,1,3,1,-1,17,False
1162135,496670,15,11,1,4,1,7,13,-1,False
1163114,496819,59,1,1,1,3,1,-1,44,False
1163115,496819,31,2,2,3,3,4,-1,-1,False
1163116,496819,29,3,1,1,3,1,-1,89,False
1163117,496819,22,4,1,3,2,3,101,-1,False
1163118,496819,21,5,2,2,2,3,108,151,False
1163119,496819,4,6,1,4,1,8,3,-1,False
1164127,496970,28,1,1,1,3,1,-1,7,False
1164128,496970,28,2,2,1,3,1,-1,106,False
1164129,496970,3,3,2,4,1,8,186,-1,False
1164130,496970,2,4,1,4,1,8,153,-1,False
1164131,496970,26,5,1,1,3,1,-1,43,False
1164132,496970,55,6,1,1,3,1,-1,164,False
1164133,496970,50,7,2,1,3,1,-1,34,False
1179734,499743,42,1,1,2,3,2,-1,109,False
1179735,499743,43,2,2,3,3,4,-1,-1,False
1179736,499743,16,3,1,3,1,6,169,-1,False
1179737,499743,9,4,1,4,1,7,82,-1,False
1179738,499743,7,5,1,4,1,7,116,-1,False
1179739,499743,2,6,1,4,1,8,148,-1,False
1179740,499743,21,7,1,1,3,1,-1,15,False
1179741,499743,43,8,1,1,3,1,-1,138,False
1179742,499743,39,9,2,1,3,1,-1,79,False
1179743,499743,0,10,2,4,1,8,123,-1,False
1180856,499946,50,1,1,1,3,1,-1,148,True
1180857,499946,45,2,2,1,3,1,-1,69,False
1180858,499946,19,3,2,1,3,1,-1,148,False
1180859,499946,10,4,2,4,1,7,172,-1,False
1182257,500241,56,1,1,2,3,2,-1,117,False
1182258,500241,51,2,2,1,3,1,-1,106,False
1182259,500241,18,3,1,2,2,3,91,63,False
1182260,500241,14,4,2,4,1,7,5,-1,False
1182289,500248,53,1,1,1,3,1,-1,175,False
1182290,500248,51,2,2,3,3,4,-1,-1,False
1182291,500248,24,3,2,2,2,3,91,173,False
1182292,500248,19,4,2,2,2,3,14,73,False
1182293,500248,12,5,2,4,1,7,90,-1,False
1182294,500248,71,6,1,3,3,5,-1,-1,False
1184276,500604,49,1,1,1,3,1,-1,95,False
1184277,500604,45,2,2,2,3,2,-1,172,False
1184278,500604,69,3,2,3,3,5,-1,-1,False
1184279,500604,14,4,1,4,1,7,143,-1,False
1184280,500604,10,5,1,4,1,7,146,-1,False
1184281,500604,18,6,2,1,3,1,-1,42,False
1184581,500656,44,1,1,2,3,2,-1,98,False
1184582,500656,45,2,2,1,3,1,-1,11,False
1184583,500656,19,3,1,2,1,6,79,55,False
1184584,500656,17,4,1,1,3,1,-1,120,False
1184585,500656,13,5,2,4,1,7,90,-1,False
1184586,500656,11,6,1,4,1,7,173,-1,False
1184587,500656,9,7,1,4,1,7,132,-1,False
1185631,500833,49,1,1,2,3,2,-1,69,False
1185632,500833,46,2,2,1,3,1,-1,185,False
1185633,500833,11,3,1,4,1,7,99,-1,False
1185634,500833,21,4,2,2,3,2,-1,182,False
1185635,500833,4,5,2,4,1,8,12,-1,False
1200860,503747,80,1,2,3,3,5,-1,-1,False
1200875,503762,86,1,2,3,3,5,-1,-1,False
1200944,503831,80,1,2,3,3,5,-1,-1,False
1201055,503942,81,1,2,3,3,5,-1,-1,False
1201113,504000,86,1,2,3,3,5,-1,-1,False
1201225,504112,84,1,2,3,3,5,-1,-1,False
1201378,504265,86,1,2,3,3,5,-1,-1,False
1201570,504457,81,1,2,3,3,5,-1,-1,False
1201707,504594,82,1,1,3,3,5,-1,-1,False
1201732,504619,73,1,2,3,3,5,-1,-1,False
1201808,504695,84,1,2,3,3,5,-1,-1,False
1202163,505050,84,1,2,3,3,5,-1,-1,False
1203100,505987,86,1,2,3,3,5,-1,-1,False
1203408,506295,89,1,1,3,3,5,-1,-1,False
1203600,506487,87,1,2,3,3,5,-1,-1,False
1203713,506600,65,1,2,3,3,5,-1,-1,False
1203716,506603,81,1,2,3,3,5,-1,-1,False
1203985,506872,82,1,2,3,3,5,-1,-1,False
1203991,506878,77,1,2,3,3,5,-1,-1,False
1204289,507176,65,1,2,3,3,5,-1,-1,False
1204515,507402,77,1,1,3,3,5,-1,-1,False
1204526,507413,75,1,1,3,3,5,-1,-1,False
1205123,508010,84,1,2,3,3,5,-1,-1,False
1205445,508332,83,1,1,3,3,5,-1,-1,False
1205502,508389,69,1,2,3,3,5,-1,-1,False
1205657,508544,79,1,2,3,3,5,-1,-1,False
1205789,508676,79,1,2,3,3,5,-1,-1,False
1205795,508682,84,1,2,3,3,5,-1,-1,False
1205907,508794,72,1,1,3,3,5,-1,-1,False
1206263,509150,82,1,2,3,3,5,-1,-1,False
1206265,509152,65,1,2,3,3,5,-1,-1,False
1206294,509181,77,1,1,3,3,5,-1,-1,False
1206480,509367,70,1,1,3,3,5,-1,-1,False
1262522,565409,83,1,2,3,3,5,-1,-1,False
1262555,565442,93,1,1,3,3,5,-1,-1,False
1262821,565708,77,1,2,3,3,5,-1,-1,False
1263034,565921,76,1,1,3,3,5,-1,-1,False
1263661,566548,77,1,1,3,3,5,-1,-1,False
1264206,567093,83,1,2,3,3,5,-1,-1,False
1264384,567271,72,1,1,3,3,5,-1,-1,False
1264683,567570,82,1,1,3,3,5,-1,-1,False
1265577,568464,70,1,1,3,3,5,-1,-1,False
1265716,568603,67,1,1,3,3,5,-1,-1,False
1265807,568694,69,1,2,3,2,3,14,-1,False
1266488,569375,71,1,2,3,3,5,-1,-1,False
1266728,569615,71,1,2,3,3,5,-1,-1,False
1267762,570649,70,1,2,3,3,5,-1,-1,False
1268438,571325,87,1,2,3,3,5,-1,-1,False
1268793,571680,66,1,1,3,3,5,-1,-1,False
1269201,572088,79,1,2,3,3,5,-1,-1,False
1269382,572269,72,1,1,3,2,3,12,-1,False
1269400,572287,70,1,1,3,3,5,-1,-1,False
1269516,572403,93,1,2,3,3,5,-1,-1,False
1269824,572711,78,1,2,3,3,5,-1,-1,False
1269891,572778,88,1,2,3,3,5,-1,-1,False
1269962,572849,73,1,2,3,3,5,-1,-1,False
1271448,574335,86,1,2,3,3,5,-1,-1,False
1271499,574386,84,1,2,3,3,5,-1,-1,False
1271552,574439,89,1,2,3,3,5,-1,-1,False
1271804,574691,85,1,2,3,3,5,-1,-1,False
1272131,575018,75,1,1,3,3,5,-1,-1,False
1272292,575179,76,1,2,3,3,5,-1,-1,False
1272514,575401,93,1,2,3,3,5,-1,-1,False
1272969,575856,81,1,2,3,3,5,-1,-1,False
1273023,575910,93,1,2,3,3,5,-1,-1,False
1273024,575911,68,1,1,3,3,5,-1,-1,False
1273173,576060,77,1,2,3,3,5,-1,-1,False
1273543,576430,65,1,2,3,3,5,-1,-1,False
1273687,576574,81,1,2,3,3,5,-1,-1,False
1273829,576716,75,1,1,3,3,5,-1,-1,False
1274225,577112,80,1,2,3,3,5,-1,-1,False
1274533,577420,69,1,2,3,3,5,-1,-1,False
1274797,577684,65,1,2,3,3,5,-1,-1,False
1274875,577762,87,1,2,3,3,5,-1,-1,False
1274888,577775,65,1,2,3,3,5,-1,-1,False
1275127,578014,69,1,2,3,3,5,-1,-1,False
1275201,578088,75,1,2,3,3,5,-1,-1,False
1275323,578210,82,1,2,3,2,3,91,-1,False
1275581,578468,75,1,2,3,3,5,-1,-1,False
1275776,578663,85,1,2,3,3,5,-1,-1,False
1276248,579135,65,1,2,3,3,5,-1,-1,False
1276784,579671,70,1,2,3,3,5,-1,-1,False
1277204,580091,74,1,2,3,3,5,-1,-1,False
1277388,580275,93,1,2,3,3,5,-1,-1,False
1277595,580482,84,1,1,3,3,5,-1,-1,False
1277672,580559,86,1,2,3,3,5,-1,-1,False
1277759,580646,78,1,2,3,3,5,-1,-1,False
1278223,581110,69,1,1,3,3,5,-1,-1,False
1278275,581162,70,1,2,3,3,5,-1,-1,False
1278453,581340,93,1,2,3,3,5,-1,-1,False
1278454,581341,78,1,2,3,3,5,-1,-1,False
1278772,581659,73,1,2,3,3,5,-1,-1,False
1279131,582018,71,1,1,3,3,5,-1,-1,False
1279347,582234,78,1,2,3,3,5,-1,-1,False
1279614,582501,93,1,2,3,2,3,91,-1,False
1279680,582567,93,1,2,3,3,5,-1,-1,False
1279884,582771,78,1,2,3,3,5,-1,-1,False
1280341,583228,67,1,2,3,3,5,-1,-1,False
1280663,583550,86,1,2,3,3,5,-1,-1,False
1280915,583802,73,1,1,3,3,5,-1,-1,False
1281069,583956,71,1,2,3,3,5,-1,-1,False
1281268,584155,76,1,2,3,2,3,91,-1,False
1281270,584157,75,1,1,3,3,5,-1,-1,False
1281421,584308,83,1,2,3,3,5,-1,-1,False
1281624,584511,72,1,2,3,3,5,-1,-1,False
1281870,584757,73,1,2,3,3,5,-1,-1,False
1282141,585028,66,1,1,3,3,5,-1,-1,False
1282162,585049,81,1,2,3,3,5,-1,-1,False
1282308,585195,81,1,2,3,3,5,-1,-1,False
1282432,585319,93,1,2,3,3,5,-1,-1,False
1282668,585555,75,1,2,3,3,5,-1,-1,False
1283291,586178,79,1,2,3,3,5,-1,-1,False
1283336,586223,70,1,2,3,2,3,91,-1,False
1283371,586258,72,1,1,3,3,5,-1,-1,False
1283408,586295,80,1,1,3,3,5,-1,-1,False
1283456,586343,72,1,1,3,3,5,-1,-1,False
1283561,586448,78,1,1,3,3,5,-1,-1,False
1283700,586587,86,1,2,3,3,5,-1,-1,False
1283714,586601,76,1,1,3,3,5,-1,-1,False
1284164,587051,65,1,1,3,2,3,14,-1,False
1284303,587190,82,1,1,3,3,5,-1,-1,False
1284388,587275,79,1,2,3,3,5,-1,-1,False
1284607,587494,66,1,1,3,3,5,-1,-1,False
1286571,589458,81,1,2,3,3,5,-1,-1,False
1287133,590020,71,1,2,3,3,5,-1,-1,False
1287182,590069,81,1,1,3,3,5,-1,-1,False
1287326,590213,66,1,1,3,3,5,-1,-1,False
1287646,590533,72,1,1,3,3,5,-1,-1,False
1287777,590664,85,1,2,3,3,5,-1,-1,False
1346057,648944,77,1,2,2,2,3,9,170,False
1355685,658572,71,1,2,2,3,2,-1,8,False
1355687,658574,65,1,2,1,3,1,-1,88,False
1355782,658669,70,1,1,1,3,1,-1,18,False
1355880,658767,87,1,2,1,3,1,-1,101,False
1355905,658792,75,1,2,1,3,1,-1,38,False
1356463,659350,76,1,2,1,3,1,-1,105,False
1356772,659659,71,1,2,2,3,2,-1,157,False
1356824,659711,66,1,2,1,3,1,-1,115,False
1356839,659726,74,1,1,1,3,1,-1,5,False
1357148,660035,74,1,1,1,3,1,-1,19,False
1357478,660365,68,1,1,2,3,2,-1,92,False
1357596,660483,68,1,1,2,3,2,-1,2,False
1357741,660628,68,1,1,1,3,1,-1,18,False
1358321,661208,78,1,1,1,3,1,-1,117,False
1359409,662296,66,1,1,2,3,2,-1,85,False
1359487,662374,72,1,2,1,3,1,-1,49,False
1359616,662503,65,1,1,1,3,1,-1,83,False
1359772,662659,88,1,2,2,3,2,-1,154,True
1359966,662853,74,1,1,2,3,2,-1,114,False
1360159,663046,65,1,2,1,3,1,-1,125,False
1360269,663156,70,1,1,1,3,1,-1,179,True
1360606,663493,65,1,2,1,3,1,-1,50,False
1360660,663547,70,1,2,2,3,2,-1,114,False
1360776,663663,82,1,1,2,3,2,-1,98,False
1361183,664070,82,1,1,2,3,2,-1,135,False
1361226,664113,65,1,1,1,3,1,-1,29,False
1374195,676882,75,1,2,3,3,5,-1,-1,False
1374196,676882,26,2,1,3,3,4,-1,-1,False
1374885,677227,77,1,1,3,3,5,-1,-1,False
1374886,677227,93,2,2,3,3,5,-1,-1,False
1374919,677244,80,1,1,3,3,5,-1,-1,False
1374920,677244,73,2,1,3,3,5,-1,-1,False
1375429,677499,93,1,1,3,3,5,-1,-1,False
1375430,677499,85,2,2,3,3,5,-1,-1,False
1375543,677556,68,1,1,3,3,5,-1,-1,False
1375544,677556,61,2,2,3,3,4,-1,-1,False
1376729,678149,67,1,1,3,3,5,-1,-1,False
1376730,678149,93,2,2,3,3,5,-1,-1,False
1376977,678273,87,1,2,3,3,5,-1,-1,False
1376978,678273,75,2,2,3,3,5,-1,-1,False
1377257,678413,80,1,1,3,3,5,-1,-1,False
1377258,678413,75,2,2,3,3,5,-1,-1,False
1423883,701726,70,1,1,3,3,5,-1,-1,False
1423884,701726,66,2,2,3,3,5,-1,-1,False
1424365,701967,85,1,1,3,3,5,-1,-1,False
1424366,701967,74,2,2,3,3,5,-1,-1,False
1424641,702105,87,1,2,3,3,5,-1,-1,False
1424642,702105,37,2,1,3,2,3,185,-1,False
1425159,702364,86,1,1,3,3,5,-1,-1,False
1425160,702364,79,2,2,3,3,5,-1,-1,False
1425299,702434,87,1,2,3,3,5,-1,-1,False
1425300,702434,37,2,1,3,2,3,91,-1,False
1425965,702767,85,1,1,3,3,5,-1,-1,False
1425966,702767,74,2,2,3,2,3,10,-1,False
1426411,702990,87,1,2,3,3,5,-1,-1,False
1426412,702990,37,2,1,3,2,3,107,-1,False
1427549,703559,81,1,1,3,3,5,-1,-1,False
1427550,703559,78,2,2,3,3,5,-1,-1,False
1427745,703657,87,1,2,3,3,5,-1,-1,False
1427746,703657,37,2,1,3,2,3,12,-1,False
1428721,704145,88,1,1,3,3,5,-1,-1,False
1428722,704145,67,2,2,3,3,5,-1,-1,False
1429021,704295,82,1,1,3,3,5,-1,-1,False
1429022,704295,78,2,2,3,3,5,-1,-1,False
1429113,704341,69,1,1,3,3,5,-1,-1,False
1429114,704341,60,2,2,3,3,4,-1,-1,False
1430041,704805,88,1,1,3,3,5,-1,-1,False
1430042,704805,78,2,2,3,3,5,-1,-1,False
1430259,704914,80,1,1,3,3,5,-1,-1,False
1430260,704914,66,2,2,3,3,5,-1,-1,False
1430329,704949,67,1,1,3,3,5,-1,-1,False
1430330,704949,60,2,2,3,3,4,-1,-1,False
1430877,705223,80,1,1,3,3,5,-1,-1,False
1430878,705223,76,2,2,3,3,5,-1,-1,False
1431067,705318,83,1,2,3,3,5,-1,-1,False
1431068,705318,87,2,2,3,3,5,-1,-1,False
1431373,705471,75,1,1,3,3,5,-1,-1,False
1431374,705471,71,2,2,3,3,5,-1,-1,False
1431837,705703,93,1,1,3,3,5,-1,-1,False
1431838,705703,83,2,2,3,3,5,-1,-1,False
1431965,705767,78,1,1,3,3,5,-1,-1,False
1431966,705767,78,2,2,3,3,5,-1,-1,False
1432391,705980,69,1,2,3,3,5,-1,-1,False
1432392,705980,69,2,2,3,3,5,-1,-1,False
1432649,706109,85,1,1,3,3,5,-1,-1,False
1432650,706109,71,2,2,3,3,5,-1,-1,False
1432907,706238,85,1,1,3,3,5,-1,-1,False
1432908,706238,73,2,2,3,3,5,-1,-1,False
1432963,706266,74,1,1,3,3,5,-1,-1,False
1432964,706266,74,2,2,3,3,5,-1,-1,False
1433249,706409,82,1,2,3,3,5,-1,-1,False
1433250,706409,82,2,1,3,2,3,101,-1,False
1433901,706735,83,1,1,3,3,5,-1,-1,False
1433902,706735,68,2,2,3,3,5,-1,-1,False
1433929,706749,67,1,1,3,3,5,-1,-1,False
1433930,706749,67,2,2,3,2,3,9,-1,False
1434051,706810,67,1,1,3,3,5,-1,-1,False
1434052,706810,67,2,2,3,2,3,9,-1,False
1457727,718648,78,1,2,3,3,5,-1,-1,False
1457728,718648,48,2,2,1,3,1,-1,23,False
1457801,718685,67,1,1,1,3,1,-1,168,False
1457802,718685,77,2,2,3,3,5,-1,-1,False
1458057,718813,78,1,2,3,3,5,-1,-1,False
1458058,718813,56,2,2,1,3,1,-1,147,False
1458077,718823,76,1,2,3,3,5,-1,-1,False
1458078,718823,57,2,1,2,3,2,-1,27,False
1476217,727893,81,1,1,2,3,2,-1,19,False
1476218,727893,83,2,2,3,3,5,-1,-1,False
1476383,727976,70,1,1,2,3,2,-1,176,False
1476384,727976,61,2,2,3,3,4,-1,-1,False
1477403,728486,76,1,1,1,3,1,-1,6,False
