tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,parent_tour_id
143987898,3511899,1602899,work,mandatory,71.0,89.0,8.0,22.0,DRIVEALONEFREE,
143987939,3511900,1602900,work,mandatory,1.0,89.0,11.0,22.0,WALK_LRF,
143987980,3511901,1602900,work,mandatory,53.0,89.0,7.0,15.0,DRIVEALONEFREE,
144072440,3513961,1603930,work,mandatory,13.0,96.0,16.0,23.0,WALK_LRF,
144074531,3514012,1603956,work,mandatory,94.0,96.0,8.0,21.0,WALK,
144074572,3514013,1603956,work,mandatory,188.0,96.0,8.0,16.0,DRIVEALONEFREE,
144076335,3514056,1603978,work,mandatory,19.0,96.0,7.0,12.0,WALK_LOC,
144076376,3514057,1603978,work,mandatory,116.0,96.0,7.0,17.0,DRIVEALONEFREE,
144078221,3514102,1604001,work,mandatory,10.0,96.0,10.0,17.0,TNC_SINGLE,
144078262,3514103,1604001,work,mandatory,75.0,96.0,8.0,19.0,WALK_LOC,
144173997,3516438,1605169,work,mandatory,9.0,104.0,8.0,19.0,WALK_LRF,
144174038,3516439,1605169,work,mandatory,22.0,104.0,7.0,21.0,WALK_LRF,
144185067,3516708,1605304,work,mandatory,45.0,105.0,7.0,18.0,WALK_LRF,
144185108,3516709,1605304,work,mandatory,74.0,105.0,8.0,21.0,WALK_LOC,
144195645,3516966,1605433,work,mandatory,84.0,105.0,8.0,18.0,BIKE,
144195686,3516967,1605433,work,mandatory,2.0,105.0,13.0,23.0,DRIVEALONEFREE,
144198597,3517038,1605469,work,mandatory,9.0,105.0,7.0,18.0,WALK_HVY,
144198638,3517039,1605469,work,mandatory,116.0,105.0,8.0,17.0,WALK,
144274611,3518892,1606396,work,mandatory,115.0,118.0,10.0,18.0,WALK_LOC,
144274652,3518893,1606396,work,mandatory,105.0,118.0,16.0,20.0,DRIVEALONEFREE,
144283303,3519104,1606502,work,mandatory,16.0,120.0,7.0,10.0,WALK_LOC,
144283304,3519104,1606502,work,mandatory,16.0,120.0,14.0,21.0,BIKE,
144295111,3519392,1606646,work,mandatory,5.0,122.0,9.0,12.0,DRIVEALONEFREE,
144310281,3519762,1606831,work,mandatory,9.0,127.0,7.0,20.0,WALK_HVY,
144368952,3521193,1607546,work,mandatory,70.0,174.0,13.0,19.0,DRIVEALONEFREE,
144368953,3521193,1607546,work,mandatory,70.0,174.0,21.0,21.0,DRIVE_LOC,
144379571,3521452,1607676,work,mandatory,109.0,175.0,8.0,17.0,WALK_LRF,
144389821,3521702,1607801,work,mandatory,1.0,175.0,8.0,17.0,WALK_LRF,
144389862,3521703,1607801,work,mandatory,73.0,175.0,8.0,18.0,WALK_LRF,
144398267,3521908,1607904,work,mandatory,14.0,176.0,8.0,21.0,WALK_LRF,
144398308,3521909,1607904,work,mandatory,53.0,176.0,12.0,23.0,WALK,
144420407,3522448,1608174,work,mandatory,7.0,178.0,7.0,15.0,WALK_LRF,
144425942,3522583,1608241,work,mandatory,107.0,180.0,6.0,17.0,DRIVEALONEFREE,
144450173,3523174,1608537,work,mandatory,16.0,185.0,9.0,18.0,WALK_LRF,
144450214,3523175,1608537,work,mandatory,9.0,185.0,7.0,19.0,WALK_LOC,
147384904,3594753,1644326,school,mandatory,169.0,133.0,7.0,13.0,SHARED3FREE,
147497375,3597496,1645698,work,mandatory,62.0,70.0,6.0,17.0,DRIVEALONEFREE,
147497408,3597497,1645698,school,mandatory,149.0,70.0,7.0,18.0,WALK_LOC,
147502869,3597630,1645765,work,mandatory,4.0,102.0,7.0,17.0,WALK_LRF,
147502902,3597631,1645765,school,mandatory,116.0,102.0,14.0,21.0,WALK_LOC,
147518859,3598020,1645960,work,mandatory,144.0,187.0,8.0,14.0,DRIVEALONEFREE,
147518892,3598021,1645960,school,mandatory,183.0,187.0,9.0,15.0,SHARED3FREE,
147957477,3608718,1651309,work,mandatory,14.0,11.0,8.0,20.0,WALK_LOC,
147970679,3609040,1651470,work,mandatory,9.0,30.0,13.0,21.0,WALK,
148002003,3609804,1651852,work,mandatory,19.0,44.0,6.0,16.0,WALK_LOC,
148002036,3609805,1651852,school,mandatory,182.0,44.0,7.0,13.0,SHARED3FREE,
148037132,3610661,1652280,school,mandatory,69.0,179.0,7.0,13.0,SHARED3FREE,
148038247,3610688,1652294,work,mandatory,123.0,188.0,7.0,18.0,DRIVEALONEFREE,
149546514,3647475,1666258,work,mandatory,116.0,161.0,8.0,19.0,WALK_LOC,
149546555,3647476,1666258,work,mandatory,2.0,161.0,8.0,18.0,WALK_HVY,
149546588,3647477,1666258,school,mandatory,133.0,161.0,12.0,14.0,WALK_LOC,
149569187,3648028,1666442,work,mandatory,83.0,173.0,6.0,15.0,SHARED2FREE,
149569228,3648029,1666442,work,mandatory,147.0,173.0,8.0,17.0,SHARED2FREE,
151309227,3690468,1680589,work,mandatory,130.0,62.0,7.0,14.0,DRIVEALONEFREE,
151309268,3690469,1680589,work,mandatory,94.0,62.0,10.0,18.0,SHARED3FREE,
151334688,3691089,1680796,work,mandatory,165.0,106.0,8.0,18.0,WALK_HVY,
151334729,3691090,1680796,work,mandatory,10.0,106.0,7.0,17.0,WALK,
151334762,3691091,1680796,school,mandatory,117.0,106.0,6.0,13.0,WALK_HVY,
151355762,3691603,1680967,work,mandatory,9.0,189.0,7.0,18.0,DRIVE_HVY,
151355803,3691604,1680967,work,mandatory,115.0,189.0,7.0,18.0,DRIVEALONEFREE,
151882038,3704439,1685246,work,mandatory,104.0,97.0,6.0,17.0,TNC_SINGLE,
151882079,3704440,1685246,work,mandatory,133.0,97.0,7.0,18.0,WALK_LRF,
151882120,3704441,1685246,work,mandatory,91.0,97.0,6.0,11.0,TNC_SINGLE,
151884006,3704487,1685262,work,mandatory,115.0,101.0,8.0,18.0,BIKE,
151884088,3704489,1685262,work,mandatory,106.0,101.0,8.0,17.0,WALK,
151906023,3705024,1685441,work,mandatory,115.0,128.0,8.0,17.0,BIKE,
151906064,3705025,1685441,work,mandatory,13.0,128.0,6.0,18.0,WALK_LRF,
151906105,3705026,1685441,work,mandatory,136.0,128.0,11.0,18.0,BIKE,
151946490,3706011,1685770,work,mandatory,21.0,168.0,9.0,18.0,DRIVEALONEFREE,
151946531,3706012,1685770,work,mandatory,107.0,168.0,6.0,16.0,DRIVEALONEFREE,
151946572,3706013,1685770,work,mandatory,33.0,168.0,8.0,17.0,DRIVEALONEFREE,
151972935,3706656,1685985,work,mandatory,14.0,181.0,8.0,17.0,WALK_LRF,
151972976,3706657,1685985,work,mandatory,29.0,181.0,5.0,10.0,DRIVEALONEFREE,
151972977,3706657,1685985,work,mandatory,29.0,181.0,10.0,17.0,DRIVEALONEFREE,
151976379,3706740,1686013,work,mandatory,97.0,183.0,8.0,21.0,SHARED2FREE,
151976420,3706741,1686013,work,mandatory,19.0,183.0,7.0,18.0,WALK_LRF,
151976461,3706742,1686013,work,mandatory,115.0,183.0,8.0,13.0,WALK_LRF,
151983390,3706911,1686070,work,mandatory,1.0,185.0,7.0,20.0,WALK_LRF,
153736878,3749679,1700326,work,mandatory,84.0,52.0,7.0,16.0,SHARED2FREE,
153736919,3749680,1700326,work,mandatory,40.0,52.0,7.0,10.0,DRIVEALONEFREE,
153736960,3749681,1700326,work,mandatory,69.0,52.0,11.0,20.0,SHARED2FREE,
153738600,3749721,1700340,work,mandatory,1.0,54.0,14.0,23.0,TNC_SINGLE,
153738641,3749722,1700340,work,mandatory,111.0,54.0,6.0,21.0,TNC_SINGLE,
153738682,3749723,1700340,work,mandatory,4.0,54.0,14.0,21.0,TNC_SINGLE,
153793253,3751054,1700784,work,mandatory,16.0,81.0,8.0,16.0,WALK_LRF,
153793294,3751055,1700784,work,mandatory,169.0,81.0,7.0,13.0,WALK_LRF,
153793286,3751055,1700784,school,mandatory,69.0,81.0,16.0,20.0,WALK_LOC,
153806988,3751389,1700896,work,mandatory,77.0,86.0,7.0,10.0,WALK,
153807029,3751390,1700896,work,mandatory,24.0,86.0,12.0,18.0,WALK_LOC,
153807070,3751391,1700896,work,mandatory,115.0,86.0,7.0,20.0,WALK_LOC,
153820436,3751717,1701005,work,mandatory,171.0,88.0,7.0,13.0,SHARED2FREE,
153820477,3751718,1701005,work,mandatory,47.0,88.0,13.0,23.0,WALK_LOC,
153844626,3752307,1701202,work,mandatory,70.0,97.0,7.0,18.0,BIKE,
153844667,3752308,1701202,work,mandatory,147.0,97.0,12.0,21.0,BIKE,
153844708,3752309,1701202,work,mandatory,18.0,97.0,9.0,19.0,SHARED2FREE,
153867873,3752874,1701391,work,mandatory,20.0,107.0,10.0,17.0,WALK,
153867955,3752876,1701391,work,mandatory,110.0,107.0,7.0,17.0,TNC_SINGLE,
153902559,3753720,1701673,work,mandatory,142.0,117.0,7.0,18.0,WALK_LOC,
153902600,3753721,1701673,work,mandatory,147.0,117.0,7.0,16.0,DRIVEALONEFREE,
153902641,3753722,1701673,work,mandatory,84.0,117.0,6.0,15.0,SHARED3FREE,
153951513,3754914,1702071,work,mandatory,142.0,174.0,7.0,18.0,DRIVEALONEFREE,
153951554,3754915,1702071,work,mandatory,24.0,174.0,7.0,17.0,WALK_LRF,
153959508,3755109,1702136,work,mandatory,5.0,177.0,8.0,19.0,WALK_LRF,
153959549,3755110,1702136,work,mandatory,177.0,177.0,10.0,18.0,WALK,
153959590,3755111,1702136,work,mandatory,106.0,177.0,7.0,19.0,SHARED3FREE,
153979557,3755598,1702299,work,mandatory,9.0,188.0,6.0,16.0,WALK_LRF,
153979598,3755599,1702299,work,mandatory,22.0,188.0,8.0,21.0,WALK_LRF,
153979599,3755599,1702299,work,mandatory,22.0,188.0,21.0,21.0,DRIVE_HVY,
153979639,3755600,1702299,work,mandatory,9.0,188.0,7.0,18.0,DRIVEALONEFREE,
154684470,3772791,1708030,work,mandatory,15.0,103.0,7.0,17.0,DRIVEALONEFREE,
154684544,3772793,1708030,school,mandatory,94.0,103.0,7.0,14.0,WALK,
154693080,3773001,1708100,work,mandatory,9.0,130.0,6.0,18.0,WALK_HVY,
154693113,3773002,1708100,school,mandatory,69.0,130.0,12.0,21.0,DRIVEALONEFREE,
155794053,3799854,1717051,work,mandatory,142.0,58.0,8.0,18.0,DRIVEALONEFREE,
155796636,3799917,1717072,work,mandatory,13.0,58.0,6.0,17.0,SHARED2FREE,
155796710,3799919,1717072,school,mandatory,58.0,58.0,7.0,12.0,WALK,
156391956,3814437,1721912,work,mandatory,4.0,70.0,10.0,20.0,WALK_LOC,
156391957,3814437,1721912,work,mandatory,4.0,70.0,20.0,23.0,SHARED2FREE,
156392030,3814439,1721912,school,mandatory,69.0,70.0,10.0,15.0,WALK,
156392940,3814461,1721920,work,mandatory,74.0,80.0,7.0,21.0,SHARED3FREE,
156392981,3814462,1721920,work,mandatory,15.0,80.0,6.0,17.0,WALK_LRF,
156397122,3814563,1721954,work,mandatory,2.0,89.0,8.0,19.0,WALK_LRF,
156397155,3814564,1721954,school,mandatory,177.0,89.0,8.0,18.0,WALK_LRF,
156397204,3814565,1721954,work,mandatory,109.0,89.0,8.0,18.0,WALK_LRF,
156397983,3814584,1721961,work,mandatory,134.0,90.0,9.0,23.0,TNC_SINGLE,
156398024,3814585,1721961,work,mandatory,87.0,90.0,7.0,16.0,WALK_LOC,
156398057,3814586,1721961,school,mandatory,89.0,90.0,6.0,6.0,WALK,
156403518,3814719,1722006,work,mandatory,5.0,95.0,12.0,22.0,WALK_LRF,
156403559,3814720,1722006,work,mandatory,145.0,95.0,7.0,18.0,DRIVEALONEFREE,
156403592,3814721,1722006,school,mandatory,169.0,95.0,8.0,16.0,SHARED3FREE,
156408069,3814830,1722043,work,mandatory,9.0,105.0,11.0,15.0,WALK,
156408110,3814831,1722043,work,mandatory,10.0,105.0,7.0,16.0,WALK,
156408143,3814832,1722043,school,mandatory,79.0,105.0,8.0,15.0,WALK_LRF,
156456162,3816003,1722434,work,mandatory,18.0,139.0,8.0,18.0,BIKE,
156456203,3816004,1722434,work,mandatory,92.0,139.0,7.0,17.0,DRIVEALONEFREE,
156457884,3816045,1722448,work,mandatory,2.0,140.0,8.0,20.0,SHARED3FREE,
156457925,3816046,1722448,work,mandatory,67.0,140.0,16.0,21.0,DRIVEALONEFREE,
156457958,3816047,1722448,school,mandatory,166.0,140.0,7.0,13.0,SHARED3FREE,
159550227,3891468,1747589,work,mandatory,2.0,28.0,11.0,18.0,WALK,
159550268,3891469,1747589,work,mandatory,23.0,28.0,17.0,21.0,WALK,
159550301,3891470,1747589,school,mandatory,69.0,28.0,9.0,16.0,SHARED3FREE,
159608898,3892899,1748066,work,mandatory,33.0,51.0,9.0,20.0,BIKE,
159608939,3892900,1748066,work,mandatory,133.0,51.0,6.0,18.0,DRIVEALONEFREE,
159608972,3892901,1748066,school,mandatory,69.0,51.0,7.0,12.0,SHARED3FREE,
159648504,3893865,1748388,work,mandatory,15.0,65.0,8.0,17.0,WALK_LOC,
159648545,3893866,1748388,work,mandatory,142.0,65.0,7.0,16.0,DRIVEALONEFREE,
159659820,3894141,1748480,work,mandatory,19.0,68.0,7.0,17.0,DRIVEALONEFREE,
159659861,3894142,1748480,work,mandatory,74.0,68.0,8.0,18.0,WALK_LOC,
159689463,3894864,1748721,work,mandatory,4.0,81.0,6.0,17.0,BIKE,
159689545,3894866,1748721,work,mandatory,2.0,81.0,5.0,20.0,WALK_LRF,
159696843,3895044,1748781,work,mandatory,46.0,85.0,11.0,22.0,WALK_LOC,
159696876,3895045,1748781,school,mandatory,96.0,85.0,7.0,15.0,WALK_LOC,
159696925,3895046,1748781,work,mandatory,20.0,85.0,8.0,23.0,WALK_LOC,
159699426,3895107,1748802,work,mandatory,149.0,85.0,8.0,17.0,SHARED2FREE,
159699467,3895108,1748802,work,mandatory,106.0,85.0,13.0,18.0,WALK_LOC,
159699500,3895109,1748802,school,mandatory,113.0,85.0,8.0,18.0,WALK_LOC,
159741492,3896133,1749144,work,mandatory,14.0,105.0,7.0,18.0,WALK_LRF,
159741574,3896135,1749144,work,mandatory,49.0,105.0,7.0,16.0,SHARED3FREE,
159751455,3896376,1749225,work,mandatory,17.0,106.0,13.0,18.0,WALK_LRF,
159751456,3896376,1749225,work,mandatory,17.0,106.0,20.0,20.0,WALK_LRF,
159751488,3896377,1749225,school,mandatory,126.0,106.0,7.0,13.0,SHARED2FREE,
159751537,3896378,1749225,work,mandatory,76.0,106.0,6.0,23.0,WALK_HVY,
159792455,3897376,1749558,work,mandatory,16.0,176.0,8.0,17.0,WALK_LRF,
159792488,3897377,1749558,school,mandatory,176.0,176.0,7.0,14.0,SHARED3FREE,
159800040,3897561,1749620,work,mandatory,1.0,185.0,13.0,21.0,DRIVEALONEFREE,
159800073,3897562,1749620,school,mandatory,185.0,185.0,8.0,15.0,WALK,
159800122,3897563,1749620,work,mandatory,150.0,185.0,7.0,17.0,DRIVEALONEFREE,
160718112,3919953,1757084,work,mandatory,91.0,70.0,7.0,10.0,DRIVEALONEFREE,
160718113,3919953,1757084,work,mandatory,91.0,70.0,10.0,15.0,DRIVEALONEFREE,
160718186,3919955,1757084,school,mandatory,47.0,70.0,7.0,15.0,SHARED3FREE,
161768647,3945576,1763787,school,mandatory,12.0,167.0,16.0,16.0,WALK_LRF,
162672500,3967621,1768351,work,mandatory,72.0,178.0,8.0,18.0,DRIVE_LOC,
162904478,3973279,1769624,work,mandatory,142.0,135.0,7.0,15.0,DRIVEALONEFREE,
162904552,3973281,1769624,school,mandatory,127.0,135.0,7.0,15.0,SHARED3FREE,
162904601,3973282,1769624,work,mandatory,145.0,135.0,8.0,18.0,DRIVEALONEFREE,
162979303,3975104,1769918,work,mandatory,2.0,153.0,7.0,17.0,DRIVEALONEFREE,
163060729,3977090,1770295,work,mandatory,173.0,182.0,7.0,21.0,SHARED2FREE,
163073685,3977406,1770365,work,mandatory,5.0,185.0,7.0,20.0,WALK_LRF,
165445281,4035250,1782714,school,mandatory,69.0,60.0,7.0,13.0,WALK_LOC,
165445322,4035251,1782714,school,mandatory,91.0,60.0,17.0,21.0,DRIVEALONEFREE,
165445371,4035252,1782714,work,mandatory,5.0,60.0,7.0,16.0,SHARED2FREE,
165445453,4035254,1782714,work,mandatory,4.0,60.0,5.0,21.0,WALK_LOC,
165446601,4035282,1782721,work,mandatory,91.0,62.0,5.0,17.0,SHARED2FREE,
165446675,4035284,1782721,school,mandatory,91.0,62.0,7.0,8.0,SHARED3FREE,
165481484,4036133,1782908,school,mandatory,188.0,185.0,8.0,10.0,SHARED3FREE,
165481485,4036133,1782908,school,mandatory,188.0,185.0,16.0,17.0,WALK_LOC,
165481533,4036134,1782908,work,mandatory,19.0,185.0,6.0,15.0,BIKE,
165481566,4036135,1782908,school,mandatory,185.0,185.0,16.0,18.0,DRIVEALONEFREE,
165481615,4036136,1782908,work,mandatory,133.0,185.0,7.0,17.0,DRIVEALONEFREE,
166015886,4049167,1785844,work,mandatory,2.0,122.0,5.0,18.0,WALK_LRF,
166095713,4051114,1786174,work,mandatory,113.0,138.0,7.0,18.0,DRIVEALONEFREE,
166095836,4051117,1786174,work,mandatory,156.0,138.0,8.0,20.0,DRIVEALONEFREE,
166095877,4051118,1786174,work,mandatory,154.0,138.0,7.0,16.0,DRIVEALONEFREE,
166138632,4052161,1786360,school,mandatory,133.0,149.0,8.0,11.0,WALK_LOC,
166138681,4052162,1786360,work,mandatory,92.0,149.0,9.0,21.0,DRIVEALONEFREE,
166138722,4052163,1786360,work,mandatory,185.0,149.0,7.0,15.0,DRIVEALONEFREE,
166138763,4052164,1786360,work,mandatory,133.0,149.0,7.0,17.0,WALK_LOC,
166148521,4052402,1786401,work,mandatory,24.0,150.0,7.0,16.0,WALK_LRF,
166148562,4052403,1786401,work,mandatory,115.0,150.0,8.0,17.0,BIKE,
166257212,4055053,1786868,work,mandatory,143.0,164.0,7.0,16.0,DRIVEALONEFREE,
166257253,4055054,1786868,work,mandatory,30.0,164.0,6.0,19.0,DRIVEALONEFREE,
166257376,4055057,1786868,work,mandatory,23.0,164.0,10.0,21.0,WALK_LRF,
166308626,4056307,1787115,work,mandatory,41.0,166.0,8.0,19.0,WALK_LRF,
166308667,4056308,1787115,work,mandatory,4.0,166.0,6.0,18.0,SHARED3FREE,
166308668,4056308,1787115,work,mandatory,4.0,166.0,19.0,22.0,DRIVEALONEFREE,
166308741,4056310,1787115,school,mandatory,133.0,166.0,7.0,15.0,SHARED3FREE,
166308782,4056311,1787115,school,mandatory,161.0,166.0,7.0,15.0,SHARED3FREE,
166308831,4056312,1787115,work,mandatory,2.0,166.0,7.0,18.0,WALK_LRF,
166308864,4056313,1787115,school,mandatory,188.0,166.0,17.0,19.0,WALK_LOC,
166308913,4056314,1787115,work,mandatory,9.0,166.0,5.0,11.0,WALK_LRF,
166308954,4056315,1787115,work,mandatory,190.0,166.0,10.0,20.0,WALK_LOC,
166308987,4056316,1787115,school,mandatory,133.0,166.0,6.0,13.0,SHARED3FREE,
166337203,4057004,1787253,work,mandatory,13.0,168.0,8.0,15.0,WALK_LRF,
166337244,4057005,1787253,work,mandatory,14.0,168.0,8.0,18.0,WALK_LRF,
166337318,4057007,1787253,school,mandatory,166.0,168.0,7.0,18.0,SHARED3FREE,
166337359,4057008,1787253,school,mandatory,168.0,168.0,7.0,15.0,SHARED3FREE,
166337408,4057009,1787253,work,mandatory,24.0,168.0,7.0,18.0,WALK_LRF,
166337409,4057009,1787253,work,mandatory,24.0,168.0,18.0,18.0,WALK_LRF,
166337441,4057010,1787253,school,mandatory,188.0,168.0,17.0,20.0,WALK,
166337490,4057011,1787253,work,mandatory,190.0,168.0,7.0,17.0,DRIVEALONEFREE,
166337564,4057013,1787253,school,mandatory,168.0,168.0,8.0,18.0,WALK,
166361680,4057601,1787367,work,mandatory,53.0,178.0,6.0,16.0,BIKE,
166361721,4057602,1787367,work,mandatory,90.0,178.0,7.0,18.0,DRIVEALONEFREE,
166361762,4057603,1787367,work,mandatory,179.0,178.0,7.0,18.0,WALK_LRF,
166361836,4057605,1787367,school,mandatory,91.0,178.0,12.0,15.0,WALK_LRF,
166361837,4057605,1787367,school,mandatory,91.0,178.0,17.0,17.0,WALK_LRF,
171037599,4171648,1810020,school,mandatory,55.0,16.0,7.0,13.0,WALK_LOC,
171050399,4171960,1810070,work,mandatory,33.0,35.0,8.0,17.0,WALK_LOC,
171050440,4171961,1810070,work,mandatory,13.0,35.0,7.0,18.0,TNC_SINGLE,
171050481,4171962,1810070,work,mandatory,108.0,35.0,7.0,18.0,WALK_LOC,
171050522,4171963,1810070,work,mandatory,2.0,35.0,8.0,19.0,TNC_SINGLE,
171087422,4172863,1810270,work,mandatory,3.0,73.0,8.0,15.0,WALK,
171087455,4172864,1810270,school,mandatory,12.0,73.0,17.0,17.0,WALK_LOC,
171087504,4172865,1810270,work,mandatory,41.0,73.0,5.0,17.0,WALK_LOC,
171087545,4172866,1810270,work,mandatory,5.0,73.0,7.0,10.0,TNC_SINGLE,
171181189,4175150,1810714,work,mandatory,16.0,116.0,5.0,16.0,WALK_HVY,
171181230,4175151,1810714,work,mandatory,115.0,116.0,7.0,18.0,WALK_LOC,
171315095,4178416,1811303,work,mandatory,29.0,180.0,8.0,17.0,DRIVEALONEFREE,
171315136,4178417,1811303,work,mandatory,136.0,180.0,6.0,19.0,DRIVEALONEFREE,
171324484,4178645,1811347,work,mandatory,113.0,189.0,8.0,18.0,DRIVEALONEFREE,
171324517,4178646,1811347,school,mandatory,188.0,189.0,12.0,22.0,DRIVEALONEFREE,
171324566,4178647,1811347,work,mandatory,19.0,189.0,15.0,18.0,SHARED2FREE,
171324558,4178647,1811347,school,mandatory,188.0,189.0,19.0,19.0,SHARED3FREE,
173392885,4229094,1821179,school,mandatory,39.0,37.0,8.0,16.0,SHARED3FREE,
173673128,4235929,1822481,work,mandatory,15.0,141.0,7.0,18.0,WALK_LRF,
177506341,4329422,1842855,work,mandatory,43.0,132.0,8.0,19.0,DRIVEALONEFREE,
177506415,4329424,1842855,school,mandatory,167.0,132.0,7.0,14.0,SHARED3FREE,
177506456,4329425,1842855,school,mandatory,124.0,132.0,19.0,22.0,SHARED3FREE,
177506497,4329426,1842855,school,mandatory,185.0,132.0,8.0,9.0,SHARED3FREE,
178316870,4349191,1847048,work,mandatory,64.0,54.0,6.0,19.0,SHARED2FREE,
178316903,4349192,1847048,school,mandatory,54.0,54.0,8.0,16.0,SHARED3FREE,
178316944,4349193,1847048,school,mandatory,177.0,54.0,8.0,12.0,SHARED3FREE,
178316985,4349194,1847048,school,mandatory,54.0,54.0,8.0,19.0,SHARED2FREE,
178317034,4349195,1847048,work,mandatory,55.0,54.0,9.0,18.0,DRIVEALONEFREE,
178326833,4349434,1847102,work,mandatory,10.0,55.0,7.0,17.0,WALK_LOC,
178326866,4349435,1847102,school,mandatory,59.0,55.0,8.0,16.0,WALK_LOC,
178326907,4349436,1847102,school,mandatory,59.0,55.0,7.0,14.0,WALK_LOC,
178326956,4349437,1847102,work,mandatory,91.0,55.0,6.0,16.0,TNC_SINGLE,
178361191,4350272,1847286,work,mandatory,2.0,70.0,7.0,22.0,WALK_LOC,
178379887,4350728,1847383,work,mandatory,115.0,93.0,9.0,18.0,WALK_LOC,
178379928,4350729,1847383,work,mandatory,107.0,93.0,5.0,23.0,WALK_LOC,
178379961,4350730,1847383,school,mandatory,138.0,93.0,8.0,14.0,SHARED3FREE,
178416787,4351628,1847579,work,mandatory,13.0,130.0,8.0,21.0,DRIVEALONEFREE,
178416828,4351629,1847579,work,mandatory,6.0,130.0,6.0,20.0,WALK_HVY,
178416861,4351630,1847579,school,mandatory,9.0,130.0,7.0,14.0,SHARED3FREE,
178416902,4351631,1847579,school,mandatory,96.0,130.0,7.0,15.0,SHARED2FREE,
178421871,4351752,1847607,work,mandatory,2.0,131.0,9.0,16.0,WALK_HVY,
178421872,4351752,1847607,work,mandatory,2.0,131.0,18.0,21.0,WALK_HVY,
178421912,4351753,1847607,work,mandatory,41.0,131.0,8.0,20.0,WALK_HVY,
178421945,4351754,1847607,school,mandatory,185.0,131.0,8.0,15.0,WALK_LRF,
178501985,4353706,1848010,work,mandatory,100.0,138.0,7.0,18.0,DRIVEALONEFREE,
178502018,4353707,1848010,school,mandatory,165.0,138.0,7.0,13.0,SHARED3FREE,
178502059,4353708,1848010,school,mandatory,61.0,138.0,8.0,18.0,SHARED2FREE,
178502100,4353709,1848010,school,mandatory,133.0,138.0,8.0,12.0,DRIVEALONEFREE,
178518057,4354098,1848085,work,mandatory,10.0,140.0,9.0,17.0,WALK_HVY,
178518098,4354099,1848085,work,mandatory,107.0,140.0,5.0,15.0,DRIVEALONEFREE,
178518131,4354100,1848085,school,mandatory,150.0,140.0,17.0,17.0,WALK_LRF,
178518172,4354101,1848085,school,mandatory,136.0,140.0,8.0,12.0,SHARED2FREE,
178518213,4354102,1848085,school,mandatory,149.0,140.0,7.0,12.0,SHARED3FREE,
178534457,4354498,1848158,work,mandatory,52.0,147.0,5.0,20.0,SHARED2FREE,
178534490,4354499,1848158,school,mandatory,77.0,147.0,7.0,12.0,SHARED3FREE,
178534491,4354499,1848158,school,mandatory,77.0,147.0,16.0,19.0,WALK_LRF,
178534531,4354500,1848158,school,mandatory,149.0,147.0,6.0,15.0,SHARED3FREE,
178559754,4355115,1848273,work,mandatory,138.0,150.0,8.0,20.0,WALK,
178671520,4357841,1848820,work,mandatory,151.0,168.0,8.0,14.0,SHARED2FREE,
178671561,4357842,1848820,work,mandatory,106.0,168.0,7.0,14.0,DRIVEALONEFREE,
178671562,4357842,1848820,work,mandatory,106.0,168.0,16.0,21.0,WALK_LRF,
178671594,4357843,1848820,school,mandatory,168.0,168.0,8.0,17.0,WALK,
178671635,4357844,1848820,school,mandatory,167.0,168.0,7.0,18.0,SHARED2FREE,
178684640,4358161,1848890,work,mandatory,142.0,170.0,8.0,17.0,WALK_LRF,
178684681,4358162,1848890,work,mandatory,14.0,170.0,7.0,20.0,WALK_LRF,
178684714,4358163,1848890,school,mandatory,183.0,170.0,8.0,15.0,SHARED3FREE,
178684755,4358164,1848890,school,mandatory,81.0,170.0,7.0,15.0,WALK_LRF,
178684796,4358165,1848890,school,mandatory,169.0,170.0,8.0,13.0,WALK_LRF,
178703623,4358624,1848989,work,mandatory,164.0,174.0,6.0,18.0,SHARED2FREE,
178703664,4358625,1848989,work,mandatory,73.0,174.0,5.0,18.0,DRIVEALONEFREE,
178703697,4358626,1848989,school,mandatory,177.0,174.0,15.0,17.0,WALK,
178703738,4358627,1848989,school,mandatory,170.0,174.0,8.0,15.0,WALK_LRF,
178734168,4359369,1849147,work,mandatory,178.0,180.0,7.0,18.0,DRIVEALONEFREE,
178734209,4359370,1849147,work,mandatory,144.0,180.0,7.0,21.0,DRIVEALONEFREE,
178734242,4359371,1849147,school,mandatory,188.0,180.0,11.0,16.0,SHARED3FREE,
178734283,4359372,1849147,school,mandatory,181.0,180.0,8.0,18.0,SHARED2FREE,
178742081,4359562,1849188,work,mandatory,91.0,181.0,6.0,17.0,DRIVEALONEFREE,
178742114,4359563,1849188,school,mandatory,176.0,181.0,7.0,14.0,SHARED2FREE,
178742204,4359565,1849188,work,mandatory,9.0,181.0,7.0,18.0,WALK_LRF,
178767132,4360173,1849319,work,mandatory,115.0,183.0,9.0,18.0,DRIVEALONEFREE,
178767173,4360174,1849319,work,mandatory,83.0,183.0,9.0,15.0,DRIVEALONEFREE,
178767206,4360175,1849319,school,mandatory,103.0,183.0,10.0,13.0,WALK_LRF,
178767247,4360176,1849319,school,mandatory,186.0,183.0,16.0,21.0,SHARED3FREE,
178767288,4360177,1849319,school,mandatory,182.0,183.0,7.0,15.0,SHARED2FREE,
178771970,4360291,1849344,work,mandatory,24.0,184.0,8.0,18.0,DRIVEALONEFREE,
