puma_geoid,TAZ,household_id,per_num,AGEP,SEX,WKHP,WKW,ESR,RAC1P,HISP,SCHG,MIL,NAICSP,INDP,person_id
1100105,42,7663,2,47,2,50,1,1,1,1,-9,4,611M1,7870.0,766302
1100105,42,7664,1,60,2,40,1,1,1,1,-9,4,5411,7270.0,766401
1100105,42,7664,2,54,2,35,3,1,9,19,-9,4,6111,7860.0,766402
1100105,42,7665,1,36,2,50,1,1,1,23,-9,4,4234,4170.0,766501
1100105,42,7665,2,35,1,40,1,1,9,23,-9,4,611M1,7870.0,766502
1100105,42,7666,1,40,1,65,1,1,9,1,-9,4,5419Z,7490.0,766601
1100105,42,7666,2,29,2,52,1,1,1,1,-9,4,928P,9590.0,766602
1100105,42,7667,1,35,1,70,1,1,9,1,-9,4,5411,7270.0,766701
1100105,42,7667,2,33,2,67,1,1,1,1,-9,4,5411,7270.0,766702
1100105,42,7668,1,39,1,40,1,1,1,1,-9,4,92119,9390.0,766801
1100105,42,7668,2,29,1,40,1,1,6,1,-9,4,5415,7380.0,766802
1100105,42,7669,1,36,1,40,1,1,1,1,-9,4,5416,7390.0,766901
1100105,42,7669,2,30,1,40,1,1,6,1,-9,4,6214,8090.0,766902
1100105,42,7670,1,34,2,35,1,1,1,1,16,4,928P,9590.0,767001
1100105,42,7670,2,36,1,40,1,1,1,1,16,4,622M,8191.0,767002
1100105,42,7671,1,37,1,40,1,1,1,1,-9,4,813M,9170.0,767101
1100105,42,7671,2,33,2,40,4,1,1,1,-9,4,5415,7380.0,767102
1100105,42,7672,1,62,2,40,1,1,1,1,-9,4,712,8570.0,767201
1100105,42,7672,2,28,2,50,5,1,1,1,16,2,92MP,9470.0,767202
1100105,42,7673,1,36,1,45,1,1,1,1,-9,4,928P,9590.0,767301
1100105,42,7673,2,34,2,45,1,1,1,1,-9,4,5416,7390.0,767302
1100105,42,7674,1,34,2,45,1,1,1,1,-9,4,522M,6890.0,767401
1100105,42,7674,2,36,1,40,1,1,1,1,-9,2,92MP,9470.0,767402
1100105,42,7675,1,48,2,50,1,1,1,1,-9,4,5415,7380.0,767501
1100105,42,7675,2,30,1,50,1,1,1,1,-9,4,621M,8180.0,767502
1100105,42,7676,1,36,1,45,1,1,1,1,-9,4,928P,9590.0,767601
1100105,42,7676,2,34,2,45,1,1,1,1,-9,4,5416,7390.0,767602
1100105,42,7677,1,35,1,85,1,1,1,1,-9,4,5411,7270.0,767701
1100105,42,7677,2,34,2,50,1,1,1,1,-9,4,3254,2190.0,767702
1100105,42,7678,1,38,2,40,1,1,1,1,-9,4,923,9480.0,767801
1100105,42,7678,2,33,1,40,1,1,1,1,-9,4,5416,7390.0,767802
1100105,42,7679,1,32,1,40,1,1,1,1,16,4,923,9480.0,767901
1100105,42,7679,2,39,1,40,1,1,1,1,-9,4,813M,9170.0,767902
1100105,42,7680,1,58,1,40,1,1,1,1,-9,4,5416,7390.0,768001
1100105,42,7680,2,34,2,50,1,1,1,1,-9,4,622M,8191.0,768002
1100105,42,7681,1,41,1,20,3,1,1,1,-9,4,5411,7270.0,768101
1100105,42,7681,2,31,2,40,1,1,1,1,-9,4,5411,7270.0,768102
1100105,42,7682,1,36,1,45,2,1,1,1,-9,2,5416,7390.0,768201
1100105,42,7682,2,32,2,45,2,1,1,1,-9,4,928P,9590.0,768202
1100105,42,7683,1,35,1,50,1,1,1,1,-9,4,52M1,6870.0,768301
1100105,42,7683,2,32,2,50,4,1,1,1,-9,4,8139Z,9190.0,768302
1100105,42,7684,1,35,1,55,1,1,1,1,-9,4,8139Z,9190.0,768401
1100105,42,7684,2,34,1,50,1,1,1,1,-9,4,8139Z,9190.0,768402
1100105,42,7685,1,35,1,65,1,1,1,1,-9,4,5411,7270.0,768501
1100105,42,7685,2,33,1,40,1,1,1,1,-9,4,5112,6490.0,768502
1100105,42,7686,1,48,2,50,1,1,1,1,-9,4,5415,7380.0,768601
1100105,42,7686,2,30,1,50,1,1,1,1,-9,4,621M,8180.0,768602
1100105,42,7687,1,36,1,45,1,1,1,1,-9,4,928P,9590.0,768701
1100105,42,7687,2,34,2,45,1,1,1,1,-9,4,5416,7390.0,768702
1100105,42,7688,1,35,1,50,1,1,1,1,-9,4,52M1,6870.0,768801
1100105,42,7688,2,32,2,50,4,1,1,1,-9,4,8139Z,9190.0,768802
1100105,42,7689,1,41,1,40,1,1,1,1,-9,4,92M2,9570.0,768901
1100105,42,7689,2,32,1,40,1,1,1,16,-9,4,92M2,9570.0,768902
1100105,42,7690,1,44,1,40,1,4,1,19,16,1,928110P3,9690.0,769001
1100105,42,7690,2,27,2,50,1,1,1,1,-9,4,8139Z,9190.0,769002
1100105,42,7691,1,39,1,40,1,1,1,6,-9,4,622M,8191.0,769101
1100105,42,7691,2,30,2,40,6,1,1,1,16,4,622M,8191.0,769102
1100105,42,7692,1,27,2,40,3,1,6,1,-9,4,443142,4795.0,769201
1100105,42,7692,2,31,1,60,1,1,6,1,-9,4,813M,9170.0,769202
1100105,42,7693,1,27,2,40,3,1,6,1,-9,4,443142,4795.0,769301
1100105,42,7693,2,31,1,60,1,1,6,1,-9,4,813M,9170.0,769302
1100105,42,7694,1,27,1,55,1,1,6,1,-9,4,5416,7390.0,769401
1100105,42,7694,2,28,2,35,1,1,6,1,-9,4,5415,7380.0,769402
1100105,42,7695,1,32,2,40,1,1,6,1,-9,4,5413,7290.0,769501
1100105,42,7695,2,34,1,80,1,1,6,1,-9,4,5416,7390.0,769502
1100105,42,7696,1,27,2,40,3,1,6,1,-9,4,443142,4795.0,769601
1100105,42,7696,2,31,1,60,1,1,6,1,-9,4,813M,9170.0,769602
1100105,42,7697,1,31,1,50,1,1,1,1,-9,4,5418,7470.0,769701
1100105,42,7697,2,32,2,50,1,1,9,1,-9,4,5416,7390.0,769702
1100105,42,7698,1,30,1,45,1,1,9,1,-9,4,611M3,7890.0,769801
1100105,42,7698,2,29,2,45,1,1,1,1,-9,4,5413,7290.0,769802
1100105,42,7699,1,33,1,40,1,1,1,1,-9,4,923,9480.0,769901
1100105,42,7699,2,33,1,40,1,1,6,1,-9,4,5416,7390.0,769902
1100105,42,7700,1,33,1,40,1,1,1,1,-9,4,923,9480.0,770001
1100105,42,7700,2,33,1,40,1,1,6,1,-9,4,5416,7390.0,770002
1100105,42,7701,1,33,1,50,1,1,6,1,-9,4,5416,7390.0,770101
1100105,42,7701,2,31,2,45,1,1,1,1,-9,4,52M1,6870.0,770102
1100105,42,7702,1,31,2,55,1,1,6,1,-9,4,7211,8660.0,770201
1100105,42,7702,2,31,1,60,1,1,1,1,-9,4,5411,7270.0,770202
1100105,42,7703,1,27,1,50,1,1,1,1,-9,4,52M1,6870.0,770301
1100105,42,7703,2,27,2,40,1,1,6,1,-9,4,8139Z,9190.0,770302
1100105,42,7704,1,30,2,40,1,1,1,1,-9,4,5417,7460.0,770401
1100105,42,7704,2,31,1,40,1,1,6,1,-9,4,6214,8090.0,770402
1100105,42,7705,1,33,1,60,1,1,1,1,-9,4,611M3,7890.0,770501
1100105,42,7705,2,30,2,38,1,1,1,1,-9,4,81393,9180.0,770502
1100105,42,7706,1,34,1,50,1,1,1,1,-9,2,6241,8370.0,770601
1100105,42,7706,2,31,2,40,1,1,1,1,-9,4,92M1,9490.0,770602
1100105,42,7707,1,23,1,50,1,1,1,1,-9,4,5416,7390.0,770701
1100105,42,7707,2,22,1,8,4,1,1,1,15,4,611M1,7870.0,770702
1100105,42,7708,1,32,1,60,1,1,1,1,-9,4,5411,7270.0,770801
1100105,42,7708,2,30,2,60,1,1,1,1,-9,4,5411,7270.0,770802
1100105,42,7709,1,27,1,60,1,1,1,1,-9,4,9211MP,9370.0,770901
1100105,42,7709,2,26,2,40,1,1,1,1,-9,4,481,6070.0,770902
1100105,42,7710,1,34,2,65,1,1,1,1,-9,4,5411,7270.0,771001
1100105,42,7710,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,771002
1100105,42,7711,1,33,1,60,1,1,1,1,-9,4,611M3,7890.0,771101
1100105,42,7711,2,30,2,38,1,1,1,1,-9,4,81393,9180.0,771102
1100105,42,7712,1,23,2,55,1,1,1,1,-9,4,5416,7390.0,771201
1100105,42,7712,2,27,1,64,1,1,1,1,-9,4,5416,7390.0,771202
1100105,42,7713,1,30,2,50,1,1,1,1,-9,4,5419Z,7490.0,771301
1100105,42,7713,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,771302
1100105,42,7714,1,31,1,40,1,1,1,1,-9,4,92M2,9570.0,771401
1100105,42,7714,2,29,2,40,1,1,1,1,-9,4,5413,7290.0,771402
1100105,42,7715,1,32,1,50,1,1,1,1,-9,4,621M,8180.0,771501
1100105,42,7715,2,31,2,60,1,1,1,1,-9,4,5416,7390.0,771502
1100105,42,7716,1,30,2,45,1,1,1,1,-9,4,5416,7390.0,771601
1100105,42,7716,2,31,1,55,1,1,1,1,-9,4,522M,6890.0,771602
1100105,42,7717,1,30,2,40,1,1,1,1,-9,4,5412,7280.0,771701
1100105,42,7717,2,30,2,50,1,1,1,1,-9,4,622M,8191.0,771702
1100105,42,7718,1,31,2,40,1,1,1,1,-9,4,713Z,8590.0,771801
1100105,42,7718,2,32,1,60,1,1,1,1,-9,4,5416,7390.0,771802
1100105,42,7719,1,34,2,65,1,1,1,1,-9,4,5411,7270.0,771901
1100105,42,7719,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,771902
1100105,42,7720,1,34,1,50,1,1,1,1,-9,4,813M,9170.0,772001
1100105,42,7720,2,33,2,50,1,1,1,1,-9,4,4853,6190.0,772002
1100105,42,7721,1,34,1,50,1,1,1,1,-9,4,813M,9170.0,772101
1100105,42,7721,2,33,2,50,1,1,1,1,-9,4,4853,6190.0,772102
1100105,42,7722,1,27,1,40,1,1,1,1,-9,4,5416,7390.0,772201
1100105,42,7722,2,26,2,50,1,1,1,1,-9,4,928P,9590.0,772202
1100105,42,7723,1,34,1,55,1,1,1,1,-9,4,51913,6672.0,772301
1100105,42,7723,2,32,2,60,1,1,1,1,-9,4,5411,7270.0,772302
1100105,42,7724,1,30,1,70,1,1,1,1,-9,4,5411,7270.0,772401
1100105,42,7724,2,31,2,50,1,1,1,1,-9,4,5111Z,6480.0,772402
1100105,42,7725,1,33,2,50,1,1,1,1,-9,4,2211P,570.0,772501
1100105,42,7725,2,31,1,60,1,1,1,1,-9,4,5412,7280.0,772502
1100105,42,7726,1,32,1,40,1,1,1,1,-9,4,813M,9170.0,772601
1100105,42,7726,2,28,2,40,1,1,1,1,-9,4,481,6070.0,772602
1100105,42,7727,1,30,1,60,1,1,1,1,-9,4,611M3,7890.0,772701
1100105,42,7727,2,31,2,40,1,1,1,1,-9,4,491,6370.0,772702
1100105,42,7728,1,30,2,40,1,1,1,1,-9,4,5411,7270.0,772801
1100105,42,7728,2,33,1,50,1,1,1,1,-9,4,5411,7270.0,772802
1100105,42,7729,1,30,2,50,1,1,1,1,-9,4,5419Z,7490.0,772901
1100105,42,7729,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,772902
1100105,42,7730,1,32,1,50,1,1,1,1,-9,4,5411,7270.0,773001
1100105,42,7730,2,32,2,24,1,1,1,1,-9,4,6213ZM,8080.0,773002
1100105,42,7731,1,32,1,42,1,1,1,1,-9,4,92MP,9470.0,773101
1100105,42,7731,2,31,2,45,1,1,1,1,-9,4,92M2,9570.0,773102
1100105,42,7732,1,32,1,45,1,1,1,1,-9,4,5418,7470.0,773201
1100105,42,7732,2,29,2,50,1,1,1,1,-9,4,713Z,8590.0,773202
1100105,42,7733,1,30,1,55,1,1,1,1,-9,4,5411,7270.0,773301
1100105,42,7733,2,28,2,55,1,1,1,1,-9,4,4234,4170.0,773302
1100105,42,7734,1,33,2,46,1,1,1,1,-9,4,5416,7390.0,773401
1100105,42,7734,2,34,1,48,1,1,1,1,-9,4,928P,9590.0,773402
1100105,42,7735,1,27,1,20,1,1,1,1,16,4,5615,7670.0,773501
1100105,42,7735,2,27,2,40,1,1,1,1,-9,4,611M3,7890.0,773502
1100105,42,7736,1,33,1,50,1,1,1,1,-9,4,5416,7390.0,773601
1100105,42,7736,2,33,1,50,1,1,1,1,-9,4,515,6670.0,773602
1100105,42,7737,1,31,2,45,1,1,1,1,-9,4,5415,7380.0,773701
1100105,42,7737,2,25,2,45,1,1,1,1,-9,4,813M,9170.0,773702
1100105,42,7738,1,32,1,60,1,1,1,1,-9,4,5411,7270.0,773801
1100105,42,7738,2,30,2,60,1,1,1,1,-9,4,5411,7270.0,773802
1100105,42,7739,1,31,1,40,1,1,1,1,-9,4,92M2,9570.0,773901
1100105,42,7739,2,29,2,40,1,1,1,1,-9,4,5413,7290.0,773902
1100105,42,7740,1,31,2,45,1,1,1,1,-9,4,5415,7380.0,774001
1100105,42,7740,2,25,2,45,1,1,1,1,-9,4,813M,9170.0,774002
1100105,42,7741,1,28,2,40,1,1,1,1,-9,4,928P,9590.0,774101
1100105,42,7741,2,29,2,50,1,1,1,1,-9,4,5313,7072.0,774102
1100105,42,7742,1,31,1,50,3,1,1,1,-9,4,5411,7270.0,774201
1100105,42,7742,2,31,2,40,1,1,1,1,-9,4,5416,7390.0,774202
1100105,42,7743,1,34,1,20,1,1,1,1,-9,4,611M3,7890.0,774301
1100105,42,7743,2,33,2,50,1,1,1,1,-9,4,6111,7860.0,774302
1100105,42,7744,1,34,1,20,1,1,1,1,-9,4,611M3,7890.0,774401
1100105,42,7744,2,33,2,50,1,1,1,1,-9,4,6111,7860.0,774402
1100105,42,7745,1,33,2,50,1,1,1,1,-9,4,5417,7460.0,774501
1100105,42,7745,2,32,1,38,1,1,1,1,-9,4,5241,6991.0,774502
1100105,42,7746,1,29,2,40,1,1,1,1,-9,4,928P,9590.0,774601
1100105,42,7746,2,29,2,40,1,1,1,1,16,4,4247,4490.0,774602
1100105,42,7747,1,34,1,65,1,1,1,1,-9,4,5416,7390.0,774701
1100105,42,7747,2,34,2,45,1,1,1,1,-9,4,92MP,9470.0,774702
1100105,42,7748,1,33,2,50,1,1,1,1,-9,4,2211P,570.0,774801
1100105,42,7748,2,31,1,60,1,1,1,1,-9,4,5412,7280.0,774802
1100105,42,7749,1,34,2,65,1,1,1,1,-9,4,5411,7270.0,774901
1100105,42,7749,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,774902
1100105,42,7750,1,31,1,50,1,1,1,1,-9,4,5411,7270.0,775001
1100105,42,7750,2,29,2,45,1,1,1,1,-9,4,5411,7270.0,775002
1100105,42,7751,1,33,1,40,1,1,1,1,-9,4,92113,9380.0,775101
1100105,42,7751,2,33,2,50,1,1,1,1,-9,4,923,9480.0,775102
1100105,42,7752,1,30,2,40,1,1,1,1,-9,4,5412,7280.0,775201
1100105,42,7752,2,30,2,50,1,1,1,1,-9,4,622M,8191.0,775202
1100105,42,7753,1,30,2,50,1,1,1,1,-9,4,52M2,6970.0,775301
1100105,42,7753,2,32,1,55,1,1,1,1,-9,4,5411,7270.0,775302
1100105,42,7754,1,34,1,50,1,1,1,1,-9,4,813M,9170.0,775401
1100105,42,7754,2,33,2,50,1,1,1,1,-9,4,4853,6190.0,775402
1100105,42,7755,1,31,2,60,1,1,1,1,-9,4,5191ZM,6780.0,775501
1100105,42,7755,2,32,1,50,1,1,1,1,-9,4,5418,7470.0,775502
1100105,42,7756,1,31,2,55,1,1,1,1,-9,4,5411,7270.0,775601
1100105,42,7756,2,32,1,40,1,1,1,1,-9,4,923,9480.0,775602
1100105,42,7757,1,33,2,40,1,1,1,1,-9,4,92M2,9570.0,775701
1100105,42,7757,2,33,1,40,1,1,1,1,-9,4,52M2,6970.0,775702
1100105,42,7758,1,31,2,55,1,1,1,1,-9,4,5417,7460.0,775801
1100105,42,7758,2,31,1,50,1,1,1,1,-9,4,928P,9590.0,775802
1100105,42,7759,1,30,1,50,1,1,1,1,-9,4,6211,7970.0,775901
1100105,42,7759,2,28,2,70,1,1,1,1,-9,4,5411,7270.0,775902
1100105,42,7760,1,30,1,65,1,1,1,1,-9,4,5411,7270.0,776001
1100105,42,7760,2,31,2,65,1,1,1,1,-9,4,5416,7390.0,776002
1100105,42,7761,1,28,2,45,1,1,1,1,-9,4,8139Z,9190.0,776101
1100105,42,7761,2,27,1,45,1,1,1,1,-9,4,5416,7390.0,776102
1100105,42,7762,1,34,2,65,1,1,1,1,-9,4,5411,7270.0,776201
1100105,42,7762,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,776202
1100105,42,7763,1,34,1,55,1,1,1,1,-9,4,51913,6672.0,776301
1100105,42,7763,2,32,2,60,1,1,1,1,-9,4,5411,7270.0,776302
1100105,42,7764,1,34,2,65,1,1,1,1,-9,4,5411,7270.0,776401
1100105,42,7764,2,31,1,50,1,1,1,1,-9,4,9211MP,9370.0,776402
1100105,42,7765,1,31,2,45,1,1,1,1,-9,4,5415,7380.0,776501
1100105,42,7765,2,25,2,45,1,1,1,1,-9,4,813M,9170.0,776502
1100105,42,7766,1,33,2,40,1,1,1,1,-9,4,622M,8191.0,776601
1100105,42,7766,2,32,1,80,1,1,1,1,-9,4,7211,8660.0,776602
1100105,42,7767,1,34,1,60,1,1,1,1,-9,2,92M2,9570.0,776701
1100105,42,7767,2,32,2,60,1,1,1,1,-9,4,92M2,9570.0,776702
1100105,42,7768,1,32,1,43,1,1,1,13,-9,4,23,770.0,776801
1100105,42,7768,2,31,2,55,1,1,1,1,-9,4,5411,7270.0,776802
1100105,42,7769,1,32,1,43,1,1,1,13,-9,4,23,770.0,776901
1100105,42,7769,2,31,2,55,1,1,1,1,-9,4,5411,7270.0,776902
1100105,42,7770,1,80,1,30,1,6,1,1,-9,2,23,770.0,777001
1100105,42,7770,2,73,2,40,1,1,1,1,-9,4,52M2,6970.0,777002
1100105,42,7771,1,74,1,-9,-9,6,1,1,-9,4,611M1,7870.0,777101
1100105,42,7771,2,61,1,60,1,1,6,1,-9,4,813M,9170.0,777102
1100105,42,7772,1,72,1,-9,-9,6,1,1,-9,4,0,0.0,777201
1100105,42,7772,2,55,2,40,1,1,1,1,-9,4,92M2,9570.0,777202
1100105,42,7773,1,67,2,15,5,6,1,1,-9,4,5416,7390.0,777301
1100105,42,7773,2,60,1,55,1,1,1,1,-9,4,6241,8370.0,777302
1100105,42,7774,1,73,1,40,1,1,1,1,-9,2,92M2,9570.0,777401
1100105,42,7774,2,61,2,40,6,6,1,1,-9,3,813M,9170.0,777402
1100105,42,7775,1,58,1,50,1,1,6,1,-9,4,5417,7460.0,777501
1100105,42,7775,2,57,2,40,3,6,6,1,-9,4,611M1,7870.0,777502
1100105,42,7776,1,39,1,40,1,1,1,1,-9,4,5416,7390.0,777601
1100105,42,7776,2,36,2,40,3,3,1,1,-9,4,5416,7390.0,777602
1100105,42,7777,1,52,2,48,1,1,1,1,-9,2,5411,7270.0,777701
1100105,42,7777,2,63,1,40,6,6,1,1,-9,2,92113,9380.0,777702
1100105,42,7778,1,59,2,60,1,1,1,1,-9,4,813M,9170.0,777801
1100105,42,7778,2,59,1,-9,-9,6,1,1,-9,4,0,0.0,777802
1100105,42,7779,1,60,1,40,5,6,1,1,-9,2,481,6070.0,777901
1100105,42,7779,2,55,2,40,1,1,1,1,-9,2,928P,9590.0,777902
1100105,42,7780,1,61,1,40,1,1,1,1,-9,4,8139Z,9190.0,778001
1100105,42,7780,2,60,2,-9,-9,6,1,1,-9,4,4511M,5275.0,778002
1100105,42,7781,1,52,2,48,1,1,1,1,-9,2,5411,7270.0,778101
1100105,42,7781,2,63,1,40,6,6,1,1,-9,2,92113,9380.0,778102
1100105,42,7782,1,59,1,-9,-9,6,1,1,-9,4,92M2,9570.0,778201
1100105,42,7782,2,56,1,40,1,1,1,3,-9,4,33641M1,3580.0,778202
1100105,42,7783,1,34,1,40,4,3,1,1,-9,2,5411,7270.0,778301
1100105,42,7783,2,32,2,40,1,1,1,1,-9,4,5412,7280.0,778302
1100105,42,7784,1,80,1,-9,-9,6,1,1,-9,4,0,0.0,778401
1100105,42,7784,2,75,2,-9,-9,6,1,1,-9,4,0,0.0,778402
1100105,42,7785,1,72,1,-9,-9,6,1,1,-9,4,0,0.0,778501
1100105,42,7785,2,74,2,-9,-9,6,1,1,-9,4,0,0.0,778502
1100105,42,7786,1,80,1,-9,-9,6,1,1,-9,4,0,0.0,778601
1100105,42,7786,2,75,2,-9,-9,6,1,1,-9,4,0,0.0,778602
1100105,42,7787,1,55,1,-9,-9,6,1,1,-9,4,928P,9590.0,778701
1100105,42,7787,2,76,2,-9,-9,6,1,1,-9,4,0,0.0,778702
1100105,42,7788,1,66,1,40,5,6,1,1,-9,4,5417,7460.0,778801
1100105,42,7788,2,63,1,-9,-9,6,1,1,-9,4,481,6070.0,778802
1100105,42,7789,1,57,2,-9,-9,6,1,1,-9,4,0,0.0,778901
1100105,42,7789,2,58,1,50,2,6,1,1,-9,4,5411,7270.0,778902
1100105,42,7790,1,52,1,40,3,1,1,1,16,4,6111,7860.0,779001
1100105,42,7790,2,47,1,40,1,1,8,1,-9,4,5413,7290.0,779002
1100105,42,7791,1,36,1,40,1,1,1,1,-9,4,92M2,9570.0,779101
1100105,42,7791,2,35,2,40,1,1,6,1,16,4,5417,7460.0,779102
1100105,42,7792,1,36,1,40,1,1,1,1,-9,4,92M2,9570.0,779201
1100105,42,7792,2,35,2,40,1,1,6,1,16,4,5417,7460.0,779202
1100105,42,7793,1,36,1,40,1,1,1,1,-9,4,92M2,9570.0,779301
1100105,42,7793,2,35,2,40,1,1,6,1,16,4,5417,7460.0,779302
1100105,42,7794,1,35,1,45,1,1,1,1,-9,4,92M2,9570.0,779401
1100105,42,7794,2,35,2,45,1,1,1,1,-9,4,813M,9170.0,779402
1100105,42,7795,1,44,2,40,1,1,1,1,-9,4,92113,9380.0,779501
1100105,42,7795,2,45,1,40,1,1,1,1,-9,4,813M,9170.0,779502
1100105,42,7796,1,41,2,50,1,1,1,1,-9,4,611M1,7870.0,779601
1100105,42,7796,2,37,1,50,1,1,1,1,-9,4,5416,7390.0,779602
1100105,42,7797,1,41,1,40,1,1,1,1,-9,4,51913,6672.0,779701
1100105,42,7797,2,35,2,40,1,1,1,1,-9,4,92113,9380.0,779702
1100105,42,7798,1,43,1,40,1,1,1,1,-9,4,92MP,9470.0,779801
1100105,42,7798,2,37,1,50,1,1,1,1,-9,2,531M,7071.0,779802
1100105,42,7799,1,41,2,45,1,1,1,1,-9,4,6244,8470.0,779901
1100105,42,7799,2,41,1,40,1,1,1,1,-9,2,92MP,9470.0,779902
1100105,42,7800,1,47,1,55,1,1,1,1,-9,4,722Z,8680.0,780001
1100105,42,7800,2,35,2,40,1,1,1,1,-9,4,5417,7460.0,780002
1100105,42,7801,1,35,1,45,1,1,1,1,-9,4,92M2,9570.0,780101
1100105,42,7801,2,35,2,45,1,1,1,1,-9,4,813M,9170.0,780102
1100105,42,7802,1,35,2,46,1,1,1,23,-9,4,722Z,8680.0,780201
1100105,42,7802,2,36,1,50,1,1,1,1,-9,4,5417,7460.0,780202
1100105,42,7803,1,33,2,40,1,1,6,1,-9,4,813M,9170.0,780301
1100105,42,7803,2,35,1,60,1,1,6,1,-9,4,92MP,9470.0,780302
1100105,42,7804,1,35,1,45,1,1,9,1,-9,4,813M,9170.0,780401
1100105,42,7804,2,28,2,55,1,1,1,1,-9,4,928P,9590.0,780402
1100105,42,7805,1,35,1,55,1,1,9,1,-9,4,5416,7390.0,780501
1100105,42,7805,2,28,2,60,1,1,1,1,16,4,5416,7390.0,780502
1100105,42,7806,1,35,1,45,1,1,9,1,-9,4,813M,9170.0,780601
1100105,42,7806,2,28,2,55,1,1,1,1,-9,4,928P,9590.0,780602
1100105,42,7807,1,30,2,40,1,1,6,1,-9,4,6111,7860.0,780701
1100105,42,7807,2,41,1,40,1,1,1,1,-9,4,517Z,6690.0,780702
1100105,42,7808,1,30,2,40,1,1,6,1,-9,4,6111,7860.0,780801
1100105,42,7808,2,41,1,40,1,1,1,1,-9,4,517Z,6690.0,780802
1100105,42,7809,1,36,1,50,1,1,6,1,-9,4,611M1,7870.0,780901
1100105,42,7809,2,30,2,50,1,1,1,1,-9,4,928P,9590.0,780902
1100105,42,7810,1,35,1,40,1,1,1,1,-9,4,9211MP,9370.0,781001
1100105,42,7810,2,32,2,80,1,1,1,1,-9,4,622M,8191.0,781002
1100105,42,7811,1,36,1,40,1,1,1,1,-9,4,5419Z,7490.0,781101
1100105,42,7811,2,30,1,45,1,1,1,1,16,4,813M,9170.0,781102
1100105,42,7812,1,35,1,40,1,1,1,1,-9,4,9211MP,9370.0,781201
1100105,42,7812,2,32,2,80,1,1,1,1,-9,4,622M,8191.0,781202
1100105,42,7813,1,32,2,40,1,1,1,1,-9,4,92M1,9490.0,781301
1100105,42,7813,2,40,1,40,1,1,1,1,-9,4,8139Z,9190.0,781302
1100105,42,7814,1,35,1,40,1,1,1,1,-9,4,9211MP,9370.0,781401
1100105,42,7814,2,32,2,80,1,1,1,1,-9,4,622M,8191.0,781402
1100105,42,7815,1,37,1,55,1,1,1,1,-9,4,813M,9170.0,781501
1100105,42,7815,2,34,2,55,1,1,1,1,-9,4,712,8570.0,781502
1100105,42,7816,1,38,1,45,1,1,1,1,-9,4,5419Z,7490.0,781601
1100105,42,7816,2,32,2,40,1,1,1,1,-9,4,813M,9170.0,781602
1100105,42,7817,1,34,1,40,1,1,8,2,-9,4,5413,7290.0,781701
1100105,42,7817,2,38,1,40,1,1,1,1,-9,4,923,9480.0,781702
1100105,42,7818,1,37,1,60,1,1,1,2,-9,4,813M,9170.0,781801
1100105,42,7818,2,21,1,50,4,1,1,1,-9,4,6111,7860.0,781802
1100105,42,7819,1,35,1,40,1,1,6,19,16,4,92M2,9570.0,781901
1100105,42,7819,2,33,2,40,1,1,1,19,-9,4,6231,8270.0,781902
1100105,42,7820,1,27,1,40,1,1,9,1,-9,4,5413,7290.0,782001
1100105,42,7820,2,26,1,35,1,1,9,1,-9,4,5411,7270.0,782002
1100105,42,7821,1,26,1,40,1,1,6,1,-9,4,923,9480.0,782101
1100105,42,7821,2,27,1,40,1,1,6,1,-9,4,52M1,6870.0,782102
1100105,42,7822,1,29,1,40,1,1,6,1,-9,4,5415,7380.0,782201
1100105,42,7822,2,27,2,40,1,1,6,1,16,4,6231,8270.0,782202
1100105,42,7823,1,26,1,40,1,1,6,1,-9,4,923,9480.0,782301
1100105,42,7823,2,27,1,40,1,1,6,1,-9,4,52M1,6870.0,782302
1100105,42,7824,1,26,2,40,1,1,1,1,-9,4,713Z,8590.0,782401
1100105,42,7824,2,26,1,55,1,1,9,1,-9,4,722Z,8680.0,782402
1100105,42,7825,1,26,2,40,1,1,1,1,-9,4,713Z,8590.0,782501
1100105,42,7825,2,26,1,55,1,1,9,1,-9,4,722Z,8680.0,782502
1100105,42,7826,1,33,1,40,1,1,6,1,-9,4,531M,7071.0,782601
1100105,42,7826,2,33,2,40,1,1,1,1,-9,4,813M,9170.0,782602
1100105,42,7827,1,24,2,40,1,1,1,1,-9,4,5416,7390.0,782701
1100105,42,7827,2,23,2,40,1,1,6,1,-9,4,5416,7390.0,782702
1100105,42,7828,1,32,1,41,1,1,1,1,-9,4,5121,6570.0,782801
1100105,42,7828,2,32,2,42,1,1,6,1,-9,4,515,6670.0,782802
1100105,42,7829,1,29,1,40,1,1,6,1,-9,4,92MP,9470.0,782901
1100105,42,7829,2,33,2,40,1,1,1,1,-9,4,722Z,8680.0,782902
1100105,42,7830,1,30,2,55,1,1,6,1,-9,4,6111,7860.0,783001
1100105,42,7830,2,31,1,50,1,1,1,1,-9,4,5416,7390.0,783002
1100105,42,7831,1,25,2,40,1,1,6,1,-9,4,92113,9380.0,783101
1100105,42,7831,2,25,1,40,1,1,1,1,-9,4,336M,3570.0,783102
