person_id,TAZ,school_segment,household_id,model_choice,override_choice
6572713,128,1,2551462,168,169
6572714,128,1,2551462,65,132
6572910,129,1,2551506,127,106
6572974,129,1,2551521,148,96
6572975,129,1,2551521,186,117
6573778,132,1,2551695,97,162
6573779,132,1,2551695,33,131
6575359,147,2,2552015,152,152
6577715,166,1,2552481,175,166
6577716,166,1,2552481,75,171
6577717,166,1,2552481,178,166
6577870,167,1,2552514,177,167
6577871,167,1,2552514,122,166
6578932,169,1,2552745,86,169
6578933,169,1,2552745,164,170
6578940,169,1,2552747,6,132
6578941,169,1,2552747,68,134
6578942,169,1,2552747,177,168
6580346,174,1,2553057,146,176
6580347,174,1,2553057,63,176
6580375,174,2,2553064,72,132
6580376,174,1,2553064,83,135
6581906,182,1,2553403,179,177
6581907,182,1,2553403,142,183
6581908,182,1,2553403,2,59
6583237,186,1,2553696,180,185
6583238,186,3,2553696,133,188
6583239,186,1,2553696,12,177
6583251,186,2,2553699,165,188
6583252,186,1,2553699,58,186
6886726,37,1,2621905,63,38
6886727,37,3,2621905,133,39
6886774,38,1,2621916,116,100
6886775,38,1,2621916,11,39
6887207,44,1,2622015,57,28
6887208,44,1,2622015,93,82
6887209,44,1,2622015,136,34
6888021,55,1,2622202,120,55
6888022,55,1,2622202,116,78
6890764,105,1,2622843,74,140
6890765,105,1,2622843,76,124
6891443,119,1,2623008,16,118
6891444,119,1,2623008,133,130
6911910,43,1,2627435,128,50
6913142,51,1,2627645,103,27
6913575,57,1,2627733,138,59
6913576,57,2,2627733,183,76
6913899,57,1,2627801,142,60
6914335,62,2,2627892,72,59
6915779,71,1,2628183,153,134
6916913,91,3,2628392,13,91
6916914,91,2,2628392,76,188
6916944,91,2,2628397,99,188
6921688,133,1,2629159,166,164
6921693,133,1,2629159,134,134
6921694,133,1,2629159,8,132
6925554,156,1,2629695,178,150
6925555,156,1,2629695,156,156
6925851,159,1,2629735,188,9
6925852,159,1,2629735,16,172
6925856,159,1,2629735,155,164
6926232,161,1,2629787,117,149
6926233,161,1,2629787,81,145
6926234,161,1,2629787,87,157
6926237,161,3,2629787,12,188
6926239,161,1,2629787,161,135
6926433,162,1,2629812,162,164
6926926,164,1,2629877,94,7
6926931,164,1,2629877,60,168
6926932,164,1,2629877,62,162
6927976,168,2,2630044,130,188
6927977,168,1,2630044,124,160
6927978,168,3,2630044,107,188
6928691,169,2,2630160,99,188
6928859,169,2,2630187,169,165
6928860,169,2,2630187,48,185
6929816,174,2,2630346,166,59
6931298,181,2,2630603,76,183
6931299,181,2,2630603,9,185
6931300,181,1,2630603,188,181
6932365,186,2,2630787,9,188
6932366,186,1,2630787,179,188
7189399,11,1,2677186,184,70
7189400,11,1,2677186,31,168
7190194,37,1,2677306,14,25
7190196,37,1,2677306,18,77
7190201,37,1,2677307,3,36
7190394,44,1,2677343,13,69
7191013,46,1,2677454,3,105
7191015,46,1,2677454,97,110
7192351,60,2,2677678,132,185
7194439,81,1,2678001,108,80
7198538,102,2,2678588,185,169
7203214,128,1,2679188,76,126
7203215,128,1,2679188,100,107
7203733,176,1,2679277,180,177
7263989,136,3,2706497,108,133
7311022,27,3,2729582,5,13
7336426,176,1,2738050,63,54
7360468,148,3,2744366,133,13
7383241,59,1,2749044,172,87
7387947,152,1,2749853,120,150
7388429,163,1,2749937,134,163
7388430,163,1,2749937,11,159
7388431,163,1,2749937,182,149
7388432,163,1,2749937,54,167
7388433,163,1,2749937,96,163
7388434,163,2,2749937,9,165
7388774,165,1,2749992,128,131
7389724,177,3,2750157,112,91
7443337,80,3,2759148,107,69
7452008,7,3,2760673,107,13
7453818,29,3,2762483,39,12
7455079,59,3,2763744,37,69
7455400,71,3,2764065,37,69
7456758,91,3,2765423,39,12
7456893,92,1,2765558,167,69
7457225,92,3,2765890,188,91
7458357,109,3,2767022,112,12
7459236,134,3,2767901,9,133
7460194,188,3,2768859,91,188
7460460,188,3,2769125,112,188
7511486,8,3,2820151,133,9
7512051,8,3,2820716,91,9
7512234,8,3,2820899,112,12
7512911,8,3,2821576,91,13
7512945,8,3,2821610,14,13
7513150,8,3,2821815,185,13
7514277,72,3,2822942,107,69
7514701,106,3,2823366,13,10
7514761,106,3,2823426,91,9
7515185,142,3,2823850,188,133
7515241,158,2,2823906,185,152
7526077,69,3,2834742,188,69
7540206,73,1,2848871,123,106
