HHID,PERSONS,workers,VEHICL,MAZ,income,HHT,unittype,bldgsz
331636,3,1,0,15295,44427,1,0,8
331638,4,2,0,15299,60249,1,0,8
331639,3,0,0,15299,38013,3,0,8
331642,3,1,0,15296,41655,1,0,1
331643,3,2,0,15299,23358,2,0,8
331644,2,2,0,15294,113922,5,0,1
331645,4,2,0,15294,131803,1,0,1
331646,2,2,0,15299,831,1,0,8
331648,2,1,0,15294,21093,3,0,8
331649,2,0,0,15291,44392,1,0,2
331651,2,0,0,15293,14672,3,0,1
331653,2,0,0,15293,20847,3,0,1
331655,2,2,0,15293,65215,1,0,1
331656,3,0,0,15296,51448,1,0,1
331657,4,3,0,15295,307781,1,0,8
331658,2,2,0,15293,281122,1,0,1
331659,2,1,0,15294,80455,3,0,1
331660,2,0,0,15291,44755,3,0,2
331662,3,1,0,15291,45626,1,0,3
331663,4,2,0,15295,204479,1,0,8
331664,3,1,0,15299,7831,3,0,8
331665,3,1,0,15292,4113,3,0,2
331666,1,1,0,15299,3164,6,0,8
331667,2,0,0,15299,49479,1,0,8
331668,3,1,0,15293,1938,3,0,1
331669,4,2,0,15294,112241,3,0,1
331670,2,0,0,15295,38305,3,0,8
331671,2,1,0,15292,64559,2,0,3
331672,2,0,0,15299,40292,7,0,8
331673,2,0,0,15298,107223,3,0,2
331675,4,1,0,15296,25522,3,0,1
331677,4,1,0,15293,42619,3,0,1
331679,5,2,0,15296,22373,1,0,1
331680,2,0,0,15293,44961,1,0,1
331682,2,0,0,15294,8543,1,0,1
331683,2,0,0,15299,22300,1,0,8
331684,4,0,0,15295,53165,1,0,8
331686,5,3,0,15299,25389,2,0,8
331687,6,2,0,15294,156279,3,0,1
331688,1,1,0,15292,8662,4,0,2
331689,2,2,0,15299,14548,1,0,8
331692,2,0,0,15294,85985,3,0,1
331693,2,1,0,15293,99756,3,0,1
331694,2,0,0,15294,3362,1,0,1
331696,2,1,0,15291,89115,1,0,2
331697,2,1,0,15293,100735,2,0,1
331698,2,0,0,15292,73671,1,0,3
331699,2,0,0,15293,18780,1,0,1
331700,3,1,0,15293,53643,1,0,1
331701,2,0,0,15299,62123,3,0,8
331702,2,1,0,15295,16068,2,0,8
331703,2,0,0,15291,42171,1,0,3
331704,2,1,0,15296,41431,3,0,1
331705,2,0,0,15295,83271,1,0,8
331706,2,1,0,15298,2176,1,0,2
331707,2,1,0,15293,29123,3,0,1
331708,2,0,0,15293,40730,3,0,1
331709,3,2,0,15299,34544,1,0,8
331710,2,0,0,15296,21192,1,0,1
331711,2,0,0,15296,21168,5,0,1
331713,3,1,0,15296,54008,1,0,1
331714,6,1,0,15299,161254,1,0,8
331715,9,4,0,15293,9991,1,0,1
331716,2,0,0,15292,25656,1,0,2
331717,5,2,0,15295,61935,1,0,8
331719,6,2,0,15296,38626,1,0,1
331720,2,0,0,15293,40204,1,0,1
331721,5,2,0,15295,49451,1,0,8
331722,2,0,0,15292,196149,3,0,2
331723,2,1,0,15292,306115,2,0,2
331724,2,0,0,15293,60436,1,0,1
331725,4,2,0,15295,272792,1,0,8
331726,5,0,0,15294,64747,3,0,8
331727,6,3,0,15294,72211,3,0,1
331728,2,1,0,15299,43498,3,0,8
331729,2,1,0,15294,42998,1,0,8
331730,2,0,0,15293,45202,3,0,1
331731,2,1,0,15295,19789,3,0,8
331732,6,3,0,15295,36903,1,0,8
331733,3,2,0,15293,314445,1,0,1
331734,3,1,0,15298,35508,1,0,2
331735,2,0,0,15294,24273,2,0,1
331737,2,1,0,15293,48861,3,0,1
331739,4,0,0,15293,43670,1,0,1
331742,2,1,0,15292,52433,1,0,2
331743,2,2,0,15299,38772,2,0,8
331746,2,1,0,15293,22521,1,0,1
331747,2,1,0,15299,21266,1,0,8
331748,4,2,0,15295,41207,1,0,8
331749,2,0,0,15294,27299,3,0,1
331750,2,1,0,15294,9105,3,0,1
331751,3,1,0,15291,10739,1,0,2
331753,5,2,0,15299,40828,3,0,8
331754,2,2,0,15294,19469,2,0,1
331755,2,1,0,15299,81602,3,0,8
331756,2,0,0,15295,19888,3,0,8
331757,6,2,0,15294,53446,3,0,1
331758,6,2,0,15299,49845,1,0,8
331759,5,2,0,15294,88072,1,0,1
331760,3,1,0,15299,44100,1,0,8
331761,3,2,0,15299,51111,1,0,8
331762,2,0,0,15292,18164,3,0,3
331763,3,1,0,15294,43618,1,0,8
331765,2,1,0,15299,136380,3,0,8
331767,2,0,0,15291,24786,1,0,2
331768,2,0,0,15291,101715,1,0,2
331769,3,2,0,15298,81498,1,0,2
331770,2,2,0,15295,59312,1,0,8
331773,2,1,0,15296,40701,7,0,1
331775,2,1,0,15295,49929,1,0,8
331776,4,1,0,15296,49086,1,0,1
331777,2,1,0,15293,30695,1,0,1
331778,3,2,0,15293,6645,1,0,1
331779,2,1,0,15293,78680,3,0,1
331780,2,0,0,15295,16037,1,0,8
331781,2,0,0,15296,49563,3,0,1
331782,3,1,0,15292,113098,1,0,2
331784,2,1,0,15293,74506,1,0,1
331785,2,0,0,15293,8899,1,0,1
331786,2,0,0,15294,72106,1,0,1
331787,5,2,0,15295,23916,1,0,8
331789,3,2,0,15296,44944,3,0,1
331790,4,2,0,15298,64934,3,0,2
331791,6,3,0,15295,43360,1,0,8
331793,3,2,0,15292,43928,1,0,2
331794,2,0,0,15291,18607,7,0,2
331795,2,1,0,15291,57906,5,0,2
331797,3,1,0,15295,29060,3,0,8
331798,3,1,0,15291,23202,1,0,2
331799,2,0,0,15291,35123,3,0,3
331800,4,0,0,15293,45485,1,0,1
331801,2,0,0,15296,51842,1,0,1
331802,3,1,0,15293,13772,1,0,1
331803,4,3,0,15294,28934,1,0,1
331805,4,2,0,15294,44686,1,0,1
331806,3,1,0,15299,15076,1,0,8
331807,2,0,0,15299,35894,1,0,8
331808,2,1,0,15292,41499,1,0,2
331809,3,2,0,15292,23983,1,0,2
331811,2,0,0,15298,82228,3,0,2
331812,4,2,0,15295,8780,1,0,8
331813,3,1,0,15293,100124,1,0,1
331814,2,0,0,15293,221141,1,0,1
331815,2,0,0,15293,39182,2,0,1
331816,2,1,0,15299,87654,1,0,8
331819,6,1,0,15294,37224,1,0,8
331820,1,0,0,15295,44272,6,0,8
331821,3,1,0,15294,25299,3,0,1
331822,3,0,0,15291,36932,1,0,2
331823,2,1,0,15295,32809,3,0,8
331824,2,1,0,15296,121635,1,0,1
331825,2,1,0,15294,2294,3,0,1
331827,2,0,0,15294,21118,3,0,8
331829,3,1,0,15293,9851,1,0,1
331830,5,2,0,15293,75759,1,0,1
331832,4,1,0,15293,37458,1,0,1
331833,2,0,0,15299,167650,1,0,8
331834,2,1,0,15296,104407,1,0,1
331835,2,0,0,15294,34833,1,0,1
331838,3,2,0,15299,249466,1,0,8
331840,2,1,0,15293,43102,3,0,1
331841,2,1,0,15296,42808,1,0,1
331842,2,1,0,15294,49255,5,0,1
331843,3,2,0,15295,237802,1,0,8
331844,2,1,0,15299,105509,1,0,8
331845,2,1,0,15293,59593,3,0,1
331846,4,3,0,15293,50689,3,0,1
331848,2,0,0,15291,86298,1,0,2
331849,5,1,0,15293,23246,1,0,1
331850,2,0,0,15294,51590,1,0,1
331851,3,1,0,15294,41896,1,0,1
331852,2,1,0,15299,107957,1,0,8
331853,2,1,0,15293,109549,1,0,1
331854,3,1,0,15299,20970,1,0,8
331855,5,2,0,15299,63809,1,0,8
331856,2,1,0,15299,131102,1,0,8
331858,2,1,0,15293,46273,3,0,1
331859,3,0,0,15298,11439,2,0,3
331860,2,0,0,15292,110038,1,0,2
331861,2,1,0,15293,34641,3,0,1
331862,5,3,0,15299,2650,1,0,8
331863,2,1,0,15298,42361,3,0,2
331865,2,1,0,15299,9524,1,0,8
331866,2,0,0,15296,31198,3,0,1
331868,3,2,0,15293,13865,3,0,1
331870,2,2,0,15295,24652,5,0,8
331871,4,1,0,15294,41413,1,0,8
331872,4,3,0,15293,14827,1,0,1
331873,4,0,0,15299,52545,1,0,8
331874,2,0,0,15299,16254,3,0,8
331875,5,2,0,15293,40,1,0,1
331876,2,1,0,15294,41327,5,0,1
331877,2,1,0,15292,51955,3,0,2
331878,2,1,0,15299,110405,5,0,8
331879,4,2,0,15292,43257,1,0,2
331880,2,0,0,15295,59125,1,0,8
331882,2,0,0,15299,94983,3,0,8
331884,6,2,0,15299,51364,1,0,8
331885,3,2,0,15294,63528,3,0,1
331886,2,1,0,15296,38452,1,0,1
331887,2,2,0,15293,88907,3,0,1
331888,2,0,0,15293,26236,1,0,1
331889,5,1,0,15294,40863,1,0,1
331891,5,2,0,15299,85776,3,0,8
331892,4,2,0,15294,50183,3,0,1
331893,3,1,0,15299,44789,3,0,8
331894,2,1,0,15293,38714,1,0,1
331895,6,2,0,15299,33436,1,0,8
331896,3,1,0,15293,187817,1,0,1
331897,2,2,0,15296,112731,1,0,1
331898,2,0,0,15292,130051,1,0,2
331899,1,1,0,15299,25745,6,0,8
331900,2,2,0,15296,42843,1,0,1
331901,4,3,0,15299,96941,1,0,8
331902,4,1,0,15295,52995,1,0,8
331905,6,2,0,15299,27551,1,0,8
331906,3,0,0,15293,74193,3,0,1
331907,2,2,0,15299,111018,3,0,8
331908,1,0,0,15295,5656,4,0,8
331909,2,2,0,15295,40897,1,0,8
331911,2,0,0,15298,39211,3,0,3
331913,2,1,0,15299,59874,3,0,8
331914,6,3,0,15299,47538,1,0,8
331916,1,1,0,15292,31639,4,0,2
331917,2,0,0,15293,18805,3,0,1
331918,2,0,0,15299,10318,1,0,8
331919,4,2,0,15299,102449,1,0,8
331920,2,2,0,15293,60811,7,0,1
331921,4,1,0,15295,26860,3,0,8
331922,4,1,0,15295,21807,2,0,8
331923,2,2,0,15294,271125,5,0,1
331925,5,0,0,15299,22867,3,0,8
331926,2,0,0,15296,25410,1,0,1
331927,2,0,0,15293,23581,3,0,1
331928,2,1,0,15299,62498,1,0,8
331930,2,0,0,15293,24474,3,0,1
331932,3,1,0,15293,50267,3,0,1
331935,2,0,0,15294,81811,3,0,1
331936,2,0,0,15295,46441,1,0,8
331937,6,2,0,15296,22250,1,0,1
331938,1,1,0,15299,31847,6,0,8
331939,2,0,0,15293,18485,1,0,1
331940,3,1,0,15293,264461,3,0,1
331941,2,0,0,15299,66152,1,0,8
331942,5,1,0,15292,59030,1,0,2
331944,5,1,0,15292,73255,1,0,2
331945,3,2,0,15299,194482,1,0,8
332721,2,2,0,15280,92841,1,0,2
341606,8,4,0,16437,122726,2,0,2
341621,4,1,0,16437,135949,1,0,2
341630,5,1,0,16436,22390,1,0,2
341694,2,0,0,16437,99402,1,0,2
341741,2,1,0,16436,215150,1,0,2
341742,2,1,0,16437,56353,3,0,2
341770,2,2,0,16441,29437,1,0,2
341774,3,1,0,16436,117436,1,0,3
341812,3,2,0,16436,43890,2,0,2
341872,3,2,0,16437,25683,1,0,2
341910,2,1,0,16436,174553,1,0,3
341919,8,2,0,16436,14404,1,0,2
341963,2,1,0,16436,131322,2,0,2
342004,2,2,0,16440,233179,1,0,2
342103,2,1,0,16437,138094,1,0,2
342108,2,1,0,16436,34227,1,0,2
342133,4,1,0,16437,42291,3,0,3
342136,5,2,0,16440,25147,5,0,2
342147,2,1,0,16440,42092,5,0,2
342257,3,2,0,16440,126528,1,0,3
342295,2,0,0,16437,14341,5,0,2
342316,4,0,0,16437,195576,1,0,2
342348,4,1,0,16437,5887,1,0,2
342358,5,2,0,16441,14750,1,0,3
342376,2,2,0,16436,92168,2,0,2
342383,2,2,0,16437,164160,1,0,3
342387,6,3,0,16436,61602,1,0,2
342430,2,0,0,16437,16763,1,0,2
342445,2,2,0,16437,116444,7,0,2
342464,3,2,0,16440,46186,1,0,2
342485,2,1,0,16440,23776,7,0,2
342542,2,2,0,16437,58514,3,0,2
342575,2,0,0,16440,87247,1,0,8
342585,2,2,0,16436,266146,1,0,2
342593,2,0,0,16476,1132,3,0,2
342595,2,0,0,16468,75999,1,0,2
342598,2,2,0,16479,166300,1,0,2
342600,2,0,0,16473,14525,3,0,2
342601,3,2,0,16476,101831,1,0,3
342604,2,0,0,16476,110424,1,0,3
342606,5,1,0,16479,159214,1,0,2
342612,4,2,0,16479,139728,1,0,2
342617,2,1,0,16481,175429,1,0,2
342622,3,1,0,16471,153218,1,0,2
342626,4,1,0,16479,103672,1,0,2
342628,2,0,0,16471,209494,1,0,2
342635,3,2,0,16479,37776,1,0,2
342641,4,1,0,16473,52168,1,0,2
342651,2,0,0,16482,6227,1,0,2
342654,5,3,0,16481,100262,1,0,2
342656,1,0,0,16476,25119,6,0,2
342660,2,1,0,16479,113446,1,0,2
342666,4,1,0,16473,101966,1,0,2
342667,4,2,0,16473,162212,7,0,2
342675,1,1,0,16483,88924,6,0,8
342684,2,1,0,16473,36870,1,0,2
342688,3,0,0,16483,99238,3,0,8
342689,4,1,0,16468,136049,1,0,2
342691,2,1,0,16481,226,1,0,2
342693,2,1,0,16479,301941,3,0,2
342697,2,0,0,16479,88049,1,0,2
342704,3,2,0,16473,129665,3,0,2
342707,2,1,0,16479,73375,1,0,2
342713,2,1,0,16479,57900,3,0,2
342714,4,2,0,16470,180744,1,0,2
342715,2,1,0,16471,102513,1,0,2
342726,3,0,0,16479,49468,1,0,2
342728,3,1,0,16473,118965,1,0,2
342733,2,1,0,16476,100125,1,0,2
342735,2,0,0,16471,60996,1,0,2
342737,2,1,0,16481,166027,1,0,2
342742,2,0,0,16479,24092,1,0,2
342750,2,1,0,16479,6906,1,0,2
342751,2,0,0,16479,96442,3,0,2
342752,2,0,0,16486,19247,3,0,2
342754,3,0,0,16476,65754,1,0,2
342755,2,1,0,16479,38255,7,0,2
342760,2,1,0,16485,32717,1,0,2
342767,6,1,0,16479,156352,1,0,2
342769,2,1,0,16476,99648,1,0,2
342771,4,2,0,16473,79595,1,0,2
342774,2,1,0,16479,154445,1,0,2
342798,2,2,0,16476,66786,1,0,2
342802,2,1,0,16476,81247,1,0,2
342803,2,0,0,16486,156762,7,0,2
342807,2,1,0,16481,10390,1,0,2
342809,3,1,0,16483,33395,1,0,8
342812,2,2,0,16470,31955,1,0,2
342814,5,2,0,16476,10257,1,0,2
342820,4,0,0,16473,56066,1,0,2
342826,2,2,0,16484,152674,1,0,2
342829,2,0,0,16473,111584,1,0,2
342830,2,2,0,16471,256730,2,0,2
342835,2,0,0,16476,62143,1,0,2
342843,3,2,0,16479,122119,1,0,2
342845,2,2,0,16479,178564,1,0,2
342849,2,0,0,16473,212193,1,0,2
342851,2,0,0,16484,292494,1,0,2
342871,2,1,0,16468,177338,1,0,2
342879,3,0,0,16479,149676,1,0,2
342882,2,2,0,16482,71528,5,0,2
342883,2,1,0,16476,104490,1,0,2
342885,4,1,0,16479,40013,1,0,2
342889,2,2,0,16482,104763,1,0,2
342890,3,2,0,16479,27898,1,0,2
342891,2,1,0,16485,58187,3,0,2
342895,2,1,0,16479,170796,1,0,3
342897,2,0,0,16476,95010,1,0,2
342904,2,1,0,16470,152946,1,0,2
342908,3,1,0,16473,200722,1,0,2
342909,2,2,0,16476,44181,1,0,2
342911,3,1,0,16479,91804,1,0,2
342920,1,0,0,16483,94532,6,0,8
342925,4,1,0,16470,136321,1,0,2
342933,2,0,0,16468,55722,7,0,2
342936,2,1,0,16483,123582,1,0,8
342938,3,3,0,16468,27126,1,0,2
342944,2,1,0,16476,169434,2,0,2
342945,4,1,0,16479,114685,3,0,2
342956,2,0,0,16476,19690,1,0,2
342957,2,2,0,16483,77165,3,0,8
342969,2,0,0,16479,91463,1,0,2
342974,2,2,0,16484,137684,1,0,2
342991,3,0,0,16476,77943,1,0,2
342994,2,0,0,16473,126174,1,0,2
343001,2,2,0,16483,144906,1,0,8
343003,2,0,0,16470,19592,7,0,2
343004,2,2,0,16473,95283,7,0,2
343011,2,1,0,16479,167390,1,0,2
343012,2,1,0,16476,8605,3,0,2
343014,3,2,0,16476,113333,1,0,3
343015,2,1,0,16476,33607,1,0,2
343016,2,1,0,16476,61626,1,0,2
343017,2,0,0,16476,96170,5,0,2
343021,2,1,0,16476,99989,1,0,2
343024,2,0,0,16476,83871,2,0,2
343026,2,1,0,16484,110151,5,0,2
343036,3,2,0,16483,83482,1,0,8
343042,2,1,0,16476,34791,1,0,2
343045,3,1,0,16479,18853,3,0,2
343046,4,1,0,16479,24044,1,0,2
343047,2,1,0,16479,296543,3,0,2
343048,4,1,0,16483,23671,3,0,8
343051,2,0,0,16485,70362,3,0,2
343068,2,0,0,16481,82899,3,0,2
343074,2,0,0,16476,20036,3,0,2
343078,3,1,0,16476,135504,1,0,2
343079,4,3,0,16476,118402,1,0,2
343084,2,0,0,16481,69196,1,0,2
343091,3,1,0,16486,299242,3,0,2
343096,2,2,0,16476,87369,1,0,2
343097,3,2,0,16468,47901,1,0,2
343102,2,0,0,16473,214893,1,0,2
343107,3,1,0,16479,126736,3,0,2
343108,2,2,0,16476,272250,1,0,2
343110,2,1,0,16479,122231,7,0,2
343112,4,1,0,16476,70848,1,0,2
343113,2,1,0,16479,100398,1,0,2
343114,2,0,0,16476,2717,3,0,2
343115,6,1,0,16473,162894,1,0,2
343118,2,1,0,16476,66040,3,0,2
343119,2,0,0,16476,94191,1,0,2
343122,3,1,0,16479,65869,3,0,2
343126,2,0,0,16481,111856,1,0,2
343132,3,1,0,16471,312063,1,0,2
343133,2,1,0,16476,128313,1,0,2
343144,3,0,0,16483,46856,1,0,8
343148,1,0,0,16473,280348,6,0,2
343156,2,0,0,16476,68029,1,0,2
343159,2,0,0,16476,58129,1,0,2
343162,4,3,0,16479,58818,1,0,2
343179,2,0,0,16482,69293,1,0,2
343187,2,0,0,16483,55148,1,0,8
343198,2,1,0,16476,111993,1,0,2
343200,2,0,0,16470,49034,1,0,2
343205,3,2,0,16479,82608,1,0,2
343215,5,3,0,16476,77651,1,0,2
343222,8,5,0,16483,158669,1,0,8
343230,4,2,0,16483,39694,1,0,8
343233,4,2,0,16473,117276,1,0,2
343246,4,0,0,16486,65582,3,0,2
343247,2,1,0,16479,120542,1,0,2
343250,2,1,0,16483,50514,2,0,8
343258,4,1,0,16479,49730,1,0,2
343275,2,1,0,16479,128651,1,0,2
343276,2,1,0,16476,169570,1,0,2
343277,2,1,0,16476,177474,1,0,2
343282,2,0,0,16476,52953,1,0,2
343288,2,1,0,16481,268876,7,0,2
343290,4,2,0,16479,190600,1,0,2
343292,3,2,0,16476,16442,1,0,2
343294,3,3,0,16473,72500,1,0,2
343296,4,0,0,16481,14158,1,0,2
343299,4,2,0,16476,148585,1,0,2
343304,2,2,0,16482,114122,5,0,2
343307,4,1,0,16481,100466,1,0,2
343320,2,1,0,16476,108719,1,0,2
343321,2,2,0,16473,163711,1,0,2
343324,2,2,0,16481,151175,1,0,2
343329,5,1,0,16473,243234,3,0,2
343338,2,0,0,16479,11455,3,0,2
343349,2,0,0,16485,57041,5,0,2
343356,1,0,0,16471,17136,6,0,2
343358,2,1,0,16473,307339,1,0,2
343371,2,0,0,16483,71917,1,0,8
343377,4,1,0,16473,179518,1,0,2
343379,2,1,0,16473,82219,1,0,2
343380,3,1,0,16471,113896,1,0,3
343385,3,2,0,16483,69876,1,0,8
343386,6,2,0,16473,86203,2,0,2
343389,2,0,0,16473,276974,3,0,2
343392,2,1,0,16483,56868,1,0,8
343397,2,1,0,16483,157443,3,0,8
343405,5,2,0,16476,55033,3,0,2
343406,2,0,0,16473,73569,1,0,2
343407,5,1,0,16483,119190,1,0,8
343409,2,2,0,16484,168753,1,0,2
343411,4,1,0,16479,92555,1,0,2
343412,2,2,0,16479,108924,5,0,2
343416,2,0,0,16479,165074,1,0,2
343420,3,1,0,16479,162076,1,0,2
343427,5,2,0,16476,68516,3,0,2
343429,4,1,0,16481,138502,1,0,2
343432,2,0,0,16476,17299,1,0,2
343442,2,0,0,16479,34538,3,0,2
343449,2,0,0,16481,151856,1,0,2
343451,2,1,0,16470,97329,1,0,2
343452,4,3,0,16468,98625,1,0,2
343456,9,4,0,16486,170933,1,0,2
343459,1,0,0,16479,35765,6,0,2
343461,2,0,0,16473,52342,1,0,2
343463,2,1,0,16479,105309,5,0,2
343465,2,1,0,16468,161395,1,0,2
343474,2,0,0,16481,75901,7,0,2
343478,2,0,0,16476,183177,7,0,2
343482,2,0,0,16482,30977,1,0,2
343487,2,0,0,16483,36604,1,0,8
343495,2,1,0,16476,45188,1,0,2
343499,2,0,0,16468,135913,1,0,2
343504,2,1,0,16484,65296,1,0,2
343505,2,0,0,16484,118289,1,0,2
343510,4,2,0,16470,123132,1,0,2
343520,2,1,0,16476,50166,1,0,2
343522,2,0,0,16483,143271,1,0,8
343523,2,0,0,16473,46594,1,0,2
343528,2,0,0,16472,16932,5,0,2
343529,2,0,0,16476,112606,3,0,2
343532,2,1,0,16476,175021,1,0,2
343533,2,2,0,16468,48336,1,0,2
343534,3,2,0,16481,51733,3,0,2
343538,2,0,0,16479,65238,1,0,2
343540,2,0,0,16484,22300,1,0,2
343544,1,1,0,16476,37829,4,0,2
343551,2,0,0,16484,112675,1,0,2
343556,2,0,0,16473,60366,1,0,2
343564,2,1,0,16483,35849,1,0,8
343569,4,1,0,16473,21758,1,0,2
343570,2,1,0,16468,130228,3,0,2
343572,4,2,0,16476,64894,1,0,2
343574,2,1,0,16486,111447,1,0,2
343577,5,2,0,16476,78817,1,0,2
343580,4,1,0,16479,70751,1,0,2
343590,5,3,0,16476,175566,1,0,2
343591,2,1,0,16482,94669,1,0,2
343593,2,2,0,16481,111174,5,0,2
343594,2,1,0,16473,82024,2,0,2
343595,2,0,0,16473,56123,1,0,2
343596,2,0,0,16468,100193,7,0,2
343597,4,1,0,16473,149266,1,0,2
343600,2,0,0,16481,120091,1,0,2
343603,2,1,0,16476,81636,1,0,2
343623,1,0,0,16476,5208,6,0,2
343625,2,0,0,16482,906,1,0,2
343627,4,1,0,16483,98147,1,0,8
343629,2,0,0,16700,39384,1,0,2
343640,2,1,0,16702,111570,1,0,2
343700,4,2,0,16702,45821,3,0,2
343731,2,1,0,16702,119553,1,0,2
343747,5,1,0,16706,142682,1,0,2
343834,2,2,0,16702,159319,3,0,2
343835,2,0,0,16706,4420,1,0,2
343876,3,1,0,16707,13526,1,0,2
343910,4,3,0,16702,12137,1,0,2
343919,4,2,0,16702,51788,1,0,2
343951,2,1,0,16704,103150,1,0,2
343962,3,1,0,16706,106166,1,0,2
344076,2,1,0,16706,284481,1,0,2
344122,2,0,0,16704,28417,1,0,2
344172,2,2,0,16701,85475,1,0,2
344173,2,0,0,16700,870,3,0,2
344188,4,3,0,16700,155159,1,0,2
344198,4,1,0,16701,75322,1,0,2
344208,2,0,0,16704,44604,1,0,2
344273,1,1,0,16707,12832,4,0,2
344281,2,1,0,16702,145950,3,0,2
344284,2,0,0,16699,21376,1,0,2
344494,9,2,0,16699,129099,1,0,2
344520,6,2,0,16706,13285,1,0,2
344565,2,0,0,16706,25416,7,0,2
344644,2,0,0,16699,76799,3,0,2
344646,2,1,0,16706,117852,3,0,2
344674,3,1,0,16702,18161,1,0,2
344690,2,0,0,16704,52215,1,0,2
344691,2,0,0,16706,12801,1,0,2
344807,4,2,0,16699,24284,1,0,2
344841,5,1,0,16702,54311,3,0,3
345127,2,1,0,16792,53888,1,0,2
345128,2,0,0,16768,23056,3,0,2
345129,2,1,0,16784,76522,2,0,2
345134,4,2,0,16765,19144,1,0,2
345136,2,1,0,16765,100617,1,0,2
345140,2,2,0,16762,102966,3,0,2
345145,2,2,0,16763,86087,1,0,8
345147,2,2,0,16765,110443,1,0,2
345148,4,2,0,16762,168036,1,0,2
345150,3,2,0,16775,95063,1,0,2
345152,2,2,0,16781,176020,1,0,2
345153,2,1,0,16768,46779,1,0,2
345156,2,1,0,16765,296318,2,0,2
345157,4,1,0,16765,66678,1,0,2
345159,4,3,0,16763,131434,1,0,8
345160,2,2,0,16765,132315,1,0,2
345161,5,1,0,16786,312513,1,0,2
345163,4,3,0,16765,62394,1,0,2
345164,3,2,0,16765,127321,1,0,2
345165,3,0,0,16765,163473,1,0,2
345166,5,4,0,16765,229738,1,0,2
345169,2,2,0,16765,130552,5,0,2
345170,2,1,0,16764,138951,7,0,2
345171,2,1,0,16791,140662,1,0,2
345176,3,2,0,16765,144084,1,0,2
345177,3,2,0,16765,24291,1,0,2
345178,3,3,0,16781,143513,1,0,2
345180,1,0,0,16765,50333,6,0,2
345181,5,1,0,16762,36525,3,0,2
345183,2,2,0,16765,115864,1,0,2
345184,2,1,0,16765,121739,1,0,2
345186,5,1,0,16766,15599,1,0,2
345191,3,3,0,16765,110016,1,0,2
345192,2,2,0,16762,45976,1,0,2
345193,2,1,0,16765,2651,5,0,2
345194,5,2,0,16765,28753,1,0,2
345195,1,0,0,16775,14593,6,0,2
345197,2,2,0,16764,74179,1,0,2
345198,2,1,0,16765,169177,3,0,2
345199,2,2,0,16775,53199,3,0,2
345200,4,2,0,16765,133196,1,0,2
345202,2,0,0,16762,87453,7,0,2
345204,6,1,0,16786,64902,3,0,2
345205,5,1,0,16770,30332,1,0,2
345210,5,2,0,16763,124971,1,0,8
345211,2,0,0,16775,7290,7,0,2
345214,4,3,0,16765,161763,1,0,2
345215,4,3,0,16762,109802,1,0,2
345216,2,2,0,16765,50447,1,0,2
345219,2,0,0,16791,1988,1,0,2
345220,2,2,0,16775,55914,3,0,2
345221,4,3,0,16765,61766,1,0,2
345225,2,1,0,16765,66260,1,0,2
345229,4,2,0,16765,13304,1,0,2
345231,4,2,0,16766,117627,1,0,2
345234,2,2,0,16775,120858,1,0,2
345236,3,1,0,16765,60407,3,0,2
345238,2,2,0,16765,16605,1,0,2
345241,2,1,0,16765,122034,1,0,2
345242,4,2,0,16763,96344,1,0,8
345243,2,1,0,16765,71251,1,0,2
345246,3,3,0,16765,79645,1,0,2
345248,2,1,0,16784,19556,1,0,2
345249,2,2,0,16766,75741,1,0,2
345251,2,0,0,16765,56854,1,0,2
345252,2,0,0,16765,40172,1,0,2
345253,1,0,0,16765,33212,4,0,2
345254,2,1,0,16768,93354,1,0,2
345256,2,1,0,16765,21821,1,0,2
345258,2,1,0,16765,41720,1,0,2
345260,3,2,0,16768,57899,1,0,2
345262,7,3,0,16765,98480,1,0,2
345263,2,0,0,16765,77107,1,0,2
345264,6,3,0,16765,124678,2,0,2
345265,2,0,0,16765,45517,5,0,2
345266,5,1,0,16766,35727,1,0,2
345267,6,3,0,16781,38407,1,0,2
345270,2,1,0,16763,222540,1,0,8
345271,2,2,0,16775,56227,5,0,2
345272,4,2,0,16765,59049,3,0,2
345273,4,2,0,16784,244133,1,0,2
345275,2,1,0,16791,101685,3,0,2
345276,2,2,0,16775,167466,1,0,2
345277,2,1,0,16766,92712,1,0,2
345283,4,1,0,16765,99976,2,0,2
345284,4,3,0,16763,245933,1,0,8
345285,2,0,0,16773,67200,1,0,2
345291,2,0,0,16765,218941,3,0,2
345292,2,1,0,16765,88819,1,0,2
345296,6,2,0,16763,28436,1,0,8
345298,2,1,0,16789,38524,1,0,2
345302,6,2,0,16786,81987,1,0,2
345303,2,1,0,16765,132608,7,0,2
345304,5,4,0,16790,152068,1,0,2
345306,2,2,0,16765,149786,1,0,2
345307,4,3,0,16764,91431,1,0,2
345308,4,1,0,16765,52741,3,0,2
345309,2,2,0,16775,217142,5,0,2
345310,2,0,0,16785,71446,1,0,2
345311,5,2,0,16785,29911,1,0,2
345313,3,1,0,16765,85111,1,0,2
345314,3,1,0,16765,71836,1,0,2
345318,6,3,0,16768,27384,1,0,2
345320,2,0,0,16765,36407,1,0,2
345323,2,0,0,16781,13445,1,0,2
345324,3,3,0,16765,54764,1,0,2
345325,2,1,0,16765,120564,3,0,2
345328,1,0,0,16765,86673,4,0,2
345329,3,3,0,16765,39701,1,0,2
345333,5,2,0,16765,35853,3,0,2
345336,4,1,0,16775,63125,1,0,2
