PERID,household_id,age,PNUM,sex,pemploy,pstudent,ptype,educ
1028088,343003,65,1,2,3,3,5,9
1028089,343003,59,2,2,3,3,4,1
1028090,343004,58,1,2,1,3,1,9
1028091,343004,54,2,2,1,3,1,13
1028104,343011,74,1,1,3,3,5,13
1028105,343011,56,2,2,1,3,1,13
1028106,343012,84,1,2,3,3,5,1
1028107,343012,54,2,2,1,3,1,9
1028110,343014,45,1,2,1,3,1,9
1028111,343014,44,2,1,1,3,1,13
1028112,343014,3,3,2,4,3,8,1
1028113,343015,56,1,2,3,3,4,1
1028114,343015,58,2,1,1,3,1,1
1028115,343016,60,1,1,2,3,2,9
1028116,343016,66,2,2,3,3,5,9
1028117,343017,68,1,1,3,3,5,9
1028118,343017,78,2,1,3,3,5,9
1028130,343021,63,1,1,1,3,1,9
1028131,343021,64,2,2,3,3,4,9
1028138,343024,17,1,1,3,1,6,1
1028139,343024,58,2,1,3,3,4,9
1028145,343026,71,1,2,3,3,5,13
1028146,343026,54,2,1,1,3,1,9
1028174,343036,75,1,2,1,3,1,9
1028175,343036,50,2,2,1,3,1,13
1028176,343036,73,3,1,3,3,5,13
1028186,343042,48,1,2,1,3,1,1
1028187,343042,56,2,1,3,3,4,9
1028192,343045,24,1,1,3,3,4,9
1028193,343045,42,2,1,1,3,1,13
1028194,343045,69,3,2,3,3,5,9
1028195,343046,58,1,2,1,3,1,9
1028196,343046,52,2,1,3,3,4,1
1028197,343046,56,3,1,3,3,4,1
1028198,343046,68,4,2,3,3,5,9
1028199,343047,16,1,1,3,1,6,1
1028200,343047,45,2,2,1,3,1,13
1028201,343048,33,1,2,2,3,2,13
1028202,343048,69,2,2,3,3,5,9
1028203,343048,67,3,2,3,3,5,9
1028204,343048,3,4,1,4,3,8,1
1028213,343051,79,1,2,3,3,5,9
1028214,343051,67,2,2,3,3,5,9
1028254,343068,17,1,2,3,1,6,1
1028255,343068,63,2,2,3,3,4,9
1028266,343074,55,1,2,3,3,4,1
1028267,343074,78,2,2,3,3,5,9
1028279,343078,23,1,1,3,3,4,9
1028280,343078,53,2,1,1,3,1,13
1028281,343078,58,3,2,3,3,4,1
1028282,343079,21,1,2,3,3,4,9
1028283,343079,19,2,1,2,3,2,9
1028284,343079,51,3,1,1,3,1,13
1028285,343079,53,4,2,1,3,1,13
1028294,343084,85,1,2,3,3,5,9
1028295,343084,80,2,1,3,3,5,1
1028312,343091,19,1,1,3,2,3,9
1028313,343091,40,2,1,1,3,1,13
1028314,343091,61,3,2,3,3,4,9
1028328,343096,60,1,1,1,3,1,13
1028329,343096,53,2,2,1,3,1,1
1028330,343097,56,1,2,1,3,1,1
1028331,343097,47,2,2,1,3,1,13
1028332,343097,52,3,1,3,3,4,1
1028344,343102,87,1,2,3,3,5,13
1028345,343102,78,2,1,3,3,5,9
1028357,343107,21,1,2,3,3,4,9
1028358,343107,19,2,1,3,2,3,9
1028359,343107,56,3,2,1,3,1,9
1028360,343108,65,1,2,2,3,2,9
1028361,343108,66,2,1,1,3,1,13
1028365,343110,65,1,2,1,3,1,9
1028366,343110,85,2,2,3,3,5,9
1028373,343112,68,1,2,3,3,5,1
1028374,343112,37,2,2,1,3,1,13
1028375,343112,44,3,2,3,3,4,1
1028376,343112,67,4,1,3,3,5,9
1028377,343113,76,1,2,1,3,1,13
1028378,343113,81,2,1,3,3,5,13
1028379,343114,58,1,2,3,3,4,9
1028380,343114,76,2,2,3,3,5,1
1028381,343115,10,1,1,4,1,7,1
1028382,343115,10,2,1,4,1,7,1
1028383,343115,7,3,2,4,1,7,1
1028384,343115,29,4,2,1,3,1,13
1028385,343115,45,5,1,3,3,4,13
1028386,343115,5,6,1,4,1,8,1
1028391,343118,66,1,2,3,3,5,9
1028392,343118,52,2,2,2,3,2,13
1028393,343119,82,1,2,3,3,5,1
1028394,343119,94,2,1,3,3,5,9
1028400,343122,6,1,1,4,1,7,1
1028401,343122,25,2,2,1,3,1,9
1028402,343122,73,3,2,3,3,5,9
1028412,343126,68,1,1,3,3,5,13
1028413,343126,73,2,2,3,3,5,9
1028428,343132,7,1,2,4,1,7,1
1028429,343132,53,2,2,1,3,1,13
1028430,343132,56,3,1,3,3,4,13
1028431,343133,72,1,2,3,3,5,13
1028432,343133,60,2,1,1,3,1,9
1028456,343144,8,1,1,4,1,7,1
1028457,343144,68,2,2,3,3,5,9
1028458,343144,87,3,1,3,3,5,1
1028465,343148,92,1,2,3,3,5,9
1028484,343156,71,1,1,3,3,5,9
1028485,343156,69,2,2,3,3,5,9
1028490,343159,68,1,2,3,3,5,9
1028491,343159,77,2,1,3,3,5,13
1028498,343162,15,1,1,4,1,7,1
1028499,343162,18,2,2,2,1,6,1
1028500,343162,61,3,1,1,3,1,1
1028501,343162,62,4,2,2,3,2,9
1028536,343179,62,1,2,3,3,4,9
1028537,343179,74,2,1,3,3,5,9
1028558,343187,47,1,2,3,3,4,1
1028559,343187,83,2,1,3,3,5,1
1028585,343198,61,1,1,1,3,1,13
1028586,343198,80,2,2,3,3,5,1
1028589,343200,62,1,2,3,3,4,9
1028590,343200,75,2,1,3,3,5,13
1028600,343205,8,1,1,4,1,7,1
1028601,343205,46,2,1,1,3,1,9
1028602,343205,56,3,2,1,3,1,9
1028629,343215,66,1,1,1,3,1,9
1028630,343215,39,2,2,1,3,1,9
1028631,343215,55,3,2,1,3,1,13
1028632,343215,67,4,1,3,3,5,13
1028633,343215,3,5,2,4,3,8,1
1028649,343222,13,1,2,4,1,7,1
1028650,343222,58,2,1,1,3,1,13
1028651,343222,56,3,2,1,3,1,9
1028652,343222,45,4,1,1,3,1,13
1028653,343222,67,5,2,3,3,5,9
1028654,343222,46,6,2,1,3,1,13
1028655,343222,45,7,2,1,3,1,9
1028656,343222,72,8,2,3,3,5,9
1028670,343230,12,1,1,4,1,7,1
1028671,343230,6,2,2,4,1,7,1
1028672,343230,54,3,1,1,3,1,9
1028673,343230,63,4,2,1,3,1,9
1028678,343233,23,1,2,1,3,1,13
1028679,343233,46,2,2,3,3,4,13
1028680,343233,75,3,1,1,3,1,13
1028681,343233,0,4,1,4,3,8,1
1028711,343246,19,1,1,3,2,3,9
1028712,343246,16,2,1,3,1,6,1
1028713,343246,42,3,2,3,3,4,9
1028714,343246,74,4,2,3,3,5,1
1028715,343247,65,1,2,2,3,2,9
1028716,343247,57,2,1,3,3,4,9
1028721,343250,75,1,1,2,3,2,13
1028722,343250,86,2,1,3,3,5,9
1028748,343258,21,1,2,3,2,3,9
1028749,343258,34,2,1,1,3,1,9
1028750,343258,61,3,2,3,3,4,9
1028751,343258,66,4,1,3,3,5,9
1028795,343275,63,1,2,3,3,4,13
1028796,343275,76,2,1,1,3,1,9
1028797,343276,61,1,2,3,3,4,13
1028798,343276,61,2,1,1,3,1,13
1028799,343277,62,1,2,3,3,4,13
1028800,343277,54,2,1,1,3,1,9
1028809,343282,68,1,1,3,3,5,13
1028810,343282,69,2,2,3,3,5,9
1028822,343288,62,1,2,2,3,2,1
1028823,343288,72,2,2,3,3,5,9
1028825,343290,19,1,2,2,2,3,9
1028826,343290,18,2,2,3,1,6,1
1028827,343290,68,3,1,3,3,5,9
1028828,343290,48,4,2,1,3,1,13
1028831,343292,35,1,1,1,2,1,9
1028832,343292,41,2,2,1,3,1,1
1028833,343292,6,3,1,4,1,7,1
1028836,343294,46,1,1,1,3,1,9
1028837,343294,47,2,2,1,3,1,9
1028838,343294,62,3,2,1,3,1,9
1028841,343296,18,1,1,3,2,3,9
1028842,343296,18,2,1,3,2,3,9
1028843,343296,52,3,2,3,3,4,9
1028844,343296,80,4,1,3,3,5,9
1028849,343299,11,1,2,4,1,7,1
1028850,343299,69,2,1,3,3,5,9
1028851,343299,37,3,2,2,3,2,9
1028852,343299,33,4,1,1,3,1,9
1028863,343304,64,1,1,1,3,1,13
1028864,343304,53,2,1,1,3,1,13
1028870,343307,19,1,2,3,3,4,9
1028871,343307,17,2,1,3,1,6,1
1028872,343307,60,3,2,3,3,4,13
1028873,343307,58,4,1,1,3,1,13
1028907,343320,87,1,2,3,3,5,9
1028908,343320,76,2,1,2,3,2,9
1028909,343321,46,1,2,1,3,1,13
1028910,343321,50,2,1,1,3,1,13
1028918,343324,48,1,2,1,3,1,13
1028919,343324,62,2,1,1,3,1,9
1028927,343329,14,1,2,4,1,7,1
1028928,343329,32,2,2,3,3,4,13
1028929,343329,65,3,2,2,3,2,9
1028930,343329,3,4,2,4,3,8,1
1028931,343329,1,5,2,4,3,8,1
1028949,343338,32,1,1,3,3,4,9
1028950,343338,83,2,2,3,3,5,1
1028975,343349,48,1,1,3,3,4,1
1028976,343349,41,2,1,3,3,4,9
1028996,343356,77,1,2,3,3,5,9
1028999,343358,66,1,2,3,3,5,9
1029000,343358,66,2,1,1,3,1,13
1029030,343371,68,1,1,3,3,5,9
1029031,343371,62,2,2,3,3,4,13
1029043,343377,17,1,1,3,1,6,1
1029044,343377,19,2,1,3,2,3,9
1029045,343377,70,3,2,3,3,5,13
1029046,343377,55,4,1,1,3,1,13
1029053,343379,83,1,1,3,3,5,9
1029054,343379,59,2,2,1,3,1,9
1029055,343380,54,1,1,1,3,1,1
1029056,343380,67,2,1,3,3,5,9
1029057,343380,90,3,2,3,3,5,9
1029067,343385,23,1,2,1,3,1,9
1029068,343385,64,2,2,3,3,4,9
1029069,343385,62,3,1,1,3,1,9
1029070,343386,15,1,2,4,1,7,1
1029071,343386,21,2,1,1,3,1,9
1029072,343386,21,3,2,3,3,4,9
1029073,343386,67,4,2,3,3,5,9
1029074,343386,47,5,1,2,3,2,13
1029075,343386,0,6,2,4,3,8,1
1029080,343389,89,1,2,3,3,5,9
1029081,343389,71,2,2,3,3,5,13
1029086,343392,47,1,1,1,3,1,9
1029087,343392,41,2,2,3,3,4,1
1029096,343397,34,1,1,1,3,1,13
1029097,343397,67,2,2,3,3,5,13
1029115,343405,19,1,2,1,3,1,9
1029116,343405,34,2,2,3,3,4,9
1029117,343405,53,3,1,1,3,1,9
1029118,343405,78,4,2,3,3,5,9
1029119,343405,2,5,1,4,3,8,1
1029120,343406,74,1,1,3,3,5,9
1029121,343406,74,2,2,3,3,5,9
1029122,343407,20,1,2,3,2,3,9
1029123,343407,20,2,1,1,3,1,9
1029124,343407,21,3,1,3,3,4,9
1029125,343407,53,4,2,3,3,4,1
1029126,343407,83,5,1,3,3,5,9
1029130,343409,45,1,1,1,3,1,13
1029131,343409,64,2,2,2,3,2,9
1029134,343411,19,1,2,3,3,4,9
1029135,343411,22,2,2,1,3,1,9
1029136,343411,61,3,2,3,3,4,13
1029137,343411,64,4,1,3,3,4,9
1029138,343412,26,1,2,2,3,2,9
1029139,343412,65,2,1,1,3,1,9
1029150,343416,72,1,2,3,3,5,9
1029151,343416,72,2,1,3,3,5,9
1029159,343420,68,1,2,3,3,5,9
1029160,343420,56,2,1,1,3,1,13
1029161,343420,79,3,1,3,3,5,13
1029175,343427,23,1,1,3,2,3,9
1029176,343427,11,2,1,4,1,7,1
1029177,343427,23,3,2,2,3,2,9
1029178,343427,58,4,2,1,3,1,9
1029179,343427,68,5,2,3,3,5,9
1029182,343429,35,1,2,3,3,4,9
1029183,343429,51,2,1,1,3,1,13
1029184,343429,4,3,1,4,3,8,1
1029185,343429,3,4,1,4,3,8,1
1029191,343432,72,1,1,3,3,5,13
1029192,343432,90,2,2,3,3,5,1
1029216,343442,49,1,2,3,3,4,9
1029217,343442,90,2,2,3,3,5,13
1029233,343449,66,1,2,3,3,5,13
1029234,343449,69,2,1,3,3,5,9
1029237,343451,51,1,2,3,3,4,13
1029238,343451,56,2,1,1,3,1,13
1029239,343452,47,1,2,2,3,2,9
1029240,343452,85,2,2,3,3,5,9
1029241,343452,38,3,1,1,3,1,1
1029242,343452,70,4,1,1,3,1,13
1029249,343456,15,1,2,4,1,7,1
1029250,343456,10,2,1,4,1,7,1
1029251,343456,12,3,1,4,1,7,1
1029252,343456,14,4,2,4,1,7,1
1029253,343456,7,5,2,4,1,7,1
1029254,343456,65,6,1,2,3,2,13
1029255,343456,77,7,1,1,3,1,9
1029256,343456,53,8,1,1,3,1,9
1029257,343456,45,9,2,1,3,1,13
1029264,343459,81,1,2,3,3,5,9
1029267,343461,68,1,1,3,3,5,13
1029268,343461,82,2,2,3,3,5,9
1029271,343463,34,1,1,3,3,4,9
1029272,343463,32,2,1,1,3,1,13
1029275,343465,60,1,2,3,3,4,13
1029276,343465,47,2,1,1,3,1,13
1029300,343474,72,1,2,3,3,5,13
1029301,343474,68,2,2,3,3,5,9
1029309,343478,61,1,2,3,3,4,13
1029310,343478,73,2,2,3,3,5,13
1029317,343482,71,1,2,3,3,5,13
1029318,343482,77,2,1,3,3,5,9
1029330,343487,74,1,1,3,3,5,9
1029331,343487,70,2,2,3,3,5,9
1029351,343495,48,1,1,3,3,4,9
1029352,343495,57,2,2,1,3,1,9
1029359,343499,71,1,2,3,3,5,9
1029360,343499,67,2,1,3,3,5,9
1029370,343504,56,1,2,1,3,1,9
1029371,343504,74,2,1,3,3,5,9
1029372,343505,89,1,2,3,3,5,1
1029373,343505,78,2,1,3,3,5,9
1029384,343510,9,1,1,4,1,7,1
1029385,343510,15,2,1,4,1,7,1
1029386,343510,49,3,2,1,3,1,13
1029387,343510,40,4,1,1,3,1,9
1029409,343520,62,1,2,1,3,1,9
1029410,343520,84,2,1,3,3,5,9
1029413,343522,74,1,2,3,3,5,13
1029414,343522,86,2,1,3,3,5,13
1029415,343523,77,1,2,3,3,5,9
1029416,343523,83,2,1,3,3,5,13
1029429,343528,21,1,2,3,2,3,9
1029430,343528,66,2,1,3,3,5,1
1029431,343529,15,1,2,4,1,7,1
1029432,343529,37,2,2,3,3,4,9
1029441,343532,77,1,1,2,3,2,9
1029442,343532,70,2,2,3,3,5,9
1029443,343533,27,1,2,1,3,1,13
1029444,343533,41,2,1,1,3,1,9
1029445,343534,22,1,1,3,3,4,1
1029446,343534,44,2,1,1,3,1,9
1029447,343534,65,3,2,1,3,1,13
1029457,343538,78,1,1,3,3,5,9
1029458,343538,68,2,2,3,3,5,1
1029461,343540,67,1,1,3,3,5,9
1029462,343540,61,2,2,3,3,4,9
1029472,343544,49,1,1,1,3,1,9
1029489,343551,64,1,2,3,3,4,13
1029490,343551,82,2,1,3,3,5,1
1029503,343556,73,1,1,3,3,5,1
1029504,343556,89,2,2,3,3,5,13
1029521,343564,57,1,1,1,3,1,9
1029522,343564,56,2,2,3,3,4,9
1029536,343569,14,1,2,4,1,7,1
1029537,343569,47,2,2,3,3,4,9
1029538,343569,43,3,1,2,3,2,9
1029539,343569,5,4,2,4,1,8,1
1029540,343570,37,1,2,1,3,1,13
1029541,343570,60,2,2,3,3,4,1
1029544,343572,20,1,1,2,2,3,9
1029545,343572,18,2,1,3,2,3,9
1029546,343572,48,3,2,1,3,1,9
1029547,343572,59,4,1,3,3,4,1
1029551,343574,62,1,2,1,3,1,13
1029552,343574,47,2,1,3,3,4,9
1029558,343577,12,1,1,4,1,7,1
1029559,343577,42,2,2,2,3,2,13
1029560,343577,45,3,1,2,3,2,13
1029561,343577,6,4,1,4,1,7,1
1029562,343577,4,5,1,4,3,8,1
1029567,343580,32,1,1,1,3,1,9
1029568,343580,85,2,1,3,3,5,1
1029569,343580,61,3,2,3,3,4,9
1029570,343580,71,4,2,3,3,5,9
1029594,343590,57,1,1,1,3,1,13
1029595,343590,27,2,1,3,3,4,13
1029596,343590,32,3,1,1,3,1,13
1029597,343590,64,4,1,1,3,1,13
1029598,343590,70,5,2,3,3,5,13
1029599,343591,57,1,1,1,3,1,9
1029600,343591,67,2,2,3,3,5,13
1029602,343593,25,1,1,1,3,1,13
1029603,343593,34,2,1,1,3,1,13
1029604,343594,68,1,2,3,3,5,9
1029605,343594,53,2,1,1,3,1,9
1029606,343595,73,1,1,3,3,5,1
1029607,343595,68,2,2,3,3,5,9
1029608,343596,62,1,2,3,3,4,9
1029609,343596,72,2,2,3,3,5,9
1029610,343597,8,1,2,4,1,7,1
1029611,343597,12,2,1,4,1,7,1
1029612,343597,55,3,1,1,3,1,13
1029613,343597,40,4,2,3,3,4,13
1029617,343600,72,1,1,3,3,5,13
1029618,343600,64,2,2,3,3,4,13
1029623,343603,51,1,2,1,3,1,9
1029624,343603,69,2,1,3,3,5,9
1029681,343623,71,1,2,3,3,5,1
1029686,343625,73,1,2,3,3,5,9
1029687,343625,69,2,1,3,3,5,1
1029690,343627,15,1,2,4,1,7,1
1029691,343627,8,2,2,4,1,7,1
1029692,343627,56,3,2,3,3,4,9
1029693,343627,59,4,1,1,3,1,9
1029696,343629,51,1,1,3,3,4,9
1029697,343629,42,2,2,3,3,4,9
1029725,343640,62,1,2,2,3,2,9
1029726,343640,73,2,1,3,3,5,13
1029913,343700,10,1,1,4,1,7,1
1029914,343700,11,2,1,4,1,7,1
1029915,343700,55,3,2,1,3,1,9
1029916,343700,75,4,2,2,3,2,1
1030005,343731,52,1,1,1,3,1,13
1030006,343731,63,2,2,3,3,4,13
1030051,343747,22,1,1,3,3,4,9
1030052,343747,6,2,2,4,1,7,1
1030053,343747,21,3,2,3,2,3,13
1030054,343747,44,4,2,1,3,1,9
1030055,343747,51,5,1,3,3,4,9
1030307,343834,27,1,2,1,3,1,13
1030308,343834,65,2,2,1,3,1,13
1030309,343835,67,1,2,3,3,5,9
1030310,343835,67,2,1,3,3,5,9
1030430,343876,17,1,2,3,1,6,1
1030431,343876,54,2,2,3,3,4,9
1030432,343876,64,3,1,2,3,2,1
1030533,343910,21,1,1,2,3,2,1
1030534,343910,21,2,1,2,3,2,13
1030535,343910,53,3,1,3,3,4,9
1030536,343910,47,4,2,1,3,1,13
1030562,343919,13,1,1,4,1,7,1
1030563,343919,15,2,1,4,1,7,1
1030564,343919,41,3,2,1,3,1,13
1030565,343919,40,4,1,1,3,1,9
1030648,343951,64,1,2,3,3,4,9
1030649,343951,65,2,1,1,3,1,13
1030677,343962,13,1,1,4,1,7,1
1030678,343962,47,2,2,3,3,4,9
1030679,343962,45,3,1,1,3,1,13
1031022,344076,47,1,1,1,3,1,13
1031023,344076,49,2,2,3,3,4,13
1031147,344122,76,1,2,3,3,5,9
1031148,344122,67,2,1,3,3,5,1
1031297,344172,47,1,1,1,3,1,13
1031298,344172,54,2,2,2,3,2,1
1031299,344173,9,1,2,4,1,7,1
1031300,344173,33,2,2,3,3,4,9
1031348,344188,8,1,2,4,1,7,1
1031349,344188,23,2,1,2,3,2,9
1031350,344188,48,3,1,1,3,1,13
1031351,344188,46,4,2,1,3,1,13
1031383,344198,8,1,2,4,1,7,1
1031384,344198,33,2,1,1,3,1,1
1031385,344198,36,3,2,3,3,4,13
1031386,344198,1,4,1,4,3,8,1
1031415,344208,76,1,2,3,3,5,9
1031416,344208,67,2,1,3,3,5,9
1031615,344273,59,1,1,1,3,1,9
1031633,344281,58,1,2,1,3,1,13
1031634,344281,85,2,2,3,3,5,1
1031643,344284,68,1,2,3,3,5,9
1031644,344284,61,2,1,3,3,4,9
1032250,344494,16,1,2,3,1,6,1
1032251,344494,10,2,2,4,1,7,1
1032252,344494,16,3,1,3,1,6,1
1032253,344494,22,4,2,3,2,3,9
1032254,344494,7,5,2,4,1,7,1
1032255,344494,18,6,1,2,1,6,1
1032256,344494,35,7,1,3,3,4,9
1032257,344494,39,8,2,3,3,4,13
1032258,344494,53,9,2,1,3,1,13
1032328,344520,16,1,1,3,1,6,1
1032329,344520,7,2,1,4,1,7,1
1032330,344520,41,3,1,1,3,1,1
1032331,344520,38,4,2,1,3,1,13
1032332,344520,6,5,2,4,1,7,1
1032333,344520,5,6,2,4,1,8,1
1032478,344565,80,1,2,3,3,5,1
1032479,344565,81,2,2,3,3,5,9
1032670,344644,17,1,1,3,1,6,1
1032671,344644,59,2,2,3,3,4,9
1032674,344646,79,1,1,3,3,5,9
1032675,344646,47,2,2,1,3,1,13
1032760,344674,12,1,1,4,1,7,1
1032761,344674,39,2,2,3,3,4,13
1032762,344674,31,3,1,1,3,1,1
1032800,344690,70,1,2,3,3,5,9
1032801,344690,78,2,1,3,3,5,13
1032802,344691,60,1,2,3,3,4,9
1032803,344691,52,2,1,3,3,4,13
1033162,344807,20,1,1,1,2,1,9
1033163,344807,52,2,2,3,3,4,13
1033164,344807,49,3,2,1,3,1,13
1033165,344807,62,4,1,3,3,4,13
1033256,344841,31,1,2,1,3,1,13
1033257,344841,42,2,2,3,3,4,9
1033258,344841,6,3,2,4,1,7,1
1033259,344841,5,4,1,4,1,8,1
1033260,344841,4,5,1,4,3,8,1
1034040,345127,55,1,1,1,3,1,9
1034041,345127,64,2,2,3,3,4,9
1034042,345128,47,1,1,3,3,4,13
1034043,345128,77,2,2,3,3,5,1
1034044,345129,58,1,1,1,3,1,9
1034045,345129,84,2,1,3,3,5,13
1034063,345134,8,1,1,4,1,7,1
1034064,345134,51,2,2,3,3,4,1
1034065,345134,65,3,1,1,3,1,13
1034066,345134,60,4,2,1,3,1,9
1034069,345136,54,1,2,3,3,4,13
1034070,345136,58,2,1,1,3,1,1
1034080,345140,20,1,2,1,3,1,13
1034081,345140,64,2,2,1,3,1,13
1034092,345145,43,1,2,1,3,1,1
1034093,345145,64,2,1,1,3,1,13
1034096,345147,50,1,2,1,3,1,9
1034097,345147,46,2,1,1,3,1,13
1034098,345148,20,1,2,3,3,4,9
1034099,345148,16,2,2,3,1,6,1
1034100,345148,53,3,1,1,3,1,13
1034101,345148,32,4,2,1,3,1,13
1034105,345150,38,1,2,2,3,2,9
1034106,345150,45,2,1,1,3,1,13
1034107,345150,0,3,2,4,3,8,1
1034109,345152,66,1,1,1,3,1,13
1034110,345152,54,2,2,2,3,2,9
1034111,345153,59,1,2,2,3,2,13
1034112,345153,62,2,1,3,3,4,13
1034125,345156,79,1,2,3,3,5,9
1034126,345156,59,2,1,1,3,1,13
1034127,345157,17,1,2,3,3,4,9
1034128,345157,22,2,1,3,3,4,9
1034129,345157,59,3,1,1,3,1,9
1034130,345157,85,4,2,3,3,5,9
1034133,345159,17,1,1,3,1,6,1
1034134,345159,18,2,2,2,2,3,9
1034135,345159,60,3,1,1,3,1,13
1034136,345159,53,4,2,1,3,1,9
1034137,345160,53,1,1,1,3,1,13
1034138,345160,58,2,2,1,3,1,13
1034139,345161,9,1,1,4,1,7,1
1034140,345161,54,2,2,1,3,1,1
1034141,345161,33,3,2,3,3,4,9
1034142,345161,68,4,1,3,3,5,9
1034143,345161,1,5,2,4,3,8,1
1034147,345163,41,1,1,1,3,1,13
1034148,345163,59,2,1,1,3,1,13
1034149,345163,70,3,1,1,3,1,13
1034150,345163,96,4,2,3,3,5,9
1034151,345164,23,1,1,1,3,1,9
1034152,345164,55,2,2,3,3,4,13
1034153,345164,65,3,1,1,3,1,9
1034154,345165,73,1,2,3,3,5,13
1034155,345165,82,2,1,3,3,5,13
1034156,345165,66,3,2,3,3,5,13
1034157,345166,17,1,2,2,1,6,1
1034158,345166,9,2,2,4,1,7,1
1034159,345166,50,3,2,1,3,1,9
1034160,345166,70,4,1,2,3,2,13
1034161,345166,71,5,2,1,3,1,13
1034167,345169,66,1,2,1,3,1,13
1034168,345169,54,2,1,1,3,1,1
1034169,345170,19,1,2,2,2,3,9
1034170,345170,81,2,2,3,3,5,1
1034171,345171,34,1,2,3,3,4,9
1034172,345171,41,2,1,1,3,1,13
1034182,345176,7,1,2,4,1,7,1
1034183,345176,59,2,1,1,3,1,9
1034184,345176,54,3,2,1,3,1,13
1034185,345177,14,1,1,4,1,7,1
1034186,345177,43,2,1,2,3,2,9
1034187,345177,42,3,2,1,3,1,13
1034188,345178,37,1,1,1,3,1,13
1034189,345178,48,2,2,1,3,1,1
1034190,345178,58,3,1,1,3,1,9
1034193,345180,67,1,2,3,3,5,9
1034194,345181,7,1,2,4,1,7,1
1034195,345181,33,2,2,3,3,4,9
1034196,345181,49,3,2,1,3,1,9
1034197,345181,5,4,1,4,1,8,1
1034198,345181,3,5,1,4,3,8,1
1034202,345183,56,1,2,2,3,2,9
1034203,345183,47,2,1,1,3,1,13
1034204,345184,75,1,2,2,3,2,13
1034205,345184,81,2,1,3,3,5,9
1034210,345186,57,1,2,1,3,1,13
1034211,345186,63,2,1,3,3,4,13
1034212,345186,36,3,2,3,3,4,1
1034213,345186,62,4,2,3,3,4,9
1034214,345186,3,5,1,4,3,8,1
1034223,345191,56,1,2,2,3,2,13
1034224,345191,55,2,2,2,3,2,13
1034225,345191,58,3,1,1,3,1,9
1034226,345192,54,1,2,2,3,2,13
1034227,345192,64,2,1,1,3,1,13
1034228,345193,47,1,1,3,3,4,9
1034229,345193,58,2,1,1,3,1,9
1034230,345194,13,1,1,4,1,7,1
1034231,345194,14,2,1,4,1,7,1
1034232,345194,40,3,2,2,3,2,13
1034233,345194,64,4,1,1,3,1,9
1034234,345194,0,5,1,4,3,8,1
1034235,345195,79,1,2,3,3,5,9
1034238,345197,59,1,2,2,3,2,13
1034239,345197,59,2,1,1,3,1,9
1034240,345198,9,1,2,4,1,7,1
1034241,345198,60,2,2,1,3,1,9
1034242,345199,19,1,1,1,3,1,9
1034243,345199,59,2,2,1,3,1,9
1034244,345200,8,1,2,4,1,7,1
1034245,345200,28,2,1,2,2,3,9
1034246,345200,42,3,2,1,3,1,9
1034247,345200,2,4,2,4,3,8,1
1034253,345202,50,1,2,3,3,4,1
1034254,345202,72,2,2,3,3,5,13
1034256,345204,8,1,2,4,1,7,1
1034257,345204,15,2,1,4,1,7,1
1034258,345204,37,3,2,2,3,2,9
1034259,345204,83,4,2,3,3,5,1
1034260,345204,4,5,2,4,3,8,1
1034261,345204,3,6,2,4,3,8,1
1034262,345205,20,1,1,3,3,4,9
1034263,345205,35,2,2,2,2,3,9
1034264,345205,62,3,1,3,3,4,9
1034265,345205,5,4,2,4,1,8,1
1034266,345205,4,5,1,4,3,8,1
1034278,345210,14,1,1,4,1,7,1
1034279,345210,14,2,1,4,1,7,1
1034280,345210,6,3,1,4,1,7,1
1034281,345210,40,4,2,1,3,1,9
1034282,345210,37,5,1,1,3,1,13
1034283,345211,67,1,2,3,3,5,1
1034284,345211,70,2,2,3,3,5,9
1034289,345214,29,1,1,1,3,1,9
1034290,345214,32,2,1,1,3,1,9
1034291,345214,69,3,1,3,3,5,13
1034292,345214,70,4,2,1,3,1,9
1034293,345215,17,1,2,3,3,4,9
1034294,345215,18,2,1,2,3,2,9
1034295,345215,44,3,2,1,3,1,9
1034296,345215,48,4,1,1,3,1,13
1034297,345216,52,1,2,2,3,2,1
1034298,345216,62,2,1,2,3,2,13
1034303,345219,97,1,1,3,3,5,9
1034304,345219,72,2,2,3,3,5,9
1034305,345220,35,1,1,1,3,1,13
1034306,345220,75,2,2,1,3,1,9
1034307,345221,19,1,2,1,2,1,9
1034308,345221,38,2,2,1,3,1,9
1034309,345221,60,3,1,1,3,1,13
1034310,345221,6,4,2,4,1,7,1
1034323,345225,74,1,2,3,3,5,9
1034324,345225,66,2,1,1,3,1,13
1034332,345229,19,1,1,2,3,2,9
1034333,345229,12,2,2,4,1,7,1
1034334,345229,54,3,2,2,3,2,9
1034335,345229,67,4,1,3,3,5,9
1034339,345231,42,1,1,1,3,1,9
1034340,345231,53,2,1,1,3,1,13
1034341,345231,61,3,2,3,3,4,1
1034342,345231,69,4,2,3,3,5,13
1034348,345234,51,1,2,1,3,1,13
1034349,345234,54,2,1,1,3,1,13
1034353,345236,11,1,2,4,1,7,1
1034354,345236,9,2,1,4,1,7,1
1034355,345236,45,3,2,1,3,1,1
1034358,345238,59,1,1,1,3,1,13
1034359,345238,48,2,2,1,3,1,13
1034364,345241,48,1,1,1,3,1,13
1034365,345241,63,2,2,3,3,4,9
1034366,345242,17,1,1,3,1,6,1
1034367,345242,63,2,2,2,3,2,1
1034368,345242,60,3,1,1,3,1,9
