household_id,model_choice,override_choice,util_drivers_2,util_drivers_3,util_drivers_4_up,util_persons_16_17,util_persons_18_24,util_persons_25_34,util_presence_children_0_4,util_presence_children_5_17,util_num_workers_clip_3,util_hh_income_0_30k,util_hh_income_30_75k,util_hh_income_75k_up,util_density_0_10_no_workers,util_density_10_up_no_workers,util_density_0_10_workers,util_density_10_up_workers,util_asc,util_asc_san_francisco,util_asc_solano,util_asc_napa,util_asc_sonoma,util_asc_marin,util_retail_auto_no_workers,util_retail_auto_workers,util_retail_transit_no_workers,util_retail_transit_workers,util_retail_non_motor_no_workers,util_retail_non_motor_workers,util_auto_time_saving_per_worker,TAZ,income,hhsize,HHT,auto_ownership,num_workers,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,auPkRetail,auPkTotal,auOpRetail,auOpTotal,trPkRetail,trPkTotal,trOpRetail,trOpTotal,nmRetail,nmTotal,DISTRICT,SD,county_id,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,household_density,employment_density,density_index
729143,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.9,0.0,0.0,0.0,0.0,7.962630048959608,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.812845230102539,0.0,6.1714067459106445,0.0,5.920677185058594,0.5662116408348083,63,14900,2,1,0,1,1179,14.9,1,6.01,1.7469331822509753,1,2,2,0,0,0,0,0,0,False,True,True,False,0.56621164,9.805497,12.444323,9.827108,12.460843,6.233899,8.899357,6.0500965,8.659,5.920677,7.6470942,2,2,1,2271,5413,129.0,71.0,5.0,825,621,171,165,346,115,0,28,0.0,0.0,2,0.0,0.0,0.0,1,2.58641,29.88157894736842,10.855263157894736,7.962630048959608
729332,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,5.126894823477385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.923799514770508,0.0,6.064826488494873,0.0,6.152835369110107,0.2796449661254883,83,20000,2,1,1,1,1318,20.0,1,6.01,4.5609342938458415,1,2,2,0,0,0,0,0,0,False,True,True,False,0.27964497,9.92085,12.631531,9.929523,12.640704,6.106632,8.79446,5.983674,8.620949,6.1528354,8.343037,2,2,1,2256,3948,119.0,60.0,2.0,370,116,97,121,98,38,10,6,0.0,0.0,3,0.0,0.0,0.0,1,2.24702,36.38709677419355,5.967741935483871,5.126894823477385
729420,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.1,0.0,0.0,0.0,0.0,10.0,12.863396951915565,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.012872695922852,0.0,7.607993125915527,0.0,6.846551418304443,0.20776167511940002,100,26100,2,1,1,1,1032,26.1,1,6.01,3.786223725156301,1,2,2,0,0,0,0,0,0,False,True,True,False,0.20776168,10.011759,12.733451,10.015036,12.739863,7.633152,10.61301,7.559156,10.563327,6.8465514,9.257593,3,3,1,1788,4526,80.0,27.0,19.0,2554,620,272,435,1172,603,0,72,0.0,94.95461,1,0.0,0.0,0.0,2,4.97035,38.869565217391305,55.52173913043478,22.863396951915565
729480,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.1,0.0,0.0,0.0,0.0,9.599781480469817,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.99216365814209,0.0,6.350715160369873,0.0,6.742856025695801,0.35709503293037415,103,22100,2,3,2,1,988,22.1,1,6.01,20.44567953152995,1,2,2,0,0,0,0,0,0,False,True,True,False,0.35709503,9.989832,12.711503,9.99669,12.721047,6.372132,9.155485,6.3091416,9.07126,6.742856,8.919406,3,3,1,2676,4899,137.0,67.0,8.0,985,164,200,205,426,136,0,18,0.0,61.0,2,1156.5407699999996,0.0,0.0,1,2.58283,35.68,13.133333333333333,9.599781480469817
729768,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,10.0,5.107993544916621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.77778434753418,0.0,6.295097351074219,0.0,6.230361461639404,0.6035983562469482,176,5500,2,3,1,1,1323,5.5,1,6.01,7.5804068295714435,1,2,2,0,0,0,0,1,0,False,True,True,False,0.60359836,9.765124,12.309338,9.802359,12.3460455,6.3646913,8.755962,6.160002,8.52025,6.2303615,7.9008694,4,4,1,1908,4101,91.0,48.0,7.0,1472,373,388,168,328,570,0,18,0.0,0.0,2,0.0,0.0,0.0,1,3.32667,34.69090909090909,26.763636363636362,15.10799354491662
729823,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,3.7728857968378926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.54231071472168,0.0,5.2619948387146,0.0,5.835315227508545,0.7551783323287964,179,18000,2,1,3,1,777,18.0,1,6.01,4.024145140457589,1,2,2,0,0,0,0,0,0,False,True,True,False,0.75517833,9.528941,11.9954195,9.568263,12.047182,5.4158525,7.5420055,4.963329,7.0510883,5.835315,7.014951,4,4,1,2841,8264,230.0,134.0,9.0,666,1119,287,90,183,83,0,23,0.0,0.0,3,0.0,0.0,0.0,1,2.08967,19.867132867132867,4.6573426573426575,3.7728857968378926
740567,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,4.159889579020014,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.670552253723145,0.0,5.290246486663818,0.0,6.2016496658325195,0.5599333643913269,187,18000,3,3,0,1,1828,18.0,1,6.01,2.2819065497106927,2,3,3,0,0,0,0,0,1,False,True,True,False,0.55993336,9.6520605,12.124859,9.706447,12.209978,5.3296275,7.2765574,5.2138004,7.1959634,6.2016497,7.4100966,4,4,1,1492,4139,214.0,116.0,10.0,808,603,354,142,172,93,1,46,0.0,0.0,3,0.0,0.0,0.0,2,1.73676,11.841269841269842,6.412698412698413,4.159889579020014
746004,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,8.008670328315167,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.687939643859863,0.0,5.475826740264893,0.0,5.1643500328063965,0.0,0.0,147,25500,5,3,3,0,1950,25.5,1,6.01,1.449164067783348,5,5,5,0,0,0,0,0,0,False,True,True,False,0.0,9.685342,12.455026,9.692981,12.472449,5.5932503,8.475532,5.2478867,8.162382,5.16435,8.119448,3,3,1,1228,4625,206.0,63.0,43.0,2750,1120,216,415,409,1229,2,479,0.0,0.0,3,0.0,0.0,0.0,2,2.76033,11.584905660377359,25.943396226415093,8.008670328315167
750381,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.7,0.0,0.0,0.0,0.0,10.0,29.594770129421683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.161283493041992,0.0,7.727311134338379,0.0,8.181251525878906,0.12815167009830475,21,27700,5,1,0,1,351,27.7,1,6.01,4.319514535062517,4,3,3,2,0,2,0,0,0,False,True,True,False,0.12815167,10.161417,13.022688,10.161025,13.02759,7.7586184,10.782876,7.666537,10.660004,8.181252,11.086892,1,1,1,3472,6203,78.9,15.189429999999998,44.0,7211,352,381,2802,1840,1975,0,213,123.0,355.0,1,0.0,0.0,0.0,3,4.29617,58.659122076357214,121.82918470409328,39.59477012942168
750410,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.2,0.0,0.0,0.0,0.0,6.523299050500521,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.83084487915039,0.0,6.106536865234375,0.0,5.832947254180908,0.4958750009536743,138,8200,4,3,2,1,1631,8.2,1,6.01,4.618160018627143,3,2,2,2,2,0,0,1,0,False,True,True,False,0.495875,9.822265,12.538859,9.847501,12.575703,6.1734986,9.011381,5.9765515,8.844051,5.8329473,7.674503,3,3,1,2585,9627,292.0,120.0,26.0,1508,1711,322,221,511,389,4,61,0.0,0.0,3,0.0,0.0,0.0,1,2.47305,17.705479452054796,10.32876712328767,6.523299050500521
750453,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,2.7699671806967867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.643692016601562,0.0,5.321049690246582,0.0,4.507081031799316,0.4387800097465515,149,4200,5,1,3,1,884,4.2,1,6.01,15.759433832128435,4,5,5,0,0,0,0,1,1,False,True,True,False,0.43878,9.629687,12.358456,9.670878,12.41278,5.4579663,8.335617,5.05527,7.8938136,4.507081,7.061687,3,3,1,7191,22720,517.0,247.5816,140.0,1262,4443,75,425,364,319,0,79,0.0,0.0,3,0.0,0.0,0.0,1,2.04377,18.55351234423925,3.2560885243262323,2.7699671806967867
754455,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,28.73,0.0,0.0,0.0,0.0,6.98232989296636,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.544903755187988,0.0,5.5059380531311035,0.0,5.332522392272949,0.35547447204589844,54,28730,5,3,2,3,1229,28.73,1,6.01,10.343266212846057,2,4,4,1,0,1,0,1,0,False,True,True,False,1.0664234,9.53571,12.097771,9.562748,12.125427,5.583303,8.053674,5.355758,7.836777,5.3325224,6.5339365,2,2,1,2794,6751,257.0,105.0,4.0,1046,782,378,165,415,71,0,17,0.0,0.0,3,0.0,0.0,0.0,1,2.37288,25.63302752293578,9.596330275229358,6.98232989296636
763890,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.049999999999997,0.0,10.0,83.85038978271686,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.126801490783691,0.0,7.629941940307617,0.0,8.03978443145752,0.0,0.0,6,33050,1,4,0,0,803,33.05,2,8.81,14.344551658213124,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.127601,13.012777,10.125251,13.013418,7.715868,10.739743,7.4631443,10.485238,8.039784,11.174906,1,1,1,2240,3963,29.0,7.0,8.0,3789,226,151,924,1997,672,1,44,150.0,546.0,0,0.0,0.0,0.0,1,5.00004,149.33333333333334,252.6,93.85038978271686
763963,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.899999999999999,0.0,10.0,94.5323772849998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.146238327026367,0.0,8.012784957885742,0.0,8.153928756713867,0.0,0.0,7,37900,1,6,1,0,554,37.9,2,8.81,38.20030968608865,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.14755,13.023967,10.143694,13.021462,8.028974,11.033283,7.9813595,10.975897,8.153929,11.221939,1,1,1,3762,6032,45.0,13.0,14.0,11300,425,252,5535,4593,799,1,120,318.85754,933.24158,0,0.0,0.0,0.0,1,5.35435,139.33333333333334,418.51851851851853,104.5323772849998
763971,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,5.0,0.0,10.0,94.5323772849998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.146238327026367,0.0,8.012784957885742,0.0,8.153928756713867,0.0,0.0,7,35000,1,4,0,0,483,35.0,2,8.81,4.5474730167141715,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,10.14755,13.023967,10.143694,13.021462,8.028974,11.033283,7.9813595,10.975897,8.153929,11.221939,1,1,1,3762,6032,45.0,13.0,14.0,11300,425,252,5535,4593,799,1,120,318.85754,933.24158,0,0.0,0.0,0.0,1,5.35435,139.33333333333334,418.51851851851853,104.5323772849998
764420,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,5.0,0.0,10.0,50.3488979421289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.147785186767578,0.0,7.656889915466309,0.0,7.7891340255737305,0.0,0.0,30,35000,1,4,0,0,486,35.0,2,8.81,5.379706588473184,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,10.147793,12.994567,10.147768,12.994747,7.679231,10.678602,7.6135206,10.622618,7.789134,10.907574,1,1,1,4160,7606,46.0,14.0,10.0,2222,694,112,428,843,780,0,59,116.23898,159.06387,1,0.0,0.0,0.0,1,4.49777,173.33333333333334,92.58333333333333,60.3488979421289
764681,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.100000000000001,0.0,10.0,12.056656085976964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.059919357299805,0.0,7.403460502624512,0.0,7.08221435546875,0.0,0.0,46,42100,1,6,1,0,1137,42.1,2,8.81,11.240282419573717,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,10.056649,12.885131,10.066265,12.895187,7.4595513,10.516096,7.2945766,10.317262,7.0822144,9.946215,2,2,1,4324,7060,102.0,42.19071,8.0,1488,267,118,386,659,283,0,42,75.0,102.0,1,0.0,0.0,0.0,1,4.37996,86.15140132506593,29.64692071500881,22.056656085976964
764972,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,9.264383075637756,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.99293327331543,0.0,7.308339595794678,0.0,6.717528820037842,0.0,0.0,84,30000,1,4,1,0,1988,30.0,1,6.01,8.314429545862703,1,1,1,0,0,0,0,0,1,True,False,True,False,0.0,9.99058,12.714534,9.9975,12.725989,7.362801,10.147457,7.2026196,9.989074,6.717529,8.895801,2,2,1,2391,4924,117.0,42.0,4.0,1408,293,143,175,207,857,1,25,74.43172,105.44494,1,0.0,0.0,0.0,1,4.80294,51.97826086956522,30.608695652173914,19.264383075637756
765482,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,6.117751725372317,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.910165786743164,0.0,6.2111921310424805,0.0,6.265588760375977,0.0,0.0,127,47000,1,4,0,0,743,47.0,2,8.81,13.711580060307647,1,1,1,0,0,0,0,0,0,True,False,True,False,0.0,9.904215,12.560963,9.921715,12.583411,6.2418876,8.994796,6.151605,8.942645,6.2655888,8.155238,3,3,1,1833,4013,128.0,71.0,6.0,634,395,167,142,176,129,0,20,0.0,0.0,2,0.0,0.0,0.0,1,2.14578,23.805194805194805,8.233766233766234,6.117751725372317
771599,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0.0,0.0,10.0,13.36350416451884,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.87992000579834,0.0,6.526309013366699,0.0,6.49644660949707,0.30658918619155884,43,50000,1,4,1,1,736,50.0,2,8.81,5.194153068880652,0,1,1,0,0,0,0,0,0,True,False,True,False,0.3065892,9.870447,12.654255,9.898307,12.681143,6.5619373,9.379082,6.457148,9.27518,6.4964466,8.706585,2,2,1,3446,5651,199.0,57.0,5.0,2499,167,323,379,934,804,2,57,0.0,0.0,2,0.0,0.0,0.0,3,4.19276,55.58064516129032,40.306451612903224,23.36350416451884
772124,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,15.0,0.0,0.0,0.0,5.126894823477385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.923799514770508,0.0,6.064826488494873,0.0,6.152835369110107,0.3629433214664459,83,45000,1,6,0,1,1701,45.0,2,8.81,2.386155776011103,0,1,1,0,0,0,0,0,0,True,False,True,False,0.36294332,9.92085,12.631531,9.929523,12.640704,6.106632,8.79446,5.983674,8.620949,6.1528354,8.343037,2,2,1,2256,3948,119.0,60.0,2.0,370,116,97,121,98,38,10,6,0.0,0.0,3,0.0,0.0,0.0,1,2.24702,36.38709677419355,5.967741935483871,5.126894823477385
772157,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,7.0,0.0,0.0,0.0,10.0,12.867290433454265,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.988065719604492,0.0,6.835607528686523,0.0,6.6745524406433105,0.394849956035614,87,37000,1,4,1,1,1542,37.0,2,8.81,8.088442698294811,0,1,1,0,0,0,0,0,0,True,False,True,False,0.39484996,9.985275,12.691112,9.993482,12.701087,6.908346,9.604865,6.694409,9.361621,6.6745524,8.840745,2,2,1,2444,5345,93.0,43.0,14.0,2793,273,116,239,2240,181,1,16,0.0,0.0,2,0.0,0.0,0.0,1,4.61106,42.87719298245614,49.0,22.867290433454265
772167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,16.200000000000003,0.0,0.0,0.0,10.0,7.844541309537785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.980033874511719,0.0,7.0033721923828125,0.0,6.717966556549072,0.22442500293254852,88,46200,1,4,0,1,1085,46.2,2,8.81,15.418677600347001,0,1,1,0,0,0,0,0,0,True,False,True,False,0.224425,9.974598,12.665335,9.990586,12.683721,7.0937576,9.829216,6.8279185,9.525286,6.7179666,8.742306,2,2,1,2611,5381,85.0,40.0,11.0,1397,216,485,196,592,95,1,28,0.0,0.0,2,340.63205,0.0,0.0,2,3.88504,51.19607843137255,27.392156862745097,17.844541309537785
772183,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,27.700000000000003,0.0,0.0,0.0,9.885767488105776,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.93909740447998,0.0,6.903595924377441,0.0,6.343830585479736,0.2656116783618927,89,57700,1,6,0,1,903,57.7,2,8.81,12.183743947861657,0,1,1,0,0,0,0,0,0,True,False,True,False,0.26561168,9.933537,12.601574,9.949891,12.619785,6.991001,9.72868,6.733927,9.448838,6.3438306,8.694582,2,2,1,3630,7494,150.0,89.0,5.0,1249,506,264,227,463,217,0,78,0.0,0.0,2,138.67621,0.0,0.0,1,2.83676,38.61702127659574,13.287234042553191,9.885767488105776
772403,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,10.0,0.0,0.0,0.0,9.599781480469817,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.99216365814209,0.0,6.350715160369873,0.0,6.742856025695801,0.34465330839157104,103,40000,1,6,1,1,1619,40.0,2,8.81,8.945703497339581,0,1,1,0,0,0,0,0,0,True,False,True,False,0.3446533,9.989832,12.711503,9.99669,12.721047,6.372132,9.155485,6.3091416,9.07126,6.742856,8.919406,3,3,1,2676,4899,137.0,67.0,8.0,985,164,200,205,426,136,0,18,0.0,61.0,2,1156.5407699999996,0.0,0.0,1,2.58283,35.68,13.133333333333333,9.599781480469817
772426,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,2.5,0.0,0.0,0.0,6.6607970986081675,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.128313064575195,0.0,7.193645477294922,0.0,7.54424524307251,0.21401332318782806,107,32500,1,4,1,1,911,32.5,2,8.81,1.599961097279446,0,1,1,0,0,0,0,0,0,True,False,True,False,0.21401332,10.128024,12.929759,10.128871,12.934628,7.2131643,10.208282,7.1557555,10.165435,7.5442452,10.299543,3,3,1,823,2357,223.0,10.25827,106.0,13106,305,1305,4234,3276,3026,3,1262,48.0,68.0,1,0.0,215.40848,0.0,2,4.10989,7.079066289219683,112.73176523270129,6.6607970986081675
772759,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,3.0,0.0,0.0,0.0,6.150211823776565,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.93595027923584,0.0,6.00177001953125,0.0,5.789460182189941,0.33027663826942444,125,33000,1,4,1,1,1618,33.0,2,8.81,12.11794879745085,0,1,1,0,0,0,0,0,1,True,False,True,False,0.33027664,9.928469,12.650483,9.950472,12.684687,6.0075936,8.611331,5.9904637,8.591933,5.78946,7.8962393,3,3,1,1069,2962,82.0,38.0,3.0,330,473,102,69,88,58,5,8,0.0,0.0,3,0.0,0.0,0.0,1,2.48345,26.073170731707318,8.048780487804878,6.150211823776565
772941,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,11.200000000000003,0.0,0.0,0.0,5.7032501938485405,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.8485107421875,0.0,5.524972915649414,0.0,6.022072792053223,0.28042834997177124,130,41200,1,6,0,1,134,41.2,2,8.81,3.413715174720567,0,1,1,0,0,0,0,0,1,True,False,True,False,0.28042835,9.834823,12.442092,9.87508,12.497448,5.580373,8.413591,5.417432,8.345187,6.022073,7.8888626,3,3,1,1924,4260,307.0,103.0,43.0,1468,500,279,229,298,633,0,29,0.0,0.0,2,1533.52356,0.0,0.0,1,1.83007,13.178082191780822,10.054794520547945,5.7032501938485405
772993,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,15.14,0.0,0.0,0.0,5.7032501938485405,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.8485107421875,0.0,5.524972915649414,0.0,6.022072792053223,0.42286503314971924,130,45140,1,6,1,1,860,45.14,2,8.81,4.432755410706437,0,1,1,0,0,0,0,0,1,True,False,True,False,0.42286503,9.834823,12.442092,9.87508,12.497448,5.580373,8.413591,5.417432,8.345187,6.022073,7.8888626,3,3,1,1924,4260,307.0,103.0,43.0,1468,500,279,229,298,633,0,29,0.0,0.0,2,1533.52356,0.0,0.0,1,1.83007,13.178082191780822,10.054794520547945,5.7032501938485405
773630,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0500000000000007,0.0,0.0,0.0,4.520727593076453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.760894775390625,0.0,4.956000328063965,0.0,5.300261974334717,0.6168133020401001,152,31050,1,4,1,1,1409,31.05,2,8.81,1.0,0,1,1,0,0,0,0,0,0,True,False,True,False,0.6168133,9.751643,12.464883,9.778852,12.505103,5.0044317,7.67315,4.861986,7.55207,5.300262,7.0860953,3,3,1,1348,4364,182.0,72.0,27.0,670,752,123,98,327,105,0,17,0.0,0.0,3,2190.56494,0.0,0.0,1,1.94486,13.616161616161616,6.767676767676767,4.520727593076453
773637,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,12.149999999999999,0.0,0.0,0.0,4.520727593076453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.760894775390625,0.0,4.956000328063965,0.0,5.300261974334717,0.4456917345523834,152,42150,1,6,1,1,1182,42.15,2,8.81,3.688075933815996,0,1,1,0,0,0,0,0,0,True,False,True,False,0.44569173,9.751643,12.464883,9.778852,12.505103,5.0044317,7.67315,4.861986,7.55207,5.300262,7.0860953,3,3,1,1348,4364,182.0,72.0,27.0,670,752,123,98,327,105,0,17,0.0,0.0,3,2190.56494,0.0,0.0,1,1.94486,13.616161616161616,6.767676767676767,4.520727593076453
773799,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,12.0,0.0,0.0,0.0,10.0,1.2387237216665898,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.775274276733398,0.0,6.228041648864746,0.0,5.76593542098999,0.4116249680519104,161,42000,1,6,1,1,1266,42.0,2,8.81,4.15280578450719,0,1,1,0,0,0,0,0,0,True,False,True,False,0.41162497,9.765949,12.386836,9.793374,12.427535,6.380633,8.954954,5.931834,8.468987,5.7659354,7.4894323,3,3,1,1159,4407,82.0,50.0,4.0,1274,833,122,188,276,654,0,34,0.0,0.0,3,0.0,0.0,0.0,1,3.31156,21.462962962962962,23.59259259259259,11.23872372166659
773935,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,13.0,0.0,0.0,0.0,5.26706170145948,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.793546676635742,0.0,5.89855432510376,0.0,6.0735368728637695,0.39664334058761597,166,43000,1,4,1,1,1470,43.0,2,8.81,7.266636733173903,0,1,1,0,0,0,0,0,0,True,False,True,False,0.39664334,9.776562,12.362817,9.826517,12.43775,5.987768,8.303823,5.725374,8.023423,6.073537,7.8516674,3,3,1,2650,9647,205.0,122.0,12.0,962,1584,190,191,373,192,0,16,0.0,0.0,3,506.23721,0.0,0.0,1,2.4418,19.776119402985074,7.17910447761194,5.26706170145948
774079,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0.0,0.0,3.7401751152073737,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.703044891357422,0.0,5.718111515045166,0.0,5.910324573516846,0.31179168820381165,168,50000,1,6,1,1,1128,50.0,2,8.81,9.334426811020105,0,1,1,0,0,0,0,0,0,True,False,True,False,0.3117917,9.685766,12.242912,9.736587,12.319197,5.7826886,7.9366684,5.592756,7.759227,5.9103246,7.2481217,4,4,1,3086,9546,272.0,142.0,26.0,789,1573,300,133,137,207,1,11,0.0,0.0,3,0.0,0.0,0.0,1,2.07472,18.36904761904762,4.696428571428571,3.7401751152073737
774308,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,25.0,0.0,0.0,0.0,5.6370613756421655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.779159545898438,0.0,5.821445465087891,0.0,6.148210525512695,0.3749300241470337,172,55000,1,4,0,1,225,55.0,2,8.81,5.753800311159505,0,1,1,0,0,0,0,0,0,True,False,True,False,0.37493002,9.768602,12.2924385,9.799652,12.33437,5.961538,8.353704,5.5495005,8.10899,6.1482105,7.7174964,4,4,1,2006,5342,238.0,142.0,13.0,1548,843,341,242,328,596,4,37,0.0,0.0,3,0.0,0.0,0.0,1,1.91794,12.941935483870967,9.987096774193548,5.6370613756421655
774394,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,5.0,0.0,0.0,0.0,3.3672825489399334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.727762222290039,0.0,5.791211128234863,0.0,6.065626621246338,0.5780017375946045,173,35000,1,6,2,1,1620,35.0,2,8.81,25.522513149160233,0,1,1,0,0,0,0,0,1,True,False,True,False,0.57800174,9.709714,12.191477,9.7627945,12.2587385,5.8557787,8.123879,5.6658745,7.947275,6.0656266,7.545322,4,4,1,1423,3706,147.0,91.0,1.0,396,533,128,86,36,54,0,92,0.0,0.0,3,0.0,0.0,0.0,1,1.7738900000000002,15.467391304347826,4.304347826086956,3.3672825489399334
774505,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,4.460000000000001,0.0,0.0,0.0,3.5759307642064004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.626346588134766,0.0,5.20588493347168,0.0,5.578479290008545,0.4828900694847107,178,34460,1,6,1,1,297,34.46,2,8.81,5.583895858373804,0,1,1,0,0,0,0,0,0,True,False,True,False,0.48289007,9.60958,12.110528,9.658891,12.167034,5.3125863,7.368158,4.998759,7.064072,5.5784793,6.8685765,4,4,1,2513,6965,206.0,121.0,5.0,549,922,197,105,165,66,1,15,0.0,0.0,3,0.0,0.0,0.0,1,2.03364,19.944444444444443,4.357142857142857,3.5759307642064004
