person_id,income_segment,TAZ,model_choice,override_choice
3506849,3,69,8,176
3507580,3,73,96,50
3507581,3,73,82,78
3507658,3,74,6,32
3507659,3,74,27,5
3507854,3,77,38,46
3507855,3,77,131,108
3507898,3,77,178,4
3507899,3,77,21,92
3508654,3,80,148,79
3508655,3,80,13,9
3508678,3,81,94,7
3508679,3,81,80,108
3509270,3,81,164,1
3509271,3,81,82,114
3509520,3,82,137,5
3509521,3,82,188,90
3509602,3,82,29,4
3509603,3,82,39,1
3509900,3,84,122,144
3509901,3,84,143,96
3510058,3,84,119,16
3510059,3,84,75,100
3510626,3,86,86,24
3510627,3,86,88,77
3510782,3,86,33,70
3510783,3,86,37,1
3510880,3,86,94,69
3510881,3,86,178,116
3511100,3,86,64,138
3511101,3,86,66,91
3511474,3,88,77,43
3511475,3,88,149,74
3511570,3,88,76,75
3511571,3,88,1,19
3511824,3,88,2,95
3511825,3,88,89,2
3512592,3,90,106,76
3512593,3,90,47,14
3512994,3,93,102,75
3512995,3,93,15,3
3512998,3,93,131,91
3512999,3,93,58,45
3513118,3,93,181,16
3513119,3,93,93,188
3513132,3,93,18,14
3513133,3,93,170,12
3513842,3,95,129,76
3513843,3,95,102,12
3513858,3,95,58,36
3513859,3,95,169,2
3514156,3,97,60,4
3514157,3,97,18,110
3514298,3,98,23,47
3514299,3,98,77,183
3514844,3,100,50,2
3514845,3,100,119,110
3515092,3,101,118,14
3515093,3,101,7,8
3515144,3,101,167,107
3515145,3,101,118,24
3515158,3,101,162,1
3515159,3,101,18,142
3515612,3,102,28,14
3515613,3,102,40,9
3515738,3,103,74,23
3515739,3,103,76,190
3515830,3,103,68,110
3515831,3,103,180,106
3515966,3,103,172,5
3515967,3,103,71,134
3519094,3,120,12,9
3519095,3,120,14,24
3519332,3,122,135,6
3519333,3,122,66,136
3520116,3,128,175,81
3520117,3,128,131,62
3520234,3,128,8,142
3520235,3,128,113,12
3520730,3,138,117,13
3520731,3,138,168,44
3521052,3,166,186,145
3521053,3,166,165,69
3521422,3,174,157,9
3521423,3,174,32,170
3521470,3,175,123,2
3521471,3,175,21,13
3522170,3,177,157,10
3522171,3,177,147,108
3522434,3,178,150,133
3522435,3,178,9,91
3522668,3,180,3,92
3522669,3,180,94,24
3522738,3,180,53,77
3522739,3,180,103,2
3523048,3,183,90,9
3523049,3,183,105,1
3523108,3,184,1,91
3523109,3,184,134,32
3597912,3,174,134,145
3597938,3,179,10,15
3608296,3,7,14,9
3608882,3,21,185,1
3609066,3,30,141,1
3609696,3,44,125,29
3609900,3,46,39,9
3610150,3,51,12,70
3626144,3,142,73,115
3626307,3,166,111,22
3626340,3,168,152,178
3642304,3,17,112,13
3646645,3,95,155,1
3646646,3,95,171,7
3646921,3,135,13,135
3646922,3,135,26,23
3647889,3,168,185,52
3647890,3,168,190,12
3648162,3,179,6,5
3648164,3,179,84,90
3691414,3,157,149,79
3691415,3,157,101,9
3705096,3,131,108,24
3705097,3,131,27,120
3705098,3,131,6,13
3705501,3,149,143,23
3705502,3,149,158,50
3705503,3,149,114,13
3706305,3,170,125,137
3706306,3,170,21,17
3706307,3,170,7,33
3749199,3,12,143,83
3749200,3,12,24,24
3749201,3,12,70,24
3749619,3,50,114,40
3749620,3,50,44,106
3749621,3,50,122,13
3750117,3,62,72,90
3750118,3,62,40,50
3750119,3,62,128,101
3752061,3,93,161,12
3752062,3,93,73,7
3752063,3,93,10,91
3752436,3,100,112,165
3752437,3,100,160,92
3752438,3,100,121,19
3753042,3,109,77,7
3753043,3,109,22,4
3753044,3,109,45,41
3754434,3,149,169,4
3754435,3,149,157,23
3754436,3,149,86,4
3754578,3,149,17,91
3754579,3,149,14,149
3754580,3,149,109,23
3800064,3,62,183,107
3800724,3,106,20,107
3800877,3,123,12,133
3813780,3,25,165,2
3813781,3,25,117,38
3814362,3,60,168,9
3814363,3,60,154,73
3814572,3,89,188,1
3814574,3,89,189,94
3814668,3,92,142,19
3814669,3,92,140,91
3814737,3,98,104,107
3814738,3,98,138,4
3815292,3,126,152,92
3815293,3,126,41,9
3816078,3,143,173,115
3816079,3,143,79,100
3817047,2,171,69,20
3817048,2,171,126,170
3817062,3,171,188,10
3817063,3,171,3,50
3817170,3,172,147,2
3817171,3,172,21,72
3817212,3,173,38,183
3817213,3,173,152,133
3890979,3,11,175,43
3890980,3,11,104,2
3891192,3,17,152,18
3891193,3,17,123,9
3893538,3,61,184,15
3893539,3,61,14,115
3896418,3,106,108,106
3896419,3,106,72,79
3896517,3,109,182,9
3896518,3,109,156,4
3896520,3,109,37,12
3896521,3,109,138,19
3920175,3,171,190,59
3920176,3,171,132,79
3920177,3,171,73,7
3928794,3,69,30,97
3928795,3,69,37,92
3928796,3,69,27,150
3928995,3,73,81,115
3928996,3,73,60,108
3928997,3,73,17,22
3944703,3,115,61,14
3944987,3,140,73,15
3945884,3,183,173,24
3967589,3,177,175,92
3974399,3,147,156,104
3974401,3,147,190,24
3974436,3,147,79,139
3974437,3,147,125,145
3975486,3,160,159,142
3975487,3,160,68,11
4036162,3,189,149,22
4036168,3,189,132,91
4050883,3,137,129,9
4050884,3,137,110,188
4050886,3,137,13,13
4051672,3,140,129,138
4051673,3,140,119,92
4051674,3,140,169,115
4051676,3,140,161,108
4057712,3,178,144,24
4057713,3,178,177,142
4057717,3,178,10,21
4057965,3,179,67,2
4057966,3,179,152,1
4057968,3,179,118,2
4058674,3,183,42,145
4058675,3,183,31,117
4058676,3,183,124,13
4059309,3,185,145,69
4059310,3,185,133,12
4059312,3,185,43,16
4172134,3,52,105,15
4172135,3,52,50,16
4172137,3,52,73,52
4172911,3,76,96,47
4172912,3,76,107,4
4172913,3,76,17,9
4172914,3,76,23,11
4172915,3,76,81,14
4173562,3,87,90,12
4173564,3,87,82,2
4173565,3,87,117,130
4174841,3,105,144,92
4174842,3,105,81,107
4174843,3,105,118,4
4174844,3,105,17,17
4175330,3,117,62,107
4175332,3,117,123,100
4175333,3,117,21,4
4175453,3,118,167,2
4175455,3,118,96,16
4175457,3,118,98,106
4175458,3,118,114,142
4175791,3,119,124,130
4175794,3,119,117,114
4175795,3,119,129,9
4176460,3,128,189,13
4176461,3,128,17,142
4176462,3,128,107,91
4176463,3,128,158,92
4178063,3,175,60,171
4178066,3,175,8,153
4178067,3,175,147,12
4178068,3,175,84,13
4178069,3,175,153,11
4234440,3,59,68,66
4235453,3,135,165,147
4236666,3,155,167,16
4236704,3,157,144,91
4237745,3,173,39,45
4238622,3,187,46,64
4329092,3,106,77,22
4329478,3,135,42,1
4349429,3,55,119,187
4349430,3,55,152,22
4350756,3,93,32,16
4350757,3,93,52,95
4351792,3,131,140,20
4351793,3,131,165,107
4352034,3,131,169,92
4352035,3,131,68,9
4353539,3,138,128,144
4353540,3,138,36,1
4353727,3,138,107,116
4353728,3,138,86,106
4354033,3,139,52,142
4354034,3,139,11,1
4354568,3,147,81,90
4354572,3,147,19,100
4355134,3,150,163,110
4355135,3,150,95,30
4357938,3,168,106,125
4357940,3,168,74,103
4358699,3,174,120,117
4358700,3,174,47,145
4360809,3,185,51,12
4360810,3,185,149,115
4361319,3,186,114,142
4361320,3,186,66,88
4578390,3,66,62,14
4578391,3,66,177,113
4579184,3,88,87,1
4579185,3,88,4,115
4580701,3,165,56,10
4580705,3,165,129,14
4626385,3,90,13,17
4626386,3,90,150,19
4626387,3,90,123,69
4626933,3,116,20,2
4626935,3,116,169,116
4626938,3,116,25,22
4627152,3,118,8,40
4627153,3,118,126,21
4627162,3,118,145,92
4627395,3,120,131,132
4627396,3,120,18,79
4627397,3,120,184,9
4627398,3,120,2,1
4631611,3,158,38,43
4631612,3,158,69,115
4631613,3,158,169,1
4633381,3,168,95,79
4633382,3,168,121,165
4633387,3,168,72,149
4633388,3,168,121,188
4633513,3,169,153,1
4633514,3,169,88,142
4633517,3,169,162,135
4633518,3,169,172,15
4635744,3,182,167,133
4635745,3,182,183,79
4635746,3,182,175,9
4762604,3,16,115,89
4762606,3,16,45,110
4762607,3,16,4,1
4765152,3,39,57,44
4765153,3,39,181,41
4765154,3,39,117,14
4765435,3,52,48,5
4765436,3,52,62,144
4765437,3,52,67,150
4765438,3,52,167,2
4765439,3,52,53,1
4765571,2,59,47,4
4765574,2,59,8,78
4765575,2,59,189,107
4766007,3,67,53,108
4766008,3,67,100,69
4766010,3,67,106,70
4766250,3,70,48,5
4766251,3,70,20,16
4766252,3,70,146,22
4766253,3,70,187,86
4766483,2,76,34,14
4766486,2,76,50,92
4766487,2,76,148,12
4770533,3,109,6,71
4770535,3,109,147,109
4770537,3,109,140,15
4770538,3,109,138,26
4770539,3,109,94,4
4770541,3,109,96,13
4771634,3,116,84,18
4771635,3,116,139,11
4771637,3,116,167,91
4771639,3,116,9,79
4771792,3,117,27,11
4771793,3,117,12,9
4771798,3,117,187,22
4772918,3,122,46,14
4772919,3,122,189,24
4772921,3,122,175,142
4772922,3,122,150,17
4773417,3,135,112,14
4773418,3,135,14,167
4773421,3,135,115,44
4773422,3,135,60,37
4823764,3,7,106,15
4823806,3,16,79,91
4824443,3,63,99,70
4824518,3,70,158,22
4824611,3,74,131,86
4824670,3,75,181,172
4824727,3,76,73,36
4824918,3,89,19,30
4825084,3,129,113,142
4856061,3,20,37,22
4856983,3,139,142,115
4857427,3,174,89,79
4857664,3,183,127,4
4857939,3,190,171,91
4881989,3,23,82,147
4882161,2,28,106,12
4882737,3,36,34,23
4883758,3,74,20,81
4883904,3,75,39,13
4889080,3,59,88,2
4889081,3,59,38,177
4889434,3,122,92,106
4889435,3,122,187,14
4889718,3,171,142,4
4889719,3,171,60,110
4902346,3,35,128,1
4902347,3,35,14,24
4903482,3,69,64,86
4903483,3,69,55,1
4903612,3,75,183,10
4903613,3,75,140,24
4903886,3,174,188,81
4903887,3,174,61,185
4911217,3,133,133,6
4911252,3,134,145,107
4911992,3,177,112,149
4912241,3,185,21,145
4912387,3,187,59,9
4966704,3,41,56,185
4969496,3,134,22,15
4969497,3,134,14,165
4970191,3,162,59,116
4970192,3,162,166,188
4970395,3,165,190,2
4970397,3,165,180,142
4970596,3,170,132,142
4970597,3,170,144,92
4970805,3,185,43,4
4970806,3,185,146,45
4970908,3,186,33,30
4970909,3,186,188,45
5002349,3,96,35,100
5002350,3,96,16,91
5002351,3,96,93,4
5030242,3,26,58,185
5030243,3,26,41,15
5030244,3,26,178,115
5031007,3,48,179,9
5031008,3,48,152,91
5031009,3,48,185,1
5038086,4,50,155,144
5038365,4,89,113,129
5039230,4,172,32,4
5057173,4,6,152,7
5058037,3,17,30,22
5058492,4,20,56,108
5059081,4,31,184,11
5059121,4,31,142,22
5059233,4,32,102,23
5059379,4,33,59,2
5059527,4,34,187,32
5059653,4,34,140,63
5059918,4,37,141,13
5060002,4,38,113,91
5060091,4,39,135,64
5060096,4,39,169,27
5060108,4,39,5,16
5060263,4,41,145,17
5060298,4,41,107,5
5060383,4,43,72,109
5060616,4,43,173,2
5060752,4,44,45,74
5060820,4,44,129,50
5060841,4,44,77,22
5060984,4,45,56,115
5061136,4,46,17,22
5061221,4,47,69,31
5061246,4,47,108,142
5061414,4,49,19,40
5061569,4,50,172,5
5061829,4,54,111,7
5062015,4,62,159,68
5062425,4,71,58,10
5062783,4,77,7,130
5063254,3,86,183,106
5063620,4,91,92,166
5063644,4,91,178,106
5063648,4,91,7,107
5063941,4,95,66,92
5064046,4,97,152,73
5064185,4,100,72,2
5064635,4,106,5,6
5064855,3,112,3,9
5064860,4,112,63,92
5064864,4,112,176,15
5065304,4,129,112,48
5065580,4,181,82,2
5086281,4,61,123,142
5086441,4,91,92,2
5086920,4,135,137,145
5087534,4,168,181,1
5087712,4,170,59,45
5088247,4,186,15,106
5088286,4,187,34,82
5138842,4,9,26,116
5140654,4,62,56,142
5141123,4,77,76,18
5141754,4,91,84,15
5142026,4,101,15,12
5142666,4,127,20,106
5142808,4,134,137,14
5154436,4,66,84,24
5154437,4,66,36,16
5154670,4,70,157,5
5154671,4,70,169,48
5154674,4,70,171,106
5154675,4,70,21,9
5154992,4,81,147,14
5154993,4,81,183,10
5155190,4,84,151,5
5155191,4,84,99,107
5155346,4,89,177,91
5155347,4,89,91,11
5156350,4,96,10,1
5156351,4,96,79,95
5156746,4,103,158,70
5156747,4,103,78,82
5158232,4,122,147,16
5158233,4,122,145,142
5158412,4,123,81,111
5158413,4,123,160,107
5158414,4,123,137,115
5158415,4,123,141,22
5158454,4,124,13,116
5158455,4,124,97,19
5158694,4,126,135,145
5158695,4,126,57,47
5159080,4,128,179,2
5159081,4,128,86,5
5159690,4,130,180,110
5159691,4,130,118,7
5159764,4,131,137,2
5159765,4,131,9,114
5160104,4,131,147,150
5160105,4,131,14,16
5160762,4,135,126,85
5160763,4,135,129,110
5160870,4,136,123,47
5160871,4,136,103,41
5161030,4,138,59,24
5161031,4,138,110,19
5161064,4,138,93,113
5161065,4,138,97,169
5161300,4,141,23,17
5161301,4,141,140,47
5161582,4,157,114,111
5161583,4,157,60,143
5161896,4,163,143,133
5161897,4,163,134,92
5163396,4,174,65,112
5163397,4,174,18,16
5163472,4,175,103,108
5163473,4,175,112,111
5163582,4,177,74,173
5163583,4,177,63,110
5163698,4,177,12,69
5163699,4,177,98,145
5163818,4,178,4,11
5163819,4,178,139,2
5164516,4,182,65,12
5164517,4,182,140,14
5165136,4,185,163,32
5165137,4,185,138,24
5165460,4,189,41,91
5165461,4,189,78,110
5387144,4,9,156,115
5387145,4,9,59,7
5387190,4,9,73,109
5387191,4,9,189,41
5387208,4,9,150,77
5387209,4,9,177,4
5387740,4,9,4,9
5387741,4,9,96,9
5388258,4,11,138,92
5388259,4,11,29,2
5388684,4,14,152,4
5388685,4,14,47,73
5389886,4,17,8,9
5389887,4,17,82,8
5390610,4,17,118,23
5390611,4,17,142,41
5391088,4,17,72,31
5391089,4,17,101,10
5391460,4,19,146,110
5391461,4,19,134,24
5391596,4,19,57,36
5391597,4,19,125,11
5391912,4,21,63,4
5391913,4,21,137,16
5392586,4,28,40,4
5392587,4,28,142,5
5393504,4,31,113,78
5393505,4,31,133,10
5393766,4,31,12,165
5393767,4,31,124,24
5394480,4,33,10,136
5394481,4,33,40,75
5395528,4,35,50,106
5395529,4,35,38,2
5396068,4,36,17,1
5396069,4,36,25,9
5396086,4,36,46,14
5396087,4,36,19,22
5397766,4,40,103,23
5397767,4,40,84,14
5397776,4,40,46,132
5397777,4,40,189,60
5397786,4,40,97,13
5397787,4,40,4,11
5397792,4,40,166,16
5397793,4,40,10,13
5398256,4,42,40,5
5398257,4,42,48,110
5398974,4,43,29,14
5398975,4,43,61,24
5399844,4,44,152,2
5399845,4,44,48,12
5400422,4,45,2,53
5400423,4,45,37,16
5400790,4,45,135,116
5400791,4,45,129,5
5400904,3,45,49,115
5400905,3,45,112,45
5401228,4,46,115,53
5401229,4,46,78,9
5401800,4,46,6,12
5401801,4,46,49,109
5402356,4,47,174,14
5402357,4,47,78,41
5402902,4,48,70,142
5402903,4,48,135,47
5403038,4,49,32,47
5403039,4,49,21,106
5406206,4,62,79,91
5406207,4,62,91,188
5406500,4,62,138,46
5406501,4,62,156,33
5407006,4,65,186,100
5407007,4,65,101,92
5407562,4,67,135,92
5407563,4,67,106,107
5407572,4,67,21,92
5407573,4,67,22,87
5407862,4,68,40,7
5407863,4,68,28,89
5408662,4,71,59,13
5408663,4,71,3,111
5408942,4,71,113,11
5408943,4,71,189,110
5409094,4,71,66,16
5409095,4,71,157,1
5410004,4,76,90,78
5410005,4,76,160,51
5410016,4,76,92,112
5410017,4,76,41,17
5410346,4,77,27,2
5410347,4,77,175,87
5411196,4,81,137,53
5411197,4,81,151,21
5411618,4,81,72,142
5411619,4,81,70,1
5412272,4,82,161,16
5412273,4,82,69,116
5413028,4,84,135,9
5413029,4,84,65,21
5413104,4,84,119,15
5413105,4,84,6,9
5413588,4,86,38,107
5413589,4,86,152,14
5413780,4,86,89,20
5413781,4,86,162,124
5414020,4,86,157,2
5414021,4,86,36,107
5415192,4,89,90,31
5415193,4,89,72,2
5415658,4,89,23,177
5415659,4,89,135,13
5416038,4,90,50,16
5416039,4,90,90,20
5416246,4,91,179,140
5416247,4,91,174,107
5417272,4,94,97,111
5417273,4,94,118,91
5418012,4,97,150,107
5418013,4,97,81,9
5418430,4,98,35,187
5418431,4,98,129,142
5418432,4,98,174,1
5418433,4,98,90,188
5419118,4,101,109,7
5419119,4,101,158,16
5419688,4,102,29,9
5419689,4,102,161,1
5419740,4,102,103,3
5419741,4,102,87,9
5420226,4,103,51,107
5420227,4,103,87,31
5420306,4,103,43,91
5420307,4,103,31,109
5420484,4,103,154,5
5420485,4,103,134,133
5420914,4,104,14,147
5420915,4,104,2,41
5421538,4,106,15,4
5421539,4,106,106,9
5422192,4,107,78,79
5422193,4,107,124,24
5422330,4,108,154,2
5422331,4,108,20,115
5422638,4,109,169,74
5422639,4,109,186,12
5423826,4,111,51,115
5423827,4,111,92,107
5423914,4,111,35,20
5423915,4,111,173,2
5424020,4,111,4,24
5424021,4,111,30,41
5424296,4,113,184,23
5424297,4,113,149,41
5424720,4,116,105,1
5424721,4,116,115,5
5425180,4,118,27,9
5425181,4,118,79,115
5425266,4,118,104,40
5425267,4,118,180,4
5425994,4,127,22,22
5425995,4,127,161,10
5426848,4,130,40,10
5426849,4,130,126,27
5426912,4,131,184,107
5426913,4,131,14,41
5428366,4,179,136,115
5428367,4,179,60,71
5428760,4,188,31,122
5428761,4,188,99,6
5428896,4,189,136,106
5428897,4,189,81,115
5488990,4,51,44,115
5496388,4,32,72,2
5497108,4,51,119,70
5518287,4,61,59,2
5520885,4,54,124,101
5520887,4,54,121,21
5521095,4,101,81,16
5521097,4,101,160,23
5521266,4,127,157,37
5521268,4,127,144,52
5521464,4,134,11,5
5521466,4,134,66,2
5521839,4,148,86,12
5521840,4,148,22,149
5522812,4,178,62,22
5522813,4,178,22,2
5584335,4,45,169,18
5584337,4,45,142,9
5584441,4,54,127,4
5584442,4,54,176,45
5585569,4,179,152,24
5585570,4,179,53,70
5594250,4,89,107,106
5594251,4,89,102,115
5594252,4,89,88,123
5594508,4,96,124,188
5594509,4,96,107,115
5594510,4,96,154,41
5594826,4,105,141,84
5594827,4,105,117,91
5594828,4,105,13,4
5595210,4,114,100,17
5595211,4,114,61,153
5595212,4,114,145,2
5595687,4,124,182,16
5595688,4,124,75,126
5595689,4,124,84,16
5595978,4,129,112,15
5595979,4,129,13,109
5595980,4,129,154,3
5596548,4,136,100,136
5596549,4,136,121,15
5596550,4,136,88,9
5596734,4,144,129,133
5596735,4,144,143,144
5596736,4,144,115,107
5597226,4,165,10,134
5597227,4,165,84,16
5597228,4,165,174,92
5696928,4,16,21,15
5696929,4,16,77,15
5696930,4,16,3,10
5696973,4,16,188,10
5696974,4,16,149,26
5696975,4,16,11,22
5696997,4,16,69,13
5696998,4,16,80,2
5696999,4,16,108,91
5697012,4,16,22,36
5697013,4,16,38,15
5697014,4,16,82,16
5697210,4,16,166,3
5697211,4,16,171,2
5697212,4,16,184,95
5698101,4,23,73,16
5698102,4,23,78,5
5698103,4,23,118,98
5698278,4,33,12,76
5698279,4,33,59,20
5698280,4,33,126,4
5698521,4,34,77,7
5698522,4,34,50,9
5698523,4,34,108,115
5698575,4,34,29,14
5698576,4,34,100,9
5698577,4,34,39,75
5699883,4,45,152,40
5699884,4,45,110,102
5699885,4,45,95,142
5700474,4,52,62,4
5700475,4,52,45,4
5700476,4,52,23,11
5703612,4,84,25,15
5703613,4,84,5,11
5703614,4,84,93,104
5704020,4,87,18,108
5704021,4,87,2,22
5704022,4,87,179,10
5704137,4,88,11,169
5704138,4,88,79,15
5704139,4,88,47,7
5704530,4,88,86,116
5704531,4,88,68,14
5704532,4,88,171,13
5704923,4,89,54,8
5704924,4,89,121,41
5704925,4,89,156,40
5705163,4,89,59,115
5705164,4,89,162,124
5705165,4,89,118,41
5705232,4,90,11,69
5705233,4,90,148,7
5705234,4,90,177,4
5705556,4,93,5,90
5705557,4,93,180,134
5705558,4,93,188,110
5705589,4,93,27,16
5705590,4,93,136,53
5705591,4,93,152,172
5705664,4,93,124,24
5705665,4,93,64,14
5705666,4,93,86,4
5706048,4,97,27,24
5706049,4,97,118,21
5706050,4,97,72,107
5707206,4,104,13,115
5707207,4,104,114,20
5707208,4,104,174,107
5707536,4,105,25,115
5707537,4,105,25,13
5707538,4,105,126,4
5707935,4,109,106,21
5707936,4,109,7,1
5707937,4,109,116,101
5708076,4,109,45,21
5708077,4,109,96,1
5708078,4,109,30,13
5708811,4,117,140,24
5708812,4,117,19,106
5708813,4,117,93,112
5709375,4,125,133,11
5709376,4,125,110,133
5709377,4,125,140,9
5728500,4,66,88,21
5728885,4,98,101,115
5729517,4,179,158,114
5762184,4,34,90,111
5763551,4,115,155,14
5763621,4,122,108,22
5770266,4,32,101,147
5770267,4,32,119,109
5773620,4,131,89,123
5773621,4,131,143,159
5774190,4,136,29,154
5774191,4,136,36,170
5774763,3,163,167,40
5774764,3,163,14,24
5775252,4,170,115,187
5775253,4,170,39,14
5775501,4,173,176,169
5775502,4,173,91,100
5775621,4,174,92,184
5775622,4,174,178,63
5776071,4,179,179,177
5776073,4,179,15,171
5776704,4,189,172,16
5776705,4,189,43,81
5889693,4,32,166,79
5889695,4,32,174,9
5889975,4,33,156,16
5889976,4,33,97,63
5890365,4,38,83,4
5890366,4,38,127,30
5891376,4,48,101,106
5891378,4,48,34,4
5892969,4,70,188,147
5892970,4,70,44,17
5893263,4,71,52,16
5893264,4,71,91,142
5893392,4,73,179,13
5893393,4,73,154,65
5893458,4,77,39,7
5893459,4,77,31,4
5893656,4,80,121,11
5893657,4,80,31,111
5894253,4,90,125,13
5894254,4,90,82,119
5894868,4,102,151,12
5894869,4,102,20,1
5894922,4,102,26,110
5894924,4,102,130,92
5956798,4,86,14,131
5956908,4,138,95,79
5957152,4,180,160,54
5957243,4,185,65,142
5960700,4,138,13,107
5960702,4,138,120,22
5963083,4,173,25,115
5963084,4,173,112,11
6039551,4,43,137,16
6039553,4,43,69,5
6039554,4,43,110,46
6039888,4,59,8,14
6039889,4,59,39,124
6039890,4,59,170,176
6039891,4,59,26,10
6039892,4,59,23,13
6041384,4,112,43,19
6041386,4,112,2,10
6041387,4,112,12,52
6042754,4,126,131,24
6042755,4,126,13,133
6042756,4,126,79,19
6042757,4,126,135,41
6043786,4,134,28,115
6043787,4,134,11,16
6043788,4,134,94,91
6043789,4,134,155,134
6044185,4,134,89,2
6044186,4,134,107,9
6044187,4,134,22,106
6045169,4,137,122,16
6045171,4,137,45,21
6045172,4,137,65,9
6045173,4,137,145,90
6046751,4,139,135,36
6046753,4,139,53,139
6046754,4,139,129,81
6048459,4,150,82,2
6048460,4,150,115,8
6048461,4,150,74,111
6048462,4,150,14,145
6049224,4,153,178,100
6049225,4,153,158,142
6049226,4,153,168,2
6049227,4,153,101,154
6049233,4,153,156,116
6049380,4,153,60,23
6049381,4,153,46,13
6049382,4,153,84,91
6049816,4,154,94,115
6049818,4,154,117,147
6049820,4,154,8,13
6050534,4,156,84,136
6050535,4,156,159,12
6050536,4,156,168,2
6051328,4,160,152,4
6051330,4,160,134,22
6051332,4,160,89,24
6051334,4,160,116,93
6051335,4,160,187,148
6051336,4,160,162,142
6053209,4,164,64,145
6053211,4,164,124,100
6053212,4,164,77,101
6053227,4,164,111,142
6053229,4,164,106,129
6053231,4,164,88,187
6053233,4,164,88,1
6053334,4,164,132,142
6053335,4,164,134,142
6053336,4,164,63,24
6053337,4,164,146,164
6054772,4,166,72,11
6054774,4,166,163,4
6054775,4,166,107,184
6055485,4,166,183,92
6055486,4,166,2,9
6055487,4,166,182,15
6055488,4,166,19,55
6055490,4,166,24,105
6055756,4,167,131,24
6055758,4,167,88,12
6055759,4,167,46,107
6055762,4,167,188,176
6055763,4,167,83,113
6056133,4,167,154,22
6056134,4,167,55,29
6056135,4,167,43,22
6057328,4,169,60,169
6057329,4,169,146,26
6057330,4,169,27,2
6058319,4,176,131,63
6058320,4,176,76,87
6058321,4,176,188,4
6058322,4,176,80,79
6060246,4,182,34,9
6060247,4,182,185,2
6060248,4,182,176,7
6060249,4,182,17,14
6060250,4,182,23,15
6060744,4,183,75,2
6060745,4,183,141,107
6060747,4,183,62,16
6061206,4,183,117,69
6061207,4,183,138,11
6061208,4,183,46,127
6061209,4,183,113,7
6061210,4,183,190,89
6061211,4,183,177,116
6061362,4,184,16,14
6061363,4,184,41,22
6061365,4,184,176,145
6061366,4,184,55,7
6062167,4,185,126,184
6062168,4,185,48,69
6062171,4,185,53,1
6062289,4,186,15,92
6062290,4,186,62,9
6062291,4,186,66,41
6361726,4,42,131,5
6361727,4,42,128,14
6361728,4,42,180,14
6361729,4,42,2,36
6362912,4,59,63,70
6362913,4,59,127,22
6362914,4,59,67,68
6362915,4,59,41,80
6363050,4,60,150,107
6363051,4,60,140,63
6363052,4,60,147,91
6363053,4,60,5,14
6363644,4,65,35,68
6363645,4,65,181,9
6363646,4,65,167,1
6363647,4,65,174,10
6363936,4,68,138,22
6363938,4,68,118,91
6363939,4,68,79,73
6365099,4,84,2,40
6365100,4,84,57,9
6365101,4,84,87,8
6365102,4,84,6,18
6369048,4,107,58,142
6369049,4,107,16,110
6369050,4,107,154,11
6369051,4,107,70,41
6371750,4,147,43,2
6371751,4,147,123,147
6371752,4,147,155,1
6371753,4,147,82,13
6371756,4,147,185,9
6371758,4,147,167,17
6371759,4,147,81,144
6372278,4,149,3,23
6372280,4,149,56,133
6372281,4,149,72,2
6372979,4,150,89,16
6372980,4,150,87,10
6372981,4,150,47,23
6372982,4,150,11,16
6424195,4,43,6,1
6424346,4,54,16,92
6424434,4,57,54,33
6425082,4,73,66,53
6425719,4,113,56,115
6426443,4,132,114,97
6428609,4,180,62,15
6428695,4,183,145,9
6554867,4,42,162,91
6554879,4,43,103,9
6555599,4,105,144,26
6565646,4,18,52,2
6565647,4,18,85,12
6567077,4,54,97,11
6567079,4,54,9,54
6568031,4,61,101,92
6568032,4,61,98,12
6570346,4,95,181,95
6570347,4,95,65,30
6570509,4,96,15,10
6570510,4,96,156,142
6571208,4,112,13,21
6571209,4,112,188,24
6572440,4,126,40,14
6572448,4,126,64,153
6572712,4,128,142,22
6572715,4,128,129,15
6572908,4,129,184,1
6572909,4,129,64,19
6572972,4,129,51,15
6572973,4,129,21,14
6573776,4,132,11,4
6573777,4,132,42,110
6575356,4,147,59,15
6575357,4,147,41,9
6576848,4,162,35,190
6576849,4,162,63,12
6577713,4,166,139,122
6577714,4,166,162,2
6577868,4,167,94,9
6577869,4,167,107,123
6578930,4,169,112,92
6578931,4,169,119,13
6578938,4,169,96,11
6578939,4,169,159,87
6580344,4,174,178,57
6580345,4,174,103,91
6580373,4,174,181,81
6580374,4,174,120,23
6581904,4,182,187,10
6581905,4,182,9,22
6583235,4,186,173,72
6583236,4,186,88,1
6583249,4,186,70,177
6583250,4,186,147,22
6886724,4,37,68,2
6886725,4,37,3,26
6886772,4,38,32,24
6886773,4,38,181,14
6887205,4,44,181,14
6887206,4,44,89,7
6888019,4,55,63,142
6888020,4,55,184,111
6890762,4,105,123,142
6890763,4,105,79,31
6891441,4,119,116,15
6891442,4,119,72,108
6911908,4,43,137,116
6911909,4,43,148,14
6911911,4,43,64,45
6913140,4,51,178,46
6913141,4,51,154,142
6913143,4,51,71,15
6913573,4,57,154,74
6913574,4,57,56,107
6913576,4,57,144,184
6913897,4,57,66,4
6913898,4,57,31,2
6913900,4,57,159,106
6914332,4,62,116,14
6914333,4,62,181,2
6914334,4,62,138,47
6915777,4,71,88,29
6915778,4,71,2,115
6915781,4,71,5,9
6915782,4,71,190,4
6915784,4,71,86,115
6916911,4,91,170,2
6916912,4,91,55,9
