DDP,EARNS,ESR,GRADE,HOURS,MSP,PAUG,PERID,PNUM,POVERTY,RELATE,WEEKS,age,household_id,padkid,pagecat,pemploy,pstudent,ptype,sex
-1,-1,-1,-1,-1,-1,-1,289628,5,-1,-1,-1,44,274283,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289629,5,-1,-1,-1,44,274284,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289630,5,-1,-1,-1,44,274285,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289631,5,-1,-1,-1,44,274286,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289632,5,-1,-1,-1,44,274287,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289633,5,-1,-1,-1,44,274288,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289634,5,-1,-1,-1,44,274289,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289635,5,-1,-1,-1,44,274290,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289636,5,-1,-1,-1,44,274291,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289637,5,-1,-1,-1,44,274292,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289638,5,-1,-1,-1,44,274293,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289639,5,-1,-1,-1,44,274294,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289640,5,-1,-1,-1,44,274295,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289641,5,-1,-1,-1,44,274296,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289642,5,-1,-1,-1,44,274297,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289643,5,-1,-1,-1,44,274298,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289644,5,-1,-1,-1,44,274299,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289645,5,-1,-1,-1,44,274300,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289646,5,-1,-1,-1,44,274301,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289647,5,-1,-1,-1,44,274302,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289648,5,-1,-1,-1,44,274303,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289649,1,-1,-1,-1,83,274304,-1,-1,3,3,5,2
-1,-1,-1,-1,-1,-1,-1,289650,1,-1,-1,-1,83,274305,-1,-1,3,3,5,2
-1,-1,-1,-1,-1,-1,-1,289651,2,-1,-1,-1,58,274304,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289652,2,-1,-1,-1,58,274305,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289653,3,-1,-1,-1,30,274304,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289654,3,-1,-1,-1,30,274305,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289655,4,-1,-1,-1,27,274304,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289656,4,-1,-1,-1,27,274305,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289657,5,-1,-1,-1,24,274304,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289658,5,-1,-1,-1,24,274305,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289659,6,-1,-1,-1,60,274304,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289660,6,-1,-1,-1,60,274305,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289661,1,-1,-1,-1,53,274216,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289662,1,-1,-1,-1,53,274217,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289663,1,-1,-1,-1,53,274218,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289664,1,-1,-1,-1,53,274219,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289665,2,-1,-1,-1,52,274216,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289666,2,-1,-1,-1,52,274217,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289667,2,-1,-1,-1,52,274218,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289668,2,-1,-1,-1,52,274219,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289669,3,-1,-1,-1,23,274216,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289670,3,-1,-1,-1,23,274217,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289671,3,-1,-1,-1,23,274218,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289672,3,-1,-1,-1,23,274219,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289673,4,-1,-1,-1,18,274216,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289674,4,-1,-1,-1,18,274217,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289675,4,-1,-1,-1,18,274218,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289676,4,-1,-1,-1,18,274219,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289677,1,-1,-1,-1,54,274220,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289678,1,-1,-1,-1,54,274221,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289679,1,-1,-1,-1,54,274222,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289680,1,-1,-1,-1,54,274223,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289681,2,-1,-1,-1,54,274220,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289682,2,-1,-1,-1,54,274221,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289683,2,-1,-1,-1,54,274222,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289684,2,-1,-1,-1,54,274223,-1,-1,2,3,2,2
-1,-1,-1,-1,-1,-1,-1,289685,3,-1,-1,-1,22,274220,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,289686,3,-1,-1,-1,22,274221,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,289687,3,-1,-1,-1,22,274222,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,289688,3,-1,-1,-1,22,274223,-1,-1,2,3,2,1
-1,-1,-1,-1,-1,-1,-1,289689,4,-1,-1,-1,16,274220,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289690,4,-1,-1,-1,16,274221,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289691,4,-1,-1,-1,16,274222,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289692,4,-1,-1,-1,16,274223,-1,-1,3,1,6,1
-1,-1,-1,-1,-1,-1,-1,289693,1,-1,-1,-1,23,273906,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289694,1,-1,-1,-1,23,273907,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289695,1,-1,-1,-1,23,273908,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289696,1,-1,-1,-1,23,273909,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289697,1,-1,-1,-1,23,273910,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289698,1,-1,-1,-1,23,273911,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289699,1,-1,-1,-1,31,273912,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289700,1,-1,-1,-1,31,273913,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289701,1,-1,-1,-1,31,273914,-1,-1,3,3,4,1
-1,-1,-1,-1,-1,-1,-1,289702,1,-1,-1,-1,56,274192,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289703,1,-1,-1,-1,56,274193,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289704,1,-1,-1,-1,56,274194,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289705,1,-1,-1,-1,56,274195,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289706,1,-1,-1,-1,56,274196,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289707,2,-1,-1,-1,53,274192,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289708,2,-1,-1,-1,53,274193,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289709,2,-1,-1,-1,53,274194,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289710,2,-1,-1,-1,53,274195,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289711,2,-1,-1,-1,53,274196,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289712,3,-1,-1,-1,20,274192,-1,-1,3,2,3,2
-1,-1,-1,-1,-1,-1,-1,289713,3,-1,-1,-1,20,274193,-1,-1,3,2,3,2
-1,-1,-1,-1,-1,-1,-1,289714,3,-1,-1,-1,20,274194,-1,-1,3,2,3,2
-1,-1,-1,-1,-1,-1,-1,289715,3,-1,-1,-1,20,274195,-1,-1,3,2,3,2
-1,-1,-1,-1,-1,-1,-1,289716,3,-1,-1,-1,20,274196,-1,-1,3,2,3,2
-1,-1,-1,-1,-1,-1,-1,289717,4,-1,-1,-1,17,274192,-1,-1,3,1,6,2
-1,-1,-1,-1,-1,-1,-1,289718,4,-1,-1,-1,17,274193,-1,-1,3,1,6,2
-1,-1,-1,-1,-1,-1,-1,289719,4,-1,-1,-1,17,274194,-1,-1,3,1,6,2
-1,-1,-1,-1,-1,-1,-1,289720,4,-1,-1,-1,17,274195,-1,-1,3,1,6,2
-1,-1,-1,-1,-1,-1,-1,289721,4,-1,-1,-1,17,274196,-1,-1,3,1,6,2
-1,-1,-1,-1,-1,-1,-1,289722,1,-1,-1,-1,35,274197,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289723,1,-1,-1,-1,35,274198,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289724,1,-1,-1,-1,35,274199,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289725,1,-1,-1,-1,35,274200,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289726,1,-1,-1,-1,35,274201,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289727,1,-1,-1,-1,35,274202,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289728,1,-1,-1,-1,35,274203,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289729,1,-1,-1,-1,35,274204,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289730,1,-1,-1,-1,35,274205,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289731,1,-1,-1,-1,35,274206,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289732,1,-1,-1,-1,35,274207,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289733,1,-1,-1,-1,35,274208,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289734,1,-1,-1,-1,35,274209,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289735,1,-1,-1,-1,35,274210,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289736,1,-1,-1,-1,35,274211,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289737,1,-1,-1,-1,35,274212,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289738,1,-1,-1,-1,35,274213,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289739,1,-1,-1,-1,35,274214,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289740,1,-1,-1,-1,35,274215,-1,-1,3,3,4,2
-1,-1,-1,-1,-1,-1,-1,289741,2,-1,-1,-1,40,274197,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289742,2,-1,-1,-1,40,274198,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289743,2,-1,-1,-1,40,274199,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289744,2,-1,-1,-1,40,274200,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289745,2,-1,-1,-1,40,274201,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289746,2,-1,-1,-1,40,274202,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289747,2,-1,-1,-1,40,274203,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289748,2,-1,-1,-1,40,274204,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289749,2,-1,-1,-1,40,274205,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289750,2,-1,-1,-1,40,274206,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289751,2,-1,-1,-1,40,274207,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289752,2,-1,-1,-1,40,274208,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289753,2,-1,-1,-1,40,274209,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289754,2,-1,-1,-1,40,274210,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289755,2,-1,-1,-1,40,274211,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289756,2,-1,-1,-1,40,274212,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289757,2,-1,-1,-1,40,274213,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289758,2,-1,-1,-1,40,274214,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289759,2,-1,-1,-1,40,274215,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289760,3,-1,-1,-1,4,274197,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289761,3,-1,-1,-1,4,274198,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289762,3,-1,-1,-1,4,274199,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289763,3,-1,-1,-1,4,274200,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289764,3,-1,-1,-1,4,274201,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289765,3,-1,-1,-1,4,274202,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289766,3,-1,-1,-1,4,274203,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289767,3,-1,-1,-1,4,274204,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289768,3,-1,-1,-1,4,274205,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289769,3,-1,-1,-1,4,274206,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289770,3,-1,-1,-1,4,274207,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289771,3,-1,-1,-1,4,274208,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289772,3,-1,-1,-1,4,274209,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289773,3,-1,-1,-1,4,274210,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289774,3,-1,-1,-1,4,274211,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289775,3,-1,-1,-1,4,274212,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289776,3,-1,-1,-1,4,274213,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289777,3,-1,-1,-1,4,274214,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289778,3,-1,-1,-1,4,274215,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289779,4,-1,-1,-1,2,274197,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289780,4,-1,-1,-1,2,274198,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289781,4,-1,-1,-1,2,274199,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289782,4,-1,-1,-1,2,274200,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289783,4,-1,-1,-1,2,274201,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289784,4,-1,-1,-1,2,274202,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289785,4,-1,-1,-1,2,274203,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289786,4,-1,-1,-1,2,274204,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289787,4,-1,-1,-1,2,274205,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289788,4,-1,-1,-1,2,274206,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289789,4,-1,-1,-1,2,274207,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289790,4,-1,-1,-1,2,274208,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289791,4,-1,-1,-1,2,274209,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289792,4,-1,-1,-1,2,274210,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289793,4,-1,-1,-1,2,274211,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289794,4,-1,-1,-1,2,274212,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289795,4,-1,-1,-1,2,274213,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289796,4,-1,-1,-1,2,274214,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289797,4,-1,-1,-1,2,274215,-1,-1,4,3,8,2
-1,-1,-1,-1,-1,-1,-1,289798,1,-1,-1,-1,27,273320,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289799,1,-1,-1,-1,31,273309,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289800,1,-1,-1,-1,29,273314,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289801,1,-1,-1,-1,29,273321,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289802,1,-1,-1,-1,26,273322,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289803,1,-1,-1,-1,26,273349,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289804,1,-1,-1,-1,26,273361,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289805,1,-1,-1,-1,35,273392,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289806,1,-1,-1,-1,24,273398,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289807,1,-1,-1,-1,33,273396,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289808,1,-1,-1,-1,31,273393,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289809,1,-1,-1,-1,30,273397,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289810,1,-1,-1,-1,28,273394,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289811,1,-1,-1,-1,33,273395,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289812,1,-1,-1,-1,23,273400,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289813,1,-1,-1,-1,25,273406,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289814,1,-1,-1,-1,26,273404,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289815,1,-1,-1,-1,33,273399,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289816,1,-1,-1,-1,33,273401,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289817,1,-1,-1,-1,32,273403,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289818,1,-1,-1,-1,29,273405,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289819,1,-1,-1,-1,33,273409,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289820,1,-1,-1,-1,41,273482,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289821,1,-1,-1,-1,41,273483,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289822,1,-1,-1,-1,41,273484,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289823,1,-1,-1,-1,41,273485,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289824,1,-1,-1,-1,41,273486,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289825,1,-1,-1,-1,41,273487,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289826,1,-1,-1,-1,41,273488,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289827,1,-1,-1,-1,41,273489,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289828,1,-1,-1,-1,41,273490,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289829,1,-1,-1,-1,41,273491,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289830,1,-1,-1,-1,41,273492,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289831,1,-1,-1,-1,41,273493,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289832,1,-1,-1,-1,41,273494,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289833,1,-1,-1,-1,41,273495,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289834,1,-1,-1,-1,41,273496,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289835,1,-1,-1,-1,41,273497,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289836,1,-1,-1,-1,41,273498,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289837,1,-1,-1,-1,41,273499,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289838,1,-1,-1,-1,41,273500,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289839,1,-1,-1,-1,41,273501,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289840,1,-1,-1,-1,41,273502,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289841,1,-1,-1,-1,41,273503,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289842,1,-1,-1,-1,41,273504,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289843,1,-1,-1,-1,41,273505,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289844,1,-1,-1,-1,41,273506,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289845,1,-1,-1,-1,41,273507,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289846,1,-1,-1,-1,41,273508,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289847,1,-1,-1,-1,41,273509,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289848,1,-1,-1,-1,41,273510,-1,-1,1,3,1,1
-1,-1,-1,-1,-1,-1,-1,289849,2,-1,-1,-1,33,273482,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289850,2,-1,-1,-1,33,273483,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289851,2,-1,-1,-1,33,273484,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289852,2,-1,-1,-1,33,273485,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289853,2,-1,-1,-1,33,273486,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289854,2,-1,-1,-1,33,273487,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289855,2,-1,-1,-1,33,273488,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289856,2,-1,-1,-1,33,273489,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289857,2,-1,-1,-1,33,273490,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289858,2,-1,-1,-1,33,273491,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289859,2,-1,-1,-1,33,273492,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289860,2,-1,-1,-1,33,273493,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289861,2,-1,-1,-1,33,273494,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289862,2,-1,-1,-1,33,273495,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289863,2,-1,-1,-1,33,273496,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289864,2,-1,-1,-1,33,273497,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289865,2,-1,-1,-1,33,273498,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289866,2,-1,-1,-1,33,273499,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289867,2,-1,-1,-1,33,273500,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289868,2,-1,-1,-1,33,273501,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289869,2,-1,-1,-1,33,273502,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289870,2,-1,-1,-1,33,273503,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289871,2,-1,-1,-1,33,273504,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289872,2,-1,-1,-1,33,273505,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289873,2,-1,-1,-1,33,273506,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289874,2,-1,-1,-1,33,273507,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289875,2,-1,-1,-1,33,273508,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289876,2,-1,-1,-1,33,273509,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289877,2,-1,-1,-1,33,273510,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289878,1,-1,-1,-1,37,273511,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289879,1,-1,-1,-1,37,273512,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289880,2,-1,-1,-1,29,273511,-1,-1,3,2,3,1
-1,-1,-1,-1,-1,-1,-1,289881,2,-1,-1,-1,29,273512,-1,-1,3,2,3,1
-1,-1,-1,-1,-1,-1,-1,289882,1,-1,-1,-1,41,273516,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289883,1,-1,-1,-1,41,273517,-1,-1,1,3,1,2
-1,-1,-1,-1,-1,-1,-1,289884,1,-1,-1,-1,41,273522,-1,-1,1,3,1,2
