BLDGSZ,HHID,HHT,MAZ,NOC,PERSONS,PUMA5,SERIALNO,TENURE,UNITTYPE,VEHICL,bucketBin,h0511,h1215,h1617,h1824,h2534,h3549,h5064,h6579,h80up,hNOCcat,hadkids,hadnwst,hadwpst,hinccat1,hinccat2,hmultiunit,hownrent,hsizecat,htypdwel,hunittype,hwrkrcat,income,workers
4.0,252644,5.0,18603,0.0,2,11603,2015001174866,3.0,1,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3.0,7.0,1,2,2,2.0,1,0.0,68200,2.0
2.0,252645,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252646,2.0,18610,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252647,2.0,5881,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252648,2.0,4868,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252649,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252650,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252651,2.0,3668,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252652,2.0,18610,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252653,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252654,2.0,24519,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252655,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252656,2.0,24520,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252657,2.0,7710,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252658,2.0,6182,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252659,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252660,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252661,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252662,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252663,2.0,26721,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252664,2.0,18609,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252665,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252666,2.0,28813,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252667,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252668,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252669,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252670,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252671,2.0,26720,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252672,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252673,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252674,2.0,4868,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252675,2.0,24519,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252676,2.0,12361,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252677,2.0,7710,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252678,2.0,5881,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252679,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252680,2.0,18610,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252681,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252682,2.0,29646,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252683,2.0,16723,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252684,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252685,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252686,2.0,28813,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252687,2.0,16724,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252688,2.0,26720,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252689,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252690,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252691,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252692,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252693,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252694,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252695,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252696,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252697,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252698,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252699,2.0,24519,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252700,2.0,16724,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252701,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252702,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252703,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252704,2.0,18606,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252705,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252706,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252707,2.0,11934,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252708,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252709,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252710,2.0,18606,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252711,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252712,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252713,2.0,18609,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252714,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252715,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252716,2.0,7705,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252717,2.0,6182,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252718,2.0,28813,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252719,2.0,6182,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252720,2.0,12361,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252721,2.0,19686,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252722,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252723,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252724,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252725,2.0,24521,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252726,2.0,7708,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252727,2.0,7710,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252728,2.0,26720,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252729,2.0,18610,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252730,2.0,16724,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252731,2.0,19686,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252732,2.0,12361,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252733,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252734,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252735,2.0,16723,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252736,2.0,24520,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252737,2.0,24519,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252738,2.0,11934,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252739,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252740,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252741,2.0,19687,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252742,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252743,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252744,2.0,4868,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252745,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252746,2.0,21507,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252747,2.0,19686,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252748,2.0,4868,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252749,2.0,24523,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252750,2.0,15676,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252751,2.0,24519,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252752,2.0,7709,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252753,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252754,2.0,24523,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252755,2.0,6182,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252756,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252757,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252758,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252759,2.0,7708,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252760,2.0,24522,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252761,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252762,2.0,7709,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252763,2.0,7708,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252764,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252765,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252766,2.0,18610,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
2.0,252767,2.0,18603,1.0,2,11603,2017000919230,3.0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,9.0,0,2,2,1.0,1,1.0,189100,1.0
6.0,252768,3.0,18603,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252769,3.0,28813,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252770,3.0,12361,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252771,3.0,24523,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252772,3.0,15676,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252773,3.0,7705,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252774,3.0,3668,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252775,3.0,24521,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252776,3.0,18603,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252777,3.0,28813,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252778,3.0,18603,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252779,3.0,11934,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252780,3.0,18610,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252781,3.0,24521,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252782,3.0,18603,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
6.0,252783,3.0,24523,1.0,2,11603,2015000793863,1.0,1,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0,6.0,1,1,2,2.0,1,1.0,54800,1.0
