MAZ,TAZ,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,gq_civ,gq_mil,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,hhs,pop,hhp,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,adultschenrl,ech_dist,hch_dist,pseudomsa,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,zip09,parkactive,openspaceparkpreserve,beachactive,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,hotelroomtotal,luz_id,truckregiontype,district27,milestocoast,acres,effective_acres,land_acres,MicroAccessTime,remoteAVParking,refueling_stations,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,PopEmpDenPerMi,poe_id,original_MAZ,external_TAZ,external_MAZ,colonia_pop_accessibility,std_wait_1,std_wait_2,std_wait_3,std_wait_4,std_wait_5,std_wait_6,std_wait_7,std_wait_8,std_wait_9,std_wait_10,std_wait_11,std_wait_12,std_wait_13,std_wait_14,std_wait_15,std_wait_16,std_wait_17,std_wait_18,std_wait_19,std_wait_20,std_wait_21,std_wait_22,std_wait_23,std_wait_24,std_wait_25,std_wait_26,std_wait_27,std_wait_28,std_wait_29,std_wait_30,std_wait_31,std_wait_32,std_wait_33,std_wait_34,std_wait_35,std_wait_36,std_wait_37,std_wait_38,std_wait_39,std_wait_40,std_wait_41,std_wait_42,std_wait_43,std_wait_44,std_wait_45,std_wait_46,std_wait_47,std_wait_48,sentri_wait_1,sentri_wait_2,sentri_wait_3,sentri_wait_4,sentri_wait_5,sentri_wait_6,sentri_wait_7,sentri_wait_8,sentri_wait_9,sentri_wait_10,sentri_wait_11,sentri_wait_12,sentri_wait_13,sentri_wait_14,sentri_wait_15,sentri_wait_16,sentri_wait_17,sentri_wait_18,sentri_wait_19,sentri_wait_20,sentri_wait_21,sentri_wait_22,sentri_wait_23,sentri_wait_24,sentri_wait_25,sentri_wait_26,sentri_wait_27,sentri_wait_28,sentri_wait_29,sentri_wait_30,sentri_wait_31,sentri_wait_32,sentri_wait_33,sentri_wait_34,sentri_wait_35,sentri_wait_36,sentri_wait_37,sentri_wait_38,sentri_wait_39,sentri_wait_40,sentri_wait_41,sentri_wait_42,sentri_wait_43,sentri_wait_44,sentri_wait_45,sentri_wait_46,sentri_wait_47,sentri_wait_48,ped_wait_1,ped_wait_2,ped_wait_3,ped_wait_4,ped_wait_5,ped_wait_6,ped_wait_7,ped_wait_8,ped_wait_9,ped_wait_10,ped_wait_11,ped_wait_12,ped_wait_13,ped_wait_14,ped_wait_15,ped_wait_16,ped_wait_17,ped_wait_18,ped_wait_19,ped_wait_20,ped_wait_21,ped_wait_22,ped_wait_23,ped_wait_24,ped_wait_25,ped_wait_26,ped_wait_27,ped_wait_28,ped_wait_29,ped_wait_30,ped_wait_31,ped_wait_32,ped_wait_33,ped_wait_34,ped_wait_35,ped_wait_36,ped_wait_37,ped_wait_38,ped_wait_39,ped_wait_40,ped_wait_41,ped_wait_42,ped_wait_43,ped_wait_44,ped_wait_45,ped_wait_46,ped_wait_47,ped_wait_48,ready_wait_1,ready_wait_2,ready_wait_3,ready_wait_4,ready_wait_5,ready_wait_6,ready_wait_7,ready_wait_8,ready_wait_9,ready_wait_10,ready_wait_11,ready_wait_12,ready_wait_13,ready_wait_14,ready_wait_15,ready_wait_16,ready_wait_17,ready_wait_18,ready_wait_19,ready_wait_20,ready_wait_21,ready_wait_22,ready_wait_23,ready_wait_24,ready_wait_25,ready_wait_26,ready_wait_27,ready_wait_28,ready_wait_29,ready_wait_30,ready_wait_31,ready_wait_32,ready_wait_33,ready_wait_34,ready_wait_35,ready_wait_36,ready_wait_37,ready_wait_38,ready_wait_39,ready_wait_40,ready_wait_41,ready_wait_42,ready_wait_43,ready_wait_44,ready_wait_45,ready_wait_46,ready_wait_47,ready_wait_48
100632,3272,90,45,45,0,89,45,44,0,0,0,10,11,15,12,9,17,13,0,2,0,2.348,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,7.1497,8.1196,8.1196,8.1196,10,0,0,188.0,6.5483,2.6997,15.3215,1.1105,3,1,2,11533.6236,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100633,3272,60,41,19,0,58,39,19,0,0,0,5,4,15,9,4,11,4,0,0,6,2.586,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9435,13.912,13.912,13.912,10,0,0,221.0,9.3328,3.8147,22.9127,1.0811,3,1,2,17105.5071,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100634,3272,92,62,30,0,91,61,30,0,0,0,12,13,17,14,6,16,4,3,2,4,2.319,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,7.0406,8.2638,8.2638,8.2638,10,0,0,198.0,9.122,3.9699,22.6958,1.1964,3,1,2,17066.0388,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100635,3272,62,46,16,0,60,44,16,0,0,0,6,6,12,7,3,14,5,3,1,3,2.333,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,7.107,4.9833,4.9833,4.9833,10,0,0,194.0,6.8876,2.8051,16.0669,1.0749,3,1,2,12078.0633,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100636,3272,60,33,27,0,60,33,27,0,5,0,3,9,12,5,13,7,5,2,1,3,2.283,142,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9983,5.039,5.039,5.039,10,0,0,208.0,9.0706,3.8408,22.6977,1.1242,3,1,2,16984.635,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100637,3342,75,38,37,0,73,37,36,0,0,0,9,11,16,9,4,10,11,1,0,2,2.548,186,186,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.8777,5.0513,5.0513,5.0513,10,0,0,223.0,11.5216,6.664,32.8311,1.8732,3,1,3,25276.817,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100638,3342,94,28,66,0,87,26,61,0,24,0,9,14,20,11,4,12,9,3,3,2,2.287,223,199,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9164,5.0652,5.0652,5.0652,10,0,0,221.0,11.2453,6.1145,32.2411,1.8492,3,1,3,24547.5588,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100639,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.7996,1.5631,1.5631,1.5631,10,0,0,238.0,11.6479,6.6413,33.012,1.7566,3,1,3,25378.0936,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100640,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9917,5.1385,5.1385,5.1385,10,0,0,182.0,11.9813,7.5844,34.4876,2.4018,3,1,3,26926.1004,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100641,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9119,1.1228,1.1228,1.1228,10,0,0,207.0,11.0363,6.1936,31.3783,1.9334,3,1,3,24045.9836,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100642,3342,56,18,38,0,53,16,37,0,0,0,5,8,5,8,6,11,4,1,1,4,2.321,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9672,3.8416,3.8416,3.8416,10,0,0,184.0,10.4178,5.5029,28.4626,1.3602,3,1,3,21737.9347,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100643,3342,62,22,40,0,59,22,37,0,0,0,4,6,17,9,4,10,5,2,1,1,2.424,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.8593,3.7658,3.7658,3.7658,10,0,0,220.0,9.8219,4.7858,25.8651,1.4959,3,1,2,19616.5865,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100644,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,324,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,7.0242,5.033,5.033,5.033,10,0,0,175.0,10.1051,5.2059,27.3444,1.3213,3,1,3,20832.2031,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100645,3342,55,41,14,0,55,41,14,0,0,0,6,7,10,8,4,9,7,0,2,2,2.291,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9782,5.5784,5.5784,5.5784,10,0,0,200.0,9.7599,4.3552,25.0183,1.2065,3,1,2,18799.0572,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100646,3342,103,22,81,0,95,21,74,0,0,0,11,14,13,17,6,18,8,1,2,5,2.179,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9412,4.0282,4.0282,4.0282,10,0,0,210.0,9.5052,4.0512,24.1133,1.2263,3,1,2,18025.3058,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100647,3342,66,32,34,0,66,32,34,0,0,0,7,9,19,9,4,9,5,0,1,3,2.545,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.7604,9.8135,9.8048,9.8135,10,0,0,239.0,11.1043,5.3106,28.7947,1.8262,3,1,3,21827.4238,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100648,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,2,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.7572,3.1942,3.1942,3.1942,10,0,0,242.0,11.485,6.1696,31.7005,2.0517,3,1,3,24236.8572,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100649,3342,65,30,35,0,65,30,35,0,0,0,3,8,14,14,1,14,6,1,2,2,2.308,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.8197,3.5306,3.5306,3.5306,10,0,0,225.0,10.8924,5.1344,28.2999,1.5415,3,1,3,21397.9574,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100650,3342,84,46,38,0,81,44,37,0,1,0,5,16,18,8,6,11,11,1,1,4,2.407,196,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.8486,7.5587,7.5587,7.5587,10,0,0,233.0,9.6621,3.9825,24.063,1.1929,3,1,2,17949.1005,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100651,3342,101,31,70,0,100,31,69,0,0,0,6,13,19,16,8,12,15,1,3,7,2.45,245,245,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,89,1,9,6.9041,5.6863,5.6863,5.6863,10,0,0,211.0,9.3393,3.8967,23.6054,1.1782,3,1,2,17601.3264,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100652,3317,77,32,45,0,71,29,42,0,0,0,10,13,8,5,3,20,6,1,2,3,2.507,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,90,1,8,6.6323,4.1855,4.1855,4.1855,10,0,0,230.0,13.3343,4.4871,34.3739,1.2511,3,1,3,24871.0078,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100653,3317,127,63,64,0,124,61,63,0,0,0,19,14,19,14,10,19,20,1,5,3,2.339,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,90,1,8,6.6885,6.5359,6.5359,6.5359,10,0,0,223.0,11.9761,5.115,31.6525,1.6447,3,1,3,23531.1845,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100654,3317,3,0,3,0,3,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2.333,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,90,1,8,6.5785,1.7826,1.7826,1.7826,10,0,0,226.0,13.1032,5.0492,34.6734,1.6156,3,1,3,25422.4405,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100655,3317,3,3,0,0,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1.667,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,90,1,8,6.6353,3.1888,3.1888,3.1888,10,0,0,223.0,11.9761,5.115,31.6525,1.6447,3,1,3,23531.1845,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100656,3317,138,65,73,0,133,64,69,0,0,0,18,17,24,26,13,15,14,2,2,2,2.286,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92116,0.0,0.0,0.0,0,0,0,0,0,0,90,1,8,6.8695,7.4835,7.4835,7.4835,10,0,0,244.0,10.9964,4.4536,26.581,1.7868,3,1,3,19862.1635,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
