periods_left_min,periods_left_max,outbound,tour_purpose_grouped,half_tour_stops_remaining_grouped,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,All
18,18,True,non_mand,0,0.23734082671976767,0.3050705316929325,0.07789215339238303,0.1368917708633237,0.04187179834207113,0.033981947159287984,0.06554042288542364,0.022664102297987824,0.0298455093855354,0.012412943716680362,0.019932736861367033,0.0,0.013004164316165131,0.00021200801979027862,0.002179329872955506,0.001159754474329442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,18,True,non_mand,1,0.13913077114477862,0.34815770585582523,0.23520811083080348,0.08246456459530692,0.0821646726705314,0.06163170546693259,0.029090075742036436,0.012357830239898176,0.0033727865960344024,0.0064217768578526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,18,True,mand,0,0.5028117748095691,0.350811002436585,0.06094068744196811,0.025138559142886138,0.013313948517148913,0.010443856162040044,0.012709166980486838,0.0103699428446387,0.0024898484271303474,0.003108631861406074,0.0,0.0,0.007862581376140397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,18,True,mand,1,0.41324485045768594,0.28488516180866524,0.09899198705298416,0.1046574784011423,0.01481702835528995,0.04219034266694274,0.023047590271449092,0.01246376876040535,0.004803638903289208,0.0,0.00041287271562461545,0.00048528060652142086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,19,True,non_mand,0,0.3017565747841334,0.3141421626967243,0.13897942362878032,0.07953424716467176,0.04789339041763478,0.029590309407092362,0.005483011799124794,0.04033077361125482,0.00831325910282016,0.020194011839126474,0.006281678832042689,0.005532634472438549,0.0,0.0,0.0019685222441560013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,19,True,non_mand,1,0.17072663057970913,0.3548023964811101,0.17539393090627897,0.08487984563776048,0.03603542807021147,0.029090578331425573,0.04430798127122374,0.022003753637441455,0.0586663427539483,0.0012850338963282585,0.0,0.022808078434562406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,19,True,mand,0,0.44131354765837166,0.4047130846841438,0.06864755834098452,0.025515466907659275,0.03423311148754811,0.007825267364543038,0.0034266911596967154,0.001956863696708489,0.005495386233444543,0.0032524374925951157,0.0,0.0014950458806589127,0.0008607604468698304,0.0,0.0,0.0,0.0005059114587113161,0.000758867188066974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,19,True,mand,1,0.3385595402274405,0.3560802991655533,0.10715183692502118,0.030544747048605964,0.02707302813897836,0.023694134679513583,0.0385475571963037,0.00874147499353564,0.007208544430021171,0.02225451532998375,0.0036500124100919736,0.036494309454951385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,20,True,non_mand,0,0.32840582877506,0.3239718725548607,0.09724592373395033,0.07933000984262077,0.016521588382256296,0.04110087420857762,0.03800046003709891,0.003630837851231657,0.001650395338610952,0.009947579789589194,0.0012276885608375706,0.0,0.0189480649672734,0.0034287444577843222,0.0,0.013266834107749372,0.001229054205963644,0.004036575372647966,0.0,0.0180576678138876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,20,True,non_mand,1,0.2568109508347746,0.2643209479779701,0.09125414821459571,0.08639034986642669,0.13646840347881434,0.033677709597699536,0.03132989171946656,0.051938714190768176,0.020333452242512175,0.008060014807481985,0.0,0.0,0.0183356907222172,0.001079726347272931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,20,True,mand,0,0.36112165984167366,0.4511281799953402,0.09754378504634288,0.03354921807753693,0.017356046010882212,0.003213813405431729,0.006258373471072896,0.0017575825135433373,0.0013827505776258344,0.00722334238502016,0.012338623470051404,0.004703819134656911,0.0003803283546665727,0.0003357851615107776,0.00011032650304917473,0.0,0.001596366051596955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,20,True,mand,1,0.3816459372615953,0.3945478121020502,0.08524720483157228,0.019855043064103323,0.0074712757278695115,0.03363691799725278,0.017751306835856975,0.03862113193829549,0.004935331469569992,0.006864838362616386,0.0012543850194759146,0.0032942666931832206,0.0003260156090476146,0.0,0.0,0.004548533087511939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,21,True,non_mand,0,0.2690669634726405,0.3723736827575617,0.16325508608213551,0.046694971020562734,0.03464559409802502,0.006355678854842793,0.019497487360188612,0.015508631840764652,0.016240893261411725,0.01731097729494585,0.0,0.006288442421438049,0.029035866448718573,0.0,0.0,0.001410473914972469,0.0,0.0023152511717912405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,21,True,non_mand,1,0.27352491172131355,0.2737010895683116,0.17663919029561195,0.08789123960664523,0.04435910718967327,0.02244206741473184,0.040466404405768486,0.029759664134995787,0.027277248413337063,0.019021056437541865,0.003827918738164591,0.0,0.0007187057625978561,0.0,0.0,0.0,0.0003713963113067903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,21,True,mand,0,0.3421767930625402,0.4583821797125419,0.10184422751171661,0.043339296331545055,0.021807383888143045,0.014121841670799959,0.002249176990388862,0.004344863694448759,0.0,0.0061059831791194395,0.00100140175966159,0.002998017787369841,0.0,0.0,0.0007177609921813928,0.0,0.0,0.0009110734195443683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,21,True,mand,1,0.3852523661677553,0.34324948914400705,0.0993124798614889,0.06979577858677936,0.021741120873680984,0.01640646685815812,0.023385459240988556,0.02215392910226852,0.01010099940923899,0.00680351262199579,0.0013969836073747422,0.0,0.0004014145262633554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,22,True,non_mand,0,0.25477183402553005,0.3694056597934993,0.2006597726876724,0.06851248067274086,0.01934086312579471,0.004994729796151471,0.01937602523742874,0.012662439857387622,0.003988019894474462,0.013846794085397778,0.01975152051420429,0.005486164422143218,0.0,0.00163458835254345,0.0,0.0,0.001773014020379506,0.0,0.0004898851159845548,0.0016801531321044578,0.0016260552665631272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,22,True,non_mand,1,0.17874304652108153,0.35419753445154684,0.18606966793109989,0.0679875784765435,0.07473717670265836,0.013330369529280333,0.062252982464887155,0.0030528728703864876,0.03374293988005319,0.01823048784918307,0.0016485884402127082,0.0,0.0,0.006006754883067085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,22,True,mand,0,0.3231040937789736,0.37783574056416336,0.11282585788818966,0.07473591438427163,0.030714524374384062,0.03129122706779622,0.010073667114053839,0.003029764662524868,0.01521408011270044,0.0004846653635579069,0.005193560580841647,0.004988236597648051,0.0012611246538849238,0.001782874677601488,0.0016885630090716064,0.0,0.0,0.0,0.0013615559937593246,0.004414549176577772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,22,True,mand,1,0.34319991902948516,0.4202126831088522,0.1434568705706193,0.031395328956467086,0.02396133543507801,0.006830826629039821,0.011093288892382156,0.0046681244828163555,0.013376849364490588,0.0,0.0,0.0,0.00180477353076914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,23,True,non_mand,0,0.22315237915937625,0.3585126730950114,0.15086660734461227,0.04003015806055507,0.010704597553027875,0.09504534327523127,0.015536044412849838,0.0071776156811848395,0.008975199943097508,0.05273738326518863,0.012890327924280074,0.0,0.0,0.0022834622424379057,0.0,0.0,0.0,0.0,0.005300151960071576,0.0,0.016788056083075552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,23,True,non_mand,1,0.21054648561134698,0.4204533340822677,0.12412795180540473,0.052446732470240245,0.05766140062618662,0.03186729787989351,0.031306696755072604,0.016898810441317264,0.04640595053614962,0.0017567169982827672,0.006528622793838264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,23,True,mand,0,0.2810588064052126,0.4291299040354918,0.1375500150736873,0.052474912378944125,0.03169969809125566,0.014285807975679484,0.0075344484834238105,0.006051070026925496,0.025439860854126622,0.0007661398331433164,0.002275597986726701,0.003361411279311516,0.0011638133306478963,0.0,0.0059455309394979075,0.001262983305926154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,23,True,mand,1,0.2671172269866584,0.4800696157756553,0.058539868244201876,0.022576969912060492,0.06015500872112822,0.050180520674440884,0.011310032497415629,0.020806824086393293,0.017236264656944254,0.0012034744362839894,0.0,0.0,0.0,0.004303496983961252,0.0,0.004541549584258667,0.0,0.001959147440598433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,24,True,non_mand,0,0.17801854764023076,0.33530679714265477,0.13348963369334507,0.07116283229740007,0.015827338429672495,0.020384755253339402,0.03711544964381847,0.01619478665901007,0.03766780688214263,0.0013021755750721319,0.015663540780604546,0.004615541075489265,0.0,0.055358257663124945,0.0,0.007919781127453444,0.04624612685294099,0.0,0.0,0.0,0.02372662928370056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,24,True,non_mand,1,0.19883866184802476,0.3989841260454337,0.17440138282205528,0.044915816103523944,0.04686151373319533,0.02531386457905582,0.05162905332411728,0.0,0.012064034831485559,0.019741109148670957,0.0215373403892625,0.0,0.0,0.0,0.005713097175175187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,24,True,mand,0,0.2942920558990901,0.4487646399779205,0.09648160648117156,0.060370355912672424,0.04881731825902547,0.009610609195121394,0.0032581874042822206,0.01769742428154386,0.0,0.0010155869912132766,0.0006002352032171769,0.00970870776617855,0.0,0.0,0.0013601793728941043,0.0,0.002532808926316935,0.0,0.00549028432935123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,24,True,mand,1,0.36545266921468933,0.3240397115036439,0.06081441358762848,0.06379428134177592,0.0765101482479992,0.0034617820646519197,0.0,0.0007295223052285381,0.005625391544493849,0.006273555830207512,0.023048066936616433,0.0,0.003964139346397377,0.035672397827294935,0.010949931019435805,0.0,0.0196639892299377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,47,True,non_mand,0,0.16693246482461485,0.27572302183688535,0.06502710270928731,0.14929679299607282,0.098820422219055,0.029690619614459367,0.015539474985465207,0.04220478472089951,0.033834957834988584,0.006362011186128971,0.002397014372466234,0.022849399999460028,0.051225623357771005,0.0,0.0,0.0,0.0,0.00017537708397509532,0.0022893305829807097,0.0014731968865586296,0.0012541062165624093,0.025321621488626295,0.0,0.0,0.006488528654305694,0.0030941484294369514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,47,True,non_mand,1,0.1616705841202927,0.27191086649507307,0.22021908800051926,0.061561676086117297,0.0765553221187797,0.03446525060143435,0.05702793411636113,0.02174697868721139,0.028611170728552335,0.010330712376886535,0.004658417106272408,0.011249404614325042,0.0010501468268611662,0.021013204209753045,0.0,0.0008565909328864426,0.013060567050533751,0.0019812136574427963,0.0,0.0,0.0,0.0,0.0020308722706966855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,47,True,mand,0,0.2584666874832539,0.34765150161411806,0.13678525809093164,0.08909913309462639,0.027911554983097473,0.0362446366281597,0.013848854049887283,0.006955248371422206,0.009704937220782311,0.011630127544640762,0.002717838359516249,0.009018580475599182,0.0030351075625971264,0.0004365002979092682,0.009006690059237045,0.00792629402548114,0.009193074656176145,0.004084189558323619,0.009775936550396406,0.0011201519622454656,0.0026830068147981395,0.0,0.0016135722995967666,0.0010911182972038987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,47,True,mand,1,0.22389052863060707,0.25782744040607447,0.13372069707144552,0.06566376497901984,0.08824743970769301,0.030064755444687695,0.05917317978857198,0.01713691927327129,0.026583876492388636,0.028654351670731135,0.01630714416464881,0.0166703541691361,0.0036689128882868025,0.0016985526894867638,0.00727094746660144,0.0,0.00031387182127881537,0.0,0.0,0.002780583450620694,0.0,0.0,0.0,0.0,0.0,0.020326679885448184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,non_mand,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,non_mand,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,mand,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,mand,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,non_mand,0,0.3085058556833788,0.6914941443165699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,non_mand,1,0.6098957373391095,0.3901042626608902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,mand,0,0.3400196071668157,0.6599803928332094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,mand,1,0.660646645005993,0.33935335499400854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,non_mand,0,0.01566536243004071,0.5087619037320673,0.47557273383787263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,non_mand,1,0.18601272710111572,0.7362146227370155,0.07777265016188578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,mand,0,0.044693926240483454,0.531858172433529,0.42344790132600213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,mand,1,0.3010902917833252,0.6463185562492355,0.052591151967433455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,non_mand,0,0.0033046685451080648,0.05265059202234202,0.45906353943154127,0.48498120000099215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,non_mand,1,0.1065693642191575,0.45232960069446004,0.4030101423101475,0.03809089277626278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,mand,0,0.012005726429216724,0.09355702040285643,0.46993124064528696,0.4245060125226436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,mand,1,0.193873969079137,0.4672563873148181,0.3040892300940505,0.03478041351198802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,non_mand,0,0.0016036671252261981,0.017767458700728957,0.07240919724407537,0.49306198484343444,0.4151576920865569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,non_mand,1,0.07296581099716495,0.23684940936611923,0.3858336032497618,0.2775773381455728,0.02677383824140037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,mand,0,0.00484376576675081,0.030795083592889384,0.07832900933388429,0.48303325553412996,0.40299888577233856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,mand,1,0.13403842057693022,0.32086007222114277,0.2794636225577261,0.23982956587455542,0.025808318769642357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,non_mand,0,0.0030101669481335555,0.013800918694849406,0.023247493981202575,0.07866283505005688,0.49342482051787834,0.3878537648078958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,non_mand,1,0.04807347591616507,0.16548737528438784,0.25592287500785454,0.33829108226746024,0.17147069374366333,0.020754497780470584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,mand,0,0.0009063314408092798,0.0052896314594121354,0.0183945561751926,0.06237264951046812,0.49556217273496406,0.4174746586791465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,mand,1,0.09083503923757143,0.23933355378662308,0.21767609914690794,0.23011271637875585,0.20748236078672283,0.014560230663417042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,non_mand,0,0.0006876713822025752,0.006418703163848254,0.00436742804615121,0.014961274075229396,0.13809761892452907,0.49924199681737336,0.33622530759066993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,non_mand,1,0.049436407291043365,0.1441757013954298,0.19441551085983177,0.27100350347421354,0.20939091792785372,0.12366106164989442,0.007916897401727949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,mand,0,0.0003365289460912691,0.0006703870275310202,0.0024224029510688844,0.01995922101616982,0.08602343944230291,0.4723069105203939,0.41828111009643604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,mand,1,0.12293688899612817,0.1644760974383713,0.15959652963026888,0.21729082638893976,0.1719148596737281,0.1496036101153616,0.014181187757200762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,non_mand,0,0.004203653206945777,0.004945483875130407,0.003598149852488818,0.025428743152195253,0.032497375955108355,0.11302995715962148,0.5062574221068749,0.310039214691625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,non_mand,1,0.04210741577811832,0.1329856811001213,0.14892997819960876,0.21344726065060435,0.20785659810555915,0.16011532545387835,0.08309279020905272,0.011464950503049121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,mand,0,0.0021012824584694017,0.0006672411030797706,0.0038073384134930995,0.0020943505765855424,0.018395846057886776,0.08786950542800698,0.44560625287674727,0.439458183085729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,mand,1,0.06930725791071919,0.14037653944560585,0.16328177075866776,0.14015853278825197,0.1682047245649486,0.11416334176960255,0.17221930154119275,0.032288531221008276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,non_mand,0,0.0013435715573411012,0.01230029961818488,0.01766638104178269,0.0019936868644967803,0.028005885483463208,0.04584050984339523,0.10480092095098578,0.5050913307173912,0.2829574139229501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,non_mand,1,0.03430095328556757,0.12916553216501875,0.12407144933981593,0.16312580111296485,0.18020781394946458,0.14010974567167578,0.13153685442758237,0.08283058905690686,0.014651260990994843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,mand,0,0.0012067963803153098,0.0002514069487143899,0.0,0.0008964277974523003,0.004972038913820343,0.022714179372248598,0.09553181475594548,0.4764865292981976,0.39794080653330005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,mand,1,0.05134069912577083,0.16757533120486318,0.09887343956517608,0.0996665505448871,0.12270377398119678,0.13809878378715226,0.15430889460945024,0.15315011536579665,0.01428241181570826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
