person_id,legacy_person_id,race_id,age,relate,member_id,legacy_household_id,sex,ESR,WKHP,WKW,SCHG,MIL,household_id
3037647,1630145960,2,61,0,1,1630053739,1,1.0,60.0,1.0,-9.0,4.0,1218560
3037648,1630145958,2,60,1,2,1630053739,2,6.0,-9.0,-9.0,-9.0,4.0,1218560
3037649,1630145959,2,51,10,3,1630053739,2,6.0,-9.0,-9.0,-9.0,4.0,1218560
3037650,1630145605,2,53,0,1,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037651,1630145599,1,88,12,2,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037652,1630145601,1,75,12,3,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037653,1630145603,1,75,12,4,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037654,1630145597,2,66,12,5,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037655,1630145607,2,58,12,6,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037656,1630145609,4,52,12,7,1630053740,2,6.0,-9.0,-9.0,-9.0,4.0,1218561
3037657,1630145969,2,59,0,1,1630053741,2,6.0,-9.0,-9.0,-9.0,2.0,1218562
3037658,1630145973,2,29,4,2,1630053741,1,6.0,-9.0,-9.0,-9.0,4.0,1218562
3037659,1630145971,2,57,13,3,1630053741,2,1.0,40.0,1.0,-9.0,2.0,1218562
3037660,1630146098,2,57,0,1,1630053742,1,1.0,40.0,1.0,-9.0,4.0,1218563
3037661,1630146097,2,59,1,2,1630053742,2,3.0,-9.0,-9.0,-9.0,4.0,1218563
3037662,1630146099,2,25,2,3,1630053742,1,1.0,40.0,3.0,-9.0,4.0,1218563
3037663,1630146154,2,57,0,1,1630053743,2,6.0,-9.0,-9.0,-9.0,4.0,1218564
3037664,1630146158,2,21,2,2,1630053743,1,3.0,-9.0,-9.0,-9.0,4.0,1218564
3037665,1630146160,2,18,7,3,1630053743,1,3.0,-9.0,-9.0,-9.0,4.0,1218564
3037666,1630146156,2,53,15,4,1630053743,2,3.0,-9.0,-9.0,-9.0,4.0,1218564
3037667,1630146162,2,24,15,5,1630053743,1,6.0,-9.0,-9.0,-9.0,4.0,1218564
3037668,1630145737,2,64,0,1,1630053744,2,6.0,-9.0,-9.0,-9.0,4.0,1218565
3037669,1630145741,2,45,2,2,1630053744,1,6.0,-9.0,-9.0,-9.0,4.0,1218565
3037670,1630145739,2,31,2,3,1630053744,2,6.0,-9.0,-9.0,-9.0,4.0,1218565
3037671,1630145743,2,28,2,4,1630053744,1,6.0,-9.0,-9.0,15.0,4.0,1218565
3037672,1630145745,2,11,7,5,1630053744,2,-9.0,-9.0,-9.0,7.0,-9.0,1218565
3037673,1630145781,2,63,0,1,1630053745,2,6.0,-9.0,-9.0,16.0,4.0,1218566
3037674,1630146030,2,58,0,1,1630053746,2,6.0,-9.0,-9.0,-9.0,4.0,1218567
3037675,1630146231,2,53,0,1,1630053747,1,6.0,-9.0,-9.0,-9.0,4.0,1218568
3037676,1630145935,2,56,0,1,1630053748,2,6.0,-9.0,-9.0,-9.0,4.0,1218569
3037677,1630145777,2,57,0,1,1630053749,2,6.0,-9.0,-9.0,-9.0,4.0,1218570
3037678,1630145885,2,57,0,1,1630053750,2,6.0,-9.0,-9.0,-9.0,4.0,1218571
3037679,1630146222,2,53,0,1,1630053751,1,6.0,40.0,1.0,-9.0,2.0,1218572
3037680,1630145841,2,51,0,1,1630053752,2,3.0,-9.0,-9.0,-9.0,4.0,1218573
3037681,1630146039,2,63,0,1,1630053753,2,6.0,-9.0,-9.0,-9.0,4.0,1218574
3037682,1630145808,2,60,0,1,1630053754,2,6.0,-9.0,-9.0,-9.0,4.0,1218575
3037683,1630146055,2,48,0,1,1630053755,2,6.0,-9.0,-9.0,-9.0,4.0,1218576
3037684,1630146057,2,24,2,2,1630053755,2,6.0,-9.0,-9.0,-9.0,4.0,1218576
3037685,1630146059,2,21,2,3,1630053755,2,6.0,-9.0,-9.0,-9.0,4.0,1218576
3037686,1630146065,2,4,7,4,1630053755,2,-9.0,-9.0,-9.0,2.0,-9.0,1218576
3037687,1630146067,2,3,7,5,1630053755,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218576
3037688,1630146061,2,1,7,6,1630053755,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218576
3037689,1630146063,2,0,7,7,1630053755,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218576
3037690,1630146015,2,46,0,1,1630053756,2,6.0,-9.0,-9.0,-9.0,4.0,1218577
3037691,1630146025,2,84,1,2,1630053756,1,6.0,-9.0,-9.0,-9.0,4.0,1218577
3037692,1630146020,2,43,5,3,1630053756,1,6.0,-9.0,-9.0,-9.0,4.0,1218577
3037693,1630146016,2,46,0,1,1630053757,2,6.0,-9.0,-9.0,-9.0,4.0,1218578
3037694,1630146026,2,84,1,2,1630053757,1,6.0,-9.0,-9.0,-9.0,4.0,1218578
3037695,1630146021,2,43,5,3,1630053757,1,6.0,-9.0,-9.0,-9.0,4.0,1218578
3037696,1630145787,2,61,0,1,1630053758,2,6.0,-9.0,-9.0,-9.0,4.0,1218579
3037697,1630145794,2,45,2,2,1630053758,1,6.0,-9.0,-9.0,-9.0,4.0,1218579
3037698,1630145801,2,69,5,3,1630053758,1,6.0,-9.0,-9.0,-9.0,4.0,1218579
3037699,1630145788,2,61,0,1,1630053759,2,6.0,-9.0,-9.0,-9.0,4.0,1218580
3037700,1630145795,2,45,2,2,1630053759,1,6.0,-9.0,-9.0,-9.0,4.0,1218580
3037701,1630145802,2,69,5,3,1630053759,1,6.0,-9.0,-9.0,-9.0,4.0,1218580
3037702,1630145789,2,61,0,1,1630053760,2,6.0,-9.0,-9.0,-9.0,4.0,1218581
3037703,1630145796,2,45,2,2,1630053760,1,6.0,-9.0,-9.0,-9.0,4.0,1218581
3037704,1630145803,2,69,5,3,1630053760,1,6.0,-9.0,-9.0,-9.0,4.0,1218581
3037705,1630146017,2,46,0,1,1630053761,2,6.0,-9.0,-9.0,-9.0,4.0,1218582
3037706,1630146022,2,43,5,2,1630053761,1,6.0,-9.0,-9.0,-9.0,4.0,1218582
3037707,1630145790,2,61,0,1,1630053762,2,6.0,-9.0,-9.0,-9.0,4.0,1218583
3037708,1630145797,2,45,2,2,1630053762,1,6.0,-9.0,-9.0,-9.0,4.0,1218583
3037709,1630145804,2,69,5,3,1630053762,1,6.0,-9.0,-9.0,-9.0,4.0,1218583
3037710,1630145791,2,61,0,1,1630053763,2,6.0,-9.0,-9.0,-9.0,4.0,1218584
3037711,1630145798,2,45,2,2,1630053763,1,6.0,-9.0,-9.0,-9.0,4.0,1218584
3037712,1630146018,2,46,0,1,1630053764,2,6.0,-9.0,-9.0,-9.0,4.0,1218585
3037713,1630146028,2,84,1,2,1630053764,1,6.0,-9.0,-9.0,-9.0,4.0,1218585
3037714,1630146023,2,43,5,3,1630053764,1,6.0,-9.0,-9.0,-9.0,4.0,1218585
3037715,1630145792,2,61,0,1,1630053765,2,6.0,-9.0,-9.0,-9.0,4.0,1218586
3037716,1630145799,2,45,2,2,1630053765,1,6.0,-9.0,-9.0,-9.0,4.0,1218586
3037717,1630145806,2,69,5,3,1630053765,1,6.0,-9.0,-9.0,-9.0,4.0,1218586
3037718,1630145793,2,61,0,1,1630053766,2,6.0,-9.0,-9.0,-9.0,4.0,1218587
3037719,1630145800,2,45,2,2,1630053766,1,6.0,-9.0,-9.0,-9.0,4.0,1218587
3037720,1630145807,2,69,5,3,1630053766,1,6.0,-9.0,-9.0,-9.0,4.0,1218587
3037721,1630146007,2,50,0,1,1630053767,1,3.0,40.0,5.0,-9.0,4.0,1218588
3037722,1630146003,2,44,1,2,1630053767,2,3.0,50.0,5.0,-9.0,4.0,1218588
3037723,1630146011,2,28,4,3,1630053767,1,3.0,-9.0,-9.0,-9.0,4.0,1218588
3037724,1630146008,2,50,0,1,1630053768,1,3.0,40.0,5.0,-9.0,4.0,1218589
3037725,1630146004,2,44,1,2,1630053768,2,3.0,50.0,5.0,-9.0,4.0,1218589
3037726,1630146012,2,28,4,3,1630053768,1,3.0,-9.0,-9.0,-9.0,4.0,1218589
3037727,1630146009,2,50,0,1,1630053769,1,3.0,40.0,5.0,-9.0,4.0,1218590
3037728,1630146005,2,44,1,2,1630053769,2,3.0,50.0,5.0,-9.0,4.0,1218590
3037729,1630146013,2,28,4,3,1630053769,1,3.0,-9.0,-9.0,-9.0,4.0,1218590
3037730,1630146053,2,63,0,1,1630053770,2,6.0,-9.0,-9.0,-9.0,4.0,1218591
3037731,1630146054,2,60,13,2,1630053770,1,6.0,-9.0,-9.0,-9.0,2.0,1218591
3037732,1630145848,2,60,0,1,1630053771,1,6.0,-9.0,-9.0,-9.0,4.0,1218592
3037733,1630145929,2,55,0,1,1630053772,2,6.0,-9.0,-9.0,-9.0,4.0,1218593
3037734,1630145931,2,56,1,2,1630053772,1,6.0,-9.0,-9.0,-9.0,4.0,1218593
3037735,1630146152,2,54,0,1,1630053773,2,6.0,-9.0,-9.0,-9.0,4.0,1218594
3037736,1630146153,2,19,2,2,1630053773,1,6.0,-9.0,-9.0,-9.0,4.0,1218594
3037737,1630146092,2,58,0,1,1630053774,2,3.0,-9.0,-9.0,15.0,4.0,1218595
3037738,1630146093,2,28,2,2,1630053774,1,6.0,-9.0,-9.0,16.0,4.0,1218595
3037739,1630145930,2,55,0,1,1630053775,2,6.0,-9.0,-9.0,-9.0,4.0,1218596
3037740,1630145932,2,56,1,2,1630053775,1,6.0,-9.0,-9.0,-9.0,4.0,1218596
3037741,1630145877,2,46,0,1,1630053776,2,6.0,-9.0,-9.0,-9.0,4.0,1218597
3037742,1630145878,2,16,2,2,1630053776,2,6.0,-9.0,-9.0,13.0,-9.0,1218597
3037743,1630146233,2,50,0,1,1630053777,1,1.0,40.0,1.0,-9.0,4.0,1218598
3037744,1630146144,2,49,0,1,1630053778,2,1.0,50.0,1.0,-9.0,4.0,1218599
3037745,1630146148,2,50,1,2,1630053778,1,3.0,-9.0,-9.0,-9.0,4.0,1218599
3037746,1630146146,2,18,2,3,1630053778,2,3.0,-9.0,-9.0,14.0,4.0,1218599
3037747,1630145817,2,61,0,1,1630053779,2,1.0,40.0,1.0,-9.0,4.0,1218600
3037748,1630145821,2,36,2,2,1630053779,1,6.0,40.0,5.0,-9.0,4.0,1218600
3037749,1630145819,2,2,7,3,1630053779,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218600
3037750,1630145818,2,61,0,1,1630053780,2,1.0,40.0,1.0,-9.0,4.0,1218601
3037751,1630145822,2,36,2,2,1630053780,1,6.0,40.0,5.0,-9.0,4.0,1218601
3037752,1630145820,2,2,7,3,1630053780,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218601
3037753,1630145750,2,49,0,1,1630053781,2,6.0,-9.0,-9.0,-9.0,4.0,1218602
3037754,1630145751,2,20,2,2,1630053781,1,1.0,40.0,1.0,-9.0,4.0,1218602
3037755,1630145752,2,10,7,3,1630053781,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218602
3037756,1630145568,2,87,0,1,1630053782,2,6.0,-9.0,-9.0,-9.0,4.0,1218603
3037757,1630145569,2,50,2,2,1630053782,1,1.0,40.0,1.0,-9.0,4.0,1218603
3037758,1630145570,2,27,7,3,1630053782,1,1.0,40.0,2.0,-9.0,4.0,1218603
3037759,1630145656,2,86,0,1,1630053783,2,6.0,-9.0,-9.0,-9.0,4.0,1218604
3037760,1630145655,2,94,0,1,1630053784,2,6.0,-9.0,-9.0,-9.0,4.0,1218605
3037761,1630145633,2,68,0,1,1630053785,2,6.0,-9.0,-9.0,-9.0,4.0,1218606
3037762,1630145657,2,75,0,1,1630053786,2,6.0,-9.0,-9.0,-9.0,4.0,1218607
3037763,1630145541,2,71,0,1,1630053787,2,6.0,-9.0,-9.0,-9.0,4.0,1218608
3037764,1630145652,2,84,0,1,1630053788,2,6.0,-9.0,-9.0,-9.0,4.0,1218609
3037765,1630145813,2,65,0,1,1630053789,1,6.0,-9.0,-9.0,-9.0,4.0,1218610
3037766,1630145809,2,61,1,2,1630053789,2,6.0,-9.0,-9.0,-9.0,4.0,1218610
3037767,1630145811,2,32,2,3,1630053789,1,6.0,-9.0,-9.0,-9.0,4.0,1218610
3037768,1630145814,2,65,0,1,1630053790,1,6.0,-9.0,-9.0,-9.0,4.0,1218611
3037769,1630145810,2,61,1,2,1630053790,2,6.0,-9.0,-9.0,-9.0,4.0,1218611
3037770,1630145812,2,32,2,3,1630053790,1,6.0,-9.0,-9.0,-9.0,4.0,1218611
3037771,1630145611,2,89,0,1,1630053791,2,6.0,-9.0,-9.0,-9.0,4.0,1218612
3037772,1630145614,2,63,2,2,1630053791,2,6.0,-9.0,-9.0,-9.0,4.0,1218612
3037773,1630145617,2,61,2,3,1630053791,1,6.0,-9.0,-9.0,-9.0,4.0,1218612
3037774,1630145612,2,89,0,1,1630053792,2,6.0,-9.0,-9.0,-9.0,4.0,1218613
3037775,1630145615,2,63,2,2,1630053792,2,6.0,-9.0,-9.0,-9.0,4.0,1218613
3037776,1630145618,2,61,2,3,1630053792,1,6.0,-9.0,-9.0,-9.0,4.0,1218613
3037777,1630146207,2,80,0,1,1630053793,1,6.0,-9.0,-9.0,-9.0,4.0,1218614
3037778,1630146206,2,45,2,2,1630053793,1,6.0,-9.0,-9.0,-9.0,4.0,1218614
3037779,1630146205,2,13,7,3,1630053793,1,-9.0,-9.0,-9.0,10.0,-9.0,1218614
3037780,1630145549,2,73,0,1,1630053794,2,6.0,-9.0,-9.0,-9.0,4.0,1218615
3037781,1630145550,2,14,7,2,1630053794,1,-9.0,-9.0,-9.0,10.0,-9.0,1218615
3037782,1630145650,2,83,0,1,1630053795,2,6.0,-9.0,-9.0,-9.0,4.0,1218616
3037783,1630145651,2,61,2,2,1630053795,1,6.0,-9.0,-9.0,-9.0,4.0,1218616
3037784,1630145653,2,80,0,1,1630053796,2,6.0,-9.0,-9.0,-9.0,4.0,1218617
3037785,1630145654,2,51,2,2,1630053796,2,6.0,-9.0,-9.0,-9.0,4.0,1218617
3037786,1630145591,2,76,0,1,1630053797,2,6.0,-9.0,-9.0,-9.0,4.0,1218618
3037787,1630145593,2,42,2,2,1630053797,1,3.0,-9.0,-9.0,-9.0,4.0,1218618
3037788,1630145854,2,43,0,1,1630053798,2,6.0,-9.0,-9.0,-9.0,4.0,1218619
3037789,1630145857,2,20,2,2,1630053798,2,6.0,-9.0,-9.0,-9.0,4.0,1218619
3037790,1630145863,2,20,2,3,1630053798,1,6.0,-9.0,-9.0,-9.0,4.0,1218619
3037791,1630145860,2,19,2,4,1630053798,2,6.0,-9.0,-9.0,14.0,4.0,1218619
3037792,1630145866,2,0,7,5,1630053798,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218619
3037793,1630146104,2,29,0,1,1630053799,2,6.0,-9.0,-9.0,-9.0,4.0,1218620
3037794,1630146105,2,14,2,2,1630053799,1,-9.0,-9.0,-9.0,9.0,-9.0,1218620
3037795,1630146106,2,4,2,3,1630053799,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218620
3037796,1630146107,2,2,2,4,1630053799,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218620
3037797,1630146108,2,45,6,5,1630053799,1,3.0,-9.0,-9.0,-9.0,4.0,1218620
3037798,1630145855,2,43,0,1,1630053800,2,6.0,-9.0,-9.0,-9.0,4.0,1218621
3037799,1630145858,2,20,2,2,1630053800,2,6.0,-9.0,-9.0,-9.0,4.0,1218621
3037800,1630145864,2,20,2,3,1630053800,1,6.0,-9.0,-9.0,-9.0,4.0,1218621
3037801,1630145861,2,19,2,4,1630053800,2,6.0,-9.0,-9.0,14.0,4.0,1218621
3037802,1630145867,2,0,7,5,1630053800,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218621
3037803,1630145667,2,34,0,1,1630053801,2,3.0,-9.0,-9.0,15.0,4.0,1218622
3037804,1630145668,2,15,2,2,1630053801,2,-9.0,-9.0,-9.0,12.0,-9.0,1218622
3037805,1630145669,2,11,2,3,1630053801,2,-9.0,-9.0,-9.0,8.0,-9.0,1218622
3037806,1630145670,2,9,2,4,1630053801,2,-9.0,-9.0,-9.0,6.0,-9.0,1218622
3037807,1630145671,2,6,2,5,1630053801,2,-9.0,-9.0,-9.0,3.0,-9.0,1218622
3037808,1630145728,2,38,0,1,1630053802,2,6.0,-9.0,-9.0,-9.0,4.0,1218623
3037809,1630145693,2,38,0,1,1630053803,2,6.0,-9.0,-9.0,-9.0,4.0,1218624
3037810,1630145694,2,17,2,2,1630053803,1,6.0,-9.0,-9.0,13.0,4.0,1218624
3037811,1630145698,2,14,2,3,1630053803,2,-9.0,-9.0,-9.0,11.0,-9.0,1218624
3037812,1630145695,2,10,2,4,1630053803,1,-9.0,-9.0,-9.0,7.0,-9.0,1218624
3037813,1630145699,2,8,2,5,1630053803,2,-9.0,-9.0,-9.0,4.0,-9.0,1218624
3037814,1630145700,2,6,2,6,1630053803,2,-9.0,-9.0,-9.0,3.0,-9.0,1218624
3037815,1630145696,2,4,2,7,1630053803,1,-9.0,-9.0,-9.0,1.0,-9.0,1218624
3037816,1630145697,2,39,5,8,1630053803,1,3.0,-9.0,-9.0,-9.0,4.0,1218624
3037817,1630145762,2,35,0,1,1630053804,2,3.0,18.0,4.0,-9.0,4.0,1218625
3037818,1630145772,2,35,15,2,1630053804,1,3.0,24.0,6.0,-9.0,4.0,1218625
3037819,1630145767,2,14,15,3,1630053804,1,-9.0,-9.0,-9.0,10.0,-9.0,1218625
3037820,1630146036,2,42,0,1,1630053805,2,6.0,-9.0,-9.0,-9.0,4.0,1218626
3037821,1630146038,2,21,2,2,1630053805,1,6.0,-9.0,-9.0,-9.0,4.0,1218626
3037822,1630146037,2,16,2,3,1630053805,1,6.0,-9.0,-9.0,12.0,-9.0,1218626
3037823,1630145763,2,35,0,1,1630053806,2,3.0,18.0,4.0,-9.0,4.0,1218627
3037824,1630145773,2,35,15,2,1630053806,1,3.0,24.0,6.0,-9.0,4.0,1218627
3037825,1630145768,2,14,15,3,1630053806,1,-9.0,-9.0,-9.0,10.0,-9.0,1218627
3037826,1630145764,2,35,0,1,1630053807,2,3.0,18.0,4.0,-9.0,4.0,1218628
3037827,1630145774,2,35,15,2,1630053807,1,3.0,24.0,6.0,-9.0,4.0,1218628
3037828,1630145769,2,14,15,3,1630053807,1,-9.0,-9.0,-9.0,10.0,-9.0,1218628
3037829,1630145906,2,27,0,1,1630053808,2,6.0,-9.0,-9.0,-9.0,4.0,1218629
3037830,1630145908,2,0,2,2,1630053808,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218629
3037831,1630145765,2,35,0,1,1630053809,2,3.0,18.0,4.0,-9.0,4.0,1218630
3037832,1630145775,2,35,15,2,1630053809,1,3.0,24.0,6.0,-9.0,4.0,1218630
3037833,1630145770,2,14,15,3,1630053809,1,-9.0,-9.0,-9.0,10.0,-9.0,1218630
3037834,1630146168,2,38,0,1,1630053810,2,6.0,-9.0,-9.0,-9.0,4.0,1218631
3037835,1630146172,2,38,1,2,1630053810,1,3.0,-9.0,-9.0,-9.0,4.0,1218631
3037836,1630146176,2,16,2,3,1630053810,2,6.0,-9.0,-9.0,13.0,-9.0,1218631
3037837,1630146169,2,38,0,1,1630053811,2,6.0,-9.0,-9.0,-9.0,4.0,1218632
3037838,1630146173,2,38,1,2,1630053811,1,3.0,-9.0,-9.0,-9.0,4.0,1218632
3037839,1630146177,2,16,2,3,1630053811,2,6.0,-9.0,-9.0,13.0,-9.0,1218632
3037840,1630146199,2,31,0,1,1630053812,1,6.0,-9.0,-9.0,-9.0,4.0,1218633
3037841,1630146200,2,0,2,2,1630053812,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218633
3037842,1630146198,2,38,13,3,1630053812,2,6.0,-9.0,-9.0,-9.0,4.0,1218633
3037843,1630146170,2,38,0,1,1630053813,2,6.0,-9.0,-9.0,-9.0,4.0,1218634
3037844,1630146174,2,38,1,2,1630053813,1,3.0,-9.0,-9.0,-9.0,4.0,1218634
3037845,1630146178,2,16,2,3,1630053813,2,6.0,-9.0,-9.0,13.0,-9.0,1218634
3037846,1630146182,2,42,0,1,1630053814,2,1.0,25.0,1.0,-9.0,4.0,1218635
3037847,1630146184,2,19,2,2,1630053814,1,3.0,-9.0,-9.0,-9.0,4.0,1218635
3037848,1630146186,2,14,2,3,1630053814,2,-9.0,-9.0,-9.0,11.0,-9.0,1218635
3037849,1630146044,2,38,0,1,1630053815,1,1.0,50.0,6.0,-9.0,4.0,1218636
3037850,1630146040,2,29,1,2,1630053815,2,3.0,-9.0,-9.0,-9.0,4.0,1218636
3037851,1630146042,2,0,2,3,1630053815,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218636
3037852,1630146045,2,38,0,1,1630053816,1,1.0,50.0,6.0,-9.0,4.0,1218637
3037853,1630146041,2,29,1,2,1630053816,2,3.0,-9.0,-9.0,-9.0,4.0,1218637
3037854,1630146043,2,0,2,3,1630053816,1,-9.0,-9.0,-9.0,-9.0,-9.0,1218637
3037855,1630146209,2,53,0,1,1630053817,1,6.0,-9.0,-9.0,-9.0,4.0,1218638
3037856,1630146211,2,60,10,2,1630053817,1,6.0,-9.0,-9.0,-9.0,2.0,1218638
3037857,1630146213,2,58,10,3,1630053817,1,6.0,-9.0,-9.0,-9.0,2.0,1218638
3037858,1630146210,2,53,0,1,1630053818,1,6.0,-9.0,-9.0,-9.0,4.0,1218639
3037859,1630146212,2,60,10,2,1630053818,1,6.0,-9.0,-9.0,-9.0,2.0,1218639
3037860,1630146229,2,59,0,1,1630053819,1,6.0,-9.0,-9.0,-9.0,2.0,1218640
3037861,1630146181,2,61,0,1,1630053820,2,6.0,-9.0,-9.0,-9.0,4.0,1218641
3037862,1630146232,2,57,0,1,1630053821,1,6.0,-9.0,-9.0,-9.0,2.0,1218642
3037863,1630146223,2,45,0,1,1630053822,1,6.0,-9.0,-9.0,-9.0,4.0,1218643
3037864,1630146224,2,60,0,1,1630053823,1,6.0,-9.0,-9.0,-9.0,4.0,1218644
3037865,1630145823,2,64,0,1,1630053824,2,6.0,15.0,5.0,-9.0,4.0,1218645
3037866,1630146180,2,59,0,1,1630053825,2,6.0,-9.0,-9.0,-9.0,4.0,1218646
3037867,1630145886,2,64,0,1,1630053826,2,6.0,-9.0,-9.0,-9.0,4.0,1218647
3037868,1630146208,2,54,0,1,1630053827,1,6.0,-9.0,-9.0,-9.0,4.0,1218648
3037869,1630146069,2,62,0,1,1630053828,2,6.0,-9.0,-9.0,-9.0,4.0,1218649
3037870,1630146143,2,58,0,1,1630053829,2,6.0,-9.0,-9.0,-9.0,4.0,1218650
3037871,1630146215,2,60,0,1,1630053830,1,3.0,-9.0,-9.0,-9.0,4.0,1218651
3037872,1630145975,2,61,0,1,1630053831,2,6.0,-9.0,-9.0,-9.0,4.0,1218652
3037873,1630146234,2,57,0,1,1630053832,1,6.0,-9.0,-9.0,-9.0,4.0,1218653
3037874,1630145782,2,50,0,1,1630053833,2,6.0,-9.0,-9.0,-9.0,4.0,1218654
3037875,1630145725,2,61,0,1,1630053834,2,6.0,-9.0,-9.0,-9.0,4.0,1218655
3037876,1630146101,2,53,0,1,1630053835,2,6.0,-9.0,-9.0,-9.0,4.0,1218656
3037877,1630145736,2,57,0,1,1630053836,2,6.0,-9.0,-9.0,-9.0,4.0,1218657
3037878,1630146218,2,64,0,1,1630053837,1,6.0,-9.0,-9.0,-9.0,2.0,1218658
3037879,1630146230,2,64,0,1,1630053838,1,6.0,-9.0,-9.0,-9.0,4.0,1218659
3037880,1630146109,2,56,0,1,1630053839,2,3.0,-9.0,-9.0,-9.0,4.0,1218660
3037881,1630146110,2,35,2,2,1630053839,2,6.0,-9.0,-9.0,-9.0,4.0,1218660
3037882,1630146113,2,24,2,3,1630053839,1,3.0,26.0,4.0,-9.0,4.0,1218660
3037883,1630146111,2,21,2,4,1630053839,2,3.0,-9.0,-9.0,-9.0,4.0,1218660
3037884,1630146114,2,17,2,5,1630053839,2,6.0,-9.0,-9.0,13.0,4.0,1218660
3037885,1630146115,2,15,2,6,1630053839,2,-9.0,-9.0,-9.0,10.0,-9.0,1218660
3037886,1630146112,2,13,2,7,1630053839,1,-9.0,-9.0,-9.0,10.0,-9.0,1218660
3037887,1630146116,2,0,7,8,1630053839,2,-9.0,-9.0,-9.0,-9.0,-9.0,1218660
3037888,1630145676,2,57,0,1,1630053840,2,6.0,-9.0,-9.0,-9.0,4.0,1218661
3037889,1630145684,2,23,2,2,1630053840,1,6.0,-9.0,-9.0,14.0,4.0,1218661
3037890,1630145680,2,22,2,3,1630053840,2,6.0,20.0,6.0,-9.0,4.0,1218661
3037891,1630145677,2,57,0,1,1630053841,2,6.0,-9.0,-9.0,-9.0,4.0,1218662
3037892,1630145685,2,23,2,2,1630053841,1,6.0,-9.0,-9.0,14.0,4.0,1218662
3037893,1630145681,2,22,2,3,1630053841,2,6.0,20.0,6.0,-9.0,4.0,1218662
3037894,1630145982,2,57,0,1,1630053842,2,6.0,-9.0,-9.0,-9.0,4.0,1218663
3037895,1630145986,2,38,2,2,1630053842,1,6.0,-9.0,-9.0,-9.0,4.0,1218663
3037896,1630145990,2,20,2,3,1630053842,1,6.0,-9.0,-9.0,-9.0,4.0,1218663
3037897,1630146072,2,49,0,1,1630053843,2,6.0,-9.0,-9.0,-9.0,4.0,1218664
3037898,1630146074,2,35,1,2,1630053843,1,6.0,-9.0,-9.0,-9.0,4.0,1218664
3037899,1630146076,2,30,12,3,1630053843,1,6.0,-9.0,-9.0,-9.0,4.0,1218664
3037900,1630146130,2,61,0,1,1630053844,1,3.0,-9.0,-9.0,15.0,4.0,1218665
3037901,1630146127,2,48,13,2,1630053844,2,3.0,-9.0,-9.0,15.0,4.0,1218665
3037902,1630146133,2,21,15,3,1630053844,1,6.0,-9.0,-9.0,15.0,4.0,1218665
3037903,1630146131,2,61,0,1,1630053845,1,3.0,-9.0,-9.0,15.0,4.0,1218666
3037904,1630146128,2,48,13,2,1630053845,2,3.0,-9.0,-9.0,15.0,4.0,1218666
3037905,1630146134,2,21,15,3,1630053845,1,6.0,-9.0,-9.0,15.0,4.0,1218666
3037906,1630145678,2,57,0,1,1630053846,2,6.0,-9.0,-9.0,-9.0,4.0,1218667
3037907,1630145686,2,23,2,2,1630053846,1,6.0,-9.0,-9.0,14.0,4.0,1218667
3037908,1630145682,2,22,2,3,1630053846,2,6.0,20.0,6.0,-9.0,4.0,1218667
3037909,1630146073,2,49,0,1,1630053847,2,6.0,-9.0,-9.0,-9.0,4.0,1218668
3037910,1630146075,2,35,1,2,1630053847,1,6.0,-9.0,-9.0,-9.0,4.0,1218668
3037911,1630146077,2,30,12,3,1630053847,1,6.0,-9.0,-9.0,-9.0,4.0,1218668
3037912,1630145983,2,57,0,1,1630053848,2,6.0,-9.0,-9.0,-9.0,4.0,1218669
3037913,1630145987,2,38,2,2,1630053848,1,6.0,-9.0,-9.0,-9.0,4.0,1218669
3037914,1630145991,2,20,2,3,1630053848,1,6.0,-9.0,-9.0,-9.0,4.0,1218669
3037915,1630145984,2,57,0,1,1630053849,2,6.0,-9.0,-9.0,-9.0,4.0,1218670
3037916,1630145988,2,38,2,2,1630053849,1,6.0,-9.0,-9.0,-9.0,4.0,1218670
3037917,1630145992,2,20,2,3,1630053849,1,6.0,-9.0,-9.0,-9.0,4.0,1218670
3037918,1630145985,2,57,0,1,1630053850,2,6.0,-9.0,-9.0,-9.0,4.0,1218671
3037919,1630145989,2,38,2,2,1630053850,1,6.0,-9.0,-9.0,-9.0,4.0,1218671
3037920,1630145993,2,20,2,3,1630053850,1,6.0,-9.0,-9.0,-9.0,4.0,1218671
