person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work,cdap_activity,mandatory_tour_frequency,_escort,_shopping,_othmaint,_othdiscr,_eatout,_social,non_mandatory_tour_frequency
1224302,527189,73,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1225997,528884,81,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1227677,530564,84,1,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1229650,532537,79,1,1,3,3,5,-1,-1,False,N,,0,2,0,0,0,0,16
1230765,533652,74,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1233918,536805,84,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1234043,536930,75,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1234854,537741,77,1,2,3,3,5,-1,-1,False,N,,0,0,1,1,0,0,9
1234996,537883,77,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1235255,538142,80,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1235805,538692,74,1,2,3,3,5,-1,-1,False,N,,0,1,0,1,0,0,17
1237079,539966,87,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1238218,541105,87,1,2,3,3,5,-1,-1,False,N,,0,0,2,1,0,0,9
1247338,550225,66,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1248429,551316,84,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1249536,552423,87,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1250849,553736,76,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1251430,554317,70,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,1,3
1251999,554886,87,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1257849,560736,78,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1257971,560858,83,1,2,3,3,5,-1,-1,False,N,,1,1,0,0,0,0,48
1258675,561562,78,1,1,3,3,5,-1,-1,False,N,,0,1,1,0,0,0,24
1260280,563167,72,1,1,3,3,5,-1,-1,False,N,,1,0,0,1,0,0,33
1263337,566224,81,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1264019,566906,69,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1264537,567424,70,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1272168,575055,66,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1277282,580169,79,1,2,3,3,5,-1,-1,False,N,,0,2,0,0,0,0,16
1278414,581301,78,1,2,3,3,5,-1,-1,False,N,,1,1,0,0,0,0,48
1278593,581480,77,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1282895,585782,79,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1284177,587064,70,1,1,3,3,5,-1,-1,False,N,,0,0,0,3,1,0,5
1287225,590112,73,1,2,3,3,5,-1,-1,False,N,,0,2,0,0,0,0,16
1288643,591530,66,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1289685,592572,83,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1289727,592614,68,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1290154,593041,67,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1290225,593112,78,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1296359,599246,76,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1296434,599321,79,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1297005,599892,72,1,2,3,2,3,415,-1,False,H,,0,0,0,0,0,0,0
1297198,600085,79,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1298202,601089,93,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1298234,601121,65,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1298579,601466,74,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1299973,602860,76,1,2,3,3,5,-1,-1,False,N,,0,1,1,0,0,0,24
1300225,603112,74,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1302016,604903,81,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1305388,608275,79,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1306074,608961,73,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,1,0,20
1308820,611707,81,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1310547,613434,80,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1312220,615107,81,1,2,3,3,5,-1,-1,False,N,,2,0,0,0,0,1,66
1312554,615441,65,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1315729,618616,67,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1317179,620066,74,1,2,3,3,5,-1,-1,False,N,,0,1,1,0,0,0,24
1317184,620071,65,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1317561,620448,71,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1319104,621991,78,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1319777,622664,93,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1320412,623299,76,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1321628,624515,74,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1328092,630979,82,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1330262,633149,93,1,2,3,3,5,-1,-1,False,N,,0,0,0,2,0,0,1
1332939,635826,93,1,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1332996,635883,68,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1333592,636479,80,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,1,18
1334102,636989,83,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1336086,638973,83,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1337926,640813,80,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,2,2
1338078,640965,70,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1338296,641183,70,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1338782,641669,86,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1338972,641859,74,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1338976,641863,72,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1340904,643791,86,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,1,0,20
1341392,644279,69,1,1,3,3,5,-1,-1,False,N,,0,1,1,1,0,0,25
1341957,644844,73,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1343552,646439,78,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1344726,647613,75,1,2,3,3,5,-1,-1,False,N,,0,0,2,0,0,0,8
1345346,648233,82,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1346905,649792,71,1,2,1,3,1,-1,608,False,M,work1,0,0,0,0,0,0,0
1347197,650084,71,1,2,1,3,1,-1,478,True,M,work1,0,0,0,0,0,0,0
1347283,650170,65,1,2,2,3,2,-1,432,True,M,work1,0,1,0,0,0,0,16
1348555,651442,67,1,2,2,3,2,-1,858,True,M,work1,0,0,0,0,0,0,0
1349952,652839,65,1,2,1,3,1,-1,1023,True,M,work1,0,0,1,0,0,0,8
1350237,653124,82,1,1,1,3,1,-1,1017,True,M,work1,0,0,0,0,0,0,0
1350439,653326,70,1,1,2,3,2,-1,1054,True,N,,0,0,1,0,0,1,10
1353554,656441,67,1,2,1,3,1,-1,1359,True,M,work1,0,0,0,0,0,0,0
1355211,658098,85,1,2,2,3,2,-1,1428,True,M,work1,0,0,0,0,0,0,0
1360115,663002,82,1,1,2,3,2,-1,74,False,N,,0,0,0,0,1,0,4
1363333,666220,81,1,2,1,3,1,-1,546,True,M,work1,0,0,0,0,0,0,0
1364733,667620,67,1,1,2,3,2,-1,778,True,H,,0,0,0,0,0,0,0
1365220,668107,65,1,2,2,3,2,-1,22,False,M,work1,0,0,0,0,0,0,0
1367391,670278,77,1,1,2,3,2,-1,971,True,M,work1,0,0,0,0,0,0,0
1371591,674478,67,1,2,2,3,2,-1,1343,False,M,work1,0,0,0,0,0,0,0
1373664,676551,70,1,2,2,3,2,-1,1430,True,N,,0,0,0,1,0,0,1
1373971,676770,76,1,1,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1373972,676770,76,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1375405,677487,87,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1375406,677487,83,2,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1378155,678862,71,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,1,0,5
1378156,678862,70,2,2,3,3,5,-1,-1,False,N,,0,1,1,0,0,0,24
1382207,680888,71,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1382208,680888,67,2,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1385093,682331,72,1,1,3,3,5,-1,-1,False,N,,0,1,1,0,0,0,24
1385094,682331,71,2,2,3,3,5,-1,-1,False,N,,1,1,1,0,0,0,56
1388031,683800,84,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1388032,683800,53,2,2,3,3,4,-1,-1,False,N,,0,0,0,0,0,0,0
1392769,686169,66,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1392770,686169,71,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1393929,686749,81,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1393930,686749,65,2,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1397269,688419,78,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1397270,688419,78,2,2,3,3,5,-1,-1,False,N,,0,1,0,1,0,0,17
1399457,689513,79,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1399458,689513,74,2,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1399459,689514,71,1,1,3,3,5,-1,-1,False,N,,1,0,1,2,0,0,41
1399460,689514,74,2,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1400681,690125,74,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1400682,690125,72,2,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1402055,690812,74,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1402056,690812,85,2,2,3,3,5,-1,-1,False,N,,0,2,0,1,0,0,17
1405133,692351,72,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1405134,692351,72,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1410993,695281,75,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1410994,695281,63,2,2,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
1423361,701465,80,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1423362,701465,80,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1423527,701548,75,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1423528,701548,76,2,2,3,3,5,-1,-1,False,N,,0,1,0,1,0,0,17
1436039,707804,93,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1436040,707804,84,2,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1441675,710622,71,1,1,3,3,5,-1,-1,False,N,,1,0,0,0,0,0,32
1441676,710622,69,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1442509,711039,78,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1442510,711039,79,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1447407,713488,77,1,1,3,3,5,-1,-1,False,N,,1,0,0,0,1,1,38
1447408,713488,81,2,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1448969,714269,77,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1448970,714269,72,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1450507,715038,86,1,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,1,10
1450508,715038,74,2,1,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1451437,715503,68,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1451438,715503,77,2,1,3,3,5,-1,-1,False,N,,0,0,1,1,0,0,9
1453805,716687,72,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1453806,716687,67,2,2,3,3,5,-1,-1,False,N,,0,0,1,0,0,0,8
1454359,716964,75,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1454360,716964,75,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1459435,719502,87,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1459436,719502,52,2,1,2,3,2,-1,12,False,M,work1,0,1,0,0,0,0,16
1462229,720899,76,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,1,0,4
1462230,720899,66,2,2,2,3,2,-1,523,False,M,work1,0,0,0,1,0,0,1
1462785,721177,74,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1462786,721177,39,2,1,1,3,1,-1,682,False,M,work1,0,0,0,0,0,0,0
1463947,721758,84,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1463948,721758,50,2,1,2,3,2,-1,660,True,N,,0,0,0,0,0,0,0
1464613,722091,83,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1464614,722091,41,2,2,1,3,1,-1,603,False,M,work1,0,0,0,0,0,0,0
1470507,725038,68,1,2,3,3,5,-1,-1,False,N,,1,0,0,0,0,0,32
1470508,725038,16,2,2,2,1,6,1106,150,False,N,,0,0,0,0,0,1,2
1471383,725476,88,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1471384,725476,46,2,1,2,3,2,-1,1113,False,M,work1,0,0,0,1,0,0,1
1474081,726825,67,1,1,1,3,1,-1,1331,False,M,work1,0,0,0,0,0,0,0
1474082,726825,72,2,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1476445,728007,69,1,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1476446,728007,41,2,1,1,3,1,-1,5,False,M,work1,0,0,0,0,0,0,0
1479781,729675,79,1,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,1,18
1479782,729675,18,2,1,2,2,3,133,91,False,N,,0,0,0,1,0,0,1
1485823,732696,79,1,1,1,3,1,-1,844,True,M,work1,0,0,0,0,0,0,0
1485824,732696,83,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,1,0,20
1485881,732725,81,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1485882,732725,48,2,2,2,3,2,-1,969,False,M,work1,0,0,0,0,0,0,0
1486493,733031,69,1,2,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1486494,733031,18,2,2,2,1,6,1127,1093,False,H,,0,0,0,0,0,0,0
1487233,733401,66,1,1,2,3,2,-1,1109,True,M,work1,0,0,1,0,0,0,8
1487234,733401,71,2,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,1,2
1490241,734905,70,1,1,2,3,2,-1,24,False,N,,0,0,0,0,0,1,2
1490242,734905,47,2,1,1,3,1,-1,133,False,N,,0,1,0,0,0,0,16
1491547,735558,68,1,1,1,3,1,-1,149,False,M,work1,0,0,0,0,0,0,0
1491548,735558,63,2,2,1,3,1,-1,409,False,M,work1,0,0,0,0,0,0,0
1496062,737457,78,1,1,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1496063,737457,74,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1496064,737457,51,3,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1496797,737702,72,1,1,3,3,5,-1,-1,False,N,,0,0,0,1,0,0,1
1496798,737702,70,2,2,3,3,5,-1,-1,False,N,,0,1,0,0,1,0,20
1496799,737702,30,3,1,3,3,4,-1,-1,False,N,,0,0,1,0,0,0,8
1502941,739750,77,1,2,3,3,5,-1,-1,False,N,,0,0,0,0,0,0,0
1502942,739750,48,2,2,3,3,4,-1,-1,False,N,,0,1,1,0,0,0,24
1502943,739750,10,3,2,4,1,7,547,-1,False,M,school1,0,0,0,0,0,0,0
1505050,740453,67,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1505051,740453,64,2,2,1,3,1,-1,340,True,M,work1,0,0,0,0,0,0,0
1505052,740453,37,3,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1508419,741576,67,1,2,2,3,2,-1,979,False,H,,0,0,0,0,0,0,0
1508420,741576,16,2,1,3,1,6,800,-1,False,M,school1,0,0,0,0,0,0,0
1508421,741576,7,3,1,4,1,7,839,-1,False,M,school1,0,0,0,0,0,0,0
1514941,743750,68,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1514942,743750,72,2,2,3,3,5,-1,-1,False,N,,1,0,0,0,0,0,32
1514943,743750,35,3,2,1,3,1,-1,138,False,M,work1,0,0,0,0,0,0,0
1520731,745680,77,1,1,2,3,2,-1,399,True,M,work1,0,0,0,0,0,0,0
1520732,745680,34,2,2,1,3,1,-1,342,False,M,work1,0,0,0,0,0,0,0
1520733,745680,2,3,2,4,1,8,331,-1,False,M,school1,0,0,0,0,0,0,0
1538163,749583,67,1,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1538164,749583,72,2,2,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1538165,749583,45,3,1,2,3,2,-1,875,True,M,work1,2,0,0,0,1,0,68
1538166,749583,13,4,2,4,1,7,880,-1,False,M,school1,0,0,0,0,0,0,0
1538167,749583,17,5,2,3,1,6,888,-1,False,H,,0,0,0,0,0,0,0
1538168,749583,0,6,2,4,1,8,878,-1,False,H,,0,0,0,0,0,0,0
1547444,751464,65,1,1,1,3,1,-1,217,False,M,work1,0,0,0,0,0,0,0
1547445,751464,55,2,2,1,3,1,-1,11,False,H,,0,0,0,0,0,0,0
1547446,751464,9,3,2,4,1,7,231,-1,False,M,school1,0,0,0,0,0,0,0
1547447,751464,8,4,2,4,1,7,211,-1,False,M,school1,0,0,0,0,0,0,0
1547448,751464,7,5,1,4,1,7,230,-1,False,M,school1,0,0,0,0,0,0,0
1547449,751464,5,6,1,4,1,8,200,-1,False,H,,0,0,0,0,0,0,0
1555614,753194,66,1,1,3,3,5,-1,-1,False,N,,0,1,0,0,0,0,16
1555615,753194,72,2,1,3,3,5,-1,-1,False,H,,0,0,0,0,0,0,0
1555616,753194,65,3,1,3,3,5,-1,-1,False,N,,1,0,0,0,0,0,32
1555617,753194,57,4,1,3,3,4,-1,-1,False,N,,0,1,1,0,0,0,24
1555618,753194,55,5,1,3,3,4,-1,-1,False,N,,0,0,1,1,0,0,9
1555619,753194,59,6,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1555620,753194,41,7,1,1,3,1,-1,358,False,M,work1,0,0,0,0,0,0,0
1555621,753194,54,8,1,1,3,1,-1,751,True,M,work1,0,0,0,0,0,0,0
1555622,753194,67,9,1,3,3,5,-1,-1,False,N,,0,0,2,0,0,0,8
1557019,753467,87,1,1,3,3,5,-1,-1,False,N,,0,2,0,0,0,0,16
1557020,753467,78,2,2,3,3,5,-1,-1,False,N,,0,1,0,1,0,0,17
1557021,753467,55,3,1,2,3,2,-1,677,True,M,work1,0,0,0,0,0,0,0
1557022,753467,21,4,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
1557023,753467,17,5,2,3,1,6,708,-1,False,M,school1,0,0,0,0,0,0,0
1557024,753467,53,6,1,2,3,2,-1,710,True,M,work1,0,0,0,0,0,0,0
1562951,754690,68,1,2,2,3,2,-1,950,False,N,,0,0,0,0,0,0,0
1562952,754690,46,2,1,2,3,2,-1,943,False,M,work1,0,0,0,0,0,0,0
1562953,754690,40,3,1,2,3,2,-1,944,False,N,,2,0,0,0,0,0,64
1562954,754690,12,4,2,4,1,7,955,-1,False,M,school1,0,0,0,0,0,0,0
1564737,755957,61,1,2,3,3,4,-1,-1,False,N,,0,0,0,1,0,1,3
1565456,756676,60,1,2,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
1567309,758529,64,1,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1571675,762895,45,1,1,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1571748,762968,41,1,1,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
1572620,763840,43,1,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
1573293,764513,60,1,1,3,3,4,-1,-1,False,N,,0,0,0,0,1,0,4
1573684,764904,30,1,2,3,3,4,-1,-1,False,H,,0,0,0,0,0,0,0
1576677,767897,35,1,1,3,3,4,-1,-1,False,N,,0,1,0,0,0,0,16
1577332,768552,49,1,1,3,3,4,-1,-1,False,N,,0,0,0,1,0,0,1
1580354,771574,36,1,1,1,3,1,-1,2,False,M,work1,0,0,0,1,0,0,1
1580897,772117,35,1,1,1,3,1,-1,4,False,M,work1,0,0,0,0,0,0,0
1581619,772839,53,1,2,1,3,1,-1,87,False,M,work1,0,1,0,1,0,0,17
1581909,773129,30,1,1,1,3,1,-1,149,False,M,work1,0,0,0,0,0,0,0
1584657,775877,30,1,1,1,3,1,-1,201,True,M,work1,0,0,1,0,0,0,8
1587616,778836,56,1,2,1,3,1,-1,355,True,M,work1,0,1,0,0,0,0,16
1588675,779895,56,1,2,1,3,1,-1,349,True,M,work1,0,0,0,0,0,0,0
1591802,783022,54,1,1,1,3,1,-1,519,False,M,work1,0,0,0,0,0,0,0
1593925,785145,25,1,2,2,3,2,-1,535,False,M,work1,0,0,0,0,1,0,4
1594178,785398,49,1,2,1,3,1,-1,593,False,M,work1,0,0,0,0,0,0,0
1594638,785858,47,1,2,1,3,1,-1,668,True,M,work1,0,0,0,0,0,0,0
1594857,786077,46,1,2,1,3,1,-1,530,True,M,work1,0,0,0,0,0,0,0
1597751,788971,42,1,2,1,3,1,-1,602,False,M,work1,0,0,0,0,0,0,0
1598668,789888,48,1,1,1,3,1,-1,726,False,M,work1,0,2,0,0,0,0,16
1603099,794319,31,1,1,1,3,1,-1,855,True,M,work1,0,0,0,0,0,0,0
1605213,796433,43,1,1,1,3,1,-1,939,False,M,work1,0,0,0,0,0,0,0
1605777,796997,38,1,1,1,3,1,-1,1012,False,M,work1,0,0,0,0,0,0,0
1608939,800159,23,1,2,2,3,2,-1,1047,True,M,work1,0,2,0,0,0,0,16
1610876,802096,47,1,1,2,3,2,-1,954,False,M,work1,0,0,0,0,0,0,0
1611991,803211,40,1,1,1,3,1,-1,1127,False,M,work1,0,0,0,0,0,0,0
1613881,805101,49,1,2,1,3,1,-1,1147,True,M,work1,0,1,0,0,0,0,16
1616020,807240,37,1,1,1,3,1,-1,1122,False,M,work1,0,0,0,0,0,0,0
1616674,807894,38,1,1,1,3,1,-1,607,True,M,work1,0,0,0,0,0,0,0
1618233,809453,53,1,2,1,3,1,-1,979,True,M,work1,0,0,0,0,0,0,0
1618636,809856,57,1,1,1,3,1,-1,1107,True,M,work1,0,0,0,0,0,0,0
1619779,810999,49,1,1,1,3,1,-1,1279,False,M,work1,0,0,0,0,0,0,0
1620693,811913,48,1,2,2,3,2,-1,1248,False,M,work1,0,0,0,0,1,0,4
1625032,816252,62,1,2,2,3,2,-1,1332,False,N,,0,0,0,1,0,0,1
1625239,816459,40,1,1,1,3,1,-1,1315,False,M,work1,0,0,0,0,0,0,0
1627303,818523,53,1,1,1,3,1,-1,1363,False,M,work1,0,0,0,0,0,0,0
1628421,819641,31,1,1,1,3,1,-1,1402,False,M,work1,0,0,0,0,0,0,0
1629199,820419,49,1,2,1,3,1,-1,1424,False,M,work1,0,0,0,0,0,0,0
1635382,826602,39,1,1,1,3,1,-1,107,False,H,,0,0,0,0,0,0,0
1635854,827074,36,1,2,1,3,1,-1,32,False,M,work1,0,0,0,0,0,0,0
1637310,828530,30,1,2,1,3,1,-1,2,False,M,work1,0,0,0,0,0,0,0
1639152,830372,59,1,1,1,3,1,-1,5,False,M,work2,0,0,0,0,0,0,0
1640485,831705,47,1,2,1,3,1,-1,946,False,M,work1,0,0,0,0,0,0,0
1641213,832433,49,1,2,1,3,1,-1,69,False,M,work1,0,0,0,0,0,0,0
1642245,833465,29,1,2,1,3,1,-1,69,False,N,,0,1,0,2,0,0,17
1642563,833783,41,1,2,1,3,1,-1,47,False,M,work1,0,0,0,0,0,0,0
1642887,834107,38,1,2,1,3,1,-1,2,False,M,work1,0,0,0,0,0,0,0
1643195,834415,38,1,1,1,3,1,-1,107,False,M,work2,0,0,0,0,0,0,0
1645211,836431,29,1,1,1,3,1,-1,70,False,M,work1,0,0,1,0,0,0,8
1645703,836923,44,1,1,1,3,1,-1,172,False,M,work1,0,0,0,0,0,0,0
1647118,838338,40,1,2,1,3,1,-1,133,False,M,work1,0,0,0,0,0,0,0
1650715,841935,36,1,1,1,3,1,-1,22,False,M,work1,0,0,0,0,0,0,0
1651233,842453,62,1,2,1,3,1,-1,185,False,H,,0,0,0,0,0,0,0
1651884,843104,35,1,1,1,3,1,-1,145,False,M,work1,0,0,0,0,0,0,0
1652715,843935,35,1,1,1,3,1,-1,136,False,M,work1,0,0,0,0,0,0,0
1653099,844319,41,1,1,1,3,1,-1,972,True,M,work1,0,0,0,0,0,0,0
1653207,844427,29,1,2,1,3,1,-1,3,False,H,,0,0,0,0,0,0,0
1654112,845332,51,1,1,1,3,1,-1,192,False,M,work1,0,0,0,0,0,0,0
1656626,847846,44,1,2,1,3,1,-1,265,True,M,work1,0,0,2,0,0,0,8
1657204,848424,27,1,2,1,3,1,-1,249,False,M,work1,0,0,0,0,0,0,0
1657789,849009,26,1,1,1,3,1,-1,315,False,M,work1,0,0,0,0,0,0,0
1657919,849139,30,1,2,1,3,1,-1,863,False,M,work1,0,0,0,0,0,0,0
1658063,849283,25,1,2,1,3,1,-1,285,True,M,work1,0,0,0,0,0,0,0
1662218,853438,38,1,1,1,3,1,-1,374,True,M,work1,0,0,0,0,0,0,0
1663543,854763,35,1,1,2,2,3,347,378,True,N,,0,0,0,1,0,0,1
1663823,855043,33,1,1,1,3,1,-1,428,True,H,,0,0,0,0,0,0,0
1665012,856232,28,1,2,1,3,1,-1,412,True,M,work1,0,0,0,0,0,0,0
1666924,858144,38,1,1,1,3,1,-1,412,False,M,work1,0,0,0,0,0,0,0
1668308,859528,35,1,2,1,3,1,-1,326,True,M,work1,0,0,0,0,0,0,0
1668628,859848,31,1,1,1,3,1,-1,504,True,M,work1,0,0,0,0,0,0,0
1669895,861115,30,1,2,1,3,1,-1,406,True,H,,0,0,0,0,0,0,0
1671769,862989,23,1,1,1,3,1,-1,539,False,M,work1,0,0,0,0,0,0,0
1672495,863715,36,1,2,1,3,1,-1,355,False,M,work1,0,0,0,0,0,0,0
1675742,866962,34,1,1,1,3,1,-1,709,False,M,work2,0,0,0,0,0,0,0
1675751,866971,46,1,1,1,3,1,-1,708,True,H,,0,0,0,0,0,0,0
1675902,867122,44,1,2,1,3,1,-1,718,False,M,work1,0,0,0,0,0,0,0
