household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers
2393980,1118,126500,3,1,2,2
230303,189,26470,2,7,1,1
2457811,344,222500,4,1,2,4
2357830,389,206850,3,1,2,1
482877,1270,19000,5,1,2,2
1755412,1082,62000,3,2,3,2
2074262,246,254500,2,1,2,1
1801676,837,94000,5,2,3,5
1040068,742,55000,2,3,1,1
2364895,1406,110000,3,1,2,1
2207738,1311,125500,2,1,2,2
2692715,1280,121000,1,4,1,1
580169,69,23400,1,6,0,0
1066559,823,46000,3,2,2,2
2093154,1185,173000,2,1,2,1
263022,200,18900,2,7,0,2
1772297,363,98000,4,1,3,2
1412003,173,81500,1,4,1,1
1896663,1444,95000,4,1,2,2
2771455,296,0,1,0,1,0
2838615,513,0,1,0,1,0
1919900,1072,61500,6,2,3,4
1602424,86,65000,2,7,2,2
1026737,486,40700,2,3,1,1
329465,379,15000,3,1,0,0
2112641,208,118000,2,1,2,2
1742099,1307,81650,3,2,1,2
283999,1428,23700,2,7,1,2
2538493,1168,150000,4,1,2,1
1967024,1422,62900,2,1,2,0
228895,113,29710,2,5,1,1
238506,733,10000,2,1,1,1
667620,797,23900,1,4,1,1
1066154,776,57400,3,3,2,2
2177303,1023,347000,2,1,3,2
1433207,1109,73000,1,4,1,1
2632241,220,118960,5,1,4,3
1090297,394,44300,3,3,0,1
861115,506,33500,1,6,1,1
270484,630,22500,2,5,3,2
1508994,1340,60050,2,1,2,1
1042469,1069,47000,2,3,1,1
2053382,70,121220,1,4,1,1
143015,468,10300,1,4,1,1
2122552,301,177490,2,1,3,2
2467443,624,129000,5,1,3,4
2497599,1176,120600,4,1,4,3
2595215,1100,110000,4,1,2,2
2418188,1106,138640,3,1,2,3
447113,733,15000,5,1,2,1
207412,774,0,2,2,1,0
1711230,683,96000,3,1,2,1
649792,412,8000,1,6,1,1
2341103,1303,118700,3,1,3,3
1355994,1045,56500,2,1,1,1
623299,989,10400,1,6,0,0
1731281,861,93800,3,1,2,2
1265198,1333,39200,6,1,2,3
1888599,1283,99800,4,1,3,2
2366095,1446,175000,3,1,2,1
1690825,735,62550,3,1,4,3
2652249,972,156150,5,1,2,3
1726561,472,65000,3,1,2,2
2718822,94,113000,2,1,2,1
2782308,554,0,1,0,1,0
644279,1384,8300,1,4,1,0
326489,236,5730,3,1,3,0
445673,633,23600,6,2,1,1
1617444,435,64040,2,1,2,2
1040008,741,36400,2,3,1,1
2403752,1358,152134,3,1,3,2
1128294,1222,32600,3,1,1,2
2646427,755,199900,4,1,2,3
1799282,769,85010,4,1,3,3
2827953,871,0,1,0,0,1
949131,113,46100,2,3,2,2
514591,309,17800,1,6,1,0
46184,460,9380,1,6,1,0
1484642,761,89070,2,3,2,0
2726070,1427,220800,2,1,2,2
2853832,595,0,1,0,1,0
753194,443,9800,9,5,4,2
601089,435,4200,1,6,0,0
1869377,850,97800,4,1,2,2
2453742,255,240100,4,1,3,3
1827646,515,90000,4,1,2,1
1200771,627,31300,6,1,3,1
1438564,1285,65000,1,4,0,1
2782533,556,0,1,0,0,0
2588626,873,125200,4,1,1,2
195774,772,15600,2,3,2,0
1411629,152,61300,1,4,1,1
2479878,747,145070,4,1,4,3
434207,456,0,4,1,1,0
1574262,1176,88000,2,1,2,2
976195,1262,32300,2,1,3,2
1684290,1138,66000,3,1,3,2
1801505,834,80000,6,1,4,3
290411,540,9530,2,3,1,0
592572,256,17800,1,6,0,0
772839,127,45200,1,6,1,1
328142,956,27800,3,3,2,0
1283139,1387,36400,1,6,1,0
1194461,1349,51300,4,1,3,1
2221488,1448,361000,2,1,3,2
2493512,1083,139800,5,1,4,4
2457148,332,687500,4,1,4,3
1013100,1021,42260,2,1,1,2
1554027,795,92500,2,1,2,2
2133594,441,189000,2,1,2,2
2815655,1359,0,1,0,0,0
1003489,685,59000,2,1,2,2
855043,380,38000,1,4,1,1
1489277,177,80000,2,1,2,1
2601825,1171,248300,4,1,3,2
1936715,779,80100,5,3,3,3
2546276,1431,170840,4,1,1,1
521168,492,24500,1,6,1,0
726825,1331,28900,2,1,2,1
2677863,70,149600,8,1,1,4
2174921,953,139000,2,7,2,2
1031189,1178,35000,2,3,0,1
2166090,820,113400,2,1,2,2
891427,1236,47500,1,4,2,1
1298928,1424,33200,1,6,1,0
1864740,720,66600,4,1,2,2
2144719,558,140600,2,1,0,2
188251,1423,23400,1,6,0,1
1288653,49,33600,1,4,1,0
1019469,1275,44300,2,1,2,2
1158742,260,56200,4,1,4,3
1702709,257,61700,3,3,1,3
1018148,1215,46400,2,1,2,2
1897772,107,82100,7,1,4,2
1560613,913,99850,2,7,2,2
2056381,129,325060,1,4,2,1
2714874,1366,259000,2,1,3,1
1528213,218,95000,2,1,2,2
2065487,1121,156000,1,4,1,1
785858,619,31500,1,6,1,1
2731412,880,130300,3,2,2,1
1469379,607,73700,1,4,1,1
1660094,278,86800,3,1,3,1
1107555,90,43500,3,1,1,2
2853878,608,0,1,0,1,0
2412903,459,117000,3,3,4,2
1000840,548,55000,2,7,2,2
1216794,786,37000,4,1,2,2
635883,1229,27500,1,4,1,0
603112,458,11300,1,4,1,0
1727328,514,85000,3,2,2,2
2067740,294,161300,2,1,1,0
2301635,1025,565000,3,1,3,2
941696,775,30000,2,7,2,1
593041,259,8200,1,6,1,0
337141,78,18500,3,1,0,1
1257932,1313,47200,6,1,3,3
1025359,121,32400,2,3,1,1
554886,1305,15000,1,6,1,0
849139,274,50000,1,6,1,1
96439,1144,18000,1,6,1,1
104644,1369,7000,1,4,2,1
2033311,343,257000,1,4,2,1
966605,934,53420,2,1,2,2
38166,205,0,1,6,0,0
2065370,1113,111000,1,6,0,1
193271,643,25000,2,1,2,0
2456635,322,222500,4,1,3,4
1715613,1326,96080,3,3,3,1
1068794,1178,48100,3,3,1,2
1397982,586,57900,8,2,2,2
1923553,1187,96000,4,1,4,3
2576560,595,132200,7,1,2,2
2042113,1147,457000,1,4,1,1
2269072,1121,350000,2,1,2,2
392695,1189,22000,3,1,1,2
1694022,957,65720,3,1,4,3
601121,435,9900,1,6,1,0
2730695,453,148600,3,1,2,1
620066,946,9200,1,6,1,0
1235222,100,32000,4,1,0,2
525891,658,11100,1,6,0,0
920431,821,32000,2,7,2,1
1155655,802,54200,4,5,2,2
2172114,914,387000,2,1,2,2
443097,416,7130,4,1,2,1
1695468,1119,66500,3,1,2,3
2745461,444,101820,6,3,3,2
2847585,1006,0,1,0,1,1
268226,543,25600,2,7,2,2
166786,976,5700,1,4,1,1
2172257,914,402000,2,1,2,2
1123384,472,42000,3,3,2,2
2354780,1414,137000,3,3,2,0
365500,858,20000,3,1,2,1
2381556,511,156400,3,1,2,2
1333979,1179,38100,2,1,2,0
1001690,564,52300,2,7,0,2
676551,1446,3600,1,6,1,1
2145498,578,140300,2,1,2,2
1304915,1280,52800,1,6,1,1
1769811,147,96500,9,1,1,2
630979,1134,24200,1,6,1,0
636479,1246,27200,1,6,1,0
1676131,890,73900,3,1,1,2
1988760,803,74500,2,1,1,2
2153550,694,108650,2,1,2,2
601466,440,4800,1,6,1,0
1878213,1122,76000,4,1,2,2
2534616,798,141800,5,1,2,1
641859,1355,26000,1,4,2,0
273864,907,20000,2,1,2,2
422531,669,24670,5,1,3,3
1697541,1248,86330,3,1,3,3
1234646,52,44200,4,1,2,2
294854,979,14000,2,3,1,0
2027604,1419,199000,1,6,2,0
2307192,16,317700,3,1,0,2
1730890,844,72000,3,1,2,2
1624780,633,78030,2,5,3,2
1043078,1189,58100,2,3,1,1
301458,1235,15000,2,3,1,1
2047996,1450,191000,1,6,1,1
202289,174,1500,2,1,2,0
106669,1415,25000,1,6,1,1
1866622,766,97400,4,3,2,2
1020112,1304,53020,2,5,2,2
2138498,497,547100,2,1,4,2
2166773,829,274400,2,1,2,2
2194279,1172,153000,2,1,3,2
1255348,1093,33000,5,1,2,4
2178328,1032,125100,2,5,3,2
1921697,1125,87100,5,1,4,4
278007,1007,10900,2,2,0,2
135222,350,4000,1,4,1,1
2292848,499,109840,3,1,1,2
1201272,709,48000,4,1,2,1
1765744,655,73500,6,3,2,1
1315334,21,48500,2,1,0,0
1152577,1288,55500,6,2,3,2
2824516,295,0,1,0,1,1
953381,319,44200,2,1,2,2
2845852,1351,0,1,0,1,0
2230072,46,114460,2,5,0,2
2044946,1317,102000,1,6,1,1
1013667,1038,51200,2,5,2,2
1843615,400,75640,4,1,3,1
1848655,165,92000,4,1,1,2
1781702,1212,78000,4,1,4,2
1930783,1391,80300,4,3,3,3
2309955,957,102800,3,3,4,2
1619135,463,83500,2,1,2,2
2079386,452,126400,2,1,1,1
2772230,340,0,1,0,1,0
2309993,1096,131000,3,5,3,2
2388632,898,101370,3,1,2,2
1647363,495,60000,2,3,1,1
1992588,1412,68000,2,1,2,2
900119,312,36600,2,1,2,0
47162,520,15000,1,6,1,0
2172818,917,123450,2,5,3,2
1574672,1178,83900,2,1,2,2
648233,1446,8580,1,4,1,0
2074047,236,109000,2,7,2,1
566906,9,12000,1,4,0,0
721758,681,28700,2,3,2,1
807894,1179,54000,1,4,4,1
2404630,1373,101500,3,1,2,2
1648631,1103,96300,2,2,3,1
2619261,1423,425000,4,1,2,2
2008534,940,96200,3,2,2,3
498085,879,12600,10,3,3,3
159898,921,16400,1,6,0,1
2323384,695,101600,3,3,2,3
900239,335,49800,2,1,1,0
307115,194,15900,2,3,2,1
57879,968,8000,1,4,1,0
1249779,147,56140,11,2,2,5
836923,88,56000,1,4,1,1
141397,440,19400,1,6,1,1
1300471,185,44550,1,6,1,1
1715330,1292,84000,3,1,1,1
177670,1124,15500,1,6,0,1
1951616,1113,74000,1,4,2,1
2135939,465,184000,2,7,2,2
2554393,205,126000,5,1,3,2
100601,1271,10440,1,4,1,1
2800998,1008,0,1,0,0,0
246975,1428,24000,2,5,1,1
1608159,178,77130,2,5,2,2
1263411,860,34300,6,1,4,3
866962,710,33500,1,4,1,1
1673320,762,62000,3,1,2,2
219606,799,0,2,3,2,1
1020754,1337,34650,2,7,3,2
2228329,42,160250,2,7,2,2
2753390,675,131700,7,1,4,3
1070872,166,42500,3,2,2,2
1928554,1330,93100,5,1,3,3
1687197,296,91300,3,1,4,3
2122513,301,171150,2,1,2,2
1893766,1375,85400,4,1,3,2
177289,1120,20000,1,6,1,1
1822103,1428,66000,6,1,2,0
1220012,905,45000,6,1,2,2
2481062,759,211000,4,1,3,4
1908133,140,76520,7,1,4,3
2240256,107,270000,2,5,2,2
1137705,707,35000,5,1,3,1
2064286,972,251000,1,4,1,1
181430,1224,18800,1,4,0,1
2747379,846,184900,4,1,4,2
1696404,1182,65220,3,1,4,3
1850530,208,74400,4,1,2,2
552423,1268,27700,1,6,1,0
1837780,1208,94000,4,1,2,1
1036480,106,32000,2,3,1,1
2176971,1016,111020,2,5,3,2
1448187,44,60000,1,6,1,1
1488647,128,63000,2,1,2,1
859848,470,33000,1,4,1,1
1388186,835,44400,3,3,3,2
2197355,1179,125000,2,1,2,2
1302159,525,34550,1,4,2,1
1650238,1370,70000,2,2,1,1
2488332,837,160700,5,1,4,3
2677836,69,188500,12,1,4,6
1715338,1292,69000,3,1,2,1
1213981,620,43200,4,1,2,2
926520,1180,32500,2,1,2,1
446012,661,15100,5,1,1,1
1859179,546,96000,6,1,0,2
483833,1376,28100,4,3,2,2
959914,727,52000,2,7,2,2
944921,1018,32004,2,1,2,1
1656776,975,92500,2,2,1,2
1082419,128,31100,3,2,2,3
551316,1236,27500,1,4,0,0
482760,1261,25000,5,1,3,2
994348,279,34400,2,2,2,2
1312949,1074,46600,1,6,1,1
2110248,168,159000,2,1,2,2
1412291,186,99000,1,6,1,1
48085,546,0,1,6,1,0
1240318,560,41640,4,1,2,2
105191,1383,21000,1,4,1,1
2564273,370,234000,4,1,2,2
499751,42,15000,4,1,3,3
507926,172,14100,1,6,1,0
996060,371,31450,2,1,1,2
411558,929,1990,8,3,3,2
211081,1199,8300,2,3,2,0
1278296,1150,51500,1,6,1,0
2521719,283,125800,4,1,2,1
1340296,1435,38900,2,1,2,0
1366583,935,32700,2,3,1,1
946647,1199,34100,2,3,2,1
323923,1445,18000,2,3,1,1
1251672,561,53730,5,1,3,3
2797600,1007,0,1,0,1,0
1772246,361,98000,4,1,2,2
2465198,600,127800,4,1,3,4
2720469,220,110300,2,1,2,2
2337197,1176,134900,3,1,2,3
2509078,149,141050,4,5,4,3
948813,65,56500,2,7,0,2
2639618,515,127400,8,3,4,4
581480,75,14000,1,6,1,0
2503364,1295,217800,7,1,4,4
2860869,1246,0,1,0,1,0
1262537,629,46200,4,1,2,3
1057240,1319,40800,3,3,3,1
2668505,1278,126790,5,1,4,3
1053972,498,42500,3,1,2,1
2664153,1208,279400,4,1,4,3
1455793,129,65000,1,4,1,1
695281,1147,13000,2,1,1,0
1770314,183,62300,6,1,2,2
201756,80,15804,2,5,0,0
191185,322,0,2,5,2,0
1362915,1447,33600,2,3,2,1
2006229,1118,86400,3,3,2,2
1288144,44,37200,1,4,1,0
347432,580,5940,3,1,3,2
314389,894,29000,2,3,1,1
1235392,120,51000,6,1,1,2
2579196,669,105000,4,1,2,2
600085,421,16400,1,6,1,0
1009547,943,40100,2,5,2,2
1767338,1057,80100,5,3,2,1
2762854,30,0,1,0,0,0
650084,463,8000,1,6,1,1
1068754,1176,57000,3,3,2,2
234573,478,14700,2,2,1,1
892864,1297,35190,1,4,1,1
1086369,721,33200,3,1,2,0
2586458,795,109500,6,1,3,2
2335616,1165,125000,3,1,3,3
2799810,1008,0,1,0,0,0
1491408,296,62030,2,1,2,1
2528495,499,335000,4,1,2,1
1232573,1380,44300,4,1,3,2
218531,715,440,2,1,2,1
431526,1291,0,5,1,2,0
1122398,412,47000,3,3,3,2
2374338,298,182100,3,1,3,2
2209353,1324,180000,2,1,3,2
1940864,425,62800,1,4,1,0
1904671,996,92400,4,3,3,2
1576092,1186,99000,2,1,2,2
1738348,1185,80100,3,1,2,2
968369,1039,54200,2,7,2,2
1852425,254,72000,6,1,3,2
2043183,1177,137000,1,4,1,1
2714514,1353,106490,2,5,2,1
2365291,1414,335000,3,1,2,1
2002466,1412,94700,3,2,2,1
2859659,1124,0,1,0,1,0
1304141,1109,45100,1,6,1,1
2612074,1304,152100,4,1,2,2
145045,534,10900,1,6,1,1
442811,371,14000,5,1,2,1
221685,921,18500,2,1,2,1
2015225,567,96800,6,1,4,2
832433,65,44100,1,6,0,1
2055312,102,110000,1,6,0,1
2019870,444,73400,5,1,2,2
2542574,1304,256000,4,1,1,1
1794062,622,90000,4,1,2,4
33561,93,14000,1,6,1,0
764904,80,34930,1,6,1,0
429010,876,19270,4,3,1,0
1714823,1259,64000,3,1,3,1
820419,1416,49500,1,6,1,1
652839,1023,28800,1,6,1,1
1406298,1159,65000,1,6,1,0
2854547,724,0,1,0,0,0
1517533,478,72000,2,5,1,1
216352,547,19000,2,3,2,1
2189086,1147,357000,2,1,1,2
2845028,1313,0,1,0,0,0
1956735,266,70700,2,5,2,0
955779,519,50000,2,1,2,2
2140396,513,179700,2,1,2,2
2118749,280,119200,2,1,1,2
1162321,814,36300,4,2,1,3
248363,299,24010,2,5,2,2
1024872,945,31100,2,3,0,0
2109727,139,140000,2,5,2,2
1109572,473,31000,3,1,3,2
2446807,153,135000,8,1,2,6
2390148,959,111000,3,1,2,2
737702,639,28700,3,1,3,0
2851994,453,0,1,0,1,0
2804696,1019,0,1,0,0,0
1560852,915,95400,2,1,2,2
2104766,1006,151400,2,5,2,1
2398441,1188,220000,3,1,4,2
633149,1148,18900,1,6,1,0
2556739,247,173300,6,1,4,2
803211,1105,51000,1,4,1,1
2194882,1175,134000,2,1,2,2
1229758,1288,59000,4,1,3,2
298691,725,16000,2,3,1,1
1390199,935,39900,3,3,3,2
1008709,934,39000,2,5,0,2
2801878,1008,0,1,0,0,0
2388922,909,108800,3,1,4,2
358352,530,0,3,3,1,0
187252,1377,20000,1,6,0,1
940591,666,57000,2,1,2,1
1728855,698,62100,3,1,1,2
2555071,215,149500,4,1,4,2
2314891,298,424800,3,1,3,3
676770,58,24700,2,1,1,0
716964,1291,17300,2,7,3,0
2628421,93,254200,4,1,2,3
741576,805,15200,3,3,1,1
210303,1078,0,2,3,0,0
888960,1168,57300,1,6,1,1
641669,1350,14100,1,6,1,0
49045,563,400,1,4,1,0
1909247,193,75900,5,1,3,3
1269832,359,32950,1,6,1,0
1913195,598,67600,11,1,4,3
1055266,713,48400,3,2,2,1
800159,1037,40000,1,6,1,1
1542713,615,86000,2,1,2,2
677487,134,21000,2,1,1,0
70653,1343,10000,1,4,1,0
2362610,1174,113000,3,1,2,1
2137944,491,436000,2,1,3,2
466452,839,9200,4,3,1,1
2319549,531,125000,3,1,3,3
785398,594,57040,1,6,1,1
1394043,586,35100,4,1,3,1
2665569,1232,109200,11,1,4,7
618616,940,18400,1,4,2,0
2789491,814,0,1,0,0,0
1543138,623,76000,2,1,1,2
1834432,1116,75000,4,1,2,1
845332,213,52000,1,4,1,1
233528,410,22700,2,3,1,1
56499,943,2460,1,4,1,0
1157739,165,45750,4,1,1,3
499339,1319,28000,6,1,2,3
399269,639,26700,4,1,1,0
2014685,367,63000,4,3,3,2
72551,72,10500,1,6,0,1
2356629,289,146000,3,1,2,1
1382091,797,59600,3,1,1,1
1606552,120,90000,2,1,0,2
1296985,1157,32600,1,6,1,0
2625946,957,119500,4,1,2,2
457220,84,-6600,8,1,1,1
2603061,1176,155000,4,1,2,2
2182130,1089,113100,2,1,2,2
2797397,1007,0,1,0,0,0
1125955,962,46800,3,1,2,2
785145,563,48020,1,6,0,1
1254729,1054,49400,13,1,4,5
510759,220,25000,1,6,1,0
2529208,514,136000,4,1,2,1
2029011,1441,137000,1,4,1,0
2766751,108,0,1,0,1,0
2756969,1121,141300,7,1,3,3
2820944,8,0,1,0,0,1
2185148,1120,127500,2,7,3,2
2276790,1325,101000,2,3,2,1
2366931,84,105600,3,2,0,1
932398,12,32700,2,1,0,1
841935,127,53000,1,4,2,1
2824233,256,0,1,0,1,1
809453,1212,48000,1,6,1,1
1112486,889,49000,3,1,1,2
1986876,74,85900,2,1,1,2
636989,1277,1500,1,6,1,0
2195561,1176,159980,2,1,2,2
1805523,1161,85000,4,1,3,3
1535219,388,63000,2,1,2,2
656441,1353,10200,1,6,1,1
838338,95,54000,1,6,0,1
2653576,1022,489900,5,1,2,4
2748088,1053,100000,4,3,2,2
1002880,650,44000,2,1,3,2
926747,1185,38000,2,1,2,1
1537528,477,78890,2,1,3,2
2809781,1231,0,1,0,0,0
267152,456,23400,2,7,2,2
2032424,304,191200,1,4,1,1
1222484,1073,49100,6,1,2,2
1456670,199,75000,1,6,1,1
1814241,598,95000,4,1,2,3
358675,580,4200,3,3,2,0
1606595,122,97700,2,5,1,2
1594698,10,70000,2,1,1,2
2685787,1255,105400,1,4,1,0
100421,1269,20000,1,4,0,1
1744263,1366,70000,3,1,2,2
1954051,114,61900,1,4,1,1
2614706,1352,149000,5,3,4,2
1188387,1080,46200,4,1,3,1
232839,372,3804,2,5,1,1
2171931,913,120000,2,5,2,2
267547,478,16900,2,1,1,2
102645,1319,17700,1,4,1,1
2188399,1142,238200,2,5,2,2
2536836,1138,333000,4,1,2,1
779895,336,39000,1,6,1,1
866971,710,50000,1,4,1,1
2818224,1427,0,1,0,1,0
1657261,276,84200,2,2,1,2
1017559,1189,33500,2,5,2,2
733401,1147,24000,2,1,2,1
2763377,44,0,1,0,1,0
2261662,736,100900,2,1,2,2
1708844,281,85000,3,1,1,1
1068589,1127,59000,3,1,4,2
2627154,1412,115200,4,1,3,2
1943793,1311,65400,1,6,1,0
2746319,665,124800,6,3,3,2
1664043,1257,82000,3,1,1,1
2154716,702,153900,2,1,2,2
2207819,1311,386954,2,1,3,2
2847238,200,0,1,0,0,1
2575680,541,113770,5,1,2,2
674478,1344,27200,1,6,2,1
1282205,1353,40400,1,6,2,0
1436089,1176,85000,1,4,2,1
1231688,1357,51000,4,1,2,2
474335,155,1000,5,1,3,2
2110733,172,160000,2,7,2,2
2491508,936,125000,5,3,3,4
2861772,1313,0,1,0,1,0
1645562,1399,66270,2,3,1,0
915632,542,53000,2,5,0,1
969549,1077,55040,2,2,2,2
2328982,845,127000,3,1,3,3
1787532,182,75700,4,1,3,3
103107,1326,20800,1,4,1,1
599321,412,15000,1,4,1,0
2721638,673,109300,2,1,4,2
1365861,565,57600,2,1,2,1
1854228,322,60000,4,1,0,2
2242679,135,120000,2,1,2,2
2678433,100,457400,8,2,2,5
2020489,93,61700,8,1,4,3
1971781,284,69000,2,5,1,1
2620703,1441,385000,4,1,2,2
2402581,1326,105600,3,1,2,2
45068,412,0,1,4,0,0
1852657,264,86000,4,1,2,2
1496849,654,65200,2,1,1,1
2669877,1306,148900,4,1,4,4
710622,545,28100,2,5,0,0
2018494,1082,88660,5,1,2,2
948306,1411,47030,2,7,2,1
608275,554,15600,1,4,0,0
1003661,701,52950,2,7,2,2
2207898,1312,114000,2,1,3,2
1174410,260,36500,4,2,1,0
2763838,69,0,1,0,0,0
2272336,1437,124000,2,1,2,2
2287500,214,125700,3,3,4,2
2168708,858,106000,2,1,2,2
2664377,1215,190400,7,2,4,5
567424,9,28800,1,4,1,0
2835517,99,0,1,0,0,0
745680,331,24400,3,1,3,2
2384684,698,131000,3,1,2,2
608961,566,17200,1,6,1,0
981262,1391,38500,2,1,2,2
894213,1339,45000,1,4,2,1
421981,468,27000,4,3,4,4
2209787,1326,109500,2,1,2,2
2791151,839,0,1,0,1,0
620071,946,6900,1,4,1,0
844427,189,40000,1,6,1,1
1605198,104,97000,2,5,1,2
2532157,694,325500,6,1,2,1
1269894,362,35300,1,6,1,0
386031,1286,15500,3,1,2,2
553736,1285,1500,1,6,0,0
447463,769,18800,5,1,2,1
484016,1379,28640,5,1,4,2
1767156,872,88830,4,5,3,1
325199,964,14000,2,3,2,2
599246,412,10110,1,6,1,0
1825528,385,65260,5,1,2,1
2033221,341,117300,1,4,1,1
2741181,54,105500,3,2,2,3
13036,749,0,1,6,0,0
2415028,1229,105000,3,2,2,2
2393298,1098,102000,3,1,2,2
2175470,967,112000,2,7,2,2
2289434,302,104300,3,1,2,2
9510,631,7200,1,6,1,0
51008,671,20000,1,4,0,0
2536665,1132,105400,4,1,4,1
47131,519,17700,1,6,1,0
923356,1025,57700,2,3,2,1
1259723,60,47000,4,3,2,4
1332271,1147,55200,2,1,1,0
1054389,614,43900,3,3,3,1
2780078,543,0,1,0,0,0
2311576,164,129620,3,7,4,3
1285733,1451,32500,1,4,1,0
867122,718,32050,1,6,0,1
1945840,1448,64500,1,6,1,0
1616826,416,79220,2,1,2,2
160476,928,21500,1,6,1,1
2593570,1071,120200,7,1,3,2
1382739,845,44600,3,1,1,1
320245,1119,19000,2,3,3,1
323168,1373,20800,2,3,1,1
1968613,256,62600,2,1,0,0
347976,774,26700,3,7,2,2
62765,1007,0,1,4,0,0
888871,1161,51500,1,4,2,1
1360109,1332,52550,2,1,2,1
2659341,1159,207200,6,1,4,4
1393345,230,53020,5,1,2,1
1073208,595,59000,3,1,2,2
816252,1340,40900,1,6,1,1
1322831,498,54600,2,1,1,0
2625477,742,156000,4,1,2,2
1968510,198,60040,2,1,1,0
987307,86,34800,2,2,0,2
2244311,222,142000,2,1,2,2
1346231,1409,41200,2,1,2,0
2474138,672,101100,7,1,1,4
1549140,724,60000,2,5,1,2
220873,872,19000,2,1,1,1
85057,720,11200,1,6,1,1
641183,1345,23400,1,6,1,0
1985639,1062,96100,2,1,3,1
120848,85,25000,1,6,0,1
1984025,59,83700,2,7,2,1
1357758,1151,32710,2,1,2,1
2639003,499,121000,4,1,2,3
1175748,709,33000,4,1,2,0
682331,438,15900,2,1,1,0
1682948,760,64000,3,1,2,2
701548,1446,25100,2,1,2,0
928693,1267,51000,2,1,1,1
1032540,1284,37500,2,3,1,1
110689,16,25000,1,4,0,1
250659,769,17570,2,1,2,2
2391157,1009,225700,3,1,2,2
255986,1382,8000,2,3,2,2
1463842,413,72290,1,4,1,1
2524223,359,462000,4,1,2,1
2357579,375,257500,3,1,2,1
2355027,472,100000,3,1,2,0
1464757,437,65000,1,4,1,1
1551510,761,98000,2,1,2,2
1339550,1412,53800,2,1,3,0
1498229,708,94000,2,1,2,1
2756927,1119,104250,4,3,3,3
749583,892,11200,6,1,3,1
1044692,1384,39400,2,3,1,1
2057720,266,101200,1,4,1,1
439126,1232,900,4,3,1,0
2849484,109,0,1,0,1,0
2514232,791,137200,4,5,4,4
611707,696,9900,1,6,1,0
2358796,497,330200,3,1,2,1
1347056,127,55200,2,1,2,1
1250497,224,55990,5,1,3,3
344166,869,23100,3,5,1,2
2431666,414,440000,4,1,2,2
2637883,485,204300,6,1,4,3
1523613,20,90700,2,5,1,2
1592483,1402,73300,2,1,2,2
2624700,456,138200,4,1,2,2
957529,632,48000,2,3,2,2
267761,517,24000,2,2,2,2
2765060,86,0,1,0,0,0
592614,256,16000,1,6,1,0
227482,35,25000,2,1,1,1
2456566,320,100000,4,3,2,3
2250972,380,145600,2,1,2,2
2605990,1186,113600,4,1,2,2
1368696,1411,30600,2,1,2,1
926665,1185,42120,2,1,2,1
476548,555,13000,8,1,4,2
1728901,702,63000,3,1,2,2
566224,7,8200,1,6,0,0
490061,661,19000,5,1,2,2
1176940,115,57680,4,1,2,1
2473719,667,120000,6,2,4,3
317873,977,17000,2,3,0,1
397990,42,23300,4,3,3,0
2559113,286,191000,6,1,3,2
1880318,1169,86700,4,1,2,2
21536,1202,25000,1,6,0,0
311199,549,18000,2,3,1,1
58458,970,8500,1,4,0,0
1875346,1077,65000,4,1,3,2
1547106,695,85740,2,1,3,2
308468,412,20000,2,3,2,1
1035873,79,32000,2,2,1,1
2251431,391,115000,2,7,2,2
1010013,946,41400,2,3,0,2
1535382,394,65250,2,7,1,2
2093675,1231,120400,2,1,2,1
1667358,233,84700,3,1,3,2
1025375,122,41200,2,3,0,1
640813,1343,15800,1,6,1,0
2417741,1030,296440,3,1,2,3
692351,947,22800,2,1,2,0
1905453,1114,60000,4,3,3,2
11710,720,24000,1,4,1,0
1881535,1178,66200,4,1,2,2
2718696,76,102000,2,1,0,1
428782,852,25000,5,2,2,0
511677,241,15000,1,4,1,0
2567165,452,106000,4,1,2,2
2435777,700,258000,4,1,2,2
1213700,599,41230,4,1,3,2
2771681,309,0,1,0,1,0
1134427,361,56700,7,2,1,0
1762857,244,67000,4,2,2,0
2203822,1271,360800,2,5,2,2
900154,319,59700,2,1,1,0
2357637,381,199900,3,1,2,1
2575493,535,111000,5,1,4,2
149095,566,15030,1,6,1,1
2245184,251,102000,2,7,1,2
2738839,1160,329000,3,1,4,2
425706,113,22600,5,3,0,0
1204319,1149,38000,5,2,1,1
2112079,195,110040,2,1,2,2
2185426,1124,125300,2,1,2,2
1526647,183,63910,2,3,2,2
1072037,372,36400,3,3,2,2
1647657,661,80100,2,3,2,1
796433,907,40000,1,4,0,1
1409018,499,79200,1,4,1,0
1380419,357,57090,3,1,2,1
252415,961,26200,2,5,3,2
2115378,243,190000,2,1,1,2
2430682,333,175700,4,1,4,2
2787062,651,0,1,0,1,0
2204021,1276,120130,2,1,2,2
2369557,64,120000,3,1,2,2
55322,923,17000,1,4,1,0
585782,101,9000,1,6,0,0
653326,1052,16000,1,4,1,1
1966871,1415,61000,2,1,2,0
2317652,453,133400,3,2,3,3
1629008,826,82000,2,5,2,2
181579,1229,25000,1,4,1,1
1334733,1229,32500,2,1,1,0
2021198,312,67100,4,7,4,3
849283,275,34000,1,6,1,1
1874887,1067,63000,5,1,3,2
1092314,748,41500,3,1,2,1
1356372,1066,46400,2,1,1,1
950932,196,34000,2,1,3,2
849009,270,38000,1,4,1,1
1358682,1248,31200,2,1,2,1
1165119,1392,55000,4,1,4,3
