HHID,TAZ,SERIALNO,PUMA5,income,PERSONS,HHT,UNITTYPE,NOC,BLDGSZ,TENURE,VEHICL,hinccat1,hinccat2,hhagecat,hsizecat,hfamily,hunittype,hNOCcat,hwrkrcat,h0004,h0511,h1215,h1617,h1824,h2534,h3549,h5064,h6579,h80up,workers,hwork_f,hwork_p,huniv,hnwork,hretire,hpresch,hschpred,hschdriv,htypdwel,hownrent,hadnwst,hadwpst,hadkids,bucketBin,originalPUMA,hmultiunit
728051,10,7030699,2203,25700,2,1,0,0,5,3,0,2,3,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,2203,1
1234246,21,6121786,2203,51000,6,1,0,1,9,3,0,3,6,1,5,2,0,1,2,2,0,0,1,1,2,0,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,0,9,2203,1
2820057,7,4192505,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,5,2203,1
2222978,9,5270510,2203,110100,2,5,0,0,5,3,1,4,9,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,2203,1
702356,10,8837281,2203,14400,2,1,0,0,9,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,3,2203,1
1286667,22,534117,2202,42700,1,6,0,0,8,1,1,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,2202,1
1363107,7,2032198,2203,34300,2,2,0,0,9,3,0,2,4,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
1306952,7,4046448,2201,53000,1,4,0,0,8,3,1,3,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2201,1
2717770,10,7380246,2201,118600,2,1,0,0,9,3,1,4,9,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,2201,1
2832429,16,4716610,2201,0,1,0,2,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,6,2201,1
932224,8,2571002,2203,36500,2,1,0,0,8,3,1,2,4,1,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,4,2203,1
1285926,6,254721,2203,30000,1,4,0,0,6,3,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
1119794,7,1373110,2203,44000,3,1,0,1,4,1,2,2,5,1,3,2,0,1,2,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,2,1,0,0,0,9,2203,1
1952775,7,2667115,2201,81000,1,4,0,0,9,3,1,3,8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,3,2201,1
566875,8,372199,2203,8000,1,4,0,0,7,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,6,2203,1
566280,8,9909409,2203,6400,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
567953,10,5635267,2203,10000,1,6,0,0,8,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,2203,1
2822660,21,9914958,2203,0,1,0,2,0,0,0,0,2,3,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,2,2203,1
565162,1,7025278,2203,11000,1,6,0,0,8,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2203,1
2820035,7,8536673,2203,0,1,0,2,0,0,0,0,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,3,2203,1
2025228,16,999791,2205,96200,5,1,0,1,4,3,2,3,8,2,5,2,0,1,3,0,0,0,1,2,0,1,0,1,0,4,2,2,0,0,0,0,0,1,2,2,1,1,2,1,2205,1
1307390,25,2251704,2202,56600,1,6,0,0,5,1,1,3,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2202,1
570532,21,8625040,2203,7900,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2203,1
569986,21,1672912,2203,7000,1,6,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,2203,1
113115,23,350580,2202,28000,1,4,0,0,9,3,1,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,5,2202,1
26178,8,7688958,2203,0,1,4,0,0,8,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,9,2203,1
982903,16,7347180,2203,56150,2,5,0,0,9,3,1,3,6,1,2,1,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,7,2203,1
2025265,17,7274639,2203,67200,10,1,0,0,6,3,1,3,7,2,5,2,0,0,3,3,0,0,0,2,1,0,2,1,1,4,2,1,1,1,2,3,0,0,2,2,0,1,2,8,2203,1
1285931,6,9978339,2203,43700,1,4,0,0,8,3,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,6,2203,1
1645015,7,16995,2203,64300,2,3,0,1,7,3,0,3,7,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,5,2203,1
565337,5,6664812,2203,6780,1,6,0,0,6,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
112722,18,8024055,2203,11700,1,6,0,0,5,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,7,2203,1
113159,25,2373649,2202,27000,1,6,0,0,7,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2202,1
27683,10,5202241,2203,8600,1,4,0,0,8,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2203,1
356734,8,4060398,2203,660,3,3,0,2,9,3,0,1,1,1,3,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,1,2203,1
484616,11,2994470,2203,10600,4,1,0,2,7,3,0,1,2,1,4,2,0,1,2,1,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,2,2,0,0,0,5,2203,1
2820196,8,8386755,2203,0,1,0,2,0,0,0,0,2,3,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,2203,1
257863,25,951560,2202,21800,2,7,0,0,6,3,1,2,3,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,2,2202,1
567198,9,9434850,2203,8300,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
2762164,21,7515019,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
568687,16,7540811,2203,9220,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,2203,1
303613,2,7961231,2203,21700,2,3,0,1,5,3,1,2,3,1,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,2,2203,1
567808,10,8449456,2203,3900,1,4,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
565782,7,8449456,2203,3900,1,4,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
29373,16,4895247,2203,3500,1,4,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,2203,1
1444673,12,467014,2203,62500,1,4,0,0,8,3,0,3,7,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
27033,9,8543494,2203,7700,1,4,0,0,8,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,3,2203,1
26783,8,3567223,2203,1804,1,4,0,0,9,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,2203,1
226937,10,2185240,2203,9900,2,3,0,0,8,3,0,1,1,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,2,0,1,0,4,2203,1
982986,17,8535716,2203,32500,2,7,0,0,6,3,0,2,4,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,1,0,8,2203,1
1286664,22,7745303,2202,32400,1,6,0,0,9,2,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,2202,1
2222601,7,4326501,2203,270000,2,5,0,0,7,1,2,4,9,1,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,4,2203,1
565626,6,5714965,2203,9100,1,4,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
2819906,6,4470619,2201,0,1,0,2,0,0,0,0,2,4,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,6,2201,1
2820349,8,8925726,2203,0,1,0,2,0,0,0,0,2,3,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
567596,10,7912674,2203,19670,1,4,0,0,5,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,7,2203,1
567398,9,8329456,2203,8300,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
823580,12,9163904,2203,37000,1,4,0,0,9,3,0,2,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,5,2203,1
568246,11,1854539,2203,14000,1,4,0,0,9,3,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
567087,9,5536401,2203,15200,1,6,0,0,8,2,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,8,2203,1
570285,21,5538966,2203,6430,1,6,0,0,9,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,2203,1
1444996,17,8312503,2203,62000,1,4,0,0,8,3,0,3,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,2203,1
109393,10,7862806,2203,11200,1,4,0,0,9,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,2,2203,1
2677227,17,4404585,2203,139230,8,2,0,1,7,3,1,4,9,1,5,2,0,1,3,0,1,0,0,4,3,0,0,0,0,6,3,0,4,0,0,0,1,0,2,2,1,4,0,0,2203,1
112866,19,3891644,2203,15000,1,4,0,0,9,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,2,2203,1
2761284,9,6546997,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2203,1
2761487,11,7624975,2203,0,1,0,2,0,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2203,1
822674,9,8177812,2203,53700,1,4,0,0,4,3,1,3,6,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
823501,12,465335,2203,30000,1,4,0,0,9,3,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
111268,16,6054261,2203,7000,1,6,0,0,7,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
1099594,11,8961522,2203,35000,3,3,0,1,5,3,0,2,4,1,3,2,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2,2,0,1,0,3,2203,1
2071593,7,3096294,2203,122000,2,7,0,0,9,3,2,4,9,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,4,2203,1
2048844,11,4643845,2203,115000,1,4,0,0,8,1,1,4,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,9,2203,1
26537,8,16191,2203,25000,1,4,0,0,8,3,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,8,2203,1
1286822,25,1627401,2202,54800,1,4,0,0,9,3,1,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,5,2202,1
1967948,8,6894266,2201,78500,2,1,0,0,4,1,3,3,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,2,0,0,9,2201,1
2832110,7,1825442,2203,0,1,0,2,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,9,2203,1
110074,11,6075408,2203,29000,1,4,0,0,9,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
257044,16,6750962,2201,4908,2,2,0,0,6,3,1,1,1,1,2,2,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,2,2,0,2,0,0,2201,1
2717722,3,5919065,2203,128200,2,5,0,0,4,1,1,4,9,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2203,1
2821659,8,8506043,2206,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,1,2206,1
570423,21,4387895,2203,23800,1,4,0,0,9,3,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
303882,9,8538628,2201,21000,2,3,0,1,7,3,1,2,3,1,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,0,0,1,2201,1
27827,10,5961656,2203,14000,1,4,0,0,9,3,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,2203,1
1286046,7,254721,2203,30000,1,4,0,0,6,3,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2203,1
1206644,25,3098690,2202,44800,4,1,0,1,2,3,1,2,5,1,4,2,0,1,2,0,0,0,1,1,0,2,0,0,0,2,2,0,1,0,0,0,0,1,1,2,2,0,1,7,2202,0
112349,17,6796713,2203,18000,1,4,0,0,9,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
2762198,21,4016357,2203,0,1,0,2,0,0,0,0,3,8,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,2203,1
256995,16,3771806,2201,20900,2,5,0,0,7,3,0,2,3,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,8,2201,1
112339,17,7608637,2203,13900,1,4,0,0,8,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
2848146,3,7173747,2203,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,2203,1
569797,21,3554671,2203,8000,1,4,0,0,8,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,5,2203,1
2761293,9,5504299,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2203,1
108556,9,7599532,2203,9400,1,4,0,0,4,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
1896857,24,814339,2202,61000,5,1,0,2,5,3,1,3,7,1,5,2,0,1,2,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,1,0,2,0,2,2,0,0,0,4,2202,1
822699,9,427049,2203,37000,1,4,0,0,9,3,0,2,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,5,2203,1
824592,25,9204082,2202,43000,1,6,0,0,9,3,1,2,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,5,2202,1
702571,16,2137238,2203,27600,2,1,0,0,9,3,0,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,5,2203,1
108798,10,3592966,2203,15000,1,4,0,0,8,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,7,2203,1
2345078,17,8218859,2203,149000,3,2,0,0,6,3,0,4,9,1,3,2,0,0,3,0,0,0,0,1,0,2,0,0,0,3,2,1,0,0,0,0,0,0,2,2,0,1,1,9,2203,1
2848207,18,9348689,2203,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,5,2203,1
111570,16,3606024,2203,28000,1,4,0,0,8,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,8,2203,1
25954,7,1432347,2203,20000,1,4,0,0,9,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2203,1
703009,21,950914,2203,14800,2,1,0,0,8,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2203,1
2848154,5,1344911,2203,0,1,0,1,0,0,0,0,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,2203,1
2049567,21,7124625,2203,350000,1,6,0,0,9,3,0,4,9,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
659341,21,4896062,2202,16400,1,6,0,0,6,3,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,3,2202,1
906271,8,4157274,2203,30300,2,5,0,0,9,3,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,8,2203,1
29360,16,8218600,2203,0,1,4,0,0,7,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,2,2203,1
2049407,18,4397023,2203,365300,1,4,0,0,9,3,1,4,9,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,4,2203,1
2223472,12,1337854,2203,242500,2,5,0,0,9,1,1,4,9,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,7,2203,1
256894,16,668052,2203,16800,2,7,0,0,4,3,0,1,2,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,2,0,5,2203,1
2762279,21,5858066,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2203,1
2760475,5,6218509,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2203,1
1444564,11,2636555,2203,99160,1,6,0,0,8,1,1,3,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2203,1
823678,15,9256324,2203,35030,1,6,0,0,9,3,1,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
201010,8,7675540,2203,0,2,1,0,0,9,3,0,1,1,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,8,2203,1
702982,21,2665245,2203,8300,2,1,0,0,9,3,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,3,2203,1
1234234,21,8183918,2203,41550,7,1,0,3,6,3,1,2,5,1,5,2,0,1,2,0,1,1,1,2,0,2,0,0,0,2,1,0,1,1,0,0,2,2,2,2,2,1,2,7,2203,1
108690,10,7608637,2203,13900,1,4,0,0,8,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,9,2203,1
2049364,18,6942159,2203,147200,1,6,0,0,4,1,1,4,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,2203,1
2832514,21,8603900,2203,0,1,0,2,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2203,1
2224043,17,7036793,2203,133000,2,1,0,0,5,3,1,4,9,1,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,5,2203,1
109597,10,4664720,2203,7800,1,6,0,0,9,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,6,2203,1
110285,14,4770538,2203,12000,1,4,0,0,9,3,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2203,1
702865,21,9875428,2203,16200,2,5,0,0,9,3,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,6,2203,1
2408839,16,7966399,2201,417400,3,1,0,1,5,1,1,4,9,1,3,2,0,1,2,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,2,1,0,0,0,5,2201,1
303906,9,1049672,2201,23700,2,3,0,1,8,3,1,2,3,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,0,0,2,2201,1
256872,16,5009484,2203,8000,2,1,0,0,7,3,0,1,1,1,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,3,2203,1
2820368,8,717498,2203,0,1,0,2,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,3,2203,1
2222994,9,1748204,2203,414000,2,5,0,0,9,3,2,4,9,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,1,0,8,2203,1
1406876,5,2184883,2203,70000,1,4,0,0,9,3,0,3,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,2203,1
764204,9,2331997,2203,35000,1,4,0,0,9,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2203,1
1286206,7,549213,2201,33000,1,6,0,0,4,2,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,7,2201,1
1983225,21,1990923,2201,61800,2,1,0,0,5,2,3,3,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2201,1
111101,16,4707974,2203,4000,1,4,0,0,8,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,9,2203,1
2222555,7,6116422,2203,141200,2,1,0,0,7,1,2,4,9,1,2,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,8,2203,1
