HHID,PERSONS,workers,VEHICL,TAZ,income,HHT,unittype,bldgsz
1102438,1,0,0,2217,58262,6,0,2
1102473,1,1,0,2187,89801,6,0,2
1102497,1,1,0,2226,93772,6,0,8
1102746,2,1,0,2193,72828,1,0,2
1103027,2,2,0,2192,61252,1,0,2
1103732,4,0,0,2230,54477,1,0,2
1103898,6,1,0,2219,46151,1,0,2
1103930,6,1,0,2230,58510,1,0,2
1103986,1,0,0,2230,14341,4,0,2
1104008,1,1,0,2220,27592,4,0,3
1104062,1,1,0,2219,44855,4,0,2
1104121,1,1,0,2226,86093,4,0,2
1104160,1,1,0,2226,14719,4,0,2
1104180,1,1,0,2202,51141,4,0,8
1104632,2,1,0,2217,51275,1,0,2
1105003,3,2,0,2226,105562,1,0,2
1105218,3,2,0,2217,252903,1,0,2
1105316,4,2,0,2193,78642,1,0,3
1105392,4,1,0,2223,59803,1,0,2
1105445,4,2,0,2193,121916,1,0,2
1105471,4,1,0,2217,31576,1,0,2
1105472,4,3,0,2193,4878,2,0,3
1105568,5,1,0,2219,102990,1,0,2
1105624,6,2,0,2192,64251,1,0,2
1106213,3,2,0,2205,86036,5,0,2
1106493,4,1,0,2202,21566,3,0,3
1106937,2,1,0,2217,14937,2,0,2
1107152,4,2,0,2217,251195,1,0,2
1107280,2,2,0,2202,28683,7,0,8
1107407,4,2,0,2187,93263,1,0,2
1107523,3,1,0,2187,105161,1,0,2
1107558,3,2,0,2217,94328,1,0,2
1107581,4,2,0,2217,155746,2,0,2
1107609,5,2,0,2205,160445,1,0,3
1108236,2,1,0,2220,152783,5,0,2
1108325,2,1,0,2193,45843,1,0,3
1108557,2,2,0,2220,3316,1,0,2
1108580,3,1,0,2226,80928,3,0,2
1108723,5,1,0,2202,23399,2,0,8
1108782,4,0,0,2193,30812,3,0,3
1109035,2,1,0,2221,170418,3,0,3
1109155,4,0,0,2205,49194,3,0,2
1109672,3,1,0,2193,23938,3,0,3
1109849,5,4,0,2226,174275,3,0,8
1109855,5,1,0,2193,19517,3,0,3
1110382,3,2,0,2217,180493,1,0,2
1110476,4,2,0,2220,67508,1,0,2
1110539,4,2,0,2192,131376,1,0,2
1110881,8,1,0,2220,310037,1,0,3
1111032,4,2,0,2226,77240,1,0,2
1111141,3,1,0,2193,53422,1,0,2
1111250,4,1,0,2193,28709,1,0,3
1111258,4,2,0,2206,18439,1,0,3
1111560,4,2,0,2226,74289,1,0,2
1112116,4,2,0,2205,161169,2,0,2
1112306,3,2,0,2217,68830,1,0,2
1113326,4,2,0,2202,78364,7,0,8
1114481,4,1,0,2205,25270,3,0,2
1114608,5,3,0,2214,70600,1,0,2
1114669,3,1,0,2230,76615,1,0,2
1114752,4,1,0,2192,78886,1,0,2
1115085,3,0,0,2193,67447,3,0,3
1115131,3,2,0,2202,100040,3,0,8
1115270,5,2,0,2217,11963,3,0,2
1115480,3,1,0,2214,80645,2,0,2
1115551,5,2,0,2226,163765,1,0,2
1115953,3,1,0,2202,129257,7,0,3
1116260,2,1,0,2223,55349,1,0,2
1116678,5,4,0,2226,44592,1,0,2
1117018,5,3,0,2193,101898,1,0,3
1117290,6,0,0,2205,103696,2,0,2
1117502,4,1,0,2230,44698,1,0,2
1117773,3,1,0,2205,156101,1,0,2
1118018,2,2,0,2192,25758,7,0,2
1118084,3,3,0,2217,61690,1,0,2
1118198,3,1,0,2230,175216,1,0,1
1118340,6,4,0,2193,48246,3,0,3
1118456,3,1,0,2202,1485,1,0,8
1118929,5,2,0,2217,127236,3,0,2
1119079,3,3,0,2219,85412,1,0,2
1119155,3,3,0,2193,71910,2,0,3
1119253,5,3,0,2232,98080,1,0,2
1119292,5,1,0,2205,95249,2,0,2
1119565,3,2,0,2202,70986,1,0,8
1120174,3,2,0,2226,23912,1,0,2
1120381,4,2,0,2221,112857,1,0,2
1120393,4,2,0,2205,62366,2,0,2
1121020,2,2,0,2226,110906,1,0,8
1121090,3,2,0,2217,293903,1,0,2
1121118,3,2,0,2193,33348,1,0,3
1121490,2,1,0,2220,28599,1,0,2
1121615,4,2,0,2220,241906,1,0,2
1121871,3,2,0,2205,130693,1,0,2
1121952,3,2,0,2202,108151,7,0,8
1122302,3,1,0,2226,83369,2,0,8
1122358,3,3,0,2202,100716,1,0,8
1122985,3,1,0,2193,42269,1,0,3
1123047,3,3,0,2226,59795,1,0,2
1123107,3,0,0,2221,31821,2,0,2
1123470,2,1,0,2220,304178,1,0,2
1123510,2,2,0,2217,79105,1,0,2
1123528,2,1,0,2205,83823,1,0,2
1124019,1,1,0,2217,15970,4,0,2
1124178,2,2,0,2192,79112,1,0,2
1124780,4,1,0,2193,37563,1,0,3
1124856,5,2,0,2202,126763,7,0,8
1125040,4,4,0,2226,273728,1,0,2
1125272,2,0,0,2226,90179,3,0,8
1125376,3,3,0,2202,9601,7,0,8
1125747,3,0,0,2226,73721,3,0,8
1125943,2,0,0,2214,130500,5,0,2
1125981,3,2,0,2202,115715,1,0,8
1126064,3,0,0,2230,12798,2,0,2
1126415,4,1,0,2193,271125,3,0,3
1126912,1,0,0,2202,14090,6,0,3
1127167,1,0,0,2202,19193,4,0,8
1128182,2,1,0,2214,187716,3,0,2
1128243,2,0,0,2193,89047,1,0,3
1128383,3,1,0,2230,145820,1,0,1
1128853,4,1,0,2221,111162,1,0,2
1129078,2,1,0,2220,291594,3,0,3
1129177,4,1,0,2214,26324,3,0,2
1129462,2,1,0,2220,304829,1,0,2
1129774,6,2,0,2202,55685,2,0,8
1129933,3,1,0,2192,83653,3,0,2
1130175,2,0,0,2205,27464,1,0,2
1130263,4,1,0,2205,165803,1,0,2
1130850,2,0,0,2232,27551,1,0,2
1131045,5,2,0,2217,299028,3,0,2
1131411,2,0,0,2223,111888,1,0,2
1132330,1,0,0,2202,9481,6,0,8
1132596,2,0,0,2217,43994,3,0,2
1132643,3,1,0,2217,35721,1,0,2
1132705,4,1,0,2193,94351,3,0,2
1132931,4,2,0,2226,92285,1,0,2
1133038,2,0,0,2221,81023,1,0,2
1133147,4,3,0,2226,107050,1,0,2
1133330,5,1,0,2214,4336,2,0,2
1133582,1,0,0,2226,80872,6,0,8
1134031,2,1,0,2223,25135,1,0,2
1134247,4,0,0,2226,150790,3,0,2
1134352,4,1,0,2205,166961,1,0,2
1134739,2,0,0,2193,119742,1,0,3
1145058,1,1,0,2206,14000,0,1,9
1145060,1,1,0,2206,14000,0,1,9
1145061,1,1,0,2239,14000,0,1,9
1145062,1,1,0,2200,14000,0,1,9
1145063,1,0,0,2215,14000,0,1,9
1145066,1,0,0,2239,14000,0,1,9
1145067,1,1,0,2206,14000,0,1,9
1145068,1,1,0,2206,14000,0,1,9
1145070,1,1,0,2206,14000,0,1,9
1145072,1,1,0,2239,14000,0,1,9
1145074,1,0,0,2215,14000,0,1,9
1145075,1,1,0,2215,14000,0,1,9
1145077,1,0,0,2215,14000,0,1,9
1145079,1,1,0,2199,14000,0,1,9
1145081,1,0,0,2239,14000,0,1,9
1145082,1,0,0,2199,14000,0,1,9
1145083,1,1,0,2206,14000,0,1,9
1145084,1,1,0,2206,14000,0,1,9
1145085,1,0,0,2239,14000,0,1,9
1145087,1,1,0,2206,14000,0,1,9
1145088,1,0,0,2239,14000,0,1,9
1145089,1,1,0,2206,14000,0,1,9
1145092,1,0,0,2215,14000,0,1,9
1145093,1,0,0,2215,14000,0,1,9
1145095,1,0,0,2239,14000,0,1,9
1145103,1,0,0,2215,14000,0,1,9
1145105,1,0,0,2239,14000,0,1,9
1145107,1,0,0,2215,14000,0,1,9
1145109,1,0,0,2199,14000,0,1,9
1145110,1,1,0,2239,14000,0,1,9
1145112,1,0,0,2239,14000,0,1,9
1145113,1,1,0,2206,14000,0,1,9
1145114,1,1,0,2206,14000,0,1,9
1145115,1,0,0,2199,14000,0,1,9
1145116,1,1,0,2206,14000,0,1,9
1145117,1,1,0,2206,14000,0,1,9
1145118,1,0,0,2199,14000,0,1,9
1145119,1,1,0,2206,14000,0,1,9
1145120,1,1,0,2206,14000,0,1,9
1145121,1,1,0,2215,14000,0,1,9
1145122,1,1,0,2206,14000,0,1,9
1145123,1,1,0,2206,14000,0,1,9
1145124,1,0,0,2239,14000,0,1,9
1145125,1,1,0,2206,14000,0,1,9
1145127,1,0,0,2239,14000,0,1,9
1145129,1,0,0,2239,14000,0,1,9
1145132,1,1,0,2199,14000,0,1,9
1145133,1,0,0,2239,14000,0,1,9
1145135,1,0,0,2215,14000,0,1,9
1145137,1,0,0,2199,14000,0,1,9
1145139,1,0,0,2239,14000,0,1,9
1145140,1,0,0,2215,14000,0,1,9
1145141,1,1,0,2199,14000,0,1,9
1145143,1,0,0,2215,14000,0,1,9
1145145,1,0,0,2239,14000,0,1,9
1145148,1,0,0,2239,14000,0,1,9
1145150,1,1,0,2199,14000,0,1,9
1145152,1,0,0,2199,14000,0,1,9
1145153,1,0,0,2215,14000,0,1,9
1145154,1,0,0,2199,14000,0,1,9
1145155,1,0,0,2215,14000,0,1,9
1145156,1,0,0,2215,14000,0,1,9
1145158,1,0,0,2239,14000,0,1,9
1145159,1,0,0,2215,14000,0,1,9
1145160,1,0,0,2215,14000,0,1,9
1145162,1,0,0,2215,14000,0,1,9
1145164,1,0,0,2215,14000,0,1,9
1145166,1,0,0,2239,14000,0,1,9
1145167,1,1,0,2239,14000,0,1,9
1145168,1,0,0,2215,14000,0,1,9
1145169,1,0,0,2199,14000,0,1,9
1145170,1,0,0,2239,14000,0,1,9
1145171,1,1,0,2206,14000,0,1,9
1145172,1,1,0,2206,14000,0,1,9
1145173,1,0,0,2239,14000,0,1,9
1145174,1,1,0,2206,14000,0,1,9
1145177,1,1,0,2206,14000,0,1,9
1145178,1,1,0,2206,14000,0,1,9
1145179,1,1,0,2199,14000,0,1,9
1145180,1,1,0,2206,14000,0,1,9
1145181,1,1,0,2206,14000,0,1,9
1145182,1,0,0,2215,14000,0,1,9
1145183,1,1,0,2206,14000,0,1,9
1145184,1,1,0,2206,14000,0,1,9
1145186,1,1,0,2206,14000,0,1,9
1145187,1,1,0,2206,14000,0,1,9
1145188,1,0,0,2199,14000,0,1,9
1145189,1,1,0,2206,14000,0,1,9
1145190,1,1,0,2206,14000,0,1,9
1145191,1,0,0,2215,14000,0,1,9
1145192,1,1,0,2206,14000,0,1,9
1145193,1,1,0,2206,14000,0,1,9
1145194,1,0,0,2239,14000,0,1,9
1145195,1,1,0,2206,14000,0,1,9
1145197,1,0,0,2199,14000,0,1,9
1145198,1,1,0,2206,14000,0,1,9
1145199,1,1,0,2206,14000,0,1,9
1145201,1,1,0,2206,14000,0,1,9
1145202,1,1,0,2206,14000,0,1,9
1145203,1,0,0,2199,14000,0,1,9
1145204,1,1,0,2206,14000,0,1,9
1145206,1,0,0,2215,14000,0,1,9
1145207,1,0,0,2215,14000,0,1,9
1145210,1,0,0,2199,14000,0,1,9
1145213,1,0,0,2199,14000,0,1,9
1145214,1,0,0,2215,14000,0,1,9
1145215,1,1,0,2199,14000,0,1,9
1145216,1,0,0,2215,14000,0,1,9
1145217,1,0,0,2215,14000,0,1,9
1145218,1,0,0,2215,14000,0,1,9
1145219,1,0,0,2215,14000,0,1,9
1145221,1,1,0,2215,14000,0,1,9
1145223,1,0,0,2239,14000,0,1,9
1145228,1,0,0,2199,14000,0,1,9
1145229,1,0,0,2215,14000,0,1,9
1145230,1,0,0,2239,14000,0,1,9
1145231,1,0,0,2199,14000,0,1,9
1145232,1,1,0,2199,14000,0,1,9
1145234,1,0,0,2239,14000,0,1,9
1145236,1,0,0,2239,14000,0,1,9
1145238,1,0,0,2239,14000,0,1,9
1145240,1,1,0,2239,14000,0,1,9
1145242,1,1,0,2215,14000,0,1,9
1145244,1,0,0,2199,14000,0,1,9
1145246,1,0,0,2199,14000,0,1,9
1145248,1,0,0,2239,14000,0,1,9
1145250,1,0,0,2239,14000,0,1,9
1145252,1,0,0,2199,14000,0,1,9
1145254,1,0,0,2239,14000,0,1,9
1145256,1,1,0,2215,14000,0,1,9
1145258,1,0,0,2215,14000,0,1,9
1145260,1,0,0,2215,14000,0,1,9
1145262,1,0,0,2215,14000,0,1,9
1145264,1,1,0,2199,14000,0,1,9
1145268,1,0,0,2239,14000,0,1,9
1145270,1,0,0,2199,14000,0,1,9
1145272,1,0,0,2239,14000,0,1,9
1145274,1,0,0,2239,14000,0,1,9
1145275,1,0,0,2215,14000,0,1,9
1145276,1,1,0,2199,14000,0,1,9
1145278,1,1,0,2199,14000,0,1,9
1145279,1,1,0,2215,14000,0,1,9
1145280,1,0,0,2215,14000,0,1,9
1145282,1,0,0,2239,14000,0,1,9
1145284,1,1,0,2199,14000,0,1,9
1145286,1,0,0,2239,14000,0,1,9
1145287,1,0,0,2239,14000,0,1,9
1145288,1,0,0,2239,14000,0,1,9
1145289,1,1,0,2199,14000,0,1,9
1145290,1,0,0,2199,14000,0,1,9
1145291,1,0,0,2239,14000,0,1,9
1145292,1,0,0,2239,14000,0,1,9
1145293,1,1,0,2206,14000,0,1,9
1145294,1,0,0,2215,14000,0,1,9
1145297,1,0,0,2239,14000,0,1,9
1145298,1,1,0,2206,14000,0,1,9
1145299,1,1,0,2206,14000,0,1,9
1145300,1,1,0,2199,14000,0,1,9
1145301,1,1,0,2206,14000,0,1,9
1145302,1,1,0,2206,14000,0,1,9
1145303,1,1,0,2199,14000,0,1,9
1145304,1,1,0,2206,14000,0,1,9
1145306,1,0,0,2199,14000,0,1,9
1145307,1,1,0,2206,14000,0,1,9
1145308,1,1,0,2206,14000,0,1,9
1145309,1,0,0,2239,14000,0,1,9
1145310,1,1,0,2206,14000,0,1,9
1145311,1,1,0,2206,14000,0,1,9
1145312,1,0,0,2199,14000,0,1,9
1145313,1,1,0,2206,14000,0,1,9
1145314,1,1,0,2206,14000,0,1,9
1145315,1,1,0,2199,14000,0,1,9
1145317,1,1,0,2206,14000,0,1,9
1145318,1,0,0,2239,14000,0,1,9
1145319,1,1,0,2206,14000,0,1,9
1145320,1,1,0,2206,14000,0,1,9
1145321,1,0,0,2215,14000,0,1,9
1145322,1,1,0,2206,14000,0,1,9
1145323,1,1,0,2206,14000,0,1,9
1145325,1,1,0,2206,14000,0,1,9
1145326,1,1,0,2206,14000,0,1,9
1145327,1,0,0,2239,14000,0,1,9
1145328,1,1,0,2206,14000,0,1,9
1145329,1,1,0,2206,14000,0,1,9
1145330,1,0,0,2239,14000,0,1,9
1145331,1,1,0,2206,14000,0,1,9
1145332,1,1,0,2206,14000,0,1,9
1145333,1,0,0,2199,14000,0,1,9
1145334,1,1,0,2206,14000,0,1,9
1145335,1,1,0,2206,14000,0,1,9
1145336,1,0,0,2239,14000,0,1,9
1145337,1,1,0,2206,14000,0,1,9
1145338,1,1,0,2206,14000,0,1,9
1145339,1,1,0,2206,14000,0,1,9
1145340,1,1,0,2206,14000,0,1,9
1145341,1,1,0,2239,14000,0,1,9
1145342,1,1,0,2206,14000,0,1,9
1145343,1,1,0,2206,14000,0,1,9
1145345,1,1,0,2200,14000,0,1,9
1145347,1,1,0,2199,14000,0,1,9
1145348,1,1,0,2206,14000,0,1,9
1145349,1,1,0,2206,14000,0,1,9
1145350,1,1,0,2199,14000,0,1,9
1145351,1,1,0,2206,14000,0,1,9
1145352,1,1,0,2206,14000,0,1,9
1145353,1,0,0,2215,14000,0,1,9
1145354,1,1,0,2206,14000,0,1,9
1145355,1,1,0,2206,14000,0,1,9
1145356,1,0,0,2215,14000,0,1,9
1145357,1,1,0,2206,14000,0,1,9
1145359,1,0,0,2199,14000,0,1,9
1145360,1,1,0,2206,14000,0,1,9
1145361,1,0,0,2239,14000,0,1,9
1145362,1,0,0,2239,14000,0,1,9
1145364,1,1,0,2215,14000,0,1,9
1145367,1,1,0,2199,14000,0,1,9
1145370,1,0,0,2199,14000,0,1,9
1145372,1,0,0,2215,14000,0,1,9
1145375,1,0,0,2239,14000,0,1,9
1145377,1,0,0,2199,14000,0,1,9
1145378,1,1,0,2239,14000,0,1,9
1145379,1,0,0,2215,14000,0,1,9
1145380,1,0,0,2239,14000,0,1,9
1145381,1,0,0,2199,14000,0,1,9
1145382,1,0,0,2239,14000,0,1,9
1145384,1,0,0,2215,14000,0,1,9
1145385,1,0,0,2239,14000,0,1,9
1145386,1,1,0,2199,14000,0,1,9
1145387,1,0,0,2215,14000,0,1,9
1145388,1,0,0,2199,14000,0,1,9
1145389,1,1,0,2199,14000,0,1,9
1145390,1,0,0,2215,14000,0,1,9
1145394,1,0,0,2199,14000,0,1,9
1145398,1,0,0,2199,14000,0,1,9
1145400,1,0,0,2215,14000,0,1,9
1145402,1,0,0,2215,14000,0,1,9
1145404,1,1,0,2215,14000,0,1,9
1145405,1,0,0,2239,14000,0,1,9
1145406,1,0,0,2215,14000,0,1,9
1145407,1,0,0,2239,14000,0,1,9
1145409,1,1,0,2239,14000,0,1,9
1145411,1,1,0,2199,14000,0,1,9
1145413,1,0,0,2215,14000,0,1,9
1145415,1,0,0,2199,14000,0,1,9
1145416,1,0,0,2215,14000,0,1,9
1145419,1,0,0,2199,14000,0,1,9
1145422,1,0,0,2199,14000,0,1,9
1145423,1,1,0,2199,14000,0,1,9
1145425,1,0,0,2215,14000,0,1,9
1145427,1,1,0,2215,14000,0,1,9
1145429,1,0,0,2199,14000,0,1,9
1145431,1,0,0,2215,14000,0,1,9
1145432,1,0,0,2215,14000,0,1,9
1145433,1,0,0,2215,14000,0,1,9
1145434,1,0,0,2215,14000,0,1,9
1145435,1,0,0,2199,14000,0,1,9
1145440,1,0,0,2199,14000,0,1,9
1145442,1,0,0,2215,14000,0,1,9
1145443,1,0,0,2215,14000,0,1,9
1145444,1,0,0,2215,14000,0,1,9
1145446,1,0,0,2199,14000,0,1,9
1145448,1,0,0,2215,14000,0,1,9
1145450,1,0,0,2215,14000,0,1,9
1145452,1,0,0,2199,14000,0,1,9
1145454,1,0,0,2199,14000,0,1,9
1145456,1,0,0,2199,14000,0,1,9
1145457,1,1,0,2215,14000,0,1,9
1145458,1,0,0,2199,14000,0,1,9
1145460,1,0,0,2239,14000,0,1,9
1145462,1,1,0,2199,14000,0,1,9
1145464,1,1,0,2199,14000,0,1,9
1145466,1,0,0,2215,14000,0,1,9
1145468,1,0,0,2199,14000,0,1,9
1145470,1,0,0,2199,14000,0,1,9
1145472,1,0,0,2239,14000,0,1,9
1145474,1,0,0,2215,14000,0,1,9
1145476,1,1,0,2215,14000,0,1,9
1145478,1,1,0,2215,14000,0,1,9
1145480,1,0,0,2215,14000,0,1,9
1145482,1,0,0,2239,14000,0,1,9
1145484,1,1,0,2239,14000,0,1,9
1145486,1,0,0,2239,14000,0,1,9
1145488,1,0,0,2199,14000,0,1,9
1145490,1,0,0,2215,14000,0,1,9
1145492,1,0,0,2199,14000,0,1,9
1145493,1,0,0,2215,14000,0,1,9
1145494,1,0,0,2215,14000,0,1,9
1145496,1,0,0,2199,14000,0,1,9
1145498,1,0,0,2239,14000,0,1,9
1145500,1,0,0,2199,14000,0,1,9
1145502,1,0,0,2199,14000,0,1,9
1145504,1,1,0,2239,14000,0,1,9
1145506,1,0,0,2199,14000,0,1,9
1145508,1,0,0,2239,14000,0,1,9
1145510,1,0,0,2199,14000,0,1,9
1145512,1,0,0,2199,14000,0,1,9
1145514,1,0,0,2239,14000,0,1,9
1145516,1,0,0,2199,14000,0,1,9
1145518,1,0,0,2239,14000,0,1,9
1145520,1,0,0,2239,14000,0,1,9
1145521,1,0,0,2239,14000,0,1,9
1145523,1,1,0,2199,14000,0,1,9
1145525,1,0,0,2215,14000,0,1,9
1145526,1,0,0,2199,14000,0,1,9
1145527,1,1,0,2199,14000,0,1,9
1145528,1,0,0,2215,14000,0,1,9
1145530,1,0,0,2239,14000,0,1,9
1145531,1,0,0,2215,14000,0,1,9
1145532,1,0,0,2239,14000,0,1,9
1145533,1,0,0,2215,14000,0,1,9
1145534,1,0,0,2239,14000,0,1,9
1145535,1,0,0,2239,14000,0,1,9
1145536,1,1,0,2199,14000,0,1,9
1145537,1,0,0,2199,14000,0,1,9
1145538,1,0,0,2239,14000,0,1,9
1145539,1,1,0,2199,14000,0,1,9
1145542,1,1,0,2199,14000,0,1,9
1145543,1,1,0,2206,14000,0,1,9
1145544,1,1,0,2206,14000,0,1,9
1145545,1,0,0,2215,14000,0,1,9
1145546,1,1,0,2206,14000,0,1,9
1145547,1,1,0,2206,14000,0,1,9
1145548,1,0,0,2239,14000,0,1,9
1145549,1,1,0,2206,14000,0,1,9
1145550,1,1,0,2206,14000,0,1,9
1145551,1,1,0,2215,14000,0,1,9
1145552,1,1,0,2206,14000,0,1,9
1145553,1,1,0,2206,14000,0,1,9
1145554,1,1,0,2239,14000,0,1,9
1145555,1,1,0,2206,14000,0,1,9
1145557,1,0,0,2215,14000,0,1,9
1145558,1,1,0,2206,14000,0,1,9
1145559,1,1,0,2206,14000,0,1,9
1145560,1,1,0,2239,14000,0,1,9
1145561,1,1,0,2206,14000,0,1,9
1145562,1,1,0,2206,14000,0,1,9
1145563,1,0,0,2239,14000,0,1,9
1145564,1,1,0,2206,14000,0,1,9
1145565,1,1,0,2206,14000,0,1,9
1145566,1,0,0,2199,14000,0,1,9
1145567,1,1,0,2206,14000,0,1,9
1145568,1,1,0,2206,14000,0,1,9
1145569,1,0,0,2199,14000,0,1,9
1145570,1,1,0,2206,14000,0,1,9
1145571,1,1,0,2206,14000,0,1,9
1145572,1,1,0,2199,14000,0,1,9
1145573,1,1,0,2206,14000,0,1,9
1145574,1,1,0,2206,14000,0,1,9
1145575,1,1,0,2199,14000,0,1,9
1145576,1,1,0,2206,14000,0,1,9
1145577,1,0,0,2239,14000,0,1,9
1145578,1,1,0,2206,14000,0,1,9
1145579,1,1,0,2206,14000,0,1,9
1145580,1,0,0,2199,14000,0,1,9
1145581,1,1,0,2206,14000,0,1,9
1145583,1,0,0,2215,14000,0,1,9
1145584,1,1,0,2206,14000,0,1,9
1145585,1,1,0,2206,14000,0,1,9
1145586,1,0,0,2239,14000,0,1,9
1145587,1,1,0,2206,14000,0,1,9
1145588,1,1,0,2206,14000,0,1,9
1145590,1,1,0,2206,14000,0,1,9
1145591,1,1,0,2206,14000,0,1,9
1145592,1,0,0,2199,14000,0,1,9
1145593,1,1,0,2206,14000,0,1,9
1145594,1,1,0,2206,14000,0,1,9
1145595,1,0,0,2199,14000,0,1,9
1145596,1,1,0,2206,14000,0,1,9
1145597,1,1,0,2199,14000,0,1,9
1145598,1,1,0,2206,14000,0,1,9
1145599,1,1,0,2206,14000,0,1,9
1145600,1,0,0,2239,14000,0,1,9
1145602,1,1,0,2206,14000,0,1,9
1145603,1,1,0,2215,14000,0,1,9
1145604,1,1,0,2206,14000,0,1,9
1145605,1,0,0,2239,14000,0,1,9
1145606,1,1,0,2206,14000,0,1,9
1145607,1,1,0,2206,14000,0,1,9
1145608,1,0,0,2239,14000,0,1,9
1145611,1,0,0,2239,14000,0,1,9
1145612,1,1,0,2206,14000,0,1,9
1145613,1,1,0,2206,14000,0,1,9
1145614,1,0,0,2239,14000,0,1,9
1145615,1,1,0,2200,14000,0,1,9
1145617,1,0,0,2239,14000,0,1,9
1145618,1,1,0,2206,14000,0,1,9
1145619,1,1,0,2206,14000,0,1,9
1145620,1,1,0,2239,14000,0,1,9
1145621,1,1,0,2206,14000,0,1,9
1145622,1,1,0,2206,14000,0,1,9
1145623,1,0,0,2199,14000,0,1,9
1145624,1,1,0,2206,14000,0,1,9
1145625,1,1,0,2206,14000,0,1,9
1145626,1,1,0,2199,14000,0,1,9
1145627,1,1,0,2206,14000,0,1,9
1145628,1,1,0,2206,14000,0,1,9
1145629,1,0,0,2199,14000,0,1,9
1145630,1,1,0,2206,14000,0,1,9
1145631,1,1,0,2206,14000,0,1,9
1145632,1,0,0,2215,14000,0,1,9
1145633,1,1,0,2200,14000,0,1,9
1145634,1,1,0,2206,14000,0,1,9
1145635,1,0,0,2239,14000,0,1,9
1145636,1,1,0,2206,14000,0,1,9
1145637,1,1,0,2206,14000,0,1,9
1145638,1,0,0,2215,14000,0,1,9
1145640,1,1,0,2206,14000,0,1,9
1145641,1,0,0,2199,14000,0,1,9
1145642,1,1,0,2206,14000,0,1,9
1145643,1,1,0,2206,14000,0,1,9
1145644,1,0,0,2215,14000,0,1,9
1145646,1,1,0,2206,14000,0,1,9
1145647,1,1,0,2206,14000,0,1,9
1145649,1,1,0,2215,14000,0,1,9
1145650,1,1,0,2206,14000,0,1,9
1145651,1,1,0,2206,14000,0,1,9
1145652,1,0,0,2199,14000,0,1,9
1145653,1,1,0,2206,14000,0,1,9
1145654,1,1,0,2206,14000,0,1,9
1145655,1,0,0,2199,14000,0,1,9
1145656,1,1,0,2206,14000,0,1,9
1145657,1,1,0,2206,14000,0,1,9
1145658,1,0,0,2199,14000,0,1,9
1145659,1,1,0,2206,14000,0,1,9
1145661,1,0,0,2215,14000,0,1,9
1145662,1,1,0,2206,14000,0,1,9
1145663,1,1,0,2206,14000,0,1,9
1145664,1,1,0,2215,14000,0,1,9
1145665,1,1,0,2206,14000,0,1,9
1145666,1,1,0,2206,14000,0,1,9
1145667,1,1,0,2199,14000,0,1,9
1145669,1,1,0,2206,14000,0,1,9
1145670,1,0,0,2215,14000,0,1,9
1145673,1,0,0,2239,14000,0,1,9
1145675,1,0,0,2215,14000,0,1,9
1145677,1,1,0,2199,14000,0,1,9
1145679,1,0,0,2199,14000,0,1,9
1145681,1,0,0,2215,14000,0,1,9
1145684,1,1,0,2215,14000,0,1,9
1145687,1,1,0,2239,14000,0,1,9
1145690,1,0,0,2199,14000,0,1,9
1145693,1,0,0,2215,14000,0,1,9
1145694,1,1,0,2206,14000,0,1,9
1145696,1,0,0,2199,14000,0,1,9
1145697,1,1,0,2206,14000,0,1,9
1145700,1,0,0,2199,14000,0,1,9
1145703,1,0,0,2215,14000,0,1,9
1145704,1,0,0,2215,14000,0,1,9
1145705,1,0,0,2239,14000,0,1,9
1145706,1,1,0,2199,14000,0,1,9
1145708,1,0,0,2239,14000,0,1,9
1145709,1,0,0,2239,14000,0,1,9
1145710,1,0,0,2239,14000,0,1,9
1145711,1,1,0,2215,14000,0,1,9
1145712,1,1,0,2199,14000,0,1,9
1145713,1,0,0,2239,14000,0,1,9
1145714,1,0,0,2239,14000,0,1,9
1145716,1,0,0,2199,14000,0,1,9
1145717,1,1,0,2199,14000,0,1,9
1145718,1,0,0,2215,14000,0,1,9
1145720,1,0,0,2215,14000,0,1,9
1145721,1,0,0,2239,14000,0,1,9
1145722,1,0,0,2199,14000,0,1,9
1145723,1,0,0,2215,14000,0,1,9
1145724,1,1,0,2239,14000,0,1,9
1145725,1,0,0,2215,14000,0,1,9
1145726,1,0,0,2215,14000,0,1,9
1145728,1,0,0,2215,14000,0,1,9
1145729,1,0,0,2199,14000,0,1,9
1145730,1,0,0,2215,14000,0,1,9
1145732,1,1,0,2215,14000,0,1,9
1145734,1,1,0,2199,14000,0,1,9
1145737,1,0,0,2215,14000,0,1,9
1145738,1,1,0,2215,14000,0,1,9
1145739,1,0,0,2215,14000,0,1,9
1145740,1,0,0,2215,14000,0,1,9
1145744,1,0,0,2215,14000,0,1,9
1145746,1,0,0,2199,14000,0,1,9
1145748,1,1,0,2199,14000,0,1,9
1145749,1,0,0,2215,14000,0,1,9
1145750,1,0,0,2199,14000,0,1,9
1145754,1,0,0,2199,14000,0,1,9
1145758,1,0,0,2239,14000,0,1,9
1145759,1,1,0,2215,14000,0,1,9
1145760,1,0,0,2239,14000,0,1,9
1145762,1,1,0,2239,14000,0,1,9
1145764,1,0,0,2215,14000,0,1,9
1145767,1,1,0,2215,14000,0,1,9
1145769,1,0,0,2199,14000,0,1,9
1145770,1,0,0,2199,14000,0,1,9
1145771,1,0,0,2199,14000,0,1,9
