PERID,household_id,age,PNUM,sex,pemploy,pstudent,ptype,educ
776909,257355,23,1,1,3,3,4,1
776910,257355,16,2,1,3,1,6,1
776911,257355,76,3,1,3,3,5,13
776912,257355,80,4,2,3,3,5,9
776919,257357,64,1,1,2,3,2,9
776920,257357,68,2,2,3,3,5,13
776959,257370,79,1,2,3,3,5,9
776960,257370,71,2,1,3,3,5,9
777025,257394,39,1,1,1,3,1,13
777026,257394,37,2,2,3,2,3,13
777032,257397,39,1,1,1,3,1,13
777033,257397,44,2,2,1,3,1,13
777048,257403,21,1,1,3,3,4,1
777049,257403,17,2,1,3,1,6,1
777050,257403,47,3,2,3,3,4,9
777051,257403,56,4,1,1,3,1,9
832646,276150,49,1,2,1,3,1,9
832647,276150,43,2,1,1,3,1,9
918899,305684,20,1,2,3,3,4,9
918900,305684,67,2,1,1,3,1,13
918901,305684,52,3,2,3,3,4,13
1236277,411588,56,1,2,1,3,1,13
1236278,411588,50,2,1,2,3,2,9
1239725,412775,55,1,2,3,3,4,9
1239726,412775,62,2,1,3,3,4,13
1239737,412780,22,1,2,2,2,3,9
1239738,412780,24,2,1,3,2,3,9
1239739,412780,63,3,2,1,3,1,13
1239740,412780,58,4,1,2,3,2,13
1239741,412781,57,1,1,1,3,1,13
1239742,412781,59,2,2,1,3,1,13
1239748,412783,58,1,2,3,3,4,9
1239749,412783,54,2,1,3,3,4,9
1239755,412786,23,1,1,3,3,4,9
1239756,412786,21,2,1,1,3,1,9
1239757,412786,18,3,2,2,3,2,9
1239758,412786,56,4,1,3,3,4,9
1239759,412786,66,5,1,3,3,5,9
1239762,412788,12,1,2,4,1,7,1
1239763,412788,56,2,2,1,3,1,13
1239764,412788,60,3,1,1,3,1,13
1239769,412791,68,1,1,3,3,5,1
1239777,412794,28,1,2,2,3,2,13
1239778,412794,59,2,1,1,3,1,13
1239779,412794,86,3,2,3,3,5,1
1239780,412795,11,1,1,4,1,7,1
1239781,412795,7,2,1,4,1,7,1
1239782,412795,50,3,2,1,3,1,9
1239783,412795,74,4,1,3,3,5,13
1239786,412797,46,1,2,2,3,2,13
1239787,412797,56,2,1,3,3,4,9
1239788,412798,56,1,2,1,3,1,13
1239789,412798,76,2,1,3,3,5,13
1239790,412799,80,1,1,3,3,5,13
1239791,412799,78,2,2,2,3,2,9
1239792,412800,68,1,1,3,3,5,9
1239793,412801,31,1,1,3,3,4,9
1239794,412801,73,2,2,3,3,5,13
1239797,412803,23,1,2,3,3,4,9
1239798,412803,22,2,2,2,2,3,9
1239799,412803,56,3,2,3,3,4,13
1239800,412804,39,1,1,2,3,2,13
1239801,412804,61,2,1,1,3,1,9
1239805,412806,57,1,2,1,3,1,13
1239806,412806,68,2,1,3,3,5,13
1239807,412807,68,1,1,3,3,5,9
1239808,412807,89,2,2,3,3,5,13
1239811,412809,60,1,2,3,3,4,9
1239812,412809,61,2,1,3,3,4,13
1239815,412811,8,1,2,4,1,7,1
1239816,412811,12,2,1,4,1,7,1
1239817,412811,30,3,2,3,3,4,9
1239818,412811,41,4,1,2,3,2,13
1239821,412813,73,1,1,3,3,5,13
1239822,412813,66,2,2,3,3,5,1
1239823,412813,52,3,1,1,3,1,9
1239824,412814,65,1,1,1,3,1,9
1239825,412814,63,2,2,3,3,4,13
1239830,412816,63,1,2,3,3,4,13
1239831,412816,66,2,2,3,3,5,1
1239832,412816,69,3,1,3,3,5,9
1239833,412817,66,1,2,3,3,5,13
1239834,412817,61,2,1,1,3,1,13
1239839,412819,65,1,2,1,3,1,9
1239840,412819,51,2,1,2,3,2,9
1239841,412820,81,1,2,3,3,5,13
1239842,412820,81,2,1,3,3,5,9
1239845,412822,54,1,2,1,3,1,9
1239846,412822,59,2,1,1,3,1,9
1239847,412823,65,1,1,1,3,1,9
1239848,412823,72,2,2,3,3,5,9
1239866,412829,74,1,1,3,3,5,9
1239867,412829,76,2,2,3,3,5,13
1239873,412832,65,1,2,3,3,5,9
1239874,412832,64,2,1,3,3,4,13
1239884,412835,17,1,1,3,1,6,1
1239885,412835,57,2,2,1,3,1,13
1239886,412835,66,3,1,1,3,1,9
1239887,412836,12,1,1,4,1,7,1
1239888,412836,44,2,2,3,3,4,9
1239889,412836,41,3,1,3,3,4,9
1239890,412836,4,4,1,4,3,8,1
1239902,412842,54,1,1,1,3,1,9
1239903,412842,59,2,2,1,3,1,9
1239904,412843,67,1,1,1,3,1,13
1239905,412843,72,2,2,3,3,5,13
1239916,412846,15,1,1,4,1,7,1
1239917,412846,67,2,1,3,3,5,9
1239918,412846,66,3,1,3,3,5,9
1239925,412850,81,1,2,1,3,1,13
1239926,412850,68,2,1,3,3,5,13
1239934,412853,58,1,2,3,3,4,9
1239935,412853,56,2,1,1,3,1,13
1239938,412855,11,1,2,4,1,7,1
1239939,412855,13,2,1,4,1,7,1
1239940,412855,51,3,1,2,3,2,9
1239941,412855,40,4,2,1,3,1,13
1239942,412856,46,1,2,1,3,1,9
1239943,412856,63,2,1,3,3,4,9
1239946,412858,72,1,1,1,3,1,13
1239949,412860,33,1,2,1,3,1,9
1239950,412860,43,2,1,3,3,4,13
1239953,412862,57,1,2,3,3,4,13
1239954,412862,81,2,1,3,3,5,13
1239957,412864,39,1,1,2,3,2,9
1239958,412864,75,2,2,2,3,2,9
1239959,412864,69,3,1,3,3,5,13
1239966,412868,33,1,2,3,3,4,13
1239967,412868,32,2,1,1,3,1,13
1239968,412868,4,3,2,4,3,8,1
1239969,412869,63,1,2,3,3,4,13
1239970,412869,53,2,1,1,3,1,13
1239971,412870,52,1,2,1,3,1,9
1239972,412870,74,2,2,3,3,5,13
1239998,412878,21,1,1,2,2,3,9
1239999,412878,15,2,2,4,1,7,1
1240000,412878,53,3,2,2,3,2,13
1240003,412880,71,1,2,3,3,5,9
1240004,412880,71,2,1,2,3,2,13
1240021,412888,15,1,1,4,1,7,1
1240022,412888,74,2,2,3,3,5,9
1240023,412889,70,1,2,1,3,1,9
1240024,412889,70,2,1,1,3,1,13
1240029,412891,73,1,2,3,3,5,9
1240030,412891,68,2,1,3,3,5,1
1240033,412893,57,1,2,1,3,1,9
1240034,412893,52,2,1,3,3,4,9
1240043,412898,7,1,2,4,1,7,1
1240044,412898,16,2,2,3,1,6,1
1240045,412898,11,3,2,4,1,7,1
1240046,412898,61,4,1,1,3,1,9
1240047,412898,46,5,1,3,3,4,9
1240048,412898,60,6,1,1,3,1,13
1240049,412898,68,7,1,3,3,5,13
1240050,412898,52,8,2,1,3,1,9
1240051,412899,65,1,2,3,3,5,1
1240052,412899,88,2,1,3,3,5,9
1240053,412900,79,1,1,3,3,5,13
1240054,412900,34,2,1,3,3,4,13
1240055,412900,56,3,2,1,3,1,9
1240056,412901,63,1,1,3,3,4,9
1240057,412901,57,2,2,1,3,1,13
1240058,412902,19,1,2,2,2,3,9
1240059,412902,50,2,2,3,3,4,13
1240060,412902,0,3,2,4,3,8,1
1240061,412903,68,1,2,3,3,5,9
1240062,412903,72,2,1,3,3,5,1
1240067,412906,38,1,1,1,3,1,13
1240068,412906,31,2,2,2,3,2,9
1240069,412906,59,3,2,1,3,1,13
1240077,412909,6,1,1,4,3,7,1
1240078,412909,15,2,1,4,1,7,1
1240079,412909,15,3,1,4,1,7,1
1240080,412909,35,4,2,3,3,4,1
1240081,412909,64,5,1,3,3,4,9
1240082,412910,64,1,1,2,3,2,9
1240083,412910,59,2,2,3,3,4,9
1240086,412912,63,1,1,2,3,2,13
1240087,412912,58,2,2,3,3,4,13
1240093,412915,62,1,1,1,3,1,9
1240094,412915,77,2,2,3,3,5,13
1240099,412918,21,1,1,1,3,1,9
1240100,412918,52,2,2,2,3,2,13
1240101,412918,35,3,1,2,3,2,9
1240102,412918,2,4,2,4,3,8,1
1240108,412921,58,1,2,1,3,1,13
1240109,412921,66,2,1,2,3,2,9
1240110,412922,67,1,1,3,3,5,9
1240111,412922,60,2,1,3,3,4,1
1240112,412922,63,3,1,3,3,4,1
1240113,412922,70,4,1,1,3,1,13
1240114,412922,56,5,2,1,3,1,1
1240117,412924,38,1,2,3,3,4,1
1240118,412924,31,2,1,1,3,1,13
1240119,412924,4,3,2,4,3,8,1
1240120,412925,68,1,1,3,3,5,13
1240121,412925,69,2,2,3,3,5,9
1240124,412927,59,1,2,3,3,4,1
1240125,412927,66,2,1,3,3,5,13
1240130,412930,36,1,1,3,3,4,9
1240131,412930,28,2,1,1,3,1,9
1240132,412930,70,3,1,2,3,2,1
1240133,412930,56,4,2,2,3,2,13
1240146,412936,34,1,1,2,3,2,9
1240147,412936,44,2,1,1,3,1,13
1240148,412936,67,3,2,3,3,5,13
1240156,412939,69,1,1,3,3,5,13
1240161,412942,54,1,1,2,3,2,9
1240162,412942,61,2,2,3,3,4,1
1240169,412944,57,1,2,3,3,4,9
1240170,412944,63,2,1,3,3,4,1
1240174,412947,20,1,2,3,2,3,9
1240175,412947,18,2,1,3,3,4,9
1240176,412947,59,3,2,1,3,1,9
1240177,412947,62,4,1,1,3,1,13
1240178,412948,60,1,1,3,3,4,9
1240179,412948,58,2,2,3,3,4,1
1240184,412951,72,1,2,3,3,5,9
1240185,412951,73,2,1,3,3,5,9
1240188,412953,88,1,2,3,3,5,13
1240189,412953,60,2,1,3,3,4,13
1240190,412954,6,1,1,4,3,7,1
1240191,412954,12,2,1,4,1,7,1
1240192,412954,43,3,2,3,3,4,1
1240193,412955,53,1,2,1,3,1,13
1240198,412957,70,1,2,2,3,2,13
1240199,412957,55,2,1,1,3,1,13
1240218,412963,70,1,2,3,3,5,9
1240219,412963,72,2,2,3,3,5,13
1240226,412966,65,1,1,1,3,1,9
1240227,412967,41,1,1,1,3,1,13
1240228,412967,46,2,2,3,3,4,1
1240229,412968,12,1,1,4,1,7,1
1240230,412968,7,2,1,4,1,7,1
1240231,412968,13,3,2,4,1,7,1
1240232,412968,14,4,1,4,1,7,1
1240233,412968,8,5,1,4,1,7,1
1240234,412968,11,6,2,4,1,7,1
1240235,412968,60,7,1,1,3,1,9
1240236,412968,71,8,2,3,3,5,1
1240244,412972,69,1,2,3,3,5,9
1240245,412972,53,2,1,1,3,1,9
1240248,412974,13,1,1,4,1,7,1
1240249,412974,45,2,2,3,3,4,9
1240250,412974,5,3,2,4,1,8,1
1240263,412980,56,1,1,1,3,1,9
1240264,412980,45,2,2,1,3,1,1
1240265,412980,5,3,1,4,1,8,1
1240273,412984,50,1,2,1,3,1,13
1240274,412984,45,2,1,1,3,1,9
1240277,412986,63,1,1,3,3,4,1
1240284,412990,75,1,1,3,3,5,13
1240300,412998,60,1,2,2,3,2,9
1240301,412998,58,2,1,1,3,1,13
1240302,412999,55,1,2,3,3,4,9
1240303,412999,62,2,1,2,3,2,1
1240306,413001,38,1,1,1,3,1,13
1240307,413001,70,2,2,3,3,5,9
1240310,413003,22,1,2,2,2,3,9
1240311,413003,18,2,2,2,3,2,9
1240312,413003,49,3,2,3,3,4,13
1240313,413003,62,4,1,2,3,2,13
1240317,413005,12,1,1,4,1,7,1
1240318,413005,9,2,1,4,1,7,1
1240319,413005,32,3,2,1,3,1,13
1240320,413005,40,4,1,1,3,1,13
1240321,413006,18,1,2,2,1,6,1
1240322,413006,17,2,2,3,1,6,1
1240323,413006,65,3,2,2,3,2,9
1240324,413007,23,1,1,3,3,4,9
1240325,413007,64,2,2,3,3,4,13
1240326,413008,23,1,1,1,3,1,9
1240327,413008,23,2,2,2,3,2,9
1240328,413008,62,3,2,2,3,2,9
1240329,413009,12,1,1,4,1,7,1
1240330,413009,35,2,2,1,3,1,9
1240331,413009,60,3,1,1,3,1,9
1240332,413009,5,4,2,4,1,8,1
1240343,413013,56,1,1,2,3,2,9
1240344,413013,58,2,2,3,3,4,1
1240351,413016,21,1,2,3,3,4,9
1240352,413016,17,2,2,2,1,6,1
1240353,413016,63,3,2,2,3,2,13
1240356,413018,78,1,1,3,3,5,9
1240357,413018,55,2,1,1,3,1,1
1240360,413020,54,1,2,3,3,4,9
1240361,413020,64,2,1,3,3,4,13
1240365,413022,11,1,2,4,1,7,1
1240366,413022,12,2,1,4,1,7,1
1240367,413022,46,3,2,2,3,2,1
1240368,413022,44,4,1,1,3,1,1
1240375,413025,7,1,1,4,3,7,1
1240376,413025,15,2,2,4,1,7,1
1240377,413025,50,3,1,1,3,1,9
1240378,413025,85,4,1,3,3,5,13
1240379,413025,76,5,2,1,3,1,9
1240382,413027,14,1,1,4,1,7,1
1240383,413027,13,2,1,4,1,7,1
1240384,413027,15,3,2,4,1,7,1
1240385,413027,32,4,2,1,3,1,9
1240386,413027,5,5,2,4,1,8,1
1240387,413027,1,6,1,4,3,8,1
1240388,413028,69,1,2,3,3,5,13
1240389,413028,34,2,1,1,3,1,13
1240390,413029,47,1,1,1,3,1,9
1240391,413029,64,2,2,1,3,1,9
1240392,413030,54,1,2,1,3,1,9
1240393,413030,61,2,1,1,3,1,13
1240427,413043,57,1,2,3,3,4,13
1240428,413043,53,2,1,1,3,1,13
1240429,413044,65,1,1,1,3,1,13
1240430,413044,50,2,1,1,3,1,9
1240431,413044,32,3,1,1,3,1,13
1240432,413044,67,4,2,3,3,5,13
1240437,413047,9,1,2,4,1,7,1
1240438,413047,49,2,1,1,3,1,9
1240439,413047,61,3,2,1,3,1,9
1240443,413049,79,1,1,3,3,5,9
1240444,413049,68,2,2,3,3,5,9
1240450,413052,65,1,1,2,3,2,9
1240451,413052,69,2,2,3,3,5,1
1240467,413059,13,1,1,4,1,7,1
1240468,413059,14,2,1,4,1,7,1
1240469,413059,34,3,1,1,3,1,13
1240470,413059,46,4,2,1,3,1,13
1240484,413064,21,1,2,3,3,4,13
1240485,413064,18,2,2,1,1,1,1
1240486,413064,16,3,2,3,1,6,1
1240487,413064,56,4,1,1,3,1,1
1240488,413064,67,5,2,3,3,5,9
1240498,413068,50,1,1,1,3,1,13
1240499,413068,45,2,2,3,3,4,1
1240501,413070,66,1,1,1,3,1,13
1240502,413070,66,2,2,3,3,5,13
1240503,413071,45,1,2,3,3,4,9
1240504,413071,50,2,2,1,3,1,13
1240505,413072,65,1,2,1,3,1,9
1240506,413072,62,2,1,1,3,1,13
1240507,413073,7,1,2,4,1,7,1
1240508,413073,15,2,2,4,1,7,1
1240509,413073,13,3,1,4,1,7,1
1240510,413073,53,4,1,1,3,1,13
1240511,413073,51,5,2,3,3,4,1
1240517,413076,22,1,2,3,2,3,9
1240518,413076,64,2,2,1,3,1,13
1240521,413078,18,1,2,2,3,2,1
1240522,413078,48,2,2,2,3,2,9
1240523,413078,59,3,1,3,3,4,9
1240526,413080,60,1,1,2,3,2,9
1240527,413080,52,2,2,2,3,2,9
1240530,413082,79,1,2,2,3,2,9
1240531,413082,73,2,1,3,3,5,13
1240537,413085,70,1,2,3,3,5,1
1240538,413085,27,2,2,2,3,2,13
1240539,413085,49,3,1,1,3,1,9
1240540,413085,3,4,2,4,3,8,1
1240541,413086,72,1,2,3,3,5,9
1240542,413086,64,2,1,1,3,1,13
1240545,413088,22,1,2,2,3,2,9
1240546,413088,7,2,2,4,1,7,1
1240547,413088,17,3,2,2,1,6,1
1240548,413088,68,4,1,3,3,5,9
1240549,413088,59,5,2,1,3,1,9
1240550,413088,1,6,1,4,3,8,1
1240556,413091,35,1,1,1,3,1,13
1240557,413091,31,2,2,1,3,1,9
1240558,413092,61,1,2,1,3,1,13
1240559,413092,42,2,2,1,3,1,13
1240560,413092,77,3,1,3,3,5,13
1240561,413092,3,4,2,4,3,8,1
1240571,413096,74,1,2,3,3,5,13
1240572,413096,69,2,1,3,3,5,9
1240579,413099,46,1,2,1,3,1,9
1240580,413099,64,2,1,3,3,4,13
1240581,413099,2,3,2,4,3,8,1
1240582,413099,1,4,1,4,3,8,1
1240583,413100,35,1,2,3,3,4,9
1240584,413100,38,2,1,3,3,4,13
1240585,413101,19,1,2,2,2,3,9
1240586,413101,17,2,1,3,1,6,1
1240587,413101,59,3,2,3,3,4,1
1240588,413101,57,4,1,2,3,2,9
1240592,413103,74,1,2,3,3,5,13
1240593,413103,40,2,1,1,3,1,9
1240594,413103,78,3,1,3,3,5,13
1240595,413104,43,1,2,3,3,4,13
1240596,413104,57,2,1,1,3,1,9
1240599,413106,15,1,1,4,1,7,1
1240600,413106,10,2,1,4,1,7,1
1240601,413106,36,3,2,1,3,1,1
1240602,413106,66,4,1,3,3,5,13
1240603,413106,2,5,2,4,3,8,1
1240604,413107,54,1,1,2,3,2,1
1240605,413107,65,2,2,2,3,2,13
1240619,413114,71,1,1,2,3,2,13
1240620,413114,51,2,2,3,3,4,9
1240621,413115,19,1,1,3,3,4,9
1240622,413115,46,2,2,3,3,4,13
1240623,413115,57,3,1,1,3,1,13
1240624,413116,16,1,1,3,1,6,1
1240625,413116,45,2,2,1,3,1,9
1240626,413116,65,3,1,1,3,1,13
1240643,413123,71,1,2,2,3,2,9
1240644,413123,71,2,1,2,3,2,1
1240645,413124,12,1,2,4,1,7,1
1240646,413124,14,2,2,4,1,7,1
1240647,413124,68,3,1,3,3,5,9
1240648,413124,41,4,2,3,3,4,1
1240649,413124,61,5,2,3,3,4,13
1240654,413127,66,1,1,1,3,1,13
1240655,413127,57,2,2,1,3,1,9
1240668,413131,17,1,2,3,1,6,1
1240669,413131,65,2,2,1,3,1,13
1240673,413133,51,1,1,1,3,1,9
1240674,413133,62,2,1,1,3,1,13
1240675,413133,73,3,1,1,3,1,1
1240676,413133,55,4,1,1,3,1,9
1240677,413133,74,5,1,3,3,5,13
1240678,413133,70,6,1,1,3,1,9
1240688,413137,62,1,1,3,3,4,9
1240689,413137,79,2,1,3,3,5,1
1240690,413137,77,3,1,3,3,5,1
1240691,413137,74,4,2,3,3,5,13
1240700,413140,59,1,1,3,3,4,13
1240701,413140,58,2,2,3,3,4,1
1240704,413142,56,1,1,1,3,1,13
1240705,413142,76,2,2,1,3,1,9
1240706,413142,62,3,1,3,3,4,13
1240707,413143,63,1,1,2,3,2,13
1240708,413143,64,2,2,2,3,2,9
1240713,413145,79,1,2,1,3,1,9
1240714,413145,57,2,2,1,3,1,9
1240719,413148,56,1,1,1,3,1,13
1240720,413148,61,2,1,1,3,1,1
1240721,413149,34,1,1,1,3,1,13
1240722,413149,57,2,2,3,3,4,1
1240723,413149,36,3,1,1,3,1,9
1240724,413149,55,4,1,1,3,1,13
1240725,413150,75,1,2,1,3,1,9
1240726,413151,18,1,2,2,1,6,1
1240727,413151,41,2,2,3,3,4,9
1240728,413151,68,3,2,3,3,5,13
1240735,413155,61,1,2,3,3,4,9
1240736,413155,63,2,1,1,3,1,13
1240752,413161,60,1,1,1,3,1,9
1240753,413161,66,2,2,3,3,5,13
1240754,413161,73,3,2,3,3,5,13
1240755,413162,62,1,2,2,3,2,9
1240756,413162,62,2,2,1,3,1,13
1240765,413165,65,1,2,1,3,1,13
1240766,413165,60,2,1,3,3,4,13
1240767,413166,14,1,1,4,1,7,1
1240768,413166,40,2,2,1,3,1,9
1240769,413166,55,3,1,1,3,1,13
1240770,413166,6,4,1,4,1,7,1
1240771,413167,57,1,2,3,3,4,9
1240780,413170,20,1,1,1,2,1,9
1240781,413170,20,2,2,2,3,2,9
1240782,413170,58,3,1,3,3,4,9
1240783,413170,69,4,2,3,3,5,13
1240786,413172,52,1,2,1,3,1,13
1240787,413172,54,2,2,3,3,4,9
1240788,413173,59,1,2,1,3,1,9
1240789,413173,58,2,1,1,3,1,9
1240794,413175,62,1,2,1,3,1,13
1240795,413175,60,2,1,1,3,1,9
1240802,413179,49,1,1,1,3,1,13
1240803,413179,70,2,2,2,3,2,1
1240804,413180,64,1,1,3,3,4,9
1240805,413180,69,2,2,3,3,5,13
1240806,413181,69,1,1,3,3,5,9
1240807,413181,71,2,2,3,3,5,9
1240809,413183,66,1,2,3,3,5,13
1240810,413183,67,2,1,1,3,1,13
1240811,413184,52,1,2,3,3,4,13
1240812,413184,57,2,1,1,3,1,1
1240813,413185,84,1,2,3,3,5,13
1240814,413185,74,2,2,3,3,5,1
1240819,413188,62,1,2,1,3,1,9
1240820,413188,65,2,2,1,3,1,9
1240837,413195,38,1,1,3,3,4,13
1240838,413195,34,2,2,3,3,4,13
1240839,413195,4,3,1,4,3,8,1
1240846,413199,21,1,2,3,2,3,9
1240847,413199,12,2,1,4,1,7,1
1240848,413199,17,3,2,3,1,6,1
1240849,413199,68,4,1,3,3,5,9
1240850,413199,66,5,2,3,3,5,13
1240868,413206,62,1,2,3,3,4,9
1240869,413206,55,2,1,1,3,1,13
1246402,415118,80,1,2,3,3,5,9
1246403,415118,67,2,1,3,3,5,9
1246413,415123,36,1,1,1,3,1,1
1246414,415123,64,2,2,3,3,4,9
1246415,415123,72,3,1,3,3,5,13
1246422,415125,19,1,1,1,2,1,13
1246423,415125,55,2,2,1,3,1,13
1246433,415128,49,1,2,1,3,1,13
1246434,415128,44,2,1,1,3,1,13
1246437,415130,46,1,1,1,3,1,9
1246438,415130,70,2,1,2,3,2,9
1246445,415134,63,1,2,3,3,4,9
1246446,415134,74,2,1,3,3,5,13
1246458,415139,13,1,1,4,1,7,1
1246459,415139,12,2,1,4,1,7,1
1246460,415139,45,3,2,1,3,1,13
1246461,415139,50,4,1,3,3,4,9
1246462,415139,5,5,2,4,1,8,1
1246516,415160,45,1,2,1,3,1,13
1246517,415160,35,2,1,1,3,1,13
1246522,415163,41,1,2,1,3,1,13
1246523,415163,46,2,1,1,3,1,13
1246526,415165,21,1,1,3,3,4,9
1246527,415165,58,2,2,1,3,1,13
1246533,415168,71,1,1,3,3,5,13
1246534,415168,68,2,2,3,3,5,9
1246547,415173,52,1,2,1,3,1,9
1246548,415173,57,2,1,1,3,1,13
1246579,415184,74,1,1,3,3,5,9
1246580,415184,85,2,2,3,3,5,9
1246608,415195,46,1,1,1,3,1,9
1246609,415195,53,2,2,2,3,2,13
1246610,415195,55,3,1,1,3,1,9
1246636,415203,49,1,1,1,3,1,13
1246637,415203,57,2,2,1,3,1,9
1246688,415220,55,1,1,1,3,1,13
1246689,415220,26,2,2,1,2,1,9
1246690,415220,62,3,2,2,3,2,13
1246742,415239,85,1,2,3,3,5,9
1246743,415239,80,2,1,3,3,5,9
1246760,415247,18,1,2,3,2,3,9
1246761,415247,52,2,2,2,3,2,13
1246762,415247,61,3,1,3,3,4,9
1246796,415260,63,1,2,3,3,4,13
1246797,415260,56,2,1,1,3,1,13
1246800,415262,62,1,2,1,3,1,13
1246801,415262,42,2,1,1,3,1,9
1246802,415262,84,3,1,3,3,5,13
1246803,415263,21,1,2,1,3,1,9
1246804,415263,22,2,1,1,2,1,9
1246805,415263,69,3,2,3,3,5,9
1246806,415263,72,4,2,3,3,5,1
1246813,415267,44,1,2,1,3,1,13
1246814,415267,54,2,1,1,3,1,9
1246815,415267,1,3,2,4,3,8,1
1246816,415268,18,1,2,3,1,6,1
1246817,415268,21,2,1,3,2,3,9
1246818,415268,53,3,2,1,3,1,9
1246819,415268,49,4,1,3,3,4,1
1246820,415269,19,1,2,3,2,3,9
1246821,415269,22,2,1,1,2,1,9
1246822,415269,18,3,1,2,2,3,9
1246823,415269,68,4,2,3,3,5,13
1246824,415269,56,5,1,1,3,1,1
1246852,415280,42,1,1,1,3,1,13
1246853,415280,59,2,2,1,3,1,9
1246885,415291,6,1,2,4,3,7,1
1246886,415291,22,2,1,1,3,1,13
1246887,415291,54,3,2,3,3,4,1
1246894,415294,65,1,2,1,3,1,13
1246895,415294,68,2,1,3,3,5,13
1246963,415322,54,1,2,3,3,4,1
1246964,415322,69,2,2,3,3,5,9
1246972,415326,65,1,1,1,3,1,13
1246973,415326,52,2,2,1,3,1,13
1246982,415329,47,1,1,1,3,1,13
1246983,415329,64,2,1,1,3,1,9
1246984,415329,74,3,1,3,3,5,13
1246985,415329,78,4,2,3,3,5,13
1247000,415334,17,1,1,3,2,3,9
1247001,415334,36,2,2,1,3,1,9
1247002,415334,53,3,2,1,3,1,9
1247003,415334,48,4,1,1,3,1,13
1247004,415334,0,5,2,4,3,8,1
1247057,415354,58,1,1,1,3,1,9
1247058,415354,56,2,2,1,3,1,9
1247059,415355,12,1,2,4,1,7,1
1247060,415355,19,2,2,2,2,3,9
1247061,415355,46,3,2,1,3,1,13
1247062,415355,5,4,2,4,1,8,1
1247087,415364,58,1,1,1,3,1,13
1247133,415380,43,1,2,1,3,1,9
1247134,415380,52,2,1,1,3,1,9
1247148,415386,66,1,2,3,3,5,13
1247149,415386,83,2,1,3,3,5,13
1247152,415388,88,1,1,3,3,5,9
1247153,415388,45,2,1,1,3,1,13
1247154,415388,69,3,2,3,3,5,1
1247155,415388,93,4,2,3,3,5,13
1247181,415397,61,1,1,3,3,4,9
1247182,415397,51,2,2,1,3,1,9
1247214,415410,63,1,1,3,3,4,9
1247215,415410,34,2,1,1,3,1,13
1247216,415410,74,3,2,3,3,5,13
1247255,415423,67,1,1,3,3,5,9
1247256,415423,36,2,2,3,2,3,13
1247257,415423,37,3,1,1,2,1,13
1247258,415423,90,4,2,3,3,5,13
1247303,415437,75,1,2,3,3,5,13
1247304,415437,75,2,1,3,3,5,13
1247311,415440,19,1,2,3,2,3,13
1247312,415440,20,2,2,3,2,3,9
1247313,415440,61,3,2,2,3,2,13
1247314,415440,70,4,1,2,3,2,13
1247363,415460,82,1,2,3,3,5,1
1247364,415460,70,2,1,3,3,5,1
1247393,415470,79,1,1,3,3,5,1
1247394,415470,63,2,1,2,3,2,13
1247404,415474,61,1,2,3,3,4,1
1247405,415474,58,2,1,1,3,1,9
1247421,415481,68,1,2,3,3,5,9
1247422,415481,69,2,2,3,3,5,13
1247436,415486,10,1,2,4,1,7,1
1247437,415486,9,2,1,4,1,7,1
1247438,415486,38,3,2,2,3,2,13
1247439,415486,57,4,1,1,3,1,9
1247440,415486,4,5,2,4,3,8,1
1247445,415489,20,1,2,3,3,4,9
1247446,415489,58,2,2,1,3,1,13
1247447,415489,62,3,1,3,3,4,9
1247456,415492,17,1,1,3,2,3,9
1247457,415492,14,2,2,4,1,7,1
1247458,415492,59,3,2,1,3,1,9
1247459,415492,61,4,1,3,3,4,9
1247497,415506,46,1,2,1,3,1,9
1247498,415506,46,2,1,1,3,1,13
1247616,415555,61,1,1,3,3,4,9
1247617,415555,50,2,2,1,3,1,9
1247626,415559,70,1,2,2,3,2,13
1247637,415564,17,1,1,3,2,3,9
1247638,415564,16,2,2,3,1,6,1
1247639,415564,8,3,1,4,1,7,1
1247640,415564,47,4,2,3,3,4,13
1247641,415564,50,5,1,2,3,2,9
1247664,415575,73,1,1,3,3,5,13
1247665,415575,77,2,2,3,3,5,9
1247705,415589,16,1,2,3,1,6,1
1247706,415589,16,2,2,3,1,6,1
1247707,415589,42,3,2,1,3,1,9
1247708,415589,78,4,2,3,3,5,9
1247720,415592,68,1,1,3,3,5,13
1247721,415592,54,2,2,1,3,1,13
1247731,415598,20,1,1,3,2,3,9
1247732,415598,52,2,2,2,3,2,13
1247757,415608,69,1,1,3,3,5,13
1247764,415611,66,1,2,3,3,5,13
1247765,415611,62,2,2,1,3,1,9
1247835,415638,19,1,1,1,2,1,9
1247836,415638,22,2,1,2,2,3,9
1247837,415638,16,3,1,3,1,6,1
1247838,415638,8,4,2,4,1,7,1
1247839,415638,7,5,1,4,1,7,1
1247840,415638,35,6,1,1,2,1,13
1322044,473454,44,1,1,1,3,1,9
1322050,473460,47,1,1,1,3,1,13
1322057,473467,52,1,1,1,3,1,9
1322066,473476,56,1,2,1,3,1,13
1322070,473480,42,1,2,2,3,2,13
1322073,473483,41,1,2,1,3,1,1
1322074,473484,50,1,2,1,3,1,9
1322081,473491,77,1,2,3,3,5,9
1322085,473495,64,1,2,1,3,1,1
1322098,473508,55,1,2,3,3,4,13
1322104,473514,52,1,1,2,3,2,9
1322106,473516,37,1,1,3,3,4,9
1322113,473523,61,1,1,1,3,1,13
