PERID,household_id,age,RELATE,ESR,GRADE,PNUM,PAUG,DDP,sex,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,pemploy,pstudent,ptype,padkid
594872,370226,11,3,0,4,2,0,0,1,0,0,0,172,0,1,4,1,7,2
594873,370226,13,3,0,4,3,0,0,1,0,0,0,172,0,2,4,1,7,2
594943,370250,47,1,6,0,1,0,0,1,0,0,1,87,0,6,3,3,4,2
594944,370250,43,2,1,0,2,0,0,2,52,30,1,87,7800,6,2,3,2,2
594945,370250,9,3,0,3,3,0,0,1,0,0,0,87,0,1,4,1,7,2
594970,370259,29,1,1,0,1,0,0,1,48,50,1,167,22300,5,1,3,1,2
594971,370259,21,2,6,0,2,0,0,2,0,0,1,167,0,4,3,3,4,2
594972,370259,2,3,0,0,3,0,0,1,0,0,0,167,0,0,4,3,8,2
594979,370262,37,1,1,0,1,0,0,1,26,45,1,23,3000,6,2,3,2,2
594980,370262,37,2,6,6,2,0,0,2,0,0,1,23,0,6,3,2,3,2
594981,370262,7,3,0,3,3,0,0,2,0,0,0,23,0,1,4,1,7,2
594988,370265,52,1,2,0,1,0,0,1,28,50,4,135,18000,7,2,3,2,2
594989,370265,18,3,6,5,2,0,0,1,0,0,6,135,0,4,3,1,6,1
594990,370265,14,3,0,5,3,0,0,2,0,0,0,135,0,2,4,1,7,2
595015,370274,32,1,1,0,1,0,0,2,36,20,4,95,7200,5,2,3,2,2
595016,370274,6,3,0,2,2,0,0,2,0,0,0,95,0,1,4,1,7,2
595017,370274,2,3,0,0,3,0,0,1,0,0,0,95,0,0,4,3,8,2
595078,370295,33,1,1,0,1,0,0,2,40,40,6,189,20000,5,1,3,1,2
595079,370295,2,3,0,0,2,0,0,2,0,0,0,189,0,0,4,3,8,2
595080,370295,0,3,0,0,3,0,0,2,0,0,0,189,0,0,4,3,8,2
595102,370303,31,1,6,0,1,0,0,1,0,0,1,190,0,5,3,3,4,2
595103,370303,32,2,1,0,2,0,0,2,52,42,1,190,11400,5,1,3,1,2
595104,370303,6,3,0,3,3,0,0,1,0,0,0,190,0,1,4,1,7,2
595129,370312,57,1,6,0,1,0,0,1,48,40,1,193,24100,7,3,3,4,2
595130,370312,38,2,1,0,2,0,0,2,20,32,1,193,1200,6,2,3,2,2
595131,370312,12,3,0,4,3,0,0,1,0,0,0,193,0,2,4,1,7,2
595141,370316,50,1,1,0,1,0,0,1,0,0,1,27,0,7,1,3,1,2
595142,370316,40,2,6,6,2,0,0,2,10,20,1,27,3400,6,3,2,3,2
595143,370316,7,3,0,3,3,0,0,1,0,0,0,27,0,1,4,1,7,2
595177,370328,32,1,1,0,1,0,0,2,44,40,4,94,11000,5,1,3,1,2
595178,370328,7,3,0,3,2,0,0,1,0,0,0,94,0,1,4,1,7,2
595179,370328,11,4,0,4,3,0,0,2,0,0,0,94,0,1,4,1,7,2
595189,370332,57,1,6,0,1,0,0,1,48,40,1,193,24100,7,3,3,4,2
595190,370332,38,2,1,0,2,0,0,2,20,32,1,193,1200,6,2,3,2,2
595191,370332,12,3,0,4,3,0,0,1,0,0,0,193,0,2,4,1,7,2
595237,370348,32,1,1,0,1,0,0,2,44,40,4,94,11000,5,1,3,1,2
595238,370348,7,3,0,3,2,0,0,1,0,0,0,94,0,1,4,1,7,2
595239,370348,11,4,0,4,3,0,0,2,0,0,0,94,0,1,4,1,7,2
595375,370394,51,1,6,0,1,0,0,2,0,0,1,113,0,7,3,3,4,2
595376,370394,47,2,1,0,2,0,0,1,24,40,1,113,10200,6,2,3,2,2
595377,370394,15,3,0,5,3,0,0,1,0,0,6,113,0,2,4,1,7,2
595450,370419,51,1,6,0,1,0,0,2,0,0,6,43,0,7,3,3,4,2
595451,370419,18,3,1,5,2,0,0,1,0,0,6,43,0,4,1,1,1,1
595452,370419,12,3,0,4,3,0,0,1,0,0,0,43,0,2,4,1,7,2
595486,370431,46,1,6,0,1,0,0,1,12,40,1,124,5000,6,3,3,4,2
595487,370431,50,2,1,0,2,0,0,2,40,40,1,124,11000,7,1,3,1,2
595488,370431,13,3,0,4,3,0,0,2,0,0,0,124,0,2,4,1,7,2
595498,370435,51,1,1,0,1,0,0,1,52,11,1,109,3600,7,2,3,2,2
595499,370435,48,2,6,0,2,0,0,2,0,0,1,109,0,6,3,3,4,2
595500,370435,12,3,0,4,3,0,0,1,0,0,0,109,0,2,4,1,7,2
595507,370438,40,1,1,7,1,0,0,1,35,40,1,219,15300,6,1,2,1,2
595508,370438,29,2,6,0,2,0,0,2,20,40,1,219,9700,5,3,3,4,2
595509,370438,0,3,0,0,3,0,0,2,0,0,0,219,0,0,4,3,8,2
595576,370461,47,1,6,0,1,0,0,1,0,0,1,87,0,6,3,3,4,2
595577,370461,43,2,1,0,2,0,0,2,52,30,1,87,7800,6,2,3,2,2
595578,370461,9,3,0,3,3,0,0,1,0,0,0,87,0,1,4,1,7,2
595582,370463,31,1,6,0,1,0,0,1,0,0,1,190,0,5,3,3,4,2
595583,370463,32,2,1,0,2,0,0,2,52,42,1,190,11400,5,1,3,1,2
595584,370463,6,3,0,3,3,0,0,1,0,0,0,190,0,1,4,1,7,2
595600,370469,37,1,1,0,1,0,0,1,26,45,1,23,3000,6,2,3,2,2
595601,370469,37,2,6,6,2,0,0,2,0,0,1,23,0,6,3,2,3,2
595602,370469,7,3,0,3,3,0,0,2,0,0,0,23,0,1,4,1,7,2
595636,370481,26,1,1,0,1,0,0,1,52,40,6,175,20000,5,1,3,1,2
595637,370481,0,3,0,0,2,0,0,2,0,0,0,175,0,0,4,3,8,2
595638,370481,27,18,6,0,3,0,0,2,0,0,6,1,0,5,3,3,4,2
595666,370491,46,1,6,0,1,0,0,1,12,40,1,124,5000,6,3,3,4,2
595667,370491,50,2,1,0,2,0,0,2,40,40,1,124,11000,7,1,3,1,2
595668,370491,13,3,0,4,3,0,0,2,0,0,0,124,0,2,4,1,7,2
595684,370497,52,1,2,0,1,0,0,1,28,50,4,135,18000,7,2,3,2,2
595685,370497,18,3,6,5,2,0,0,1,0,0,6,135,0,4,3,1,6,1
595686,370497,14,3,0,5,3,0,0,2,0,0,0,135,0,2,4,1,7,2
595702,370503,47,1,6,0,1,0,0,1,0,0,1,87,0,6,3,3,4,2
595703,370503,43,2,1,0,2,0,0,2,52,30,1,87,7800,6,2,3,2,2
595704,370503,9,3,0,3,3,0,0,1,0,0,0,87,0,1,4,1,7,2
595732,370513,47,1,1,6,1,0,0,1,40,56,1,64,8500,6,1,2,1,2
595733,370513,48,2,6,5,2,0,0,2,0,0,1,64,0,6,3,1,3,2
595734,370513,10,4,0,4,3,0,0,1,0,0,0,64,0,1,4,1,7,2
595747,370518,37,1,1,5,1,0,0,1,52,40,1,90,12000,6,1,1,1,2
595748,370518,33,2,6,0,2,0,0,2,0,0,1,90,0,5,3,3,4,2
595749,370518,1,3,0,0,3,0,0,1,0,0,0,90,0,0,4,3,8,2
644254,386687,46,1,1,0,1,0,0,1,0,0,1,194,0,6,1,3,1,2
644255,386687,34,2,1,0,2,0,0,2,52,40,1,194,24500,5,1,3,1,2
644256,386687,6,3,0,3,3,0,0,1,0,0,0,194,0,1,4,1,7,2
644275,386694,37,1,1,0,1,0,0,1,52,40,1,202,9000,6,1,3,1,2
644276,386694,47,2,1,0,2,0,0,2,52,40,1,202,18000,6,1,3,1,2
644277,386694,0,5,0,0,3,0,0,1,0,0,0,202,0,0,4,3,8,2
644290,386699,47,1,1,0,1,0,0,1,48,30,1,157,8000,6,2,3,2,2
644291,386699,43,2,1,0,2,0,1,2,52,40,1,157,12000,6,1,3,1,2
644292,386699,7,3,0,3,3,0,1,1,0,0,0,157,0,1,4,1,7,2
644350,386719,27,1,1,0,1,0,0,1,52,40,3,105,12000,5,1,3,1,2
644351,386719,5,5,0,1,2,0,0,2,0,0,0,105,0,0,4,1,8,2
644352,386719,31,19,1,0,3,0,0,2,52,46,3,139,12000,5,1,3,1,2
644398,386735,56,1,1,6,1,0,0,2,48,56,4,67,8400,7,1,2,1,2
644399,386735,19,3,1,5,2,0,0,2,9,10,6,67,500,4,2,1,6,1
644400,386735,13,3,0,4,3,0,0,2,0,0,0,67,0,2,4,1,7,2
644416,386741,28,1,1,0,1,0,0,1,40,40,1,190,24000,5,1,3,1,2
644417,386741,37,2,2,0,2,0,0,2,24,40,1,190,1400,6,2,3,2,2
644418,386741,0,3,0,0,3,0,0,1,0,0,0,190,0,0,4,3,8,2
644437,386748,39,1,1,0,1,0,0,2,52,45,5,111,12500,6,1,3,1,2
644438,386748,17,3,6,5,2,0,0,2,3,18,6,111,160,3,3,1,6,2
644439,386748,34,19,1,0,3,0,0,1,45,90,6,139,12000,5,1,3,1,2
644440,386749,27,1,1,0,1,0,0,1,52,40,3,105,12000,5,1,3,1,2
644441,386749,5,5,0,1,2,0,0,2,0,0,0,105,0,0,4,1,8,2
644442,386749,31,19,1,0,3,0,0,2,52,46,3,139,12000,5,1,3,1,2
644473,386760,28,1,1,0,1,0,0,1,40,40,1,190,24000,5,1,3,1,2
644474,386760,37,2,2,0,2,0,0,2,24,40,1,190,1400,6,2,3,2,2
644475,386760,0,3,0,0,3,0,0,1,0,0,0,190,0,0,4,3,8,2
644476,386761,47,1,1,0,1,0,0,1,48,30,1,157,8000,6,2,3,2,2
644477,386761,43,2,1,0,2,0,1,2,52,40,1,157,12000,6,1,3,1,2
644478,386761,7,3,0,3,3,0,1,1,0,0,0,157,0,1,4,1,7,2
644482,386763,21,1,1,0,1,0,0,2,0,0,1,127,0,4,1,3,1,2
644483,386763,21,2,1,0,2,0,0,1,52,40,1,127,17000,4,1,3,1,2
644484,386763,1,3,0,0,3,0,0,2,0,0,0,127,0,0,4,3,8,2
644521,386776,27,1,1,0,1,0,0,1,52,40,3,105,12000,5,1,3,1,2
644522,386776,5,5,0,1,2,0,0,2,0,0,0,105,0,0,4,1,8,2
644523,386776,31,19,1,0,3,0,0,2,52,46,3,139,12000,5,1,3,1,2
644533,386780,27,1,1,0,1,0,0,1,52,40,3,105,12000,5,1,3,1,2
644534,386780,5,5,0,1,2,0,0,2,0,0,0,105,0,0,4,1,8,2
644535,386780,31,19,1,0,3,0,0,2,52,46,3,139,12000,5,1,3,1,2
644539,386782,28,1,1,0,1,0,0,1,40,40,1,190,24000,5,1,3,1,2
644540,386782,37,2,2,0,2,0,0,2,24,40,1,190,1400,6,2,3,2,2
644541,386782,0,3,0,0,3,0,0,1,0,0,0,190,0,0,4,3,8,2
644656,386821,52,1,1,6,1,0,0,1,26,15,1,132,3800,7,2,2,3,2
644657,386821,45,2,1,6,2,0,0,2,40,15,1,132,7800,6,2,2,3,2
644658,386821,16,3,6,5,3,0,0,1,0,0,6,132,0,3,3,1,6,2
717354,404782,56,1,6,0,1,0,0,2,0,0,1,126,0,7,3,3,4,2
717355,404782,57,2,6,0,2,0,0,1,0,0,1,126,0,7,3,3,4,2
717356,404782,26,3,1,6,3,0,0,2,10,28,6,126,3800,5,2,2,3,2
717357,404782,25,3,3,6,4,0,0,2,16,10,6,126,1600,5,3,2,3,2
717358,404782,24,3,3,6,5,0,0,1,0,0,6,126,0,4,3,2,3,1
791207,420652,41,1,1,0,1,0,0,2,48,11,5,5,-1100,6,2,3,2,2
791208,420652,5,8,0,2,2,0,0,1,0,0,0,5,0,0,4,1,8,2
791209,420652,8,8,0,3,3,0,0,1,0,0,0,5,0,1,4,1,7,2
791210,420652,11,8,0,0,4,0,0,1,0,0,0,5,0,1,4,3,7,2
791211,420652,15,3,0,0,5,0,0,2,0,0,1,5,0,2,4,3,7,2
791212,420652,19,10,1,0,6,0,0,1,5,6,1,5,660,4,2,3,2,1
791213,420652,7,8,0,3,7,0,1,1,0,0,0,5,0,1,4,1,7,2
791214,420652,8,8,0,3,8,0,1,1,0,0,0,5,0,1,4,1,7,2
791215,420652,62,7,6,0,9,0,1,2,0,0,4,5,0,7,3,3,4,2
791216,420652,4,8,0,0,10,0,1,2,0,0,0,5,0,0,4,3,8,2
791217,420652,9,8,0,3,11,0,1,1,0,0,0,5,0,1,4,1,7,2
791218,420652,29,18,1,0,12,0,1,2,24,45,6,284,21000,5,2,3,2,2
846126,431923,47,1,6,0,1,0,0,1,50,8,1,97,19200,6,3,3,4,2
846127,431923,45,2,6,0,2,0,0,2,0,0,1,97,0,6,3,3,4,2
846128,431923,14,3,0,4,3,0,0,2,0,0,0,97,0,2,4,1,7,2
846129,431923,11,3,0,4,4,0,0,1,0,0,0,97,0,1,4,1,7,2
846130,431923,9,3,0,3,5,0,0,1,0,0,0,97,0,1,4,1,7,2
846152,431929,28,1,6,0,1,0,0,1,0,0,1,1,0,5,3,3,4,2
846153,431929,28,2,6,0,2,0,0,2,0,0,1,1,0,5,3,3,4,2
846154,431929,9,3,0,3,3,0,0,2,0,0,0,1,0,1,4,1,7,2
846155,431929,6,3,0,3,4,0,0,2,0,0,0,1,0,1,4,1,7,2
846156,431929,3,3,0,0,5,0,0,2,0,0,0,1,0,0,4,3,8,2
846215,431941,26,1,6,0,1,0,0,2,0,0,1,30,0,5,3,3,4,2
846216,431941,25,2,6,0,2,0,0,1,0,0,1,30,0,5,3,3,4,2
846217,431941,0,3,0,0,3,0,0,2,0,0,0,30,0,0,4,3,8,2
846218,431941,8,3,0,3,4,0,0,1,0,0,0,30,0,1,4,1,7,2
846219,431941,32,6,6,0,5,0,0,1,0,0,6,30,0,5,3,3,4,2
846265,431952,56,1,6,0,1,0,0,2,0,0,1,29,0,7,3,3,4,2
846266,431952,60,2,6,0,2,0,0,1,0,0,1,29,0,7,3,3,4,2
846267,431952,17,3,6,5,3,0,0,1,0,0,6,29,0,3,3,1,6,2
846268,431952,15,3,0,5,4,0,0,1,0,0,6,29,0,2,4,1,7,2
846346,431968,30,1,6,0,1,0,0,2,42,40,6,85,14400,5,3,3,4,2
846347,431968,9,3,0,3,2,0,0,2,0,0,0,85,0,1,4,1,7,2
846348,431968,6,3,0,3,3,0,0,2,0,0,0,85,0,1,4,1,7,2
846349,431968,0,3,0,0,4,0,0,2,0,0,0,85,0,0,4,3,8,2
846359,431971,33,1,6,0,1,0,0,1,48,40,1,143,28200,5,3,3,4,2
846360,431971,32,2,6,6,2,0,0,2,3,32,1,143,120,5,3,2,3,2
846361,431971,13,4,0,4,3,0,0,2,0,0,0,143,0,2,4,1,7,2
846362,431971,12,4,0,4,4,0,0,1,0,0,0,143,0,2,4,1,7,2
846363,431971,7,3,0,3,5,0,0,2,0,0,0,143,0,1,4,1,7,2
846428,431984,34,1,6,0,1,0,0,1,11,20,1,24,4000,5,3,3,4,2
846429,431984,32,2,6,0,2,0,0,2,0,0,1,24,0,5,3,3,4,2
846430,431984,5,3,0,2,3,0,0,2,0,0,0,24,0,0,4,1,8,2
846431,431984,3,3,0,0,4,0,0,1,0,0,0,24,0,0,4,3,8,2
846445,431988,44,1,6,0,1,0,0,1,0,0,1,76,0,6,3,3,4,2
846446,431988,34,2,6,0,2,0,0,2,0,0,1,76,0,5,3,3,4,2
846447,431988,9,3,0,3,3,0,0,1,0,0,0,76,0,1,4,1,7,2
846448,431988,7,3,0,3,4,0,0,2,0,0,0,76,0,1,4,1,7,2
846544,432008,44,1,6,0,1,0,0,1,0,0,1,76,0,6,3,3,4,2
846545,432008,34,2,6,0,2,0,0,2,0,0,1,76,0,5,3,3,4,2
846546,432008,9,3,0,3,3,0,0,1,0,0,0,76,0,1,4,1,7,2
846547,432008,7,3,0,3,4,0,0,2,0,0,0,76,0,1,4,1,7,2
846600,432019,26,1,6,0,1,0,0,2,0,0,1,30,0,5,3,3,4,2
846601,432019,25,2,6,0,2,0,0,1,0,0,1,30,0,5,3,3,4,2
846602,432019,0,3,0,0,3,0,0,2,0,0,0,30,0,0,4,3,8,2
846603,432019,8,3,0,3,4,0,0,1,0,0,0,30,0,1,4,1,7,2
846604,432019,32,6,6,0,5,0,0,1,0,0,6,30,0,5,3,3,4,2
846615,432022,34,1,6,0,1,0,0,1,11,20,1,24,4000,5,3,3,4,2
846616,432022,32,2,6,0,2,0,0,2,0,0,1,24,0,5,3,3,4,2
846617,432022,5,3,0,2,3,0,0,2,0,0,0,24,0,0,4,1,8,2
846618,432022,3,3,0,0,4,0,0,1,0,0,0,24,0,0,4,3,8,2
846679,432034,26,1,3,0,1,0,0,2,0,0,6,3,0,5,3,3,4,2
846680,432034,9,3,0,3,2,0,0,2,0,0,0,3,0,1,4,1,7,2
846681,432034,8,3,0,3,3,0,0,1,0,0,0,3,0,1,4,1,7,2
846682,432034,3,3,0,0,4,0,0,2,0,0,0,3,0,0,4,3,8,2
846705,432040,28,1,6,0,1,0,0,1,0,0,1,1,0,5,3,3,4,2
846706,432040,28,2,6,0,2,0,0,2,0,0,1,1,0,5,3,3,4,2
846707,432040,9,3,0,3,3,0,0,2,0,0,0,1,0,1,4,1,7,2
846708,432040,6,3,0,3,4,0,0,2,0,0,0,1,0,1,4,1,7,2
846709,432040,3,3,0,0,5,0,0,2,0,0,0,1,0,0,4,3,8,2
846800,432059,30,1,6,0,1,0,0,2,42,40,6,85,14400,5,3,3,4,2
846801,432059,9,3,0,3,2,0,0,2,0,0,0,85,0,1,4,1,7,2
846802,432059,6,3,0,3,3,0,0,2,0,0,0,85,0,1,4,1,7,2
846803,432059,0,3,0,0,4,0,0,2,0,0,0,85,0,0,4,3,8,2
846809,432061,44,1,6,0,1,0,0,1,0,0,1,76,0,6,3,3,4,2
846810,432061,34,2,6,0,2,0,0,2,0,0,1,76,0,5,3,3,4,2
846811,432061,9,3,0,3,3,0,0,1,0,0,0,76,0,1,4,1,7,2
846812,432061,7,3,0,3,4,0,0,2,0,0,0,76,0,1,4,1,7,2
846818,432063,56,1,6,0,1,0,0,2,0,0,1,29,0,7,3,3,4,2
846819,432063,60,2,6,0,2,0,0,1,0,0,1,29,0,7,3,3,4,2
846820,432063,17,3,6,5,3,0,0,1,0,0,6,29,0,3,3,1,6,2
846821,432063,15,3,0,5,4,0,0,1,0,0,6,29,0,2,4,1,7,2
965089,456546,36,1,1,0,1,0,0,1,48,40,1,126,28000,6,1,3,1,2
965090,456546,36,2,6,0,2,0,0,2,0,0,1,126,0,6,3,3,4,2
965091,456546,10,3,0,4,3,0,0,1,0,0,0,126,0,1,4,1,7,2
965092,456546,9,3,0,3,4,0,0,2,0,0,0,126,0,1,4,1,7,2
965093,456546,6,3,0,3,5,0,0,2,0,0,0,126,0,1,4,1,7,2
965094,456546,4,3,0,2,6,0,0,1,0,0,0,126,0,0,4,1,8,2
965126,456554,47,1,1,0,1,0,0,1,52,40,1,83,14000,6,1,3,1,2
965127,456554,33,2,6,0,2,0,0,2,0,0,1,83,0,5,3,3,4,2
965128,456554,13,3,0,4,3,0,0,2,0,0,0,83,0,2,4,1,7,2
965129,456554,10,3,0,3,4,0,0,2,0,0,0,83,0,1,4,1,7,2
965207,456572,25,1,1,0,1,0,0,2,52,11,5,170,28800,5,2,3,2,2
965208,456572,11,3,0,4,2,0,0,1,0,0,0,170,0,1,4,1,7,2
965209,456572,9,3,0,3,3,0,0,2,0,0,0,170,0,1,4,1,7,2
965210,456572,4,3,0,2,4,0,0,2,0,0,0,170,0,0,4,1,8,2
965227,456577,34,1,1,0,1,0,0,1,30,40,1,45,10000,5,2,3,2,2
965228,456577,43,2,6,0,2,0,0,2,0,0,1,45,0,6,3,3,4,2
965229,456577,11,3,0,4,3,0,0,1,0,0,0,45,0,1,4,1,7,2
965230,456577,9,3,0,3,4,0,0,1,0,0,0,45,0,1,4,1,7,2
965231,456577,7,3,0,3,5,0,0,2,0,0,0,45,0,1,4,1,7,2
965232,456577,4,3,0,0,6,0,0,2,0,0,0,45,0,0,4,3,8,2
965245,456581,41,1,1,0,1,0,0,2,48,40,4,36,7000,6,1,3,1,2
965246,456581,17,3,6,5,2,0,0,2,0,0,6,36,0,3,3,1,6,2
965247,456581,12,3,0,4,3,0,0,1,0,0,0,36,0,2,4,1,7,2
965248,456581,6,3,0,3,4,0,0,1,0,0,0,36,0,1,4,1,7,2
965249,456581,1,3,0,0,5,0,0,1,0,0,0,36,0,0,4,3,8,2
965305,456594,47,1,1,0,1,0,0,1,52,40,1,83,14000,6,1,3,1,2
965306,456594,33,2,6,0,2,0,0,2,0,0,1,83,0,5,3,3,4,2
965307,456594,13,3,0,4,3,0,0,2,0,0,0,83,0,2,4,1,7,2
965308,456594,10,3,0,3,4,0,0,2,0,0,0,83,0,1,4,1,7,2
965335,456601,41,1,1,0,1,0,0,2,48,40,4,36,7000,6,1,3,1,2
965336,456601,17,3,6,5,2,0,0,2,0,0,6,36,0,3,3,1,6,2
965337,456601,12,3,0,4,3,0,0,1,0,0,0,36,0,2,4,1,7,2
965338,456601,6,3,0,3,4,0,0,1,0,0,0,36,0,1,4,1,7,2
965339,456601,1,3,0,0,5,0,0,1,0,0,0,36,0,0,4,3,8,2
965348,456604,31,1,1,0,1,0,0,1,52,40,1,131,22000,5,1,3,1,2
965349,456604,29,2,6,0,2,0,0,2,0,0,1,131,0,5,3,3,4,2
965350,456604,8,3,0,3,3,0,0,1,0,0,0,131,0,1,4,1,7,2
965351,456604,0,3,0,0,4,0,0,1,0,0,0,131,0,0,4,3,8,2
965367,456608,35,1,1,0,1,0,0,1,50,40,1,160,27000,6,1,3,1,2
965368,456608,31,2,6,0,2,0,0,2,0,0,1,160,0,5,3,3,4,2
965369,456608,4,3,0,1,3,0,0,1,0,0,0,160,0,0,4,1,8,2
965370,456608,2,3,0,0,4,0,0,2,0,0,0,160,0,0,4,3,8,2
965420,456620,28,1,1,0,1,0,0,2,48,40,6,130,22000,5,1,3,1,2
965421,456620,9,3,0,3,2,0,0,1,0,0,0,130,0,1,4,1,7,2
965422,456620,7,3,0,3,3,0,0,2,0,0,0,130,0,1,4,1,7,2
965423,456620,8,3,0,3,4,0,0,2,0,0,0,130,0,1,4,1,7,2
965424,456621,41,1,1,0,1,0,0,2,48,40,4,36,7000,6,1,3,1,2
965425,456621,17,3,6,5,2,0,0,2,0,0,6,36,0,3,3,1,6,2
965426,456621,12,3,0,4,3,0,0,1,0,0,0,36,0,2,4,1,7,2
965427,456621,6,3,0,3,4,0,0,1,0,0,0,36,0,1,4,1,7,2
965428,456621,1,3,0,0,5,0,0,1,0,0,0,36,0,0,4,3,8,2
965534,456646,58,1,1,0,1,0,0,1,36,50,4,84,8500,7,1,3,1,2
965535,456646,11,3,0,4,2,0,0,1,0,0,0,84,0,1,4,1,7,2
965536,456646,8,3,0,4,3,0,0,1,0,0,0,84,0,1,4,1,7,2
965537,456646,16,13,6,5,4,0,0,1,0,0,6,84,0,3,3,1,6,2
965538,456646,78,9,6,0,5,0,0,2,0,0,3,84,0,8,3,3,5,2
965568,456653,42,1,1,0,1,0,0,1,52,60,1,77,18000,6,1,3,1,2
965569,456653,32,2,6,0,2,0,0,2,0,0,1,77,0,5,3,3,4,2
965570,456653,7,3,0,3,3,0,0,2,0,0,0,77,0,1,4,1,7,2
965571,456653,5,3,0,2,4,0,0,1,0,0,0,77,0,0,4,1,8,2
965572,456653,69,9,6,0,5,0,0,1,0,0,2,77,0,8,3,3,5,2
965573,456653,56,11,6,0,6,0,0,2,0,0,2,77,0,7,3,3,4,2
965574,456654,41,1,1,0,1,0,0,1,50,40,1,67,10000,6,1,3,1,2
965575,456654,35,2,6,0,2,0,0,2,0,0,1,67,0,6,3,3,4,2
965576,456654,5,3,0,2,3,0,0,1,0,0,0,67,0,0,4,1,8,2
965577,456654,2,3,0,0,4,0,0,2,0,0,0,67,0,0,4,3,8,2
1102428,484574,32,1,1,0,1,0,0,1,16,40,1,63,1400,5,2,3,2,2
1102429,484574,24,2,6,0,2,0,0,2,0,0,1,63,0,4,3,3,4,2
1102430,484574,24,6,1,0,3,0,0,1,16,40,2,63,9600,4,2,3,2,2
1102431,484574,4,3,0,1,4,0,0,2,0,0,0,63,0,0,4,1,8,2
1102467,484582,39,1,1,0,1,0,0,1,52,40,1,108,12000,6,1,3,1,2
1102468,484582,36,2,1,0,2,0,0,2,52,40,1,108,12000,6,1,3,1,2
1102469,484582,16,3,6,5,3,0,0,2,0,0,6,108,0,3,3,1,6,2
1102470,484582,13,3,0,4,4,0,0,1,0,0,0,108,0,2,4,1,7,2
1102471,484582,7,3,0,3,5,0,0,1,0,0,0,108,0,1,4,1,7,2
1102472,484582,4,3,0,1,6,0,0,2,0,0,0,108,0,0,4,1,8,2
1102528,484594,37,1,1,0,1,0,0,2,52,40,1,49,4800,6,1,3,1,2
1102529,484594,51,2,6,0,2,0,0,1,0,0,1,49,0,7,3,3,4,2
1102530,484594,59,7,6,0,3,0,0,2,6,20,6,49,600,7,3,3,4,2
1102531,484594,64,7,6,0,4,0,0,1,0,0,2,49,0,7,3,3,4,2
1102532,484594,18,3,1,6,5,0,0,1,0,0,6,49,0,4,1,2,1,1
1102533,484594,12,3,0,4,6,0,0,2,0,0,0,49,0,2,4,1,7,2
1102534,484594,0,3,0,0,7,0,0,2,0,0,0,49,0,0,4,3,8,2
1102584,484606,35,1,1,0,1,0,0,2,52,58,6,97,18000,6,1,3,1,2
1102585,484606,9,3,0,3,2,0,0,1,0,0,0,97,0,1,4,1,7,2
1102586,484606,0,3,0,0,3,0,0,2,0,0,0,97,0,0,4,3,8,2
1102587,484606,31,6,1,0,4,0,0,1,52,40,6,97,7000,5,1,3,1,2
1102588,484606,14,13,0,4,5,0,0,2,0,0,0,97,0,2,4,1,7,2
1102589,484606,9,13,0,3,6,0,0,2,0,0,0,97,0,1,4,1,7,2
1102590,484606,35,12,6,0,7,0,0,2,0,0,6,97,0,6,3,3,4,2
1102591,484606,9,21,0,4,8,0,0,1,0,0,0,0,0,1,4,1,7,2
1102592,484606,17,21,6,5,9,0,0,1,0,0,6,1,0,3,3,1,6,2
1102593,484606,41,21,6,0,10,0,0,2,0,0,4,1,0,6,3,3,4,2
1102594,484607,34,1,1,0,1,0,0,1,26,80,1,63,10000,5,2,3,2,2
1102595,484607,33,2,1,0,2,0,0,2,8,60,1,63,600,5,2,3,2,2
1102596,484607,8,3,0,3,3,0,0,2,0,0,0,63,0,1,4,1,7,2
1102597,484607,4,3,0,2,4,0,0,2,0,0,0,63,0,0,4,1,8,2
1102598,484608,51,1,1,0,1,0,0,1,52,40,1,116,11000,7,1,3,1,2
1102599,484608,44,2,1,0,2,0,0,2,48,40,1,116,12000,6,1,3,1,2
1102600,484608,14,3,0,5,3,0,0,1,0,0,0,116,0,2,4,1,7,2
1102601,484608,13,3,0,5,4,0,0,1,0,0,0,116,0,2,4,1,7,2
1102602,484608,11,3,0,4,5,0,0,1,0,0,0,116,0,1,4,1,7,2
1102617,484612,46,1,1,0,1,0,0,1,52,40,1,114,9700,6,1,3,1,2
1102618,484612,43,2,1,0,2,0,0,2,26,40,1,114,9500,6,2,3,2,2
1102619,484612,11,3,0,0,3,0,0,2,0,0,0,114,0,1,4,3,7,2
1102620,484612,8,3,0,3,4,0,0,2,0,0,0,114,0,1,4,1,7,2
1102621,484613,47,1,1,0,1,0,0,1,52,40,1,148,15000,6,1,3,1,2
1102622,484613,35,2,1,0,2,0,0,2,52,48,1,148,10000,6,1,3,1,2
1102623,484613,4,3,0,1,3,0,0,2,0,0,0,148,0,0,4,1,8,2
1102624,484613,0,3,0,0,4,0,0,2,0,0,0,148,0,0,4,3,8,2
1102639,484616,34,1,1,0,1,0,0,1,26,80,1,63,10000,5,2,3,2,2
1102640,484616,33,2,1,0,2,0,0,2,8,60,1,63,600,5,2,3,2,2
1102641,484616,8,3,0,3,3,0,0,2,0,0,0,63,0,1,4,1,7,2
1102642,484616,4,3,0,2,4,0,0,2,0,0,0,63,0,0,4,1,8,2
1102679,484624,45,1,1,0,1,0,0,2,48,8,1,72,1700,6,2,3,2,2
