body_type,fuel_type,vehicle_year,NumMakes,NumModels,MPG,Range,NewPrice,auto_operating_cost,co2gpm
Motorcycle,Gas,2015,11,30,53,0,11685.99273,12.49037736,365.46
Motorcycle,Gas,2014,11,30,53,0,11406.60473,12.49037736,365.46
Motorcycle,Gas,2013,12,30,53,0,11548.53949,12.49037736,365.46
Motorcycle,Gas,2012,12,25,53,0,11542.56322,12.49037736,365.46
Motorcycle,Gas,2011,12,26,53,0,12050.47039,12.49037736,365.46
Motorcycle,Gas,2010,11,29,53,0,12355.08887,12.49037736,365.46
Motorcycle,Gas,2009,12,30,53,0,12480.74577,12.49037736,365.46
Motorcycle,Gas,2008,11,28,53,0,12518.30831,12.49037736,365.46
Motorcycle,Gas,2007,12,32,53,0,13172.48359,12.49037736,365.46
Motorcycle,Gas,2006,12,33,53,0,13511.4417,12.49037736,365.46
Motorcycle,Gas,2005,12,27,53,0,13145.7269,12.49037736,365.46
Motorcycle,Gas,2004,10,26,53,0,13303.59196,12.49037736,365.46
Motorcycle,Gas,2003,11,30,53,0,13166.74322,12.49037736,365.46
Motorcycle,Gas,2002,13,31,53,0,13090.92308,12.49037736,365.46
Motorcycle,Gas,2001,15,33,53,0,13083.99561,12.49037736,365.46
Motorcycle,Gas,2000,10,22,53,0,13607.82029,12.49037736,365.46
Motorcycle,Gas,1999,10,20,53,0,13464.35949,12.49037736,365.46
Motorcycle,Gas,1998,15,40,53,0,13641.33109,12.49037736,365.46
Motorcycle,Diesel,2017,0,0,0,0,11531.02445,12.49037736,0
Motorcycle,Diesel,2016,0,0,0,0,11691.06825,12.49037736,0
Motorcycle,Diesel,2015,0,0,0,0,11685.99273,12.49037736,0
Motorcycle,Diesel,2014,0,0,0,0,11406.60473,12.49037736,0
Motorcycle,Diesel,2013,0,0,0,0,11548.53949,12.49037736,0
Motorcycle,Diesel,2012,0,0,0,0,11542.56322,12.49037736,0
Motorcycle,Diesel,2011,0,0,0,0,12050.47039,12.49037736,0
Motorcycle,Diesel,2010,0,0,0,0,12355.08887,12.49037736,0
Motorcycle,Diesel,2009,0,0,0,0,12480.74577,12.49037736,0
Motorcycle,Diesel,2008,0,0,0,0,12518.30831,12.49037736,0
Motorcycle,Diesel,2007,0,0,0,0,13172.48359,12.49037736,0
Motorcycle,Diesel,2006,0,0,0,0,13511.4417,12.49037736,0
Motorcycle,Diesel,2005,0,0,0,0,13145.7269,12.49037736,0
Motorcycle,Diesel,2004,0,0,0,0,13303.59196,12.49037736,0
Motorcycle,Diesel,2003,0,0,0,0,13166.74322,12.49037736,0
Motorcycle,Diesel,2002,0,0,0,0,13090.92308,12.49037736,0
Motorcycle,Diesel,2001,0,0,0,0,13083.99561,12.49037736,0
Motorcycle,Diesel,2000,0,0,0,0,13607.82029,12.49037736,0
Motorcycle,Diesel,1999,0,0,0,0,13464.35949,12.49037736,0
Motorcycle,Diesel,1998,0,0,0,0,13641.33109,12.49037736,0
Motorcycle,Hybrid,2017,0,0,0,0,11531.02445,8.08,0
Motorcycle,Hybrid,2016,0,0,0,0,11691.06825,8.08,0
Motorcycle,Hybrid,2015,0,0,0,0,11685.99273,8.08,0
Motorcycle,Hybrid,2014,0,0,0,0,11406.60473,8.08,0
Motorcycle,Hybrid,2013,0,0,0,0,11548.53949,8.08,0
Motorcycle,Hybrid,2012,0,0,0,0,11542.56322,8.08,0
Motorcycle,Hybrid,2011,0,0,0,0,12050.47039,8.08,0
Motorcycle,Hybrid,2010,0,0,0,0,12355.08887,8.08,0
Motorcycle,Hybrid,2009,0,0,0,0,12480.74577,8.08,0
Motorcycle,Hybrid,2008,0,0,0,0,12518.30831,8.08,0
Motorcycle,Hybrid,2007,0,0,0,0,13172.48359,8.08,0
Motorcycle,Hybrid,2006,0,0,0,0,13511.4417,8.08,0
Motorcycle,Hybrid,2005,0,0,0,0,13145.7269,8.08,0
Motorcycle,Hybrid,2004,0,0,0,0,13303.59196,8.08,0
Motorcycle,Hybrid,2003,0,0,0,0,13166.74322,8.08,0
Motorcycle,Hybrid,2002,0,0,0,0,13090.92308,8.08,0
Motorcycle,Hybrid,2001,0,0,0,0,13083.99561,8.08,0
Motorcycle,Hybrid,2000,0,0,0,0,13607.82029,8.08,0
Motorcycle,Hybrid,1999,0,0,0,0,13464.35949,8.08,0
Motorcycle,Hybrid,1998,0,0,0,0,13641.33109,8.08,0
Motorcycle,PEV,2017,0,0,0,0,16712.08255,8.08,0
Motorcycle,PEV,2016,0,0,0,0,19201.6228,8.08,0
Motorcycle,PEV,2015,0,0,0,0,16203.21145,8.08,0
Motorcycle,PEV,2014,0,0,0,0,12977.95542,8.08,0
Motorcycle,PEV,2013,0,0,0,0,15386.5626,8.08,0
Motorcycle,PEV,2012,0,0,0,0,13939.23102,8.08,0
Motorcycle,PEV,2011,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2010,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2009,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2008,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2007,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2006,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2005,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2004,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2003,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2002,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2001,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,2000,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,1999,0,0,0,0,11382.15714,8.08,0
Motorcycle,PEV,1998,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2017,2,2,240,80,16712.08255,8.08,0
Motorcycle,BEV,2016,2,2,240,80,19201.6228,8.08,0
Motorcycle,BEV,2015,1,1,240,80,16203.21145,8.08,0
Motorcycle,BEV,2014,1,1,240,80,12977.95542,8.08,0
Motorcycle,BEV,2013,1,1,240,80,15386.5626,8.08,0
Motorcycle,BEV,2012,1,1,240,80,13939.23102,8.08,0
Motorcycle,BEV,2011,1,1,240,80,11382.15714,8.08,0
Motorcycle,BEV,2010,1,1,240,80,11382.15714,8.08,0
Motorcycle,BEV,2009,1,1,240,80,11382.15714,8.08,0
Motorcycle,BEV,2008,1,1,240,80,11382.15714,8.08,0
Motorcycle,BEV,2007,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2006,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2005,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2004,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2003,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2002,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2001,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,2000,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,1999,0,0,0,0,11382.15714,8.08,0
Motorcycle,BEV,1998,0,0,0,0,11382.15714,8.08,0
